"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27
SR-160,331620,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,70.791059166666656,126.601,36,0.55916666666666659,56.471359999999997,100.992,8.5,0.55916666666666659,91.85934083333332,164.279,13.333333333333332,0.55916666666666659,219.12175999999997,391.87200000000001,57.833333333333329,0.55916666666666659,PCE,12,Shageluk,PCE revenue assumes all kWh are at residential rate
SR-161,331630,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,240.84171405000001,435.24299999999999,62,0.55335000000000001,84.427929599999999,152.57599999999999,4,0.55335000000000001,238.81866644999999,431.58699999999999,31.166666666666664,0.55335000000000001,564.08831009999994,1019.4059999999999,97.166666666666657,0.55335000000000001,PCE,12,Shaktoolik,PCE revenue assumes all kWh are at residential rate
SR-162,331640,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,415.1107566666667,736.88300000000004,152.83333333333334,0.56333333333333335,134.87890000000002,239.43,10.833333333333334,0.56333333333333335,440.8336833333334,782.54500000000007,44.333333333333336,0.56333333333333335,990.82334000000014,1758.8580000000002,208,0.56333333333333335,PCE,12,Shishmaref,PCE revenue assumes all kWh are at residential rate
SR-163,331650,169,Alaska Village Electric Cooperative,Shungnak,Shungnak_grid,Northwest Arctic,288.15244860833337,403.91899999999998,62.666666666666664,0.71339166666666676,64.023335125000017,89.745000000000005,9.3333333333333339,0.71339166666666687,306.82190852500003,430.089,21.083333333333336,0.71339166666666676,658.99769225833347,923.75300000000004,93.083333333333343,0.71339166666666676,PCE,12,Shungnak,PCE revenue assumes all kWh are at residential rate
SR-164,331190,2,Alaska Power & Telephone Company,Skagway,UpperLynnCanal_grid,Southeast,878.68897957499996,3250.491,635,0.27032499999999998,1250.6607750999999,4626.5079999999998,31.833333333333332,0.27032499999999998,514.14706667499991,1901.9589999999998,600.08333333333337,0.27032499999999998,2643.4968213499997,9778.9579999999987,1266.9166666666667,0.27032499999999998,PCE,12,Skagway,PCE revenue assumes all kWh are at residential rate
SR-165,331195,2,Alaska Power & Telephone Company,Slana,Slana_grid,Copper River/Chugach,154.46230749999998,274.62,73.083333333333329,0.56245833333333328,39.585255041666663,70.379000000000005,1,0.56245833333333328,60.438960208333334,107.45500000000001,17,0.56245833333333328,254.48652274999998,452.45400000000001,91.083333333333329,0.56245833333333328,PCE,12,Slana,PCE revenue assumes all kWh are at residential rate
SR-166,332260,343,Middle Kuskokwim Electric,Sleetmute,Sleetmute_grid,Lower Yukon-Kuskokwim,121.77558912500001,92.991,31.833333333333332,1.3095416666666668,108.72338733333335,83.024000000000001,5.5,1.3095416666666668,94.293547708333335,72.004999999999995,9.5,1.3095416666666668,324.79252416666668,248.01999999999998,46.833333333333329,1.3095416666666668,PCE,12,Sleetmute,PCE revenue assumes all kWh are at residential rate
SR-167,331680,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,410.76859982499997,756.21299999999997,135.33333333333334,0.54319166666666663,108.62421034999998,199.97399999999999,9.75,0.54319166666666663,345.87892332499996,636.75299999999993,39,0.54319166666666663,865.27173349999987,1592.9399999999998,184.08333333333334,0.54319166666666663,PCE,12,Stebbins,PCE revenue assumes all kWh are at residential rate
SR-168,332570,709,Stevens Village Ira Council,Stevens Village,Stevens Village_grid,Yukon-Koyukuk/Upper Tanana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stevens Village,No Data
SR-169,332270,343,Middle Kuskokwim Electric,Stony River,Stony River_grid,Lower Yukon-Kuskokwim,49.346149083333344,37.682000000000002,15.25,1.3095416666666668,59.420453125000009,45.375,4.833333333333333,1.3095416666666668,41.274134250000003,31.518000000000001,5.166666666666667,1.3095416666666668,150.04073645833336,114.575,25.25,1.3095416666666668,PCE,12,Stony River,PCE revenue assumes all kWh are at residential rate
SR-17,331050,2,Alaska Power & Telephone Company,"Allakaket, Alatna",Allakaket_grid,Yukon-Koyukuk/Upper Tanana,182.54342399999999,225.792,67.75,0.80845833333333328,33.648035833333331,41.62,17,0.80845833333333339,267.77352687500002,331.21500000000003,17.166666666666664,0.80845833333333328,483.96498670833336,598.62700000000007,101.91666666666666,0.80845833333333328,PCE,12,"Allakaket, Alatna",PCE revenue assumes all kWh are at residential rate
SR-170,332580,394,Takotna Community Assoc Inc,Takotna,Takotna_grid,Yukon-Koyukuk/Upper Tanana,83.65376599999999,81.852999999999994,34.5,1.022,57.075634000000001,55.847000000000001,4,1.022,40.825834,39.947000000000003,13.583333333333334,1.022,181.55523399999998,177.64699999999999,52.083333333333336,1.022,PCE,12,Takotna,PCE revenue assumes all kWh are at residential rate
SR-171,332600,92,Tanana Power Company Inc,Tanana,Tanana_grid,Yukon-Koyukuk/Upper Tanana,197.84948936666669,303.08600000000001,104.66666666666667,0.65278333333333338,325.36288013333336,498.42399999999998,7,0.65278333333333338,221.35491163333336,339.09399999999999,44.333333333333329,0.65278333333333338,744.56728113333338,1140.604,156,0.65278333333333338,PCE,12,Tanana,PCE revenue assumes all kWh are at residential rate
SR-172,332610,586,Tatitlek Village Ira Council,Tatitlek,Tatitlek_grid,Copper River/Chugach,133.68796,145.31299999999999,38.916666666666664,0.92000000000000015,38.809280000000001,42.183999999999997,5,0.92,103.49172000000002,112.49100000000001,18,0.92,275.98896000000002,299.988,61.916666666666664,0.92,PCE,12,Tatitlek,PCE revenue assumes all kWh are at residential rate
SR-173,331685,61,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,168.63970499999999,299.32499999999999,72.916666666666671,0.56340000000000001,25.215530400000002,44.756,7,0.56340000000000001,229.94720280000001,408.142,34.5,0.56340000000000001,423.80243819999998,752.22299999999996,114.41666666666667,0.56340000000000001,PCE,12,Teller,PCE revenue assumes all kWh are at residential rate
SR-174,332630,363,"Tenakee Springs, City of",Tenakee Springs,Tenakee Springs_grid,Southeast,141.00183999999999,251.78899999999999,125.83333333333333,0.55999999999999994,38.188079999999992,68.192999999999998,13.416666666666666,0.55999999999999994,17.032399999999999,30.414999999999999,27.25,0.55999999999999994,196.22231999999997,350.39699999999999,166.5,0.55999999999999994,PCE,12,Tenakee Springs,PCE revenue assumes all kWh are at residential rate
SR-175,331200,2,Alaska Power & Telephone Company,Tetlin,Tok_grid,Yukon-Koyukuk/Upper Tanana,73.069920150000002,197.941,44,0.36914999999999998,12.484283850000002,33.819000000000003,5,0.36915000000000003,54.959052,148.88,8.8333333333333321,0.36915000000000003,140.51325600000001,380.64,57.833333333333329,0.36915000000000003,PCE,12,Tetlin,PCE revenue assumes all kWh are at residential rate
SR-176,331210,2,Alaska Power & Telephone Company,"Thorne Bay, Kasaan",Prince of Wales Is._grid,Southeast,415.33776360000002,1570.8689999999999,325.41666666666669,0.26440000000000002,225.55117920000001,853.06799999999998,29.333333333333332,0.26440000000000002,224.22865040000002,848.06600000000003,153.08333333333334,0.26440000000000002,865.11759319999999,3272.0029999999997,507.83333333333337,0.26440000000000002,PCE,12,"Thorne Bay, Kasaan",PCE revenue assumes all kWh are at residential rate
SR-177,331690,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,628.7975975999999,1180.896,217,0.53247499999999992,256.65028762499998,481.995,19,0.53247499999999992,597.39009219999991,1121.912,76.333333333333343,0.53247499999999992,1482.8379774249997,2784.8029999999999,312.33333333333337,0.53247499999999992,PCE,12,Togiak,PCE revenue assumes all kWh are at residential rate
SR-178,331220,2,Alaska Power & Telephone Company,"Tok, Tanacross",Tok_grid,Yukon-Koyukuk/Upper Tanana,1492.7400805749999,4043.6309999999999,765,0.36915833333333331,1005.220725775,2723.0070000000001,31.75,0.36915833333333331,517.39570787499986,1401.5549999999998,188.58333333333334,0.36915833333333326,3015.3565142249995,8168.1929999999993,985.33333333333337,0.36915833333333331,PCE,12,"Tok, Tanacross",PCE revenue assumes all kWh are at residential rate
SR-179,331700,169,Alaska Village Electric Cooperative,Toksook Bay,Toksook Bay_grid,Lower Yukon-Kuskokwim,444.64276268333344,789.92600000000004,133.33333333333334,0.56289166666666679,34.141631150000009,60.654000000000003,13,0.56289166666666679,411.67307198333344,731.35400000000004,31,0.56289166666666679,890.45746581666697,1581.9340000000002,177.33333333333334,0.56289166666666679,PCE,12,Toksook Bay,PCE revenue assumes all kWh are at residential rate
SR-18,331250,169,Alaska Village Electric Cooperative,Ambler,Ambler_grid,Northwest Arctic,305.74589924999998,464.01299999999998,79.416666666666671,0.65891666666666671,25.055306250000001,38.024999999999999,14.666666666666666,0.65891666666666671,435.84965399999999,661.46399999999994,19.833333333333336,0.65891666666666671,766.65085950000002,1163.502,113.91666666666667,0.65891666666666671,PCE,12,Ambler,PCE revenue assumes all kWh are at residential rate
SR-180,332710,664,Tuluksak Traditional,Tuluksak,Tuluksak_grid,Lower Yukon-Kuskokwim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tuluksak,No Data
SR-181,332720,344,Tuntutuliak Community,Tuntutuliak,Tuntutuliak_grid,Lower Yukon-Kuskokwim,353.97050000000013,544.57000000000005,139.08333333333334,0.65000000000000013,349.61550000000005,537.87,8,0.65000000000000013,42.498300000000015,65.382000000000005,34.5,0.65000000000000013,746.08430000000021,1147.8220000000001,181.58333333333334,0.65000000000000013,PCE,12,Tuntutuliak,PCE revenue assumes all kWh are at residential rate
SR-182,331710,169,Alaska Village Electric Cooperative,Tununak,Toksook Bay_grid,Lower Yukon-Kuskokwim,227.08794797500005,403.43099999999998,91.083333333333329,0.56289166666666679,NA,NA,9,NA,333.82571737500007,593.05499999999995,27.166666666666668,0.56289166666666679,560.91366535000009,996.48599999999988,127.25,0.56289166666666679,PCE,12,Tununak,PCE revenue assumes all kWh are at residential rate
SR-183,332730,729,Twin Hills Village Council,Twin Hills,Twin Hills_grid,Bristol Bay,45.351200999999996,89.88,34.125,0.504575,51.488346725,102.04300000000001,5.5,0.504575,12.060856224999998,23.902999999999999,8.5,0.504575,108.90040395,215.82599999999999,48.125,0.504575,PCE,8,Twin Hills,PCE revenue assumes all kWh are at residential rate
SR-184,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,613.12747490000004,1335.1110000000001,275.41666666666669,0.45923333333333333,828.35085043333333,1803.769,16.916666666666668,0.45923333333333333,356.64519899999999,776.61,92.916666666666671,0.45923333333333333,1798.1235243333333,3915.49,385.25,0.45923333333333333,PCE,12,Unalakleet,PCE revenue assumes all kWh are at residential rate
SR-185,332860,106,"Unalaska, City of",Unalaska,Unalaska_grid,Aleutians,1416.2599930249999,3955.3890000000001,773.75,0.35805833333333331,12915.347767258332,36070.512999999999,56.75,0.35805833333333331,1201.5077044999998,3355.62,196.33333333333334,0.35805833333333331,15533.115464783334,43381.522000000004,1026.8333333333333,0.35805833333333331,PCE,12,Unalaska,PCE revenue assumes all kWh are at residential rate
SR-186,332880,663,Venetie Village Electric,Venetie,Venetie_grid,Yukon-Koyukuk/Upper Tanana,192.27420000000004,213.63800000000001,98,0.90000000000000013,220.11120000000005,244.56800000000001,7.2222222222222223,0.90000000000000013,82.521000000000015,91.69,13.555555555555555,0.90000000000000013,494.90640000000013,549.89600000000007,118.77777777777777,0.90000000000000013,PCE,9,Venetie,PCE revenue assumes all kWh are at residential rate
SR-187,332410,254,North Slope Borough Power & Light,Wainwright,Wainwright_grid,North Slope,263.31832842499989,1358.8869999999999,151.75,0.19377499999999992,906.41744199999982,4677.68,3,0.19377499999999995,28.988739999999989,149.6,73.166666666666671,0.19377499999999995,1198.7245104249998,6186.1670000000004,227.91666666666669,0.19377499999999998,PCE,12,Wainwright,PCE revenue assumes all kWh are at residential rate
SR-188,331730,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,130.0433084,215.161,41.083333333333336,0.60440000000000005,23.760172799999996,39.311999999999998,5,0.60439999999999994,211.55208799999997,350.02,23.416666666666664,0.60439999999999994,365.35556919999993,604.49299999999994,69.5,0.60439999999999994,PCE,12,Wales,PCE revenue assumes all kWh are at residential rate
SR-189,331230,2,Alaska Power & Telephone Company,Whale Pass,Whale_Pass_grid,Southeast,76.766424799999996,290.34199999999998,85.666666666666671,0.26440000000000002,17.908076399999999,67.730999999999995,2,0.26440000000000002,8.1646720000000013,30.880000000000003,15.083333333333332,0.26440000000000002,102.8391732,388.95299999999997,102.75,0.26440000000000002,PCE,12,Whale Pass,PCE revenue assumes all kWh are at residential rate
SR-19,332350,254,North Slope Borough Power & Light,Anaktuvuk Pass,Anaktuvuk Pass_grid,North Slope,141.97944849999999,782.22,102.66666666666667,0.18150833333333333,515.66463047499985,2840.9969999999998,2,0.1815083333333333,14.119351741666664,77.789000000000001,58,0.1815083333333333,671.76343071666656,3701.0060000000003,162.66666666666669,0.1815083333333333,PCE,12,Anaktuvuk Pass,PCE revenue assumes all kWh are at residential rate
SR-190,332890,409,"White Mountain, City of",White Mountain,WhiteMountain_grid,Bering Straits,139.62464999999997,253.863,66.083333333333329,0.54999999999999993,200.60534999999999,364.73700000000002,8,0.54999999999999993,69.759249999999994,126.83500000000001,28.166666666666668,0.54999999999999993,409.98924999999991,745.43499999999995,102.25,0.54999999999999993,PCE,12,White Mountain,PCE revenue assumes all kWh are at residential rate
SR-191,332900,53,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,562.41804119999995,1387.944,273.5,0.40521666666666661,800.55171969999992,1975.614,28.583333333333332,0.40521666666666661,818.25442021666652,2019.3009999999999,151.25,0.40521666666666661,2181.2241811166664,5382.8590000000004,453.33333333333337,0.40521666666666656,PCE,12,Yakutat,PCE revenue assumes all kWh are at residential rate
SR-192,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,3940.0235359525577,15627.746577523081,3033.6970317297851,0.25211718889909407,14331.56047071905,67665.23555838551,860.58137154554765,0.21180093961769991,1523.1822831727204,0,0,NA,19795.5,83292,3848,0.23766388128511742,EIA861S,0,"In addition to Valdez, the CVEA service area includes 14 other communities.",NA
SR-193,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,4413.0255676224697,24884.500704269765,4356.5392156862745,NA,NA,NA,NA,NA,0,0,0,NA,16714.7,108505,5771,0.15404543569420764,EIA861S,0,Sitka,NA
SR-194,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6988.9,47717,2032,0.14646562021920909,EIA861S,0,Utqiagvik,NA
SR-198,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5628,52669,2218,0.10685602536596479,EIA861S,0,Petersburg,NA
SR-2,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,23036.6,108035,24881,0.21323274864627204,98449.5,624793,6410,0.15757138764358755,0,0,0,NA,121486.1,732828,31291,0.16577709912830843,EIA861,0,Anchorage,NA
SR-20,332650,240,Inside Passage Electric,Angoon,Angoon_grid,Southeast,429.33210539999993,752.81799999999998,190.16666666666666,0.57029999999999992,303.21083069999997,531.66899999999998,8.3333333333333339,0.57029999999999992,147.45904919999998,258.56400000000002,33.166666666666671,0.57029999999999992,880.00198529999989,1543.0509999999999,231.66666666666666,0.57029999999999992,PCE,12,Angoon,PCE revenue assumes all kWh are at residential rate
SR-200,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3958,32654,2043,0.12121026520487536,EIA861S,0,Wrangell,NA
SR-21,331760,5,Aniak Light & Power,Aniak,Aniak_grid,Lower Yukon-Kuskokwim,527.76316063333331,916.28200000000004,183.58333333333334,0.57598333333333329,470.68666819999999,817.18799999999999,14,0.57598333333333329,208.62404324999997,362.20499999999998,60.166666666666671,0.57598333333333329,1207.0738720833333,2095.6750000000002,257.75,0.57598333333333329,PCE,12,Aniak,PCE revenue assumes all kWh are at residential rate
SR-22,331260,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,82.772838100000016,141.054,39.083333333333336,0.58681666666666676,NA,NA,11,NA,128.62199790000003,219.18600000000001,17.25,0.58681666666666676,211.39483600000003,360.24,67.333333333333343,0.58681666666666676,PCE,12,Anvik,PCE revenue assumes all kWh are at residential rate
SR-23,331770,747,Arctic Village Electric Company,Arctic Village,Arctic Village_grid,Yukon-Koyukuk/Upper Tanana,212.8,212.8,97.3,1,150.34700000000001,150.34700000000001,5.2,1,64.239999999999995,64.239999999999995,6.4,1,427.387,427.387,108.9,1,PCE,10,Arctic Village,PCE revenue assumes all kWh are at residential rate
SR-24,331750,291,"Atka, City of",Atka,Atka_grid,Aleutians,65.645624999999995,105.033,30.166666666666668,0.625,80.744375000000005,129.191,9.8333333333333339,0.625,39.614374999999995,63.382999999999996,21.333333333333336,0.625,186.00437500000001,297.60700000000003,61.333333333333343,0.625,PCE,12,Atka,PCE revenue assumes all kWh are at residential rate
SR-25,331780,337,Atmautluak Tribal Utilities,Atmautluak,Atmautluak_grid,Lower Yukon-Kuskokwim,251.73983999999999,381.42399999999998,73.666666666666671,0.66,259.80306000000002,393.64100000000002,6.416666666666667,0.66,56.377859999999998,85.420999999999992,13.583333333333334,0.66,567.92075999999997,860.48599999999999,93.666666666666671,0.66,PCE,12,Atmautluak,PCE revenue assumes all kWh are at residential rate
SR-26,332360,254,North Slope Borough Power & Light,Atqasuk,Atqasuk_grid,North Slope,159.03773496666668,685.40899999999999,64,0.23203333333333334,530.07342103333337,2284.471,2,0.23203333333333334,26.72443916666667,115.17500000000001,58.083333333333336,0.23203333333333334,715.83559516666674,3085.0550000000003,124.08333333333334,0.23203333333333334,PCE,12,Atqasuk,PCE revenue assumes all kWh are at residential rate
SR-27,331790,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,75.341700000000017,83.712999999999994,39.166666666666664,0.90000000000000024,67.428900000000027,74.921000000000006,3,0.90000000000000024,76.880700000000019,85.423000000000002,11.666666666666668,0.90000000000000024,219.65130000000005,244.05699999999999,53.833333333333329,0.90000000000000024,PCE,12,Beaver,PCE revenue assumes all kWh are at residential rate
SR-28,331800,43,Alaska Village Electric Cooperative,"Bethel, Oscarville",Bethel_grid,Lower Yukon-Kuskokwim,3869.0989347500004,10875.893,1793.5,0.35575000000000001,5543.1794582500006,15581.671,46.666666666666664,0.35575000000000001,5269.0089809999999,14810.987999999999,1005.8333333333334,0.35575000000000001,14681.287374,41268.551999999996,2846,0.35575000000000001,PCE,12,"Bethel, Oscarville",PCE revenue assumes all kWh are at residential rate
SR-29,331060,2,Alaska Power & Telephone Company,"Bettles, Evansville",Bettles_grid,Yukon-Koyukuk/Upper Tanana,66.266351666666694,92.54,31.416666666666668,0.71608333333333363,44.40146316666668,62.006,7,0.71608333333333352,203.29963875000004,283.90499999999997,28.166666666666664,0.71608333333333352,313.96745358333339,438.45099999999996,66.583333333333329,0.71608333333333352,PCE,12,"Bettles, Evansville",PCE revenue assumes all kWh are at residential rate
SR-3,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,111202.1,524523,96362,0.21200614653694883,106512.7,629127,16224,0.16930238250782434,8776,59037,7,0.14865253993258465,226490.8,1212687,112593,0.18676773149213274,EIA861,0,"In addition to Anchorage, the CEA service area includes eight other communities.",NA
SR-30,331810,767,Birch Creek Electric Company,Birch Creek,Birch Creek_grid,Yukon-Koyukuk/Upper Tanana,26.19125,22.774999999999999,16.916666666666668,1.1500000000000001,33.383350000000007,29.029,1.8333333333333333,1.1500000000000004,38.140900000000009,33.166000000000004,5.5,1.1500000000000001,97.715500000000006,84.97,24.25,1.1500000000000001,PCE,12,Birch Creek,PCE revenue assumes all kWh are at residential rate
SR-31,331270,169,Alaska Village Electric Cooperative,Brevig Mission,Brevig Mission_grid,Bering Straits,301.60933125833333,547.49300000000005,87.916666666666671,0.55089166666666656,24.432596308333327,44.350999999999999,8,0.55089166666666656,338.66010119166663,614.74900000000002,27.416666666666664,0.55089166666666656,664.7020287583332,1206.5930000000001,123.33333333333334,0.55089166666666656,PCE,12,Brevig Mission,PCE revenue assumes all kWh are at residential rate
SR-32,331820,432,"Buckland, City of",Buckland,Buckland_grid,Northwest Arctic,358.30486780000001,755.75800000000004,101.66666666666667,0.47409999999999997,294.82998930000002,621.87300000000005,11.916666666666666,0.47410000000000002,118.64874009999998,250.26099999999997,23.416666666666668,0.47410000000000002,771.78359720000003,1627.8920000000001,137,0.47410000000000002,PCE,12,Buckland,PCE revenue assumes all kWh are at residential rate
SR-33,331830,341,Gold Country Energy,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,157.43731744999999,235.13900000000001,123.33333333333333,0.66954999999999998,46.2886697,69.134,1,0.66954999999999998,29.596118650000001,44.203000000000003,16.083333333333336,0.66954999999999998,233.3221058,348.476,140.41666666666666,0.66954999999999998,PCE,12,Central,PCE revenue assumes all kWh are at residential rate
SR-34,331840,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,57.519649999999984,60.546999999999997,45.75,0.94999999999999973,40.317999999999991,42.44,8.4166666666666661,0.94999999999999984,92.893849999999972,97.782999999999987,11.916666666666668,0.94999999999999984,190.73149999999995,200.76999999999998,66.083333333333343,0.94999999999999984,PCE,12,Chalkyitsik,PCE revenue assumes all kWh are at residential rate
SR-35,332310,365,Naterkaq Light Plant (City of Chefornak),Chefornak,Chefornak_grid,Lower Yukon-Kuskokwim,304.58889999999997,553.798,104.41666666666667,0.54999999999999993,99.433399999999992,180.78800000000001,15.5,0.54999999999999993,283.41994999999997,515.30899999999997,29.833333333333332,0.54999999999999993,687.44224999999994,1249.895,149.75,0.54999999999999993,PCE,12,Chefornak,PCE revenue assumes all kWh are at residential rate
SR-36,331850,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,58.319762500000003,82.87,26,0.70374999999999999,50.897311249999994,72.322999999999993,9.0833333333333339,0.70374999999999999,42.327747500000001,60.146000000000001,18.916666666666664,0.70374999999999999,151.54482124999998,215.339,54,0.70374999999999988,PCE,12,Chenega Bay,PCE revenue assumes all kWh are at residential rate
SR-37,331280,169,Alaska Village Electric Cooperative,Chevak,Chevak_grid,Lower Yukon-Kuskokwim,545.05537029999994,1031.6179999999999,207,0.52834999999999999,92.857512499999999,175.75,10,0.52834999999999999,622.82426349999992,1178.81,42.333333333333329,0.52834999999999999,1260.7371462999999,2386.1779999999999,259.33333333333331,0.52834999999999999,PCE,12,Chevak,PCE revenue assumes all kWh are at residential rate
SR-38,331860,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,137.79875200000004,331.24700000000001,55.25,0.41600000000000009,169.41308800000004,407.24299999999999,10,0.41600000000000009,37.513216000000007,90.176000000000002,66.166666666666671,0.41600000000000009,344.72505600000005,828.66599999999994,131.41666666666669,0.41600000000000009,PCE,12,Chignik,PCE revenue assumes all kWh are at residential rate
SR-39,331870,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,139.81700000000001,243.16,65.166666666666671,0.57500000000000007,67.045000000000002,116.6,7,0.57500000000000007,24.844025000000002,43.207000000000001,9,0.57500000000000007,231.70602500000001,402.96699999999998,81.166666666666671,0.57500000000000007,PCE,12,Chignik Lagoon,PCE revenue assumes all kWh are at residential rate
SR-4,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,74152.899999999994,295060,39813,0.25131464786823016,28760.2,119942,6715,0.23978422904403796,133695.9,806809,531,0.16570948018676043,236609,1221811,47059,0.19365433770034809,EIA861,0,"In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
SR-40,331880,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,93.931233333333338,122.51900000000001,42.916666666666664,0.76666666666666672,51.323733333333337,66.944000000000003,8.3333333333333339,0.76666666666666672,63.296766666666677,82.561000000000007,5.416666666666667,0.76666666666666672,208.55173333333335,272.024,56.666666666666664,0.76666666666666672,PCE,12,Chignik Lake,PCE revenue assumes all kWh are at residential rate
SR-41,332660,240,Inside Passage Electric,Chilkat Valley,UpperLynnCanal_grid,Southeast,390.55911929999996,684.83100000000002,209.83333333333334,0.57029999999999992,188.71683239999999,330.90800000000002,1.25,0.57029999999999992,50.1584553,87.951000000000008,41.416666666666664,0.57029999999999992,629.43440699999996,1103.69,252.5,0.57029999999999992,PCE,12,Chilkat Valley,PCE revenue assumes all kWh are at residential rate
SR-42,331070,2,Alaska Power & Telephone Company,Chistochina,Slana_grid,Copper River/Chugach,104.57689094999996,185.93100000000001,48,0.56244999999999978,79.767783899999969,141.822,2,0.56244999999999978,19.242539399999995,34.212000000000003,21.583333333333332,0.56244999999999978,203.58721424999993,361.96500000000003,71.583333333333329,0.56244999999999978,PCE,12,Chistochina,PCE revenue assumes all kWh are at residential rate
SR-43,331890,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,66.406900000000007,94.867000000000004,42.083333333333336,0.70000000000000007,153.5401,219.34299999999999,2,0.70000000000000007,23.733500000000003,33.905000000000001,31.666666666666668,0.70000000000000007,243.68050000000002,348.11500000000001,75.75,0.70000000000000007,PCE,12,Chitina,PCE revenue assumes all kWh are at residential rate
SR-44,332230,343,Middle Kuskokwim Electric,Chuathbaluk,Chuathbaluk_grid,Lower Yukon-Kuskokwim,112.07974262500002,85.587000000000003,31.583333333333332,1.3095416666666668,84.157695208333351,64.265000000000001,10,1.3095416666666668,91.200410291666685,69.643000000000001,5.8333333333333339,1.3095416666666668,287.43784812500002,219.495,47.416666666666664,1.3095416666666666,PCE,12,Chuathbaluk,PCE revenue assumes all kWh are at residential rate
SR-45,331900,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,106.89069448333335,140.059,43.166666666666664,0.76318333333333344,46.304622383333339,60.673000000000002,6.583333333333333,0.76318333333333344,132.18793243333337,173.20600000000002,9.5,0.76318333333333344,285.38324930000005,373.93799999999999,59.25,0.76318333333333344,PCE,12,Circle,PCE revenue assumes all kWh are at residential rate
SR-46,331910,360,"Clark's Point, City of",Clark's Point,Clark's Point_grid,Bristol Bay,140.21977499999997,130.43700000000001,48,1.0749999999999997,97.255249999999975,90.47,5.166666666666667,1.0749999999999997,30.976124999999993,28.815000000000001,10.833333333333332,1.0749999999999997,268.45114999999993,249.72200000000001,64,1.0749999999999997,PCE,12,Clark's Point,PCE revenue assumes all kWh are at residential rate
SR-47,331080,2,Alaska Power & Telephone Company,Coffman Cove,Prince of Wales Is._grid,Southeast,219.3665590083333,829.70299999999997,184.5,0.26439166666666664,47.000642191666664,177.76900000000001,14,0.26439166666666664,47.072027941666661,178.03899999999999,47,0.26439166666666664,313.4392291416666,1185.511,245.5,0.26439166666666664,PCE,12,Coffman Cove,PCE revenue assumes all kWh are at residential rate
SR-48,331980,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,111.91966834166666,154.733,40,0.72330833333333333,830.57568247499989,1148.3009999999999,6.166666666666667,0.72330833333333333,456.95365612500001,631.755,73.666666666666657,0.72330833333333333,1399.4490069416665,1934.789,119.83333333333333,0.72330833333333322,PCE,12,Cold Bay,PCE revenue assumes all kWh are at residential rate
