"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27
SR-125,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,37.426500000000004,49.902000000000001,13,0.75000000000000011,44.53725,59.383000000000003,5,0.75,26.860500000000002,35.814,8.0833333333333321,0.75,108.82424999999999,145.09899999999999,26.083333333333332,0.75,PCE,12,Nikolski,PCE revenue assumes all kWh are at residential rate
SR-126,331500,169,Alaska Village Electric Cooperative,Noatak,Noatak_grid,Northwest Arctic,788.75896304999992,846.69399999999996,117.5,0.93157499999999993,121.08611849999998,129.97999999999999,7,0.93157499999999993,661.90173742499996,710.51900000000001,29.166666666666664,0.93157499999999993,1571.7468189749998,1687.193,153.66666666666666,0.93157499999999982,PCE,12,Noatak,PCE revenue assumes all kWh are at residential rate
SR-127,332340,150,Nome Joint Utility Systems,Nome,Nome_grid,Bering Straits,3236.568865416667,8857.2009999999991,1746.25,0.36541666666666672,3310.7948566666669,9060.3279999999995,65.333333333333329,0.36541666666666672,3965.3715783333341,10851.644,389.58333333333337,0.36541666666666672,10512.735300416669,28769.173000000003,2201.1666666666665,0.36541666666666672,PCE,12,Nome,PCE revenue assumes all kWh are at residential rate
SR-128,331510,169,Alaska Village Electric Cooperative,Noorvik,Noorvik_grid,Northwest Arctic,507.16775871666675,877.16200000000003,138.58333333333334,0.57819166666666677,94.334861375000017,163.155,10,0.57819166666666677,453.58095505000006,784.48199999999997,33.5,0.57819166666666677,1055.0835751416669,1824.799,182.08333333333334,0.57819166666666677,PCE,12,Noorvik,PCE revenue assumes all kWh are at residential rate
SR-129,331180,2,Alaska Power & Telephone Company,"Northway, Northway Village, Northway Junction",Northway_grid,Yukon-Koyukuk/Upper Tanana,201.49896933333341,354.23200000000003,86.583333333333329,0.56883333333333352,171.20745666666673,300.98,6,0.56883333333333352,187.95106583333339,330.41499999999996,32.166666666666664,0.56883333333333352,560.65749183333344,985.62699999999995,124.75,0.56883333333333341,PCE,12,"Northway, Northway Village, Northway Junction",PCE revenue assumes all kWh are at residential rate
SR-13,331020,412,Akiachak Native Community,Akiachak,Akiachak_grid,Lower Yukon-Kuskokwim,441.92004999999995,715.66,184,0.61749999999999994,221.97087249999996,359.46699999999998,9.75,0.61749999999999994,388.56002249999995,629.24699999999996,44.083333333333329,0.61749999999999994,1052.4509449999998,1704.3739999999998,237.83333333333331,0.61749999999999994,PCE,12,Akiachak,PCE revenue assumes all kWh are at residential rate
SR-130,332380,254,North Slope Borough Power & Light,Nuiqsut,Nuiqsut_grid,North Slope,95.379082499999981,978.24699999999996,111.91666666666667,9.7499999999999989E-2,497.55488249999996,5103.1270000000004,3,9.7499999999999989E-2,14.249039999999999,146.14400000000001,75.166666666666671,9.7499999999999989E-2,607.18300499999998,6227.5180000000009,190.08333333333334,9.7499999999999976E-2,PCE,12,Nuiqsut,PCE revenue assumes all kWh are at residential rate
SR-131,331520,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,264.65118071666666,489.10599999999999,109.08333333333333,0.54109166666666664,NA,NA,15,NA,264.50508596666668,488.83600000000001,15.166666666666666,0.54109166666666664,529.15626668333334,977.94200000000001,139.25,0.54109166666666664,PCE,12,Nulato,PCE revenue assumes all kWh are at residential rate
SR-132,332420,408,Nunam Iqua Electric Company,Nunam Iqua,Nunam Iqua_grid,Lower Yukon-Kuskokwim,109.65413619999998,244.50899999999999,48.166666666666664,0.44846666666666662,143.42726393333334,319.81700000000001,6,0.44846666666666668,84.287964599999995,187.947,14.416666666666666,0.44846666666666662,337.36936473333333,752.27300000000002,68.583333333333329,0.44846666666666662,PCE,12,Nunam Iqua,PCE revenue assumes all kWh are at residential rate
SR-133,331530,169,Alaska Village Electric Cooperative,Nunapitchuk,Kasigluk_grid,Lower Yukon-Kuskokwim,336.76870085833326,617.14099999999996,123,0.54569166666666657,61.836142591666651,113.31699999999999,11.25,0.54569166666666657,263.68421594166665,483.21100000000001,29.083333333333336,0.54569166666666657,662.28905939166646,1213.6689999999999,163.33333333333334,0.54569166666666657,PCE,12,Nunapitchuk,PCE revenue assumes all kWh are at residential rate
SR-134,331540,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,199.07608326666664,363.27199999999999,93.083333333333329,0.54800833333333332,NA,NA,12,NA,206.38596642499999,376.61099999999999,23.75,0.54800833333333332,405.46204969166666,739.88300000000004,128.83333333333331,0.54800833333333332,PCE,12,Old Harbor,PCE revenue assumes all kWh are at residential rate
SR-135,332440,357,"Ouzinkie, City of",Ouzinkie,Ouzinkie_grid,Kodiak,99.857697649999992,248.28899999999999,73,0.40218333333333334,90.655340799999991,225.40799999999999,13.166666666666666,0.40218333333333334,45.481706616666671,113.087,24.833333333333332,0.40218333333333334,235.99474506666667,586.78399999999999,111,0.40218333333333334,PCE,12,Ouzinkie,PCE revenue assumes all kWh are at residential rate
SR-136,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,48.829256666666673,59.851999999999997,31.75,0.81583333333333352,62.991307500000012,77.210999999999999,4,0.81583333333333352,27.735070000000004,33.995999999999995,14.416666666666666,0.81583333333333352,139.55563416666669,171.059,50.166666666666664,0.81583333333333352,PCE,12,Pedro Bay,PCE revenue assumes all kWh are at residential rate
SR-137,332460,24,Pelican Utility,Pelican,Pelican_grid,Southeast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,646,101,0.29876160990712075,EIA861S,0,Pelican,NA
SR-138,332470,659,Native Village of Perryville,Perryville,Perryville_grid,Bristol Bay,92.174699999999987,97.025999999999996,47,0.95,190.64505,200.679,0,0.95,7.0499499999999999,7.4210000000000003,18.399999999999999,0.95,289.86969999999997,305.12599999999998,65.400000000000006,0.95,PCE,10,Perryville,PCE revenue assumes all kWh are at residential rate
SR-139,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,83.10899999999998,138.51499999999999,32.5,0.59999999999999987,101.77319999999999,169.62200000000001,10,0.59999999999999987,50.710799999999992,84.518000000000001,19.5,0.59999999999999987,235.59299999999993,392.65499999999997,62,0.59999999999999987,PCE,12,Pilot Point,PCE revenue assumes all kWh are at residential rate
SR-14,331030,635,Akiak City Council,Akiak,Akiak_grid,Lower Yukon-Kuskokwim,199.20315000000005,375.85500000000002,98.63636363636364,0.53000000000000014,307.61094000000008,580.39800000000002,3.6363636363636362,0.53000000000000014,25.167580000000008,47.486000000000004,30.90909090909091,0.53000000000000014,531.98167000000012,1003.739,133.18181818181819,0.53000000000000014,PCE,11,Akiak,PCE revenue assumes all kWh are at residential rate
SR-140,331550,169,Alaska Village Electric Cooperative,Pilot Station,Pilot Station_grid,Lower Yukon-Kuskokwim,375.86224116666671,687.49,134.16666666666666,0.54671666666666674,129.19406878333334,236.309,12.75,0.54671666666666663,439.39290470000003,803.69399999999996,24.583333333333336,0.54671666666666674,944.44921465000004,1727.4929999999999,171.5,0.54671666666666674,PCE,12,Pilot Station,PCE revenue assumes all kWh are at residential rate
SR-141,331560,169,Alaska Village Electric Cooperative,Pitkas Point,Saint Mary's_grid,Lower Yukon-Kuskokwim,58.60269572499999,153.21299999999999,30.166666666666668,0.38249166666666662,NA,NA,5.083333333333333,NA,58.173157583333328,152.09,3.5,0.38249166666666662,116.77585330833331,305.303,38.75,0.38249166666666662,PCE,12,Pitkas Point,PCE revenue assumes all kWh are at residential rate
SR-143,332390,254,North Slope Borough Power & Light,Point Hope,Point Hope_grid,North Slope,392.11620640000001,1863.7439999999999,193.33333333333334,0.21039166666666667,800.52766816666667,3804.94,2,0.21039166666666667,26.522394283333334,126.062,81.833333333333329,0.21039166666666667,1219.1662688500001,5794.7460000000001,277.16666666666669,0.21039166666666667,PCE,12,Point Hope,PCE revenue assumes all kWh are at residential rate
SR-144,332400,254,North Slope Borough Power & Light,Point Lay,Point Lay_grid,North Slope,132.77658284999998,644.70299999999997,64.416666666666671,0.20594999999999999,490.09633169999995,2379.6860000000001,1,0.20594999999999997,22.081341149999997,107.217,42.583333333333336,0.20594999999999997,644.95425569999998,3131.6060000000002,108,0.20594999999999997,PCE,12,Point Lay,PCE revenue assumes all kWh are at residential rate
SR-145,332590,447,Tanalian Electric Cooperative,Port Alsworth,Port Alsworth_grid,Bristol Bay,210.24309075000002,336.54599999999999,80.666666666666671,0.62470833333333342,243.74932220833335,390.18099999999998,0,0.62470833333333342,49.620582916666677,79.430000000000007,71.083333333333329,0.62470833333333342,503.61299587500002,806.15699999999993,151.75,0.62470833333333342,PCE,12,Port Alsworth,PCE revenue assumes all kWh are at residential rate
SR-146,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,112.20885000000001,172.62899999999999,50.583333333333336,0.65000000000000013,88.085400000000007,135.51599999999999,6.75,0.65000000000000013,123.79120000000003,190.44800000000001,33.916666666666664,0.65000000000000013,324.08545000000004,498.59299999999996,91.25,0.65000000000000013,PCE,12,Port Heiden,PCE revenue assumes all kWh are at residential rate
SR-147,331570,169,Alaska Village Electric Cooperative,Quinhagak,Quinhagak_grid,Lower Yukon-Kuskokwim,562.57089794166677,1092.3530000000001,190.16666666666666,0.5150083333333334,146.32056260833335,284.113,16,0.5150083333333334,386.61830085833338,750.70299999999997,20.75,0.5150083333333334,1095.5097614083334,2127.1689999999999,226.91666666666666,0.5150083333333334,PCE,12,Quinhagak,PCE revenue assumes all kWh are at residential rate
SR-148,332520,759,Rampart Village Council,Rampart,Rampart_grid,Yukon-Koyukuk/Upper Tanana,63.53259534999998,77.748999999999995,35.083333333333336,0.81714999999999982,22.344149599999994,27.344000000000001,6.166666666666667,0.81714999999999971,87.118812949999977,106.613,6.75,0.81714999999999982,172.99555789999997,211.70599999999999,48,0.81714999999999993,PCE,12,Rampart,PCE revenue assumes all kWh are at residential rate
SR-149,332250,343,Middle Kuskokwim Electric,Red Devil,Red Devil_grid,Lower Yukon-Kuskokwim,46.948378291666671,35.850999999999999,11.083333333333334,1.3095416666666668,18.565372208333336,14.177,0.16666666666666666,1.3095416666666668,7.9292747916666668,6.0549999999999997,6.6666666666666661,1.3095416666666668,73.443025291666672,56.082999999999998,17.916666666666668,1.3095416666666668,PCE,12,Red Devil,PCE revenue assumes all kWh are at residential rate
SR-15,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,186.44604999999996,196.25899999999999,46.5,0.94999999999999984,210.83824999999996,221.935,10.833333333333334,0.94999999999999984,121.01004999999998,127.37899999999999,25.416666666666668,0.94999999999999984,518.29434999999989,545.57299999999998,82.75,0.94999999999999984,PCE,12,Akutan,PCE revenue assumes all kWh are at residential rate
SR-150,332530,364,"Ruby, City of",Ruby,Ruby_grid,Yukon-Koyukuk/Upper Tanana,194.0445,258.726,109.58333333333333,0.75,190.90199999999999,254.536,15.75,0.74999999999999989,105.75299999999999,141.00399999999999,27,0.75,490.69949999999994,654.26599999999996,152.33333333333331,0.75,PCE,12,Ruby,PCE revenue assumes all kWh are at residential rate
SR-151,331580,169,Alaska Village Electric Cooperative,Russian Mission,Russian Mission_grid,Lower Yukon-Kuskokwim,228.89909813333338,418.10599999999999,79.25,0.54746666666666677,19.774496000000003,36.119999999999997,7,0.54746666666666677,235.52016000000003,430.2,15.333333333333332,0.54746666666666677,484.19375413333336,884.42599999999993,101.58333333333333,0.54746666666666677,PCE,12,Russian Mission,PCE revenue assumes all kWh are at residential rate
SR-152,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,145.79499999999999,145.79499999999999,39.75,1,85.247,85.247,6.333333333333333,1,145.482,145.482,26.333333333333336,1,376.524,376.524,72.416666666666671,1,PCE,12,Saint George,PCE revenue assumes all kWh are at residential rate
SR-153,331660,169,Alaska Village Electric Cooperative,"Saint Mary's, Andreafsky",Saint Mary's_grid,Lower Yukon-Kuskokwim,329.26795124999995,860.85,178.5,0.38249166666666662,152.10469609999998,397.66800000000001,17,0.38249166666666662,539.18741024166661,1409.671,56.916666666666671,0.38249166666666662,1020.5600575916665,2668.1889999999999,252.41666666666669,0.38249166666666662,PCE,12,"Saint Mary's, Andreafsky",PCE revenue assumes all kWh are at residential rate
SR-154,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,319.06643946666668,587.39200000000005,88.083333333333329,0.54319166666666663,114.37661009999999,210.56399999999999,10,0.54319166666666663,495.89922739999992,912.93599999999992,38.583333333333329,0.54319166666666663,929.34227696666665,1710.8920000000001,136.66666666666666,0.54319166666666663,PCE,12,Saint Michael,PCE revenue assumes all kWh are at residential rate
SR-155,332560,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,280.03656000000007,683.01599999999996,135.08333333333334,0.41000000000000014,456.6530800000001,1113.788,28.583333333333332,0.41000000000000009,410.13735000000008,1000.335,81.5,0.41000000000000009,1146.8269900000003,2797.1390000000001,245.16666666666669,0.41000000000000009,PCE,12,Saint Paul,PCE revenue assumes all kWh are at residential rate
SR-156,332540,749,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,643.36907708333342,1252.625,248.25,0.51361666666666672,552.56216403333337,1075.826,29,0.51361666666666672,505.59602880000006,984.38400000000001,106.16666666666667,0.51361666666666672,1701.5272699166669,3312.835,383.41666666666669,0.51361666666666672,PCE,12,Sand Point,PCE revenue assumes all kWh are at residential rate
SR-157,331590,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,542.47183094166655,1000.609,161.66666666666666,0.54214166666666652,22.219134066666662,40.984000000000002,8.8333333333333339,0.54214166666666652,668.39399157499975,1232.877,47,0.54214166666666652,1233.084956583333,2274.4699999999998,217.5,0.54214166666666652,PCE,12,Savoonga,PCE revenue assumes all kWh are at residential rate
SR-158,331600,169,Alaska Village Electric Cooperative,Scammon Bay,Scammon Bay_grid,Lower Yukon-Kuskokwim,348.02669200000003,622.58799999999997,124.58333333333333,0.55900000000000005,45.964334000000001,82.225999999999999,8,0.55900000000000005,462.61610200000001,827.57799999999997,38.833333333333336,0.55900000000000005,856.60712799999999,1532.3919999999998,171.41666666666666,0.55900000000000005,PCE,12,Scammon Bay,PCE revenue assumes all kWh are at residential rate
SR-159,331610,169,Alaska Village Electric Cooperative,Selawik,Selawik_grid,Northwest Arctic,656.67414627500011,1153.2570000000001,171.66666666666666,0.56940833333333341,140.24470309166668,246.29900000000001,16.916666666666668,0.56940833333333341,774.09696336666684,1359.4760000000001,42.083333333333329,0.56940833333333341,1571.0158127333336,2759.0320000000002,230.66666666666666,0.56940833333333341,PCE,12,Selawik,PCE revenue assumes all kWh are at residential rate
SR-16,331240,169,Alaska Village Electric Cooperative,Alakanuk,Emmonak_grid,Lower Yukon-Kuskokwim,426.36862214999996,802.61400000000003,160.33333333333334,0.53122499999999995,83.642969924999989,157.453,10,0.53122499999999995,481.46409179999995,906.32799999999997,33.666666666666671,0.53122499999999995,991.47568387499985,1866.395,204,0.53122499999999995,PCE,12,Alakanuk,PCE revenue assumes all kWh are at residential rate
