"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
P103,NA,Anchorage Municipal Light & Power,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P103,NA,Anchorage Municipal Light & Power,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,DFO,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P103,NA,Anchorage Municipal Light & Power,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,DFO,CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P103,NA,Anchorage Municipal Light & Power,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,DFO,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P103,NA,Anchorage Municipal Light & Power,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P105,5,Aniak Light & Power,Aniak,Aniak_grid,Lower Yukon-Kuskokwim,DFO,IC,2523.5,8610.1820000000007,27968.735999999997,gallons,2073.6020870399998,0.30859911044961064,74.14,202672,0.13799999999999998,PCE,12,Aniak,NA
P106,747,Arctic Village Electric Company,Arctic Village,Arctic Village_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,635.36900000000014,2167.8790280000003,7386.174,gallons,547.61094035999997,0.29421898139686398,74.14,53523,0.13800000000000001,PCE,10,Arctic Village,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,WAT,HY,285.25800000000004,973.30029600000012,0,NA,0,-,0,0,-,PCE,11,Atka,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,DFO,IC,67.614999999999995,230.70237999999998,1116.558,gallons,82.781610119999996,0.20712187320318334,74.14,8091,0.13800000000000001,PCE,8,Atka,NA
P108,337,Atmautluak Tribal Utilities,Atmautluak,Atmautluak_grid,Lower Yukon-Kuskokwim,DFO,IC,944.92800000000011,3224.0943360000001,9964.5660000000007,gallons,738.77292324000007,0.32434300082913797,74.14,72207,0.13800000000000001,PCE,12,Atmautluak,NA
P109,520,Aurora Energy LLC,Aurora Energy LLC Chena,Railbelt_grid,Railbelt,SUB,ST,188212,642179.34400000004,2374206,tons,230606.62878,0.2711397004303755,97.13,157946,15.031757689336862,EIA923,12,0,NA
P109,NA,Aurora Energy LLC Chena,Aurora Energy LLC Chena,Railbelt_grid,Railbelt,DFO,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P109,NA,Aurora Energy LLC Chena,Aurora Energy LLC Chena,Railbelt_grid,Railbelt,WDS,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P11,1,Alaska Electric Light&Power Co,Lemon Creek,Juneau_grid,Southeast,DFO,GT,-240.00000000000003,-818.88000000000011,2988,gallons,221.53032000000002,-0.27472289156626506,74.14,22134,0.13499593385741393,EIA923,12,"Juneau, Douglas",NA
P11,1,Alaska Electric Light&Power Co,Lemon Creek,Juneau_grid,Southeast,DFO,IC,-480,-1637.76,2266,gallons,168.00124,-0.72451191526919689,74.14,16800,0.13488095238095238,EIA923,12,"Juneau, Douglas",NA
P110,214,"Barrow Utils & Elec Coop, Inc",Barrow,Utqiagvik_grid,North Slope,NG,GT,51132.707000000002,174464.79628400001,753496,MCF,39867.473359999996,0.2321036843620935,52.91,753496,1,EIA923,12,Utqiagvik,NA
P110,214,"Barrow Utils & Elec Coop, Inc",Barrow,Utqiagvik_grid,North Slope,DFO,GT,5.2930000000000001,18.059716000000002,78,gallons,5.7829199999999998,0.23209805000000003,74.14,546,0.14285714285714285,EIA923,12,Utqiagvik,NA
P110,214,Barrow Utilities & Electric Cooperative Inc.,Barrow,Utqiagvik_grid,North Slope,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utqiagvik,No Data
P110,214,Barrow Utilities & Electric Cooperative Inc.,Barrow,Utqiagvik_grid,North Slope,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utqiagvik,No Data
P110,214,Barrow Utilities & Electric Cooperative Inc.,Barrow,Utqiagvik_grid,North Slope,NG,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utqiagvik,No Data
P111,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,253.02,863.30424000000005,3791.5500000000006,gallons,281.10551700000008,0.22824552122482886,74.14,27475,0.13800000000000001,PCE,10,Beaver,NA
P112,767,Birch Creek Electric Company,Birch Creek,Birch Creek_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,97.77000000000001,333.59124000000003,1643.9940000000001,gallons,121.88571516,0.20340872959390366,74.14,11913,0.13800000000000001,PCE,12,Birch Creek,NA
P113,432,"Buckland, City of",Buckland,Buckland_grid,Northwest Arctic,DFO,IC,1519.6320000000001,5184.9843840000003,18601.71,gallons,1379.1307793999999,0.27941502848931632,74.14,134795,0.13799999999999998,PCE,12,Buckland,NA
P113,432,"Buckland, City of",Buckland,Buckland_grid,Northwest Arctic,WND,WT,298.72699999999998,1019.2565239999999,0,NA,0,-,0,0,-,PCE,12,Buckland,NA
P114,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,283.05,965.76660000000004,3373.4100000000003,gallons,250.10461740000002,0.28698436152142787,74.14,24445,0.13800000000000001,PCE,12,Chalkyitsik,NA
P115,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,DFO,IC,115.07599999999999,392.63931199999996,1328.3879999999999,gallons,98.48668631999999,0.29629478947415966,74.14,9626,0.13799999999999998,PCE,5,Chenega Bay,NA
P116,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,DFO,IC,280.14100000000002,955.841092,2986.32,gallons,221.40576480000001,0.3208518384834847,74.14,21640,0.13800000000000001,PCE,10,Chignik Lagoon,NA
P116,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,WAT,HY,235.858,804.74749599999996,0,NA,0,-,0,0,-,PCE,11,Chignik Lagoon,NA
P116,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,WND,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chignik Lagoon,No Data
P117,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,DFO,IC,315.78999999999996,1077.4754799999998,4534.4040000000005,gallons,336.18071256000002,0.23820033173047656,74.14,32858,0.13800000000000001,PCE,12,Chignik Lake,NA
P118,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,DFO,IC,1130.604,3857.620848,7563.5040000000008,gallons,560.75818656000001,0.51127160919066084,74.14,54808,0.13800000000000001,PCE,12,Chignik,NA
P118,297,"Chignik, City of",Chignik Bay,Chignik_grid,Bristol Bay,WAT,HY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chignik,No Data
P119,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,DFO,IC,421.49400000000003,1438.137528,5166.3060000000005,gallons,383.02992684000003,0.27904578788016038,74.14,37437,0.13800000000000001,PCE,12,Chitina,NA
P12,1,Alaska Electric Light&Power Co,Salmon Creek 1,Juneau_grid,Southeast,WAT,HY,27559,94031.308000000005,241609,NA,0,0.39013467089388232,0,0,-,EIA923,12,"Juneau, Douglas",NA
P120,8,Chugach Electric Assn Inc,Beluga,Railbelt_grid,Railbelt,NG,GT,16401,55960.212,351043,MCF,18573.685129999998,0.15979905681070411,52.91,351043,1,EIA923,12,0,NA
P120,8,Chugach Electric Assn Inc,Beluga,Railbelt_grid,Railbelt,NG,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P120,8,Chugach Electric Assn Inc,Beluga,Railbelt_grid,Railbelt,NG,CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P121,8,Chugach Electric Assn Inc,Cooper Lake,Railbelt_grid,Railbelt,WAT,HY,60854,207633.848,533508,NA,0,0.39013273690366407,0,0,-,EIA923,12,0,NA
P122,8,Chugach Electric Assn Inc,International,Railbelt_grid,Railbelt,NG,GT,-502,-1712.8240000000001,14242,MCF,753.54422,-0.12055825024575201,52.91,14242,1,EIA923,12,0,NA
P122,8,Chugach Electric Assn Inc,International,Railbelt_grid,Railbelt,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P122,8,Chugach Electric Assn Inc,International,Railbelt_grid,Railbelt,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P123,8,Chugach Electric Assn Inc,Southcentral Power Project,Railbelt_grid,Railbelt,NG,CT,631064,2153190.3679999998,6506184,MCF,344242.19543999998,0.33175025471151753,52.91,6506184,1,EIA923,12,0,NA
P123,8,Chugach Electric Assn Inc,Southcentral Power Project,Railbelt_grid,Railbelt,NG,CA,191609,653769.90799999994,0,MCF,0,-,52.91,0,-,EIA923,12,0,NA
P124,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,409.80400000000003,1398.251248,5056.1820000000007,gallons,374.86533348,0.27721561866246108,74.14,36639,0.13800000000000001,PCE,12,Circle,NA
P125,360,"Clark's Point, City of",Clark's Point,Clark's Point_grid,Bristol Bay,DFO,IC,336.39400000000001,1147.7763279999999,4167.4620000000004,gallons,308.97563268000005,0.27608371670815474,74.14,30199,0.13800000000000001,PCE,12,Clark's Point,NA
P126,10,"Copper Valley Elec Assn, Inc",Allison Creek Hydro,CopperValley_grid,Copper River/Chugach,WAT,HY,20808,70996.895999999993,182422,NA,0,0.39013716766618062,0,0,-,EIA923,12,0,NA
P127,10,"Copper Valley Elec Assn, Inc",Glennallen,CopperValley_grid,Copper River/Chugach,DFO,IC,5665,19328.98,58697,gallons,4351.79558,0.33010204099016988,74.14,425040,0.13809759081498213,EIA923,12,0,NA
P128,10,"Copper Valley Elec Assn, Inc",Solomon Gulch,CopperValley_grid,Copper River/Chugach,WAT,HY,33509,114332.708,293774,NA,0,0.39013266218249404,0,0,-,EIA923,12,0,NA
P129,10,"Copper Valley Elec Assn, Inc",Valdez,CopperValley_grid,Copper River/Chugach,DFO,IC,4820.9999999999991,16449.251999999997,54045,gallons,4006.8962999999999,0.30510253122397996,74.14,391356,0.13809677122619815,EIA923,12,0,NA
P129,NA,Copper Valley Elec Assn Inc,Valdez,CopperValley_grid,Copper River/Chugach,DFO,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P13,1,Alaska Electric Light&Power Co,Snettisham,Juneau_grid,Southeast,WAT,HY,283197,966268.16399999999,2482788,NA,0,0.39013347055809844,0,0,-,EIA923,12,"Juneau, Douglas",NA
P130,10,"Copper Valley Elec Assn, Inc",Valdez Cogen,CopperValley_grid,Copper River/Chugach,WO,GT,23442,79984.103999999992,224925,gallons,16644.45,0.35646847882627547,74,2053674,0.10952322520516888,EIA923,12,0,NA
P130,NA,Copper Valley Elec Assn Inc,Valdez Cogen,CopperValley_grid,Copper River/Chugach,JF,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P130,NA,Copper Valley Elec Assn Inc,Valdez Cogen,CopperValley_grid,Copper River/Chugach,JF,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P131,160,"Cordova Electric Coop, Inc",Eyak Service Center BESS,Cordova_grid,Copper River/Chugach,MWH,BA,-71,-242.25199999999998,0,megawatthours,0,-,0,129,0,EIA923,12,0,NA
P132,160,"Cordova Electric Coop, Inc",Humpback Creek,Cordova_grid,Copper River/Chugach,WAT,HY,2876.9999999999995,9816.3239999999987,25224,NA,0,0.39011271408182679,0,0,-,EIA923,12,"Cordova, Eyak",NA
P133,160,"Cordova Electric Coop, Inc",Orca,Cordova_grid,Copper River/Chugach,DFO,IC,7925,27040.1,80184,gallons,5944.8417599999993,0.33804596303501949,74.14,580650,0.1380935158873676,EIA923,12,"Cordova, Eyak",NA
P134,160,"Cordova Electric Coop, Inc",Power Creek,Cordova_grid,Copper River/Chugach,WAT,HY,13918,47488.216,122018,NA,0,0.39013699126358409,0,0,-,EIA923,12,"Cordova, Eyak",NA
P135,383,Diomede Joint Utilities,Diomede,Diomede_grid,Bering Straits,DFO,IC,306.34299999999996,1045.2423159999998,4076.2440000000006,gallons,302.21273016000004,0.25704667407054138,74.14,29538,0.13800000000000001,PCE,9,Diomede,NA
P136,720,Doyon Utilities - Fort Greely,Fort Greely Power Plant,Railbelt_grid,Railbelt,DFO,IC,98.980000000000018,337.71976000000006,938,gallons,69.543320000000008,0.36091822388059708,74.14,6804,0.13786008230452676,EIA923,12,0,NA
P137,726,Doyon Utilities - Ft. Wainwright,Utility Plants Section,Railbelt_grid,Railbelt,SUB,ST,68739,234537.46799999999,620324,tons,60252.070119999997,0.37900839190487556,97.13,41288,15.024316992830848,EIA923,12,0,NA
P137,NA,Doyon Utilities Fort Wainwright,Utility Plants Section,Railbelt_grid,Railbelt,BIT,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P138,724,"Doyon Utilities, LLC",JBER Landfill Gas Power Plant,Railbelt_grid,Railbelt,LFG,IC,38945.273000000001,132881.27147599999,404717,MCF,21073.61419,0.32913002725830642,52.07,776289,0.52134836381811411,EIA923,12,0,NA
P138,724,"Doyon Utilities, LLC",JBER Landfill Gas Power Plant,Railbelt_grid,Railbelt,NG,IC,20.726999999999997,70.720523999999983,215,MCF,11.37565,0.32973282837209295,52.91,215,1,EIA923,11,0,NA
P139,320,Egegik Light & Power Co,Egegik,Egegik_grid,Bristol Bay,DFO,IC,677.78499999999997,2312.6024199999997,7883.5260000000017,gallons,584.48461764000012,0.29405979450058251,74.14,57127,0.13800000000000004,PCE,12,Egegik,NA
P14,742,Alaska Environmental Power,Delta Wind Farm,Railbelt_grid,Railbelt,WND,WT,3849,13132.788,33744,NA,0,0.3901355707681366,0,0,-,EIA923,12,0,NA
P140,701,Elfin Cove Utility Commission,Elfin Cove,Elfin Cove_grid,Southeast,DFO,IC,302.80499999999995,1033.1706599999998,3559.1579999999999,gallons,263.87597411999997,0.29099127981955281,74.14,25791,0.13799999999999998,PCE,12,Elfin Cove,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,DFO,IC,759.0859999999999,2590.0014319999996,8933.982,gallons,662.36542548,0.29060970190000379,74.14,64739,0.13800000000000001,PCE,12,False Pass,NA
P142,0,Fire Island Wind LLC,Fire Island Wind,Railbelt_grid,Railbelt,WND,WT,47201,161049.81200000001,413811,NA,0,0.39013361244626171,0,0,-,EIA923,12,0,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,DFO,IC,2359.44,8050.4092799999999,25354.464,gallons,1879.7799609600002,0.31828685599506268,74.14,183728,0.13800000000000001,PCE,12,Cold Bay,NA
P144,274,"Galena, City of",Galena,Galena_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,5311.0469999999996,18121.292363999997,52920.240000000005,gallons,3923.5065936000001,0.34325947981528426,74.14,383480,0.13800000000000001,PCE,12,Galena,NA
P145,341,Gold Country Energy,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,450.07599999999996,1535.6593119999998,5998.308,gallons,444.71455512,0.25663819577120744,74.14,43466,0.13800000000000001,PCE,12,Central,NA
P146,13,Golden Valley Elec Assn Inc,Battery Energy Storage System,Railbelt_grid,Railbelt,MWH,BA,-2810,-9587.7199999999993,0,MWH,0,-,0,2950,0,EIA923,12,0,NA
P147,13,Golden Valley Elec Assn Inc,Delta Power,Railbelt_grid,Railbelt,DFO,GT,-78,-266.13599999999997,1899,gallons,140.79186000000001,-0.14048625592417063,74.14,14490,0.13105590062111802,EIA923,12,0,NA
P148,13,Golden Valley Elec Assn Inc,Eva Creek Wind,Railbelt_grid,Railbelt,WND,WT,46088,157252.25599999999,404052,NA,0,0.39013489946838531,0,0,-,EIA923,12,0,NA
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,DFO,GT,14642.999999999998,49961.91599999999,272788,gallons,20224.50232,0.18359844604601375,74.14,2083074,0.13095454122129122,EIA923,12,0,NA
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,DFO,IC,-125,-426.5,155,gallons,11.491700000000002,-2.7583064516129032,74.14,1176,0.13180272108843538,EIA923,12,0,NA
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,RFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,RFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,RFO,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P15,2,Alaska Power and Telephone Co,Black Bear Lake,Prince of Wales Is._grid,Southeast,WAT,HY,21207,72358.284,185920,NA,0,0.39013716706110158,0,0,-,EIA923,12,Craig; Klawock,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,LIG,ST,229178.37100000001,781956.60185199999,3254098,tons,319411.41268666642,0.24088358197303833,98.156666666666595,208596,15.600001917582313,EIA923,12,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,WC,ST,119240.401,406848.24821200001,1698557,tons,158373.45467999997,0.24010848240023738,93.24,139226,12.199998563486705,EIA923,12,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,DFO,ST,9715.2279999999992,33148.357935999993,141489,gallons,10489.994460000002,0.23485213923626569,74.14,1061172,0.13333276792075177,EIA923,12,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,SUB,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,WO,CT,317699.69000000006,1083991.3422800002,3027991,gallons,224071.334,0.35886112267407677,74,27923028,0.10844063903098189,EIA923,12,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,GT,159359,543732.90799999994,1962475,gallons,145497.8965,0.2777388693868712,74.14,14986146,0.13095261450142018,EIA923,12,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,WO,CA,66942.608999999997,228408.18190799997,0,gallons,0,-,74,0,-,EIA923,12,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,CT,1689.31,5763.9257199999993,17487,gallons,1296.4861799999999,0.33041384988848854,74.14,133518,0.13097110501954792,EIA923,9,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,CA,377.39099999999991,1287.6580919999997,0,gallons,0,-,74.14,0,-,EIA923,9,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,RFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,RFO,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,JF,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,JF,CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,JF,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P152,13,Golden Valley Elec Assn Inc,GVEA Solar Farm,Railbelt_grid,Railbelt,SUN,PV,412.3,NA,NA,NA,NA,NA,NA,NA,NA,GVEA FERC1 (ann rept to RCA),NA,NA,NA
P153,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,DFO,IC,916.22799999999995,3126.1699359999998,11344.428000000002,gallons,841.07589192000012,0.27623910420163972,74.14,82206,0.13800000000000001,PCE,12,Golovin,NA
P154,63,Gwitchyaa Zhee Utilities Company,Fort Yukon,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,2954.0170000000003,10079.106004000001,28821.852000000003,gallons,2136.8521072799999,0.35055430668022303,74.14,208854,0.13800000000000001,PCE,11,Fort Yukon,NA
P155,32,Homer Electric Assn Inc,Bernice Lake,Railbelt_grid,Railbelt,NG,GT,3468,11832.815999999999,95381,MCF,5046.6087099999995,0.12436020171732316,52.91,95002,1.0039893896970591,EIA923,12,0,NA
P155,32,Homer Electric Assn Inc,Bernice Lake,Railbelt_grid,Railbelt,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P155,32,Homer Electric Assn Inc,Bernice Lake,Railbelt_grid,Railbelt,NG,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P156,32,Homer Electric Assn Inc,Bradley Lake,Railbelt_grid,Railbelt,WAT,HY,466635,1592158.6199999999,4090989,NA,0,0.39013345929309518,0,0,-,EIA923,12,0,NA
P157,32,Homer Electric Assn Inc,Nikiski Combined Cycle,Railbelt_grid,Railbelt,NG,CT,257622,879006.26399999997,3345537,MCF,177012.36266999997,0.26337910075422871,52.91,3332208,1.0040000504170208,EIA923,11,0,NA
P157,32,Homer Electric Assn Inc,Nikiski Combined Cycle,Railbelt_grid,Railbelt,NG,CA,147217,502304.40399999998,248285,MCF,13136.75935,2.0280174199005176,52.91,247295,1.0040033158777977,EIA923,11,0,NA
P157,32,Homer Electric Assn Inc,Nikiski Co-Generation,Railbelt_grid,Railbelt,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P157,32,Homer Electric Assn Inc,Nikiski Co-Generation,Railbelt_grid,Railbelt,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P157,32,Homer Electric Assn Inc,Nikiski Co-Generation,Railbelt_grid,Railbelt,NG,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No Data
P158,32,Homer Electric Assn Inc,Seldovia,Railbelt_grid,Railbelt,DFO,IC,120,409.44,1468,gallons,108.83752,0.27958855585831066,74.14,10626,0.13815170336909469,EIA923,12,0,NA
