"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Operators/Utilities Net Generation, Fuel Use, Fuel Cost, and Efficiency, 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuel Types: AB=Agricultural By-Products, DFO=Distillate Fuel Oil, JF=Jet Fuel, NG=Natural Gas, OTH=Other, RFO=Residual Fuel Oil, SUB=Sub-bituminous Coal, WAT=Water at a Conventional Hydroelectric Turbine, WC=Waste Coal, WDS=Wood Solids, WND=Wind, WO=Waste/Other Oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prime Movers: CA=Combined Cycle, steam part, CT=Combined Cycle=turbine part, GT=Gas Turbine, HY=Hydroelectric Turbine, IC=Internal Combustion Engine, ST=Steam Turbine, WT=Wind Turbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK Plant ID,RCA CPCN,Utility Name,Plant Name,Intertie Name,Energy Region,Fuel Type,Prime Mover,Net Generation MWh,Fuel Use,Fuel Unit,Estimated Fuel Consumption MMBtu,Avg. Cost ($) per Gallon (PCE only),kWh per Gallon-Mcf-Short tons,Fuel Cost ($) per kWh,"Estimated Heat Content Factor per Unit, MMBtu",Source,Number of monthly records,Communities connected to plant,Notes
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,WAT,HY,276.17500000000001,0,NA,0,0,-,-,0,PCE,12,Atka,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,DFO,IC,240.27999999999997,27688,gallons,3820.9440000000004,5.3499999999999988,8.678127708754694,0.61649242550357908,0.13800000000000001,PCE,12,Atka,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,DFO,IC,752.97600000000011,58804,gallons,8114.9520000000002,3.5724999999999993,12.804843207945039,0.27899599721637869,0.13800000000000001,PCE,12,False Pass,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,DFO,IC,2598.7959999999998,191062,gallons,26366.556,5.1899999999999995,13.601846521024589,0.38156584048921111,0.13800000000000001,PCE,12,Cold Bay,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,WAT,HY,2222,0,NA,0,0,-,-,0,PCE,12,King Cove,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,DFO,IC,2404.4550000000004,171292,gallons,23638.296000000002,3.5350000000000001,14.037170445788481,0.25183137966815761,0.13800000000000001,PCE,12,King Cove,NA
