"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Operators/Utilities Net Generation and Total Disposition (MWh), 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK sales reporting ID,PCE ID,RCA CPCN,Utility Name,Index Community,Intertie name,Energy Region,Net Generation,Purchased Power,Net Wheeled Power,Total Disposition,Sales to Consumers,Sales for Resale,Furnished without Payment,Used by facility,Unaccountable / Energy Loss,Source,Communities reported,Number of monthly records,Notes
SR-11,331005,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,2060.3130000000001,0,0,2060.3130000000001,1222.701,0,0,0,837.61200000000008,PCE,Adak,0,NA
SR-120,332320,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,334.78300000000002,0,0,334.78300000000002,270.48200000000003,0,0,0,45.463999999999999,PCE,Nelson Lagoon,0,NA
SR-125,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,206.75700000000001,0,0,206.75700000000001,177.33099999999999,0,0,0,13.117000000000019,PCE,Nikolski,0,NA
SR-15,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,661.25199999999995,0,0,661.25199999999995,514.36599999999999,0,12.083,0,112.92700000000002,PCE,Akutan,0,NA
SR-152,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,661.94899999999996,0,0,661.94899999999996,484.702,0,7.1219999999999999,0,141.97899999999993,PCE,Saint George,0,NA
SR-155,332560,339,Saint Paul Public Electric Utility Electric,Saint Paul,Saint Paul_grid,Aleutians,3728.6080000000002,517.74099999999999,0,3728.6080000000002,3521.145,0,0,0,546.0300000000002,PCE,Saint Paul,0,NA
SR-156,332540,230,"SAND POINT GENERATING, LLC",Sand Point,Sand Point_grid,Aleutians,2981.3009999999999,1026.6110000000001,0,2981.3009999999999,3607.7190000000001,0,0,0,266.83300000000008,PCE,Sand Point,0,NA
SR-185,332860,106,"Unalaska, City of",Unalaska,Unalaska_grid,Aleutians,47999.892999999996,0,0,47999.892999999996,44573.824000000001,0,0,0,2490.176999999996,PCE/EIA861,Unalaska,0,NA
