"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Table 2.3c   Generation, Fuel Use, Fuel Cost, and Efficiency, by operator, plant, fuel, and prime mover, 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Generation is net of station service for EIA data and gross of (includes) station service for PCE data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuel Types: AB=Agricultural By-Products, DFO=Distillate Fuel Oil, JF=Jet Fuel, NG=Natural Gas, OTH=Other, RFO=Residual Fuel Oil, SUB=Sub-bituminous Coal, WAT=Water at a Conventional Hydroelectric Turbine, WC=Waste Coal, WDS=Wood Solids, WND=Wind, WO=Waste/Other Oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prime Movers: CA=Combined Cycle, steam part; CT=Combined Cycle, turbine part; GT=Gas Turbine; HY=Hydroelectric Turbine; IC=Internal Combustion Engine; ST=Steam Turbine; WT=Wind Turbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK Plant ID,RCA CPCN,Utility Name,Plant Name,Intertie Name,Energy Region,Fuel Type,Prime Mover,"Generation (PCE=gross, EIA=net)  MWh",Fuel Use,Fuel Unit,Estimated Fuel Consumption MMBtu,Avg. Cost ($) per Gallon (PCE only),kWh per Gallon-Mcf-Short tons,Fuel Cost ($) per kWh,"Estimated Heat Content, MMBtu per unit",Data Source,Number of monthly records,Communities connected to plant,Notes
P001,NA,Agrium US Inc,Agrium Kenai Nitrogen Operations,Railbelt_grid,Railbelt,NG,GT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data
P001,NA,Agrium US Inc,Agrium Kenai Nitrogen Operations,Railbelt_grid,Railbelt,NG,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data
P002,449,"Akhiok, City of",Akhiok,Akhiok_grid,Kodiak,DFO,IC,286.83100000000002,24270,gallons,3349.26,2.42,11.818335393489905,0.20476656986169556,0.13800000000000001,PCE,12,Akhiok,NA
P003,412,Akiachak Native Community,Akiachak,Akiachak_grid,Lower Yukon-Kuskokwim,DFO,IC,2003.7009999999998,143144,gallons,19753.872000000003,0,13.997799418767114,0,0.13800000000000001,PCE,12,Akiachak,NA
P004,635,Akiak City Council,Akiak,Akiak_grid,Lower Yukon-Kuskokwim,DFO,IC,224.69400000000002,17068,gallons,2355.384,0,13.164635575345677,0,0.13800000000000001,PCE,12,Akiak,NA
P005,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,WAT,HY,168.137,0,NA,0,0,-,-,0,PCE,12,Akutan,NA
P005,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,DFO,IC,515.40499999999997,43356,gallons,5983.1280000000006,0,11.887743334255928,0,0.13800000000000001,PCE,12,Akutan,NA
P006,1,Alaska Electric Light & Power Co.,Annex Creek,Juneau_grid,Southeast,WAT,HY,25983.000000000004,0,NA,0,NA,-,-,0,PCE,6,"Juneau, Douglas",NA
P007,1,Alaska Electric Light & Power Co.,Auke Bay,Juneau_grid,Southeast,DFO,GT,-326,14742,gallons,2034.3960000000002,3.8466666666666662,-22.113688780355446,-0.17394957055214724,0.13800000000000001,PCE,3,"Juneau, Douglas",NA
P007,1,Alaska Electric Light & Power Co.,Auke Bay,Juneau_grid,Southeast,DFO,IC,-28,1134,gallons,156.49200000000002,3.9783333333333331,-24.691358024691358,-0.1611225,0.13800000000000001,PCE,12,"Juneau, Douglas",NA
P008,1,Alaska Electric Light & Power Co.,Gold Creek,Juneau_grid,Southeast,WAT,HY,5419,0,NA,0,NA,-,-,0,PCE,12,"Juneau, Douglas",NA
P008,1,Alaska Electric Light & Power Co.,Gold Creek,Juneau_grid,Southeast,DFO,IC,5,378,gallons,52.164000000000001,2.5566666666666666,13.227513227513228,0.19328399999999998,0.13800000000000001,PCE,12,"Juneau, Douglas",NA
P009,1,Alaska Electric Light & Power Co.,Industrial Plant,Juneau_grid,Southeast,DFO,GT,-125,17472,gallons,2411.1360000000004,2.2499999999999996,-7.1543040293040292,-0.31449599999999994,0.13800000000000001,PCE,12,"Juneau, Douglas",NA
P010,1,Alaska Electric Light & Power Co.,Lake Dorothy Hydroelectric Project,Juneau_grid,Southeast,WAT,HY,87445.999999999985,0,NA,0,NA,-,NA,0,EIA923,12,"Juneau, Douglas",NA
P011,1,Alaska Electric Light & Power Co.,Lemon Creek,Juneau_grid,Southeast,DFO,GT,-295,15204,gallons,2098.152,NA,-19.402788739805313,NA,0.13800000000000001,EIA923,12,"Juneau, Douglas",NA
P011,1,Alaska Electric Light & Power Co.,Lemon Creek,Juneau_grid,Southeast,DFO,IC,-549.00000000000011,14070,gallons,1941.66,NA,-39.019189765458428,NA,0.13800000000000001,EIA923,12,"Juneau, Douglas",NA
P012,1,Alaska Electric Light & Power Co.,Salmon Creek 1,Juneau_grid,Southeast,WAT,HY,24589.999999999996,0,NA,0,NA,-,NA,0,EIA923,12,"Juneau, Douglas",NA
P013,1,Alaska Electric Light & Power Co.,Snettisham,Juneau_grid,Southeast,WAT,HY,289785,0,NA,0,NA,-,NA,0,EIA923,12,"Juneau, Douglas",NA
P014,742,Alaska Environmental Power,Delta Wind Farm,Railbelt_grid,Railbelt,WND,WT,3654,0,NA,0,NA,-,NA,0,EIA923,12,0,NA
P015,2,Alaska Power and Telephone Co,Black Bear Lake,Prince of Wales Is._grid,Southeast,WAT,HY,22727,0,NA,0,NA,-,NA,0,EIA923,12,Craig; Klawock,NA
P016,2,Alaska Power and Telephone Co,Goat Lake Hydro,UpperLynnCanal_grid,Southeast,WAT,HY,14472.999999999998,0,NA,0,NA,-,NA,0,EIA923,12,"Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
P017,2,Alaska Power and Telephone Co,Kasidaya Creek Hydro,UpperLynnCanal_grid,Southeast,WAT,HY,6902,0,NA,0,NA,-,NA,0,EIA923,12,"Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
P018,2,Alaska Power and Telephone Co,South Fork,Prince of Wales Is._grid,Southeast,WAT,HY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data
P019,2,Alaska Power & Telephone Company,Viking,Prince of Wales Is._grid,Southeast,DFO,IC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data
P020,2,Alaska Power and Telephone Co,Craig (AK),Prince of Wales Is._grid,Southeast,DFO,IC,323.99999999999994,35112,gallons,4845.4560000000001,NA,9.2276144907723836,NA,0.13800000000000001,EIA923,12,Craig; Klawock,NA
P021,2,Alaska Power and Telephone Co,False Island,Prince of Wales Is._grid,Southeast,DFO,IC,696,50148,gallons,6920.4240000000009,2.4391666666666669,13.878918401531466,0.17574616379310348,0.13800000000000001,PCE,12,Craig; Klawock,NA
P022,2,Alaska Power & Telephone Company,Haines,UpperLynnCanal_grid,Southeast,WAT,HY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data
P022,2,Alaska Power and Telephone Co,Haines,UpperLynnCanal_grid,Southeast,DFO,IC,1390,119994,gallons,16559.172000000002,NA,11.583912528959781,NA,0.13800000000000001,EIA923,12,"Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
P023,2,Alaska Power and Telephone Co,Hydaburg,Prince of Wales Is._grid,Southeast,DFO,IC,12,3570,gallons,492.66,NA,3.3613445378151261,NA,0.13800000000000001,EIA923,1,Craig; Klawock,NA
P024,2,Alaska Power and Telephone Co,Klawock Power Generation Station,Prince of Wales Is._grid,Southeast,DFO,IC,600,47124,gallons,6503.112000000001,NA,12.732365673542144,NA,0.13800000000000001,EIA923,12,Craig; Klawock,NA
P025,2,Alaska Power & Telephone Company,"Northway, Northway Village, Northway Junction",Northway_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,1096,87386,gallons,12059.268000000002,NA,12.542054791385349,-,0.13800000000000001,NA,NA,"Northway, Northway Village, Northway Junction",NA
P026,2,Alaska Power & Telephone Company,Skagway,Haines_grid,Southeast,WAT,HY,2501.3969999999999,0,NA,0,NA,-,-,0,PCE,12,"Haines, Covenant Life; Klukwan; Chilkat Valley",NA
P026,2,Alaska Power & Telephone Company,Skagway,Haines_grid,Southeast,DFO,IC,1483.1790000000001,102616,gallons,14161.008000000002,2.4591666666666665,14.453681687066345,0.17014119446585116,0.13800000000000001,PCE,12,"Haines, Covenant Life; Klukwan; Chilkat Valley",NA
P027,2,Alaska Power & Telephone Company,Slana,Slana_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,1424.009,108283,gallons,14943.054000000002,NA,13.150808529501399,-,0.13800000000000001,NA,NA,Slana,NA
P028,2,Alaska Power and Telephone Co,Thorne Bay Plant,Prince of Wales Is._grid,Southeast,DFO,IC,20.000000000000004,7308,gallons,1008.5040000000001,4.5233333333333325,2.7367268746579096,1.6528259999999995,0.13800000000000001,PCE,12,Craig; Klawock,NA
P029,2,Alaska Power & Telephone Company,"Tok, Tanacross",Tok_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,10384,716858,gallons,98926.40400000001,NA,14.485435051293283,-,0.13800000000000001,NA,NA,"Tok; Tanacross; Dot Lake, Dot Lake Village",NA
