"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
P011,1,Alaska Electric Light & Power Co.,Lemon Creek,Juneau_grid,Southeast,DFO,IC,-549.00000000000011,-1873.1880000000003,14070,gallons,0.13489694385216774,1898,73.959999999999994,140.37607999999997,-0.98692729188619621,EIA923,12,"Juneau, Douglas",NA
P012,1,Alaska Electric Light & Power Co.,Salmon Creek 1,Juneau_grid,Southeast,WAT,HY,24589.999999999996,83901.079999999987,0,NA,-,217474,NA,NA,0.3858443397961811,EIA923,12,"Juneau, Douglas",NA
P013,1,Alaska Electric Light & Power Co.,Snettisham,Juneau_grid,Southeast,WAT,HY,289785,988746.41999999993,0,NA,-,2562857,NA,NA,0.38584172139687889,EIA923,12,"Juneau, Douglas",NA
P014,742,Alaska Environmental Power,Delta Wind Farm,Railbelt_grid,Railbelt,WND,WT,3654,12467.448,0,NA,-,32316,NA,NA,0.38582187287243919,EIA923,12,0,NA
P015,2,Alaska Power and Telephone Co,Black Bear Lake,Prince of Wales Is._grid,Southeast,WAT,HY,22727,77544.524000000005,0,NA,-,200998,NA,NA,0.38584356185377217,EIA923,12,Craig; Klawock,NA
P016,2,Alaska Power and Telephone Co,Goat Lake Hydro,UpperLynnCanal_grid,Southeast,WAT,HY,14472.999999999998,49381.875999999989,0,NA,-,127999,NA,NA,0.38583810729298507,EIA923,12,"Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
P017,2,Alaska Power and Telephone Co,Kasidaya Creek Hydro,UpperLynnCanal_grid,Southeast,WAT,HY,6902,23549.624,0,NA,-,61040,NA,NA,0.38583170587849791,EIA923,12,"Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
P018,2,Alaska Power and Telephone Co,South Fork,Prince of Wales Is._grid,Southeast,WAT,HY,6206.0000000000009,21174.872000000003,0,NA,-,54886,NA,NA,0.3858324738980704,EIA923,12,Craig; Klawock,NA
P020,2,Alaska Power and Telephone Co,Craig (AK),Prince of Wales Is._grid,Southeast,DFO,IC,323.99999999999994,1105.4879999999998,35112,gallons,0.13869902027796766,4870,73.959999999999994,360.18519999999995,0.2269995893223819,EIA923,12,Craig; Klawock,NA
P021,2,Alaska Power and Telephone Co,False Island,Prince of Wales Is._grid,Southeast,DFO,IC,696,2374.752,50148,gallons,0.13872936109117015,6957,73.959999999999994,514.53971999999999,0.34134713238464853,EIA923,12,Craig; Klawock,NA
P022,2,Alaska Power and Telephone Co,Haines,UpperLynnCanal_grid,Southeast,DFO,IC,1390,4742.68,119994,gallons,0.13870693534676734,16644,73.959999999999994,1230.9902400000001,0.2849483297284307,EIA923,12,"Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
P023,2,Alaska Power and Telephone Co,Hydaburg,Prince of Wales Is._grid,Southeast,DFO,IC,12,40.944000000000003,3570,gallons,0.13893557422969188,496,73.959999999999994,36.684159999999999,8.2548387096774201E-2,EIA923,12,Craig; Klawock,NA
P024,2,Alaska Power and Telephone Co,Klawock Power Generation Station,Prince of Wales Is._grid,Southeast,DFO,IC,600,2047.2,47124,gallons,0.13867668279432985,6535,73.959999999999994,483.32859999999999,0.31326702371843917,EIA923,12,Craig; Klawock,NA
P028,2,Alaska Power and Telephone Co,Thorne Bay Plant,Prince of Wales Is._grid,Southeast,DFO,IC,20.000000000000004,68.240000000000009,7308,gallons,0.13861521620142309,1013,73.959999999999994,74.921480000000003,6.7364264560710763E-2,EIA923,12,Craig; Klawock,NA
P045,169,"Alaska Village Elec Coop, Inc",Alakanuk,Alakanuk_grid,Lower Yukon-Kuskokwim,JF,IC,0,0,504,gallons,0.13690476190476192,69,72.22,4.9831799999999999,0,EIA923,12,Alakanuk,NA
P101,121,Chugach Electric Assn Inc,Hank Nikkels Plant 1,Railbelt_grid,Railbelt,DFO,GT,1.4790000000000001,5.0463480000000001,546,gallons,0.1336996336996337,73,73.959999999999994,5.3990799999999997,6.9128054794520555E-2,EIA923,12,0,NA
P101,121,Chugach Electric Assn Inc,Hank Nikkels Plant 1,Railbelt_grid,Railbelt,NG,GT,2250.5210000000002,7678.7776520000007,110760,MCF,1,110760,53.06,5876.9256000000005,6.9328075586854471E-2,EIA923,12,0,NA
P101,121,Chugach Electric Assn Inc,Hank Nikkels Plant 1,Railbelt_grid,Railbelt,DFO,IC,0,0,798,gallons,0.13408521303258145,107,73.959999999999994,7.9137199999999996,0,EIA923,12,0,NA
P102,121,Chugach Electric Assn Inc,Eklutna Hydro Project,Railbelt_grid,Railbelt,WAT,HY,139994,477659.52799999999,0,NA,-,1238106,NA,NA,0.38584189077737935,EIA923,12,0,NA
P103,121,Chugach Electric Assn Inc,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,NG,CA,188491,643131.29200000002,0,MCF,-,0,53.06,0,NA,EIA923,12,0,NA
P103,121,Chugach Electric Assn Inc,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,NG,CT,570231,1945628.172,5820448,MCF,1,5820448,53.06,308832.97087999998,0.33427464208940616,EIA923,12,0,NA
P103,121,Chugach Electric Assn Inc,George M Sullivan Generation Plant 2,Railbelt_grid,Railbelt,NG,GT,2649.9999999999995,9041.7999999999975,108225,MCF,1,108225,53.06,5742.4184999999998,8.3546315546315517E-2,EIA923,12,0,NA
P109,520,Aurora Energy LLC,Aurora Energy LLC Chena,Railbelt_grid,Railbelt,SUB,ST,177115,604316.38,146844,tons,15.203481245403285,2232540,97.17,216935.9118,0.27068557786198677,EIA923,12,0,NA
P110,214,"Barrow Utils & Elec Coop, Inc",Barrow,Utqiagvik_grid,North Slope,DFO,GT,1.139,3.8862679999999998,126,gallons,0.14285714285714285,18,73.959999999999994,1.33128,0.21590377777777778,EIA923,1,Utqiagvik,NA
P110,214,"Barrow Utils & Elec Coop, Inc",Barrow,Utqiagvik_grid,North Slope,NG,GT,47329.860999999997,161489.485732,748176,MCF,1,748176,53.06,39698.218560000001,0.21584424751930029,EIA923,12,Utqiagvik,NA
P120,8,Chugach Electric Assn Inc,Beluga,Railbelt_grid,Railbelt,NG,GT,2049,6991.1880000000001,138262,MCF,1,138262,53.06,7336.1817200000005,5.0564782803662611E-2,EIA923,10,0,NA
P121,8,Chugach Electric Assn Inc,Cooper Lake,Railbelt_grid,Railbelt,WAT,HY,36381.000000000007,124131.97200000002,0,NA,-,321717,NA,NA,0.38584212833017845,EIA923,12,0,NA
P123,8,Chugach Electric Assn Inc,Southcentral Power Project,Railbelt_grid,Railbelt,NG,CA,239180,816082.16,1,MCF,1,1,53.06,0,NA,EIA923,12,0,NA
P123,8,Chugach Electric Assn Inc,Southcentral Power Project,Railbelt_grid,Railbelt,NG,CT,802514,2738177.7680000002,8073093,MCF,1,8073093,53.06,428358.31458000006,0.33917332155098423,EIA923,12,0,NA
P126,10,"Copper Valley Elec Assn, Inc",Allison Creek Hydro,CopperValley_grid,Copper River/Chugach,WAT,HY,17551,59884.011999999995,0,NA,-,155201,NA,NA,0.38584810664879732,EIA923,12,0,NA
P127,10,"Copper Valley Elec Assn, Inc",Glennallen,CopperValley_grid,Copper River/Chugach,DFO,IC,8490,28967.88,638400,gallons,0.1380921052631579,88158,73.959999999999994,6520.1656800000001,0.32859048526509221,EIA923,12,0,NA
P128,10,"Copper Valley Elec Assn, Inc",Solomon Gulch,CopperValley_grid,Copper River/Chugach,WAT,HY,41182.000000000007,140512.98400000003,0,NA,-,364172,NA,NA,0.38584236020342044,EIA923,12,0,NA
P129,10,"Copper Valley Elec Assn, Inc",Valdez,CopperValley_grid,Copper River/Chugach,DFO,IC,3642,12426.503999999999,302904,gallons,0.13809986002165703,41831,73.959999999999994,3093.8207599999996,0.29706447371566541,EIA923,12,0,NA
P130,10,"Copper Valley Elec Assn, Inc",Valdez Cogen,CopperValley_grid,Copper River/Chugach,WO,GT,25547.000000000004,87166.364000000016,1906884,gallons,0.12857153345457825,245171,68.02,16676.531419999999,0.35553293007737463,EIA923,12,0,NA
P132,160,"Cordova Electric Coop, Inc",Humpback Creek,Cordova_grid,Copper River/Chugach,WAT,HY,3248,11082.175999999999,0,NA,NA,28722,NA,NA,0.38584276860942829,EIA923,12,"Cordova, Eyak",NA
P133,160,"Cordova Electric Coop, Inc",Orca,Cordova_grid,Copper River/Chugach,DFO,IC,8065,27517.78,585816,gallons,0.13809455528698431,80898,73.959999999999994,5983.2160799999992,0.34015402111300647,EIA923,12,"Cordova, Eyak",NA
P134,160,"Cordova Electric Coop, Inc",Power Creek,Cordova_grid,Copper River/Chugach,WAT,HY,15432.999999999998,52657.395999999993,0,NA,-,136474,NA,NA,0.38584196257162534,EIA923,12,"Cordova, Eyak",NA
P136,720,Doyon Utilities - Fort Greely,Fort Greely Power Plant,Railbelt_grid,Railbelt,DFO,IC,59.78,203.96935999999999,4158,gallons,0.13756613756613756,572,73.959999999999994,42.305119999999995,0.3565897902097902,EIA923,12,0,NA
P137,726,Doyon Utilities - Ft. Wainwright,Utility Plants Section,Railbelt_grid,Railbelt,SUB,ST,65058,221977.89600000001,39288,tons,15.022220525351253,590193,97.17,57349.053810000005,0.37611068921522284,EIA923,12,0,NA
P138,724,"Doyon Utilities, LLC",JBER Landfill Gas Power Plant,Railbelt_grid,Railbelt,LFG,IC,38070.955999999998,129898.10187199998,774910,MCF,0.51249951607283428,397141,52.07,20679.131870000001,0.32708308100145789,EIA923,12,0,NA
P138,724,"Doyon Utilities, LLC",JBER Landfill Gas Power Plant,Railbelt_grid,Railbelt,NG,IC,22.044,75.214128000000002,231,MCF,1,231,53.06,12.256860000000001,0.32560228571428573,EIA923,6,0,NA
P142,0,Fire Island Wind LLC,Fire Island Wind,Railbelt_grid,Railbelt,WND,WT,41759,142481.70799999998,0,NA,-,369274,NA,NA,0.38584278340744266,EIA923,12,0,NA
P146,13,Golden Valley Elec Assn Inc,Battery Energy Storage System,Railbelt_grid,Railbelt,MWH,BA,-3433,-11713.396000000001,3725,MWH,NA,0,NA,NA,NA,EIA923,12,0,NA
P147,13,Golden Valley Elec Assn Inc,Delta Power,Railbelt_grid,Railbelt,DFO,GT,-120.99999999999999,-412.85199999999992,7812,gallons,0.1313364055299539,1026,73.959999999999994,75.882959999999997,-0.40238986354775819,EIA923,12,0,NA
P148,13,Golden Valley Elec Assn Inc,Eva Creek Wind,Railbelt_grid,Railbelt,WND,WT,56647.999999999993,193282.97599999997,0,NA,-,500938,NA,NA,0.38584211219751741,EIA923,12,0,NA
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,DFO,GT,9141,31189.092000000001,1329174,gallons,0.13095350947280041,174060,73.959999999999994,12873.4776,0.17918586694243366,EIA923,12,0,NA
P149,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,DFO,IC,-117.00000000000001,-399.20400000000006,1092,gallons,0.13278388278388278,145,73.959999999999994,10.7242,-2.7531310344827591,EIA923,12,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,DFO,ST,7531.2030000000004,25696.464636000001,786618,gallons,0.13333409609238539,104883,73.959999999999994,7757.1466799999998,0.24500123600583507,EIA923,12,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,LIG,ST,273652.054,933700.80824799999,246543,tons,15.600000811217516,3846071,97.72,375838.05812,0.24276743935512371,EIA923,12,0,NA
P150,13,Golden Valley Elec Assn Inc,Healy,Railbelt_grid,Railbelt,WC,ST,92789.743000000002,316598.60311600001,106511,tons,12.199998122259673,1299434,95.52,124121.93568,0.24364346562888151,EIA923,12,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,CA,43.717999999999996,149.16581599999998,0,gallons,-,0,73.959999999999994,0,NA,EIA923,6,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,WO,CA,66331.282000000007,226322.33418400001,0,gallons,-,0,68.02,0,NA,EIA923,12,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,CT,207.995,709.67894000000001,14574,gallons,0.13105530396596679,1910,73.959999999999994,141.26359999999997,0.37155965445026179,EIA923,6,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,WO,CT,309201.005,1054993.8290599999,27222972,gallons,0.10142415750932705,2761067,68.02,187807.77734,0.38209642470103039,EIA923,12,0,NA
P151,13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,DFO,GT,89193,304326.516,8438430,gallons,0.13095267721602241,1105035,73.959999999999994,81728.388599999991,0.27539988869130844,EIA923,12,0,NA
P155,32,Homer Electric Assn Inc,Bernice Lake,Railbelt_grid,Railbelt,NG,GT,785.00000000000011,2678.4200000000005,44166,MCF,1.0039849658108047,44342,53.06,2352.7865200000001,6.0403680483514514E-2,EIA923,12,0,NA
P156,32,Homer Electric Assn Inc,Bradley Lake,Railbelt_grid,Railbelt,WAT,HY,391018,1334153.416,0,NA,-,3457771,NA,NA,0.38584203985746884,EIA923,12,0,NA
P157,32,Homer Electric Assn Inc,Nikiski Combined Cycle,Railbelt_grid,Railbelt,NG,CA,140058,477877.89600000001,226737,MCF,1.0039958189444158,227643,53.06,12078.737580000001,2.0992426562644142,EIA923,12,0,NA
P157,32,Homer Electric Assn Inc,Nikiski Combined Cycle,Railbelt_grid,Railbelt,NG,CT,259296,884717.95199999993,3326607,MCF,1.0039995707337837,3339912,53.06,177215.73071999999,0.26489259357731582,EIA923,12,0,NA
P158,32,Homer Electric Assn Inc,Seldovia,Railbelt_grid,Railbelt,DFO,IC,224,764.28800000000001,14868,gallons,0.13821630347054076,2055,73.959999999999994,151.98779999999999,0.37191630170316303,EIA923,12,0,NA
P159,345,Homer Electric Assn Inc,Soldotna,Railbelt_grid,Railbelt,NG,GT,33121,113008.852,329494,MCF,1.00400614275222,330814,53.06,17552.990839999999,0.34160843253308504,EIA923,12,0,NA
P171,103,Ketchikan Public Utilities,Beaver Falls,SEAPA_grid,Southeast,WAT,HY,48192.000000000015,164431.10400000005,0,NA,-,426161,NA,NA,0.38584268386830339,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P172,103,Ketchikan Public Utilities,Ketchikan,SEAPA_grid,Southeast,WAT,HY,23221,79230.051999999996,0,NA,-,205342,NA,NA,0.38584435721868882,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P173,103,Ketchikan Public Utilities,S W Bailey,SEAPA_grid,Southeast,DFO,IC,-105.99999999999999,-361.67199999999997,99792,gallons,0.13856822190155524,13828,73.959999999999994,1022.7188799999999,-2.6155047729245009E-2,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P174,103,Ketchikan Public Utilities,Silvis,SEAPA_grid,Southeast,WAT,HY,14462,49344.343999999997,0,NA,-,127888,NA,NA,0.38584029776054046,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P175,103,Southeast Alaska Power Agency,Swan Lake,SEAPA_grid,Southeast,WAT,HY,81117,276771.20399999997,0,NA,-,717318,NA,NA,0.38584171037113241,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P176,103,Ketchikan Public Utilities,Whitman,SEAPA_grid,Southeast,WAT,HY,10841,36989.491999999998,0,NA,-,95868,NA,NA,0.38583773521925979,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P177,289,City of King Cove,King Cove,King Cove_grid,Aleutians,WAT,HY,3483,11883.995999999999,0,NA,-,30798,NA,NA,0.38586908240794854,EIA923,12,King Cove,NA
P177,289,City of King Cove,King Cove,King Cove_grid,Aleutians,DFO,IC,846,2886.5520000000001,58884,gallons,0.13332993682494396,7851,73.959999999999994,580.65995999999996,0.36766679403897595,EIA923,12,King Cove,NA
P180,16,Kodiak Electric Assn Inc,ESS Battery Microgrid,Kodiak_grid,Kodiak,MWH,BA,-246.00000000000003,-839.35200000000009,251,MWH,NA,0,NA,NA,NA,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P181,16,Kodiak Electric Assn Inc,Flywheel Energy Storage System Microgrid,Kodiak_grid,Kodiak,MWH,FW,-291,-992.89199999999994,366,MWH,NA,0,NA,NA,NA,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P182,16,Kodiak Electric Assn Inc,Kodiak Microgrid,Kodiak_grid,Kodiak,DFO,IC,0,0,34314,gallons,0.13860231975287055,4756,73.959999999999994,351.75375999999994,0,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P183,16,Kodiak Electric Assn Inc,Nymans Plant Microgrid,Kodiak_grid,Kodiak,DFO,IC,0,0,16380,gallons,0.13864468864468865,2271,73.959999999999994,167.96315999999999,0,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P184,16,Kodiak Electric Assn Inc,Pillar Mountain Wind Project Microgrid,Kodiak_grid,Kodiak,WND,WT,25237.999999999996,86112.055999999982,0,NA,-,223179,NA,NA,0.38584300494222118,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P186,16,Kodiak Electric Assn Inc,Swampy Acres Microgrid,Kodiak_grid,Kodiak,DFO,IC,3.9999999999999996,13.647999999999998,23478,gallons,0.138555243206406,3253,73.959999999999994,240.59187999999997,4.1955118352290186E-3,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P187,16,Kodiak Electric Assn Inc,Terror Lake Microgrid,Kodiak_grid,Kodiak,WAT,HY,132333,451520.196,0,NA,-,1170220,NA,NA,0.38584214592127974,EIA923,12,"Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
P189,17,Kotzebue Electric Assn Inc,Kotzebue Hybrid,Kotzebue_grid,Northwest Arctic,MWH,BA,-86,-293.43200000000002,107,MWH,NA,0,NA,NA,NA,EIA923,12,Kotzebue,NA
P197,18,Matanuska Electric Assn Inc,Eklutna Generation Station,Railbelt_grid,Railbelt,NG,IC,678551.99999999988,2315219.4239999996,5860502,MCF,1.0029999136592735,5878083,53.06,311891.08398,0.39387321070491854,EIA923,12,0,NA
P199,0,Metlakatla Power & Light,Centennial,Metlakatla_grid,Southeast,DFO,IC,760.00000000000011,2593.1200000000003,76356,gallons,0.13808999947613809,10544,73.959999999999994,779.83424000000002,0.2459332321699545,EIA923,12,Metlakatla,NA
P200,0,Metlakatla Power & Light,Chester Lake,Metlakatla_grid,Southeast,WAT,HY,3601.0000000000005,12286.612000000001,0,NA,-,31845,NA,NA,0.38582546710629617,EIA923,12,Metlakatla,NA
P201,0,Metlakatla Power & Light,Purple Lake,Metlakatla_grid,Southeast,WAT,HY,13956.000000000002,47617.872000000003,0,NA,-,123412,NA,NA,0.38584474767445631,EIA923,12,Metlakatla,NA
P217,254,North Slope Borough Power & Light,NSB Atqasuk Utility,Atqasuk_grid,North Slope,DFO,IC,2161.0000000000005,7373.3320000000012,265398,gallons,0.13904776976465535,36903,73.959999999999994,2729.3458799999999,0.19980305124244646,EIA923,12,Atqasuk,NA
P219,254,North Slope Borough Power & Light,NSB Nuiqsut Utility,Nuiqsut_grid,North Slope,DFO,IC,2663.8820000000001,9089.1653839999999,208992,gallons,0.13904359975501454,29059,73.959999999999994,2149.2036399999997,0.31278314408616953,EIA923,12,Nuiqsut,NA
P219,254,North Slope Borough Power & Light,NSB Nuiqsut Utility,Nuiqsut_grid,North Slope,NG,IC,4665.1180000000004,15917.382616000001,50891,MCF,1,50891,53.06,2700.27646,0.31277401929614274,EIA923,12,Nuiqsut,NA
P220,254,North Slope Borough Power & Light,NSB Point Hope Utility,Point Hope_grid,North Slope,DFO,IC,6468,22068.815999999999,511266,gallons,0.13904503722132902,71089,73.959999999999994,5257.7424399999991,0.31043925220498247,EIA923,12,Point Hope,NA
P228,24,Pelican Utility,Pelican,Pelican_grid,Southeast,WAT,HY,880.99999999999989,3005.9719999999998,0,NA,-,7791,NA,NA,0.38582620972917464,EIA923,12,Pelican,NA
P228,24,Pelican Utility,Pelican,Pelican_grid,Southeast,DFO,IC,419.99999999999994,1433.0399999999997,38598,gallons,0.14762422923467536,5698,73.959999999999994,421.42407999999995,0.25149877149877148,EIA923,12,Pelican,NA
P229,212,Petersburg Borough - (AK),Petersburg,SEAPA_grid,Southeast,WAT,HY,13520,46130.239999999998,0,NA,-,119556,NA,NA,0.38584629796915254,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P229,212,Petersburg Borough - (AK),Petersburg,SEAPA_grid,Southeast,DFO,IC,863.37999999999988,2945.8525599999994,65520,gallons,0.1380952380952381,9048,73.959999999999994,669.19007999999997,0.32558052166224571,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P239,108,City of Seward - (AK),Seward (AK),Railbelt_grid,Railbelt,DFO,IC,334.99999999999994,1143.0199999999998,26502,gallons,0.13738585767111916,3641,73.959999999999994,269.28836000000001,0.31393023894534461,EIA923,12,0,NA
P240,100,City & Borough of Sitka - (AK),Blue Lake Hydro,Sitka_grid,Southeast,WAT,HY,77837.999999999985,265583.25599999994,0,NA,-,688321,NA,NA,0.38584215213541345,EIA923,12,Sitka,NA
P241,100,City & Borough of Sitka - (AK),Green Lake,Sitka_grid,Southeast,WAT,HY,41549.999999999993,141768.59999999998,0,NA,-,367425,NA,NA,0.38584364155950185,EIA923,12,Sitka,NA
P242,100,City & Borough of Sitka - (AK),Jarvis Street,Sitka_grid,Southeast,DFO,IC,-795.00000000000011,-2712.5400000000004,14826,gallons,0.13739376770538245,2037,73.959999999999994,150.65652,-1.331634756995582,EIA923,12,Sitka,NA
P244,0,Southeast Alaska Power Agency,Tyee Lake Hydroelectric Facility,SEAPA_grid,Southeast,WAT,HY,88071,300498.25199999998,0,NA,-,778813,NA,NA,0.3858413406042272,EIA923,12,"Ketchikan, Petersburg, Wrangell",NA
P252,749,"TDX Sand Point Generating, LLC",Sand Point,Sand Point_grid,Aleutians,WND,WT,134,457.20799999999997,0,NA,-,1184,NA,NA,0.38615540540540538,EIA923,12,Sand Point,NA
P254,227,TDX North Slope Generating Inc.,TNSG North Plant,Deadhorse_grid,North Slope,NG,GT,49695,169559.34,671961,MCF,0.96199779451486023,646425,53.06,34299.3105,0.26230319062536256,EIA923,12,Deadhorse,NA
P255,227,TDX North Slope Generating Inc.,TNSG South Plant,Deadhorse_grid,North Slope,NG,IC,-375.00000000000006,-1279.5000000000002,967,MCF,0.96070320579110646,929,53.06,49.292740000000002,-1.377287405812702,EIA923,12,Deadhorse,NA
P257,0,Tesoro Alaska Company LLC,Tesoro Kenai Cogeneration Plant,Railbelt_grid,Railbelt,NG,GT,64878,221363.736,271618,MCF,0.92700041970708869,251790,53.06,13359.9774,0.87916015727391872,EIA923,12,0,NA
P263,106,"Unalaska, City of",Dutch Harbor,Unalaska_grid,Aleutians,DFO,IC,45654,155771.448,2985108,gallons,0.13697226365009238,408877,73.959999999999994,30240.54292,0.38097385766379621,EIA923,12,Unalaska,NA
P264,106,"Unalaska, City of",Unalaska Power Module,Unalaska_grid,Aleutians,DFO,IC,1143,3899.9159999999997,96894,gallons,0.13686089953970318,13261,73.959999999999994,980.78355999999997,0.29408913354950605,EIA923,12,Unalaska,NA
P266,0,Unisea Inc,Unisea G 2,Unalaska_grid,Aleutians,DFO,IC,29139,99422.267999999996,2295048,gallons,0.13850037123406569,317865,73.959999999999994,23509.295399999999,0.31278142607710818,EIA923,12,Unalaska,NA
P267,0,University of Alaska,University of Alaska Fairbanks,Railbelt_grid,Railbelt,DFO,IC,-519,-1770.828,0,gallons,-,0,73.959999999999994,0,NA,EIA923,11,0,NA
P267,0,University of Alaska,University of Alaska Fairbanks,Railbelt_grid,Railbelt,DFO,ST,195.99,668.71788000000004,14784,gallons,0.12757034632034633,1886,73.959999999999994,139.48856000000001,0.35456939554612937,EIA923,2,0,NA
