"Communities and rates ($/kWh), 2013",...2,...3,...4,...5
Effective Rate,No. of PCE Communities,Average Residential Rate,Average PCE Rate,Average Effective Rate
Less than 0.19,42,0.39,0.22,0.17
0.2-0.29,114,0.55000000000000004,0.33,0.22
0.3-0.39,21,0.71,0.38,0.33
0.4-0.49,10,0.79,0.38,0.42
0.5-0.59,1,0.95,0.41,0.54
More than $0.60,3,1.0900000000000001,0.41,0.68
Total,191,NA,NA,NA
All averages are weighted.,NA,NA,NA,NA
