"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Operators/Utilities Net Generation, Fuel Use, Fuel Cost, and Efficiency, 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuel Types: AB=Agricultural By-Products, DFO=Distillate Fuel Oil, JF=Jet Fuel, NG=Natural Gas, OTH=Other, RFO=Residual Fuel Oil, SUB=Sub-bituminous Coal, WAT=Water at a Conventional Hydroelectric Turbine, WC=Waste Coal, WDS=Wood Solids, WND=Wind, WO=Waste/Other Oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prime Movers: CA=Combined Cycle, steam part, CT=Combined Cycle=turbine part, GT=Gas Turbine, HY=Hydroelectric Turbine, IC=Internal Combustion Engine, ST=Steam Turbine, WT=Wind Turbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK Plant ID,RCA CPCN,Utility Name,Plant Name,Intertie Name,Energy Region,Fuel Type,Prime Mover,Net Generation MWh,Fuel Use,Fuel Unit,Estimated Fuel Consumption MMBtu,Avg. Cost ($) per Gallon (PCE only),kWh per Gallon-Mcf-Short tons,Fuel Cost ($) per kWh,"Estimated Heat Content Factor per Unit, MMBtu",Source,Number of monthly records,Communities connected to plant,Notes
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,WAT,HY,371.32000000000005,0,NA,0,0,-,-,0,PCE,12,Atka,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,DFO,IC,141.86500000000004,18372,gallons,2535.3360000000002,5.2082000000000006,7.7218049205312447,0.67447961371726639,0.13800000000000001,PCE,12,Atka,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,DFO,IC,647.11200000000008,53694,gallons,7409.7720000000008,3.6871999999999994,12.051849368644543,0.30594474650446901,0.13800000000000001,PCE,12,False Pass,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,DFO,IC,2436.21,183133,gallons,25272.354000000003,5.0274999999999999,13.302954683208378,0.37792356057154347,0.13800000000000001,PCE,12,Cold Bay,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,WAT,HY,2760,0,NA,0,0,-,-,0,PCE,12,King Cove,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,DFO,IC,1711.3208412796898,121352,gallons,16746.576000000001,3.3098666666666667,14.102123090510991,0.23470697606474611,0.13800000000000001,PCE,12,King Cove,NA
P212,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,DFO,IC,327.58199999999999,28230,gallons,3895.7400000000002,4.9176750000000009,11.604038257173221,0.4237899678553767,0.13800000000000001,PCE,12,Nelson Lagoon,NA
P237,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,DFO,IC,604.59100000000001,50156,gallons,6921.5280000000002,7.3923749999999986,12.054210862110216,0.6132608002765505,0.13800000000000001,PCE,12,Saint George,NA
P238,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,DFO,IC,0,0,0,0,0,-,-,0.13800000000000001,0,0,Saint Paul,NA
P251,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,DFO,IC,2017.68,160299,gallons,22121.262000000002,5.1708333333333325,12.586978084704208,0.41080816209706195,0.13800000000000001,PCE,12,Adak,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,WND,WT,742.24699999999984,0,NA,0,0,-,-,0,PCE,9,Sand Point,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,DFO,IC,751.32999999999993,53866,gallons,7433.5080000000007,3.4633333333333334,13.948130546170123,0.2483008975195099,0.13800000000000001,PCE,3,Sand Point,NA
P261,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,DFO,IC,201.31,17056,gallons,2353.7280000000001,6.2527333333333344,11.802884615384615,0.52976315003394447,0.13800000000000001,PCE,12,Nikolski,NA
P263,106,"Unalaska, City of",Dutch Harbor,Unalaska_grid,Aleutians,DFO,IC,39395,2608704,gallons,360001.152,0,15.101368342287971,0,0.13800000000000001,EIA923,12,Unalaska,NA
P264,106,"Unalaska, City of",Unalaska Power Module,Unalaska_grid,Aleutians,DFO,IC,726,53760,gallons,7418.880000000001,0,13.504464285714286,0,0.13800000000000001,EIA923,12,Unalaska,NA
P266,0,Unisea Inc,Unisea G 2,Unalaska_grid,Aleutians,DFO,IC,26575.321999999996,2063544,gallons,284769.07200000004,0,12.878485750727872,0,0.13800000000000001,EIA923,12,Unalaska,NA
