"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
"Net Generation, Fuel Type, Emissions, Efficiency by Operators/Utilities, 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuel Types: AB=Agricultural By-Products, DFO=Distillate Fuel Oil, JF=Jet Fuel, NG=Natural Gas, OTH=Other, RFO=Residual Fuel Oil, SUB=Sub-bituminous Coal, WAT=Water at a Conventional Hydroelectric Turbine, WC=Waste Coal, WDS=Wood Solids, WND=Wind, WO=Waste/Other Oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prime Movers: CA=Combined Cycle, steam part, CT=Combined Cycle=turbine part, GT=Gas Turbine, HY=Hydroelectric Turbine, IC=Internal Combustion Engine, ST=Steam Turbine, WT=Wind Turbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK Plant ID,RCA CPCN,Utility Name,Plant Name,Intertie Name,Energy Region,Fuel Type,Prime Mover,Generation MMBtu,Total Fuel MMBtu,Emission Factor,CO2 Metric Tons from Fuel,Efficiency (Max = 1.00),Generation MWh,Fuel Use,Fuel Units,Estimated Average Heat Content,Source,Number of monthly records,Communities connected to plant,Notes
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,WAT,HY,1270.0257960000001,0,0,0,-,371.32000000000005,0,NA,-,PCE,12,Atka,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,DFO,IC,485.22085950000013,2535.4,74.14,187.97455600000001,0.19137842529778343,141.86500000000004,18372,gallons,0.13800348356194209,PCE,12,Atka,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,DFO,IC,2213.3171736000004,7409.8,74.14,549.362572,0.29870133790385711,647.11200000000008,53694,gallons,0.13800052147353523,PCE,12,False Pass,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,DFO,IC,8332.5690630000008,25272.3,74.14,1873.688322,0.32971154437862804,2436.21,183133,gallons,0.1379997051323355,PCE,12,Cold Bay,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,WAT,HY,9440.0280000000002,0,0,0,-,2760,0,NA,-,PCE,12,King Cove,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,DFO,IC,5853.2306734289232,16746.400000000001,74.14,1241.5780960000002,0.34952172845679802,1711.3208412796898,121352,gallons,0.13799854967367658,PCE,12,King Cove,NA
P212,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,DFO,IC,1120.4287145999999,3895.7000000000003,74.14,288.82719800000001,0.28760651862309722,327.58199999999999,28230,gallons,0.13799858306765853,PCE,12,Nelson Lagoon,NA
P237,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,DFO,IC,2067.8825973000003,6921.4000000000015,74.14,513.15259600000013,0.29876652083393529,604.59100000000001,50156,gallons,0.13799744796235747,PCE,12,Saint George,NA
P238,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,DFO,IC,0,0,74.14,0,-,0,-,gallons,-,0,0,Saint Paul,NA
P251,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,DFO,IC,6901.0709040000002,22121.199999999997,74.14,1640.0657679999997,0.31196638988843284,2017.68,160299,gallons,0.13799961322278989,PCE,12,Adak,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,WND,WT,2538.7074140999994,0,0,0,-,742.24699999999984,0,NA,-,PCE,9,Sand Point,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,DFO,IC,2569.773999,7433.5,74.14,551.11969000000011,0.34570175543149256,751.32999999999993,53866,gallons,0.13799985148331043,PCE,3,Sand Point,NA
P261,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,DFO,IC,688.54059300000006,2353.7999999999997,74.14,174.51073199999999,0.29252298113688507,201.31,17056,gallons,0.13800422138836771,PCE,12,Nikolski,NA
P263,106,"Unalaska, City of",Dutch Harbor,Unalaska_grid,Aleutians,DFO,IC,134742.71850000002,360001.4,74.14,26690.503796000001,0.37428387361826926,39395,2608704,gallons,0.13800009506636246,EIA923,12,Unalaska,NA
P264,106,"Unalaska, City of",Unalaska Power Module,Unalaska_grid,Aleutians,DFO,IC,2483.1378,7418.7999999999984,74.14,550.02983199999994,0.33470882083355807,726,53760,gallons,0.13799851190476187,EIA923,12,Unalaska,NA
