AEA Plant ID,eia_plant_id,PCE reporting ID,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes
P16,7751.0,,Goat Lake Hydro,AEA-005,219.0,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,1.0,,False,4.0,1.0,Electric Utility,1.0,34.5, ,,59.5357,-135.2123,OP,"Included in PCE reporting as ""Purchased Power"""
P17,56542.0,,Kasidaya Creek Hydro,AEA-005,219.0,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,1.0,,False,3.0,1.0,Electric Utility,1.0,34.5, ,,59.4072,-135.3408,OP,"Included in PCE reporting as ""Purchased Power"""
P18,56265.0,,South Fork,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,,False,2.0,1.0,Electric Utility,1.0,34.5, ,,55.563333,-132.891111,OP,"Included in PCE reporting as ""Purchased Power"""
P19,56147.0,,Viking,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,,False,1.0,1.0,Electric Utility,1.0,12.47, ,,55.540708,-133.102344,,
P20,421.0,331090.0,Craig,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,1.0,False,4.6,1.0,Electric Utility,1.0,12.47, ,,55.47691,-133.14869,OP,
P21,56146.0,,False Island,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,,False,1.3,1.0,Electric Utility,1.0,12.47, ,,55.48918,-133.1345,,
P22,69.0,331120.0,Haines,AEA-005,219.0,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,1.0,1.0,False,6.2,1.0,Electric Utility,1.0,12.47, ,,59.235931,-135.446228,OP,PCE reporting includes diesel and hydro generation
P23,423.0,331150.0,Hydaburg,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,1.0,False,1.0,1.0,Electric Utility,1.0,2.4, ,,55.204937,-132.821435,,
P24,61684.0,,Klawock Power Generation Station,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,0.0,False,2.5,1.0,Electric Utility,1.0,12.47, ,,55.553197,-133.08535,,
P25,7169.0,331180.0,Northway,AEA-005,219.0,Alaska Power & Telephone Company,012-0000,Northway_grid,1.0,1.0,False,1.1,1.0,Electric Utility,1.0,14.4, ,,62.9617,-141.9372,OP,
P26,66.0,331190.0,Skagway,AEA-005,219.0,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,1.0,1.0,False,4.4,1.0,Electric Utility,1.0,2.4, ,,59.4545,-135.3131,OP,PCE reporting includes diesel and hydro generation
P27,61685.0,331195.0,Slana Generating Station ,AEA-005,219.0,Alaska Power & Telephone Company,026-2011,Slana_grid,1.0,1.0,True,0.73,1.0,Electric Utility,1.0,12.47, ,,62.592756,-143.588869,OP,
P28,7414.0,331210.0,Thorne Bay Plant,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,1.0,1.0,False,1.075,1.0,Electric Utility,1.0,4.16, ,,55.68586,-132.52892,,
P29,406.0,331220.0,Tok,AEA-005,219.0,Alaska Power & Telephone Company,015-2008,Tok_grid,1.0,1.0,False,7.6,1.0,Electric Utility,1.0,12.47, ,,63.33552,-142.99997,OP,
P30,7750.0,331050.0,Allakaket,AEA-005,219.0,Alaska Power & Telephone Company,005-0000,Allakaket_grid,0.0,1.0,True,0.525,1.0,Electric Utility,1.0,7.2,,,66.56261,-152.64756,OP,
P31,7176.0,331060.0,Bettles,AEA-005,219.0,Alaska Power & Telephone Company,007-0000,Bettles_grid,0.0,1.0,False,0.6,1.0,Electric Utility,1.0,2.4,,,66.91788,-151.51513,OP,
P32,7332.0,331070.0,Chistochina,AEA-005,219.0,Alaska Power & Telephone Company,026-2011,Slana_grid,0.0,1.0,False,0.2,1.0,Electric Utility,1.0,7.2,,,62.565,-144.66472,,
P33,7342.0,331080.0,Coffman Cove,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,0.0,1.0,False,0.66,1.0,Electric Utility,1.0,2.4,,,56.01389,-132.82778,,
P34,7375.0,331110.0,Eagle,AEA-005,219.0,Alaska Power & Telephone Company,009-0000,Eagle_grid,0.0,1.0,True,0.45,1.0,Electric Utility,1.0,7.2,,,64.78806,-141.2,OP,
P35,,332010.0,Gustavus,AEA-005,219.0,Alaska Power & Telephone Company,118-0000,Gustavus_grid,0.0,1.0,False,0.842,1.0,Electric Utility,1.0,7.2,,,58.41333,-135.73694,OP,
P36,7506.0,331130.0,Healy Lake,AEA-005,219.0,Alaska Power & Telephone Company,011-0000,Healy Lake_grid,0.0,1.0,False,0.083,1.0,Electric Utility,1.0,2.4,,,64.02689,-144.66162,,
P37,7249.0,331140.0,Hollis,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,0.0,1.0,False,0.45,1.0,Electric Utility,1.0,2.4,,,,,,
P38,7341.0,331160.0,Mentasta Lake,AEA-005,219.0,Alaska Power & Telephone Company,026-2011,Slana_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,62.93155,-143.79273,,
P39,7371.0,331200.0,Tetlin,AEA-005,219.0,Alaska Power & Telephone Company,015-2008,Tok_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,63.13722,-142.51611,,
P40,7753.0,331230.0,Whale Pass,AEA-005,219.0,Alaska Power & Telephone Company,213-0000,Whale_Pass_grid,0.0,1.0,False,0.25,1.0,Electric Utility,1.0,2.4,,,56.11528,-133.12083,OP,
P41,,,Dewey Lakes ,AEA-005,219.0,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,0.0,0.0,False,0.943,1.0,Electric Utility,1.0,,,,59.4511,-135.3081,OP,"Included in PCE reporting as ""Purchased Power"""
P42,,,Lutak,AEA-005,219.0,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,0.0,0.0,False,,1.0,Electric Utility,1.0,,,,59.3411111,-135.5655556,OP,"Included in PCE reporting as ""Purchased Power"""
P43,7792.0,331170.0,Naukati Bay,AEA-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,55.88077,-133.195,,
P44,60814.0,,7-Mile Ridge Wind Project,AEA-005,219.0,Alaska Power & Telephone Company,,,0.0,0.0,False,,,Electric Utility,1.0,,,,63.210689,-143.247156,,
P45,6308.0,331240.0,Alakanuk,AEA-006,221.0,Alaska Village Electric Cooperative,218-0000,Alakanuk_grid,0.0,1.0,False,0.8,1.0,Electric Utility,1.0,13.47, ,,62.6833,-164.6544,,
P45,57053.0,331240.0,Alakanuk,AEA-006,221.0,Alaska Village Electric Cooperative,218-0000,Alakanuk_grid,1.0,1.0,False,0.8,1.0,Electric Utility,1.0,13.47, ,,62.6833,-164.6544,,
P46,6556.0,331250.0,Ambler,AEA-006,221.0,Alaska Village Electric Cooperative,035-0000,Ambler_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,12.5, ,,67.08798,-157.856719,OP,
P46,60243.0,331250.0,Ambler,AEA-006,221.0,Alaska Village Electric Cooperative,035-0000,Ambler_grid,1.0,1.0,True,1.1,1.0,Electric Utility,1.0,12.5, ,,67.08798,-157.856719,OP,
P47,6566.0,331800.0,Bethel,AEA-006,221.0,Alaska Village Electric Cooperative,034-1988,Bethel_grid,1.0,1.0,False,12.6,1.0,Electric Utility,1.0,2.4, ,,60.7897,-161.787778,OP,
P48,7374.0,331270.0,Brevig Mission,AEA-006,221.0,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,0.0,1.0,False,1.1,1.0,Electric Utility,1.0,12.5, ,,65.331716,-166.479506,OP,
P48,60260.0,331270.0,Brevig Mission,AEA-006,221.0,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,1.0,1.0,False,1.1,1.0,Electric Utility,1.0,12.5, ,,65.331716,-166.479506,OP,
P49,6311.0,331280.0,Chevak,AEA-006,221.0,Alaska Village Electric Cooperative,040-0000,Chevak_grid,1.0,1.0,True,1.8,1.0,Electric Utility,1.0,12.5, ,,61.525297,-165.590152,OP,
P50,6313.0,331300.0,Elim,AEA-006,221.0,Alaska Village Electric Cooperative,043-0000,Elim_grid,0.0,1.0,False,1.1,1.0,Electric Utility,1.0,13.47, ,,64.616558,-162.263717,OP,
P50,57060.0,331300.0,Elim,AEA-006,221.0,Alaska Village Electric Cooperative,043-0000,Elim_grid,1.0,1.0,False,1.1,1.0,Electric Utility,1.0,13.47, ,,64.616558,-162.263717,OP,
P51,6314.0,331310.0,Emmonak,AEA-006,221.0,Alaska Village Electric Cooperative,045-0000,Emmonak_grid,1.0,1.0,True,3.2,1.0,Electric Utility,1.0,12.5, ,,62.777694,-164.531517,OP,
P52,6315.0,331320.0,Gambell,AEA-006,221.0,Alaska Village Electric Cooperative,046-0000,Gambell_grid,0.0,1.0,True,1.6,1.0,Electric Utility,1.0,13.47, ,,63.777058,-171.712439,OP,
P52,57062.0,331320.0,Gambell,AEA-006,221.0,Alaska Village Electric Cooperative,046-0000,Gambell_grid,1.0,1.0,True,1.6,1.0,Electric Utility,1.0,13.47, ,,63.777058,-171.712439,OP,
P53,6319.0,331360.0,Hooper Bay,AEA-006,221.0,Alaska Village Electric Cooperative,050-0000,Hooper Bay_grid,1.0,1.0,True,2.1,1.0,Electric Utility,1.0,12.5, ,,61.530858,-166.101944,OP,
P54,57066.0,331390.0,Kasigluk,AEA-006,221.0,Alaska Village Electric Cooperative,055-0000,Kasigluk_grid,1.0,1.0,True,2.0,1.0,Electric Utility,1.0,13.47, ,,60.8731,-162.5197,OP,
P55,6323.0,331400.0,Kiana,AEA-006,221.0,Alaska Village Electric Cooperative,057-0000,Kiana_grid,1.0,1.0,True,1.1,1.0,Electric Utility,1.0,12.5, ,,66.973889,-160.428592,OP,
P56,6324.0,331410.0,Kivalina,AEA-006,221.0,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,13.47, ,,67.726644,-164.538447,OP,
P56,57065.0,331410.0,Kivalina,AEA-006,221.0,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,1.0,1.0,True,1.1,1.0,Electric Utility,1.0,13.47, ,,67.726644,-164.538447,OP,
P57,57064.0,332120.0,Kotlik,AEA-006,221.0,Alaska Village Electric Cooperative,059-0000,Kotlik_grid,1.0,1.0,True,1.4,1.0,Electric Utility,1.0,13.47, ,,63.03215,-163.553106,OP,
P58,6325.0,331420.0,Koyuk,AEA-006,221.0,Alaska Village Electric Cooperative,060-0000,Koyuk_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,13.47, ,,64.932089,-161.167103,OP,
P58,57059.0,331420.0,Koyuk,AEA-006,221.0,Alaska Village Electric Cooperative,060-0000,Koyuk_grid,1.0,1.0,True,1.1,1.0,Electric Utility,1.0,13.47, ,,64.932089,-161.167103,OP,
P59,6326.0,331440.0,Marshall,AEA-006,221.0,Alaska Village Electric Cooperative,061-0000,Marshall_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,12.5, ,,61.878186,-162.085147,OP,
P59,60244.0,331440.0,Marshall,AEA-006,221.0,Alaska Village Electric Cooperative,061-0000,Marshall_grid,1.0,1.0,True,1.1,1.0,Electric Utility,1.0,12.5, ,,61.878186,-162.085147,OP,
P60,6329.0,331470.0,Mountain Village,AEA-006,221.0,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,1.0,1.0,False,2.3,1.0,Electric Utility,1.0,12.5, ,,62.085569,-163.729072,SB?,
P61,6334.0,331480.0,New Stuyahok,AEA-006,221.0,Alaska Village Electric Cooperative,065-0000,New Stuyahok_grid,0.0,1.0,True,1.4,1.0,Electric Utility,1.0,12.5, ,,59.448358,-157.325528,OP,
P61,60245.0,331480.0,New Stuyahok,AEA-006,221.0,Alaska Village Electric Cooperative,065-0000,New Stuyahok_grid,1.0,1.0,True,1.4,1.0,Electric Utility,1.0,12.5, ,,59.448358,-157.325528,OP,
P62,6331.0,331500.0,Noatak,AEA-006,221.0,Alaska Village Electric Cooperative,066-0000,Noatak_grid,0.0,1.0,True,1.3,1.0,Electric Utility,1.0,13.47, ,,67.570931,-162.965728,OP,
P62,57051.0,331500.0,Noatak,AEA-006,221.0,Alaska Village Electric Cooperative,066-0000,Noatak_grid,1.0,1.0,True,1.3,1.0,Electric Utility,1.0,13.47, ,,67.570931,-162.965728,OP,
P63,6330.0,331510.0,Noorvik,AEA-006,221.0,Alaska Village Electric Cooperative,067-0000,Noorvik_grid,1.0,1.0,True,1.5,1.0,Electric Utility,1.0,12.5, ,,66.834519,-161.038717,OP,
P64,6333.0,331530.0,Nunapitchuk,AEA-006,221.0,Alaska Village Electric Cooperative,204-0000,Nunapitchuk_grid,0.0,1.0,False,0.5,1.0,Electric Utility,1.0,12.5, ,,60.89588,-162.459756,OP,
P65,6335.0,331550.0,Pilot Station,AEA-006,221.0,Alaska Village Electric Cooperative,070-0000,Pilot Station_grid,0.0,1.0,True,1.2,1.0,Electric Utility,1.0,13.47, ,,61.936456,-162.880706,OP,
P65,57058.0,331550.0,Pilot Station,AEA-006,221.0,Alaska Village Electric Cooperative,070-0000,Pilot Station_grid,1.0,1.0,True,1.2,1.0,Electric Utility,1.0,13.47, ,,61.936456,-162.880706,OP,
P66,6337.0,331570.0,Quinhagak,AEA-006,221.0,Alaska Village Electric Cooperative,071-0000,Quinhagak_grid,0.0,1.0,True,1.1,1.0,Electric Utility,1.0,13.47, ,,59.747436,-161.910647,OP,
P66,57057.0,331570.0,Quinhagak,AEA-006,221.0,Alaska Village Electric Cooperative,071-0000,Quinhagak_grid,1.0,1.0,True,1.1,1.0,Electric Utility,1.0,13.47, ,,59.747436,-161.910647,OP,
P67,6338.0,331660.0,Saint Mary's,AEA-006,221.0,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,1.0,1.0,True,2.0180000000000002,1.0,Electric Utility,1.0,12.5, ,,62.051525,-163.172567,OP,
P68,6340.0,331590.0,Savoonga,AEA-006,221.0,Alaska Village Electric Cooperative,076-0000,Savoonga_grid,0.0,1.0,True,1.7,1.0,Electric Utility,1.0,13.47, ,,63.695267,-170.475661,OP,
P68,57052.0,331590.0,Savoonga,AEA-006,221.0,Alaska Village Electric Cooperative,076-0000,Savoonga_grid,1.0,1.0,True,1.7,1.0,Electric Utility,1.0,13.47, ,,63.695267,-170.475661,OP,
P69,6342.0,331600.0,Scammon Bay,AEA-006,221.0,Alaska Village Electric Cooperative,077-0000,Scammon Bay_grid,0.0,1.0,True,1.3,1.0,Electric Utility,1.0,13.47, ,,61.843036,-165.581497,OP,
P69,57056.0,331600.0,Scammon Bay,AEA-006,221.0,Alaska Village Electric Cooperative,077-0000,Scammon Bay_grid,1.0,1.0,True,1.3,1.0,Electric Utility,1.0,13.47, ,,61.843036,-165.581497,OP,
P70,6341.0,331610.0,Selawik,AEA-006,221.0,Alaska Village Electric Cooperative,078-0000,Selawik_grid,1.0,1.0,True,1.7,1.0,Electric Utility,1.0,12.5, ,,66.606778,-160.014808,OP,
P71,6345.0,331640.0,Shishmaref,AEA-006,221.0,Alaska Village Electric Cooperative,081-0000,Shishmaref_grid,1.0,1.0,False,1.5,1.0,Electric Utility,1.0,12.5, ,,66.255072,-166.073589,OP,
P72,6346.0,331650.0,Shungnak,AEA-006,221.0,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,0.0,1.0,True,1.2,1.0,Electric Utility,1.0,13.47, ,,66.888114,-157.140206,OP,
P72,57063.0,331650.0,Shungnak,AEA-006,221.0,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,1.0,1.0,True,1.2,1.0,Electric Utility,1.0,13.47, ,,66.888114,-157.140206,OP,
P73,6339.0,331670.0,Saint Michael,AEA-006,221.0,Alaska Village Electric Cooperative,084-2015,Stebbins_grid,0.0,1.0,False,0.7,1.0,Electric Utility,1.0,13.47, ,,63.4775,-162.0383,,
P73,57061.0,331670.0,Saint Michael,AEA-006,221.0,Alaska Village Electric Cooperative,084-2015,Stebbins_grid,0.0,1.0,False,0.7,1.0,Electric Utility,1.0,13.47, ,,63.4775,-162.0383,,
P74,6347.0,331680.0,Stebbins,AEA-006,221.0,Alaska Village Electric Cooperative,084-0000,Stebbins_grid,0.0,1.0,True,2.0,1.0,Electric Utility,1.0,13.47, ,,63.521047,-162.286322,OP,
P74,57055.0,331680.0,Stebbins,AEA-006,221.0,Alaska Village Electric Cooperative,084-0000,Stebbins_grid,1.0,1.0,True,2.0,1.0,Electric Utility,1.0,13.47, ,,63.521047,-162.286322,OP,
P75,6348.0,331690.0,Togiak,AEA-006,221.0,Alaska Village Electric Cooperative,086-0000,Togiak_grid,1.0,1.0,True,2.4,1.0,Electric Utility,1.0,12.5, ,,59.059744,-160.380278,OP,
P76,6349.0,331700.0,Toksook Bay,AEA-006,221.0,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,0.0,1.0,True,1.7,1.0,Electric Utility,1.0,13.47, ,,60.530142,-165.108575,OP,
P76,57067.0,331700.0,Toksook Bay,AEA-006,221.0,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,1.0,1.0,True,1.7,1.0,Electric Utility,1.0,13.47, ,,60.530142,-165.108575,OP,
P77,57054.0,331720.0,Upper Kalskag,AEA-006,221.0,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,1.0,1.0,False,1.1,1.0,Electric Utility,1.0,13.47, ,,61.526858,-160.348128,OP,
P78,6637.0,332900.0,Yakutat,AEA-006,221.0,Alaska Village Electric Cooperative,091-0000,Yakutat_grid,1.0,1.0,True,4.16,1.0,Electric Utility,1.0,4.16, ,,59.544553,-139.724306,OP,
P79,6310.0,331260.0,Anvik,AEA-006,221.0,Alaska Village Electric Cooperative,036-0000,Anvik_grid,0.0,1.0,True,0.503,1.0,Electric Utility,1.0,7.2,,,62.65611,-160.20667,OP,
P80,6312.0,331290.0,Eek,AEA-006,221.0,Alaska Village Electric Cooperative,041-0000,Eek_grid,0.0,1.0,True,0.579,1.0,Electric Utility,1.0,7.2,,,60.21889,-162.02444,OP,
P81,,331950.0,Ekwok,AEA-006,221.0,Alaska Village Electric Cooperative,208-0000,Ekwok_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,7.2,,,,,OP,
P82,6316.0,331330.0,Goodnews Bay,AEA-006,221.0,Alaska Village Electric Cooperative,047-0000,Goodnews Bay_grid,0.0,1.0,True,0.661,1.0,Electric Utility,1.0,7.2,,,59.11889,-161.5875,OP,
P83,6317.0,331340.0,Grayling,AEA-006,221.0,Alaska Village Electric Cooperative,048-0000,Grayling_grid,0.0,1.0,False,0.607,1.0,Electric Utility,1.0,7.2,,,62.90361,-160.06472,OP,
P84,6318.0,331350.0,Holy Cross,AEA-006,221.0,Alaska Village Electric Cooperative,049-0000,Holy Cross_grid,0.0,1.0,False,0.6930000000000001,1.0,Electric Utility,1.0,7.2,,,62.19944,-159.77139,OP,
P85,6320.0,331370.0,Huslia,AEA-006,221.0,Alaska Village Electric Cooperative,051-0000,Huslia_grid,0.0,1.0,True,0.8,1.0,Electric Utility,1.0,7.2,,,65.69861,-156.39972,OP,
P86,6322.0,331380.0,Kaltag,AEA-006,221.0,Alaska Village Electric Cooperative,054-0000,Kaltag_grid,0.0,1.0,True,0.835,1.0,Electric Utility,1.0,7.2,,,64.32722,-158.72194,OP,
P87,6327.0,331450.0,Mekoryuk,AEA-006,221.0,Alaska Village Electric Cooperative,062-0000,Mekoryuk_grid,0.0,1.0,True,0.849,1.0,Electric Utility,1.0,7.2,,,60.38806,-166.185,OP,
P88,6328.0,331460.0,Minto,AEA-006,221.0,Alaska Village Electric Cooperative,063-0000,Minto_grid,0.0,1.0,True,0.647,1.0,Electric Utility,1.0,7.2,,,65.15333,-149.33694,OP,
P89,,331490.0,Nightmute,AEA-006,221.0,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,0.0,1.0,False,0.34400000000000003,1.0,Electric Utility,1.0,7.2,,,60.47944,-164.72389,,
P90,6332.0,331520.0,Nulato,AEA-006,221.0,Alaska Village Electric Cooperative,068-0000,Nulato_grid,0.0,1.0,False,0.989,1.0,Electric Utility,1.0,7.2,,,64.71944,-158.10306,OP,
P91,6557.0,331540.0,Old Harbor,AEA-006,221.0,Alaska Village Electric Cooperative,069-0000,Old Harbor_grid,0.0,1.0,False,0.706,1.0,Electric Utility,1.0,7.2,,,57.20278,-153.30389,OP,
P92,,331560.0,Pitkas Point,AEA-006,221.0,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,7.2,,,,,,
P93,7049.0,331580.0,Russian Mission,AEA-006,221.0,Alaska Village Electric Cooperative,072-0000,Russian Mission_grid,0.0,1.0,True,0.842,1.0,Electric Utility,1.0,7.2,,,61.785,-161.32028,,
P94,6343.0,331620.0,Shageluk,AEA-006,221.0,Alaska Village Electric Cooperative,079-0000,Shageluk_grid,0.0,1.0,False,0.41000000000000003,1.0,Electric Utility,1.0,7.2,,,62.68222,-159.56194,OP,
P95,6344.0,331630.0,Shaktoolik,AEA-006,221.0,Alaska Village Electric Cooperative,080-0000,Shaktoolik_grid,0.0,1.0,True,0.8,1.0,Electric Utility,1.0,7.2,,,64.33389,-161.15389,OP,
P96,,331685.0,Teller,AEA-006,221.0,Alaska Village Electric Cooperative,085-0000,Teller_grid,0.0,1.0,False,0.75,1.0,Electric Utility,1.0,7.2,,,65.26361,-166.36083,OP,
P96,,332620.0,Teller,AEA-006,221.0,Alaska Village Electric Cooperative,085-0000,Teller_grid,0.0,1.0,False,0.75,1.0,Electric Utility,1.0,7.2,,,65.26361,-166.36083,OP,
P97,6350.0,331710.0,Tununak,AEA-006,221.0,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,0.0,1.0,False,0.34400000000000003,1.0,Electric Utility,1.0,7.2,,,60.58513,-165.25549,,
P98,6351.0,331730.0,Wales,AEA-006,221.0,Alaska Village Electric Cooperative,090-0000,Wales_grid,0.0,1.0,False,0.5720000000000001,1.0,Electric Utility,1.0,7.2,,,65.60917,-168.0875,OP,
P99,6321.0,331430.0,Lower Kalskag,AEA-006,221.0,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,0.0,1.0,False,,,,,,,,,,,
P100,,331740.0,Karluk,AEA-007,,Alutiiq Power Company,092-0000,Karluk_grid,0.0,1.0,False,0.12,1.0,Electric Utility,1.0,,,,57.57021,-154.45433,OP,
P281,54222.0,,Alyeska Seafoods,AEA-161,431.0,Alyeska Seafoods Inc,,,0.0,0.0,,,,,,,,,,,,
P101,75.0,,Anchorage 1,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,1.0,0.0,False,77.9,1.0,Electric Utility,1.0,115.0, ,,61.2221,-149.8661,OP,
P102,77.0,,Eklutna Hydro Project,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,1.0,0.0,False,44.4,1.0,Electric Utility,1.0,115.0, ,,61.475211,-149.15009,OP,
P103,6559.0,,George M Sullivan Generation Plant 2,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,1.0,0.0,False,346.9,1.0,Electric Utility,1.0,115.0, ,,61.229713,-149.716744,OP,
P104,,,AWWU Conduit,AEA-109,599.0,Anchorage Municipal Light and Power,215-1985,Railbelt_grid,0.0,0.0,False,,1.0,Electric Utility,1.0,115.0,,,,,,
P105,7182.0,331760.0,Aniak,AEA-009,4959.0,Aniak Light & Power,093-0000,Aniak_grid,1.0,1.0,False,1.7,1.0,Electric Utility,1.0,2.4, ,,61.580678,-159.535643,OP,
