AEA Plant ID,eia_plant_id,PCE reporting ID,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes
P106,,331770.0,Arctic Village,AEA-010,,Arctic Village Electric Company,094-0000,Arctic Village_grid,0.0,1.0,True,0.395,1.0,Electric Utility,1.0,7.2,,,,,OP,
P107,,331750.0,Atka,AEA-011,,"Atka, City of",095-0000,Atka_grid,0.0,1.0,True,0.257,1.0,Electric Utility,1.0,7.2,,,52.19611,-174.20056,OP,
P108,,331780.0,Atmautluak,AEA-012,,Atmautluak Tribal Utilities,096-0000,Atmautluak_grid,0.0,1.0,True,1.104,1.0,Electric Utility,1.0,7.2,,,60.86694,-162.27306,OP,
P109,79.0,,Aurora Energy LLC,AEA-114,986.0,Aurora Energy LLC,215-1985,Railbelt_grid,1.0,0.0,True,27.5,2.0,NAICS-22 Cogen,3.0,12.5, ,,64.847743,-147.735063,OP,
P110,7173.0,,Barrow,AEA-134,1276.0,Barrow Utilities & Electric Cooperative Inc.,221-0000,Utqiagvik_grid,1.0,0.0,False,20.3,1.0,Electric Utility,1.0,4.16, ,,71.292,-156.7786,OP,
P111,,331790.0,Beaver,AEA-013,,Beaver Joint Utilities,097-0000,Beaver_grid,0.0,1.0,True,0.492,1.0,Electric Utility,1.0,7.2,,,66.35944,-147.39639,OP,
P112,,331810.0,Birch Creek,AEA-015,,Birch Creek Electric Company,098-0000,Birch Creek_grid,0.0,1.0,False,0.028,1.0,Electric Utility,1.0,7.2,,,66.25619,-145.84967,OP,
P288,54155.0,,Lisburne Production Center,AEA-166,1388.0,BP Exploration Alaska,,,0.0,0.0,,,,,,,,,,,,
P113,,331820.0,Buckland,AEA-016,,"Buckland, City of",099-0000,Buckland_grid,0.0,1.0,True,1.127,1.0,Electric Utility,1.0,7.2,,,65.97972,-161.12306,OP,
P114,,331840.0,Chalkyitsik,AEA-019,,Chalkyitsik Village Council,100-0000,Chalkyitsik_grid,0.0,1.0,True,0.327,1.0,Electric Utility,1.0,7.2,,,66.65444,-143.72222,OP,
P115,,331850.0,Chenega Bay,AEA-020,,Chenega Ira Council,101-0000,Chenega_grid,0.0,1.0,True,0.198,1.0,Electric Utility,1.0,7.2,,,60.06571,-148.01038,OP,
P116,,331870.0,Chignik Lagoon,AEA-023,,Chignik Lagoon Power Utility,102-0000,Chignik Lagoon_grid,0.0,1.0,True,0.465,1.0,Electric Utility,1.0,7.2,,,56.30995,-158.53142,OP,
P117,,331880.0,Chignik Lake,AEA-022,,Chignik Lake Electric Utility,103-0000,Chignik Lake_grid,0.0,1.0,True,0.447,1.0,Electric Utility,1.0,7.2,,,,,OP,
P118,,331860.0,Chignik Bay,AEA-021,,"Chignik, City of",104-0000,Chignik_grid,0.0,1.0,True,0.577,1.0,Electric Utility,1.0,7.2,,,,,OP,
P119,,331890.0,Chitina,AEA-024,,Chitina Electric Inc,105-0000,Chitina_grid,0.0,1.0,True,0.35100000000000003,1.0,Electric Utility,1.0,7.2,,,61.51583,-144.43694,OP,
P120,96.0,,Beluga,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,312.4,1.0,Electric Utility,1.0,138.0, ,,61.1861,-151.0356,,
P121,6291.0,,Cooper Lake,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,19.4,1.0,Electric Utility,1.0,69.0, ,,60.392331,-149.665603,OP,
P122,6293.0,,International,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,30.0,1.0,Electric Utility,1.0,138.0, ,,61.168972,-149.911038,OP,
P123,57036.0,,Southcentral Power Project,AEA-132,3522.0,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,203.9,1.0,Electric Utility,1.0,138.0, ,,61.167417,-149.905304,OP,
P124,,331900.0,Circle,AEA-025,,Circle Electric Utility,106-0000,Circle_grid,0.0,1.0,False,0.27,1.0,Electric Utility,1.0,2.4,,,65.82556,-144.06056,OP,
P125,,331910.0,Clark's Point,AEA-026,,"Clark's Point, City of",107-0000,Clark's Point_grid,0.0,1.0,True,0.446,1.0,Electric Utility,1.0,7.2,,,,,OP,
P290,54154.0,,Seawater Treatment Plant,AEA-169,14811.0,Conoco Phillips Alaska Inc,,,0.0,0.0,,,,,,,,,,,,
P126,58982.0,,Allison Creek Hydro,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,6.5,1.0,Electric Utility,1.0,14.4,138,,61.084444,-146.353333,OP,
P127,6305.0,,Glennallen,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,10.7,1.0,Electric Utility,1.0,138.0,14.4,,62.110415,-145.532529,OP,
P128,390.0,,Solomon Gulch,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,12.0,1.0,Electric Utility,1.0,14.4,138,,61.0828,-146.3033,OP,
P129,6306.0,,Valdez,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,False,8.2,1.0,Electric Utility,1.0,138.0,14.4,,61.1303,-146.3647,OP,
P130,7841.0,,Valdez Cogen,AEA-103,4329.0,"Copper Valley Elec Assn, Inc",216-1982,CopperValley_grid,1.0,0.0,True,5.3,1.0,Electric Utility,1.0,14.4,138,,61.0839,-146.2529,OP,
P131,62714.0,,Eyak Service Center BESS,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,0.0,,False,,,Electric Utility,1.0,,,,60.54047,-145.74079,OP,
P132,7042.0,,Humpback Creek,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,1.0,,False,1.2,1.0,Electric Utility,1.0,13.0, ,,60.612822,-145.679411,OP,
P133,789.0,,Orca,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,1.0,,False,10.7,1.0,Electric Utility,1.0,13.0, ,,60.555889,-145.752983,OP,
P134,7862.0,,Power Creek,AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,1.0,,False,6.0,1.0,Electric Utility,1.0,13.0, ,,60.588686,-145.604539,OP,
P292,,331920.0,"Cordova, Eyak",AEA-027,40215.0,Cordova Electric Cooperative,014-1990,Cordova_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,13.0,,,60.555889,-145.752983,OP,"Includes EIA: Orca, Humpback Creek, Power Creek, Eyak Service Center BESS"
P135,,331930.0,Diomede,AEA-028,,Diomede Joint Utilities,110-0000,Diomede_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,65.758611,-168.953056,OP,
P136,54834.0,,Fort Greely Power Plant,AEA-116,19272.0,Doyon Utilities - Fort Greely,215-1985,Railbelt_grid,1.0,0.0,False,7.4,6.0,Commercial NAICS Non-Cogen,4.0,14.4, ,,63.973572,-145.716581,OP,
P137,50308.0,,Utility Plants Section,AEA-118,56389.0,Doyon Utilities - Fort Wainwright,215-1985,Railbelt_grid,1.0,0.0,True,20.0,1.0,Electric Utility,1.0,138.0, ,,64.825601,-147.648627,OP,
P138,58380.0,,JBER Landfill Gas Power Plant,AEA-122,58368.0,Doyon Utilities LLC,215-1985,Railbelt_grid,1.0,0.0,False,11.5,6.0,Commercial NAICS Non-Cogen,4.0,34.5, ,,61.286,-149.61,OP,
P139,7180.0,331940.0,Egegik,AEA-029,5553.0,Egegik Light & Power Co,111-0000,Egegik_grid,0.0,1.0,True,1.03,1.0,Electric Utility,1.0,7.2,,,58.21556,-157.37583,OP,
P140,,331960.0,Elfin Cove,AEA-031,,Elfin Cove Utility Commission,112-0000,Elfin Cove_grid,0.0,1.0,True,0.34700000000000003,1.0,Electric Utility,1.0,2.4,,,58.19444,-136.34333,OP,
P141,,331970.0,False Pass,AEA-032,,"False Pass, City of",113-0000,False Pass_grid,0.0,1.0,True,0.503,1.0,Electric Utility,1.0,7.2,,,54.85394,-163.40883,OP,
P142,58425.0,,Fire Island Wind,AEA-115,58422.0,Fire Island Wind LLC,215-1985,Railbelt_grid,1.0,0.0,False,18.0,7.0,NAICS-22 Non-Cogen,2.0,34.5, ,,61.13,-150.243611,OP,
P143,,331980.0,Cold Bay,AEA-034,,G & K Inc,114-0000,Cold Bay_grid,0.0,1.0,False,2.595,1.0,Electric Utility,1.0,7.2,,,55.18583,-162.72111,OP,
P144,7437.0,331990.0,Galena Electric Utility,AEA-033,6915.0,"Galena, City of",115-0000,Galena_grid,1.0,1.0,False,3.9,1.0,Electric Utility,1.0,4.16, ,,64.74417,-156.8736,OP,
P145,,331830.0,Central,AEA-139,,Gold Country Energy,116-0000,Central_grid,0.0,1.0,True,0.34500000000000003,1.0,Electric Utility,1.0,7.2,,,65.5725,-144.80306,OP,
P146,57583.0,,Battery Energy Storage System,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,40.0,1.0,Electric Utility,1.0,138.0, ,,64.8167,-147.725,OP,
P147,56325.0,,Delta Power,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,23.1,1.0,Electric Utility,1.0,138.0, ,,64.028056,-145.719444,,
P148,57935.0,,Eva Creek Wind,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,24.6,1.0,Electric Utility,1.0,138.0, ,,64.058333,-148.9,OP,
P149,6286.0,,Fairbanks,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,42.2,1.0,Electric Utility,1.0,69.0, ,,64.854171,-147.719351,,
P150,6288.0,,Healy,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,92.8,1.0,Electric Utility,1.0,138.0, ,,63.8542,-148.95,OP,
P151,6285.0,,North Pole,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,181.0,1.0,Electric Utility,1.0,138.0, ,,64.7356,-147.3481,OP,
P152,,,GVEA Solar Farm,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,0.0,0.0,False,,,,,,,,,,OP,
P279,55982.0,,Chena 6,AEA-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,0.0,0.0,,,,,,,,,,,,
P153,,332000.0,Golovin,AEA-035,,Golovin Power Utilities,117-0000,Golovin_grid,0.0,1.0,True,0.72,1.0,Electric Utility,1.0,7.2,,,64.54333,-163.02917,OP,
P154,7174.0,332020.0,Gwitchyaa Zhee,AEA-037,7833.0,Gwitchyaa Zhee Utilities Company,119-0000,Fort Yukon_grid,1.0,1.0,True,3.4,1.0,Electric Utility,1.0,4.16, ,,66.566287,-145.253052,OP,
P293,59037.0,,Hiilangaay Hydro,AEA-159,60222.0,"Haida Energy, Inc.",023-2015,Prince of Wales Is._grid,1.0,0.0,False,5.0,1.0,Electric Utility,1.0,,,,,,,
P155,6292.0,,Bernice Lake,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,76.7,1.0,Electric Utility,1.0,69.0,115,,60.6935,-151.3874,OP,
P156,7367.0,,Bradley Lake,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,126.0,1.0,Electric Utility,1.0,115.0, ,,59.77862,-150.94015,OP,
P157,55966.0,,Nikiski Co-Generation,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,80.8,1.0,Electric Utility,1.0,115.0, ,,60.676539,-151.377713,OP,
P158,6283.0,,Seldovia,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,2.2,1.0,Electric Utility,1.0,12.4, ,,59.439542,-151.713439,,
P159,57206.0,,Soldotna,AEA-105,19558.0,Homer Electric Assn Inc,215-1985,Railbelt_grid,1.0,0.0,False,50.0,1.0,Electric Utility,1.0,115.0, ,,60.499444,-150.997222,OP,
P160,,332030.0,Hughes,AEA-038,,Hughes Power & Light,120-0000,Hughes_grid,0.0,1.0,True,0.365,1.0,Electric Utility,1.0,7.2,,,66.04889,-154.25556,OP,
P283,54883.0,,Bering Star,AEA-163,9183.0,Icicle Seafoods Inc,,,0.0,0.0,,,,,,,,,,,,
P161,,332040.0,Igiugig,AEA-039,,Igiugig Electric Company,121-0000,Igiugig_grid,0.0,1.0,True,0.201,1.0,Electric Utility,1.0,7.2,,,59.32778,-155.89472,OP,
P162,7183.0,332050.0,Newhalen,AEA-040,9188.0,"I-N-N Electric Coop, Inc",123-1983,Newhalen_grid,1.0,1.0,True,1.7,1.0,Electric Utility,1.0,2.5, ,,59.899054,-154.698735,OP,
P278,7466.0,331155.0,Klawock,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",023-2015,Prince of Wales Is._grid,0.0,1.0,,,,,,,,,,,OP,
P163,7462.0,332650.0,Angoon,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",125-0000,Angoon_grid,1.0,1.0,True,1.585,1.0,Electric Utility,1.0,12.47, ,,57.499166,-134.58614,OP,
P164,7463.0,332670.0,Hoonah,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",128-0000,Hoonah_grid,1.0,1.0,True,3.0500000000000003,1.0,Electric Utility,1.0,12.47, ,,58.106432,-135.43074,OP,
P165,7464.0,332680.0,Kake,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",129-0000,Kake_grid,1.0,1.0,False,3.1,1.0,Electric Utility,1.0,12.47, ,,56.962983,-133.922557,OP,
P166,7467.0,332660.0,Chilkat Valley,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",032-1998,UpperLynnCanal_grid,0.0,1.0,False,0.6,1.0,Electric Utility,1.0,,,,,,OP,
P167,,332700.0,Klukwan,AEA-041,,"Inside Passage Elec Coop, Inc",032-1998,UpperLynnCanal_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,,,OP,
P168,,,10 Mile Creek,AEA-041,18963.0,"Inside Passage Elec Coop, Inc",032-1998,UpperLynnCanal_grid,0.0,,False,0.6,1.0,Electric Utility,1.0,,,,,,OP,
P169,,332060.0,Deering,AEA-042,,Ipnatchiaq Electric Company,130-0000,Deering_grid,0.0,1.0,True,0.577,1.0,Electric Utility,1.0,7.2,,,66.07497,-162.71274,OP,
P170,59027.0,,Mahoney Lake Hydroelectric,AEA-160,60223.0,Ketchikan Electric Company,217-2009,SEAPA_grid,0.0,0.0,False,,,Electric Utility,1.0,34.5,,,55.419444,-131.537778,,
P171,6580.0,,Beaver Falls,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,5.4,1.0,Electric Utility,1.0,34.5, ,,55.37975,-131.470269,OP,
P172,84.0,,Ketchikan,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,4.2,1.0,Electric Utility,1.0,34.5, ,,55.344641,-131.633425,,
P173,85.0,,S W Bailey,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,25.9,1.0,Electric Utility,1.0,34.5, ,,55.357397,-131.69696,,
P174,6581.0,,Silvis,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,2.1,1.0,Electric Utility,1.0,34.5, ,,55.381402,-131.517758,OP,
P175,70.0,,Swan Lake,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,22.6,6.0,Commercial NAICS Non-Cogen,4.0,115.0,115,,55.615208,-131.356111,OP,
P176,58977.0,,Whitman,AEA-131,10210.0,Ketchikan Public Utilities,217-2009,SEAPA_grid,1.0,0.0,False,4.8,1.0,Electric Utility,1.0,34.5, ,,55.328056,-131.530833,OP,
P177,7493.0,332070.0,King Cove,AEA-043,9897.0,"King Cove, City of",131-0000,King Cove_grid,1.0,1.0,True,2.6,1.0,Electric Utility,1.0,480.0, ,,55.061683,-162.3103,OP,
P178,,332080.0,Kipnuk,AEA-044,,Kipnuk Light Plant,132-0000,Kipnuk_grid,0.0,1.0,,1.05,1.0,Electric Utility,1.0,,,,59.93889,-164.04139,OP,
P179,,332090.0,Kobuk,AEA-045,,Kobuk Valley Electric Company,149-1980,Shungnak_grid,0.0,1.0,False,0.171,1.0,Electric Utility,1.0,7.2,,,,,OP,
P180,58405.0,,ESS Battery Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,3.0,1.0,Electric Utility,1.0,12.47, ,,57.799167,-152.404167,OP,
P181,60563.0,,Flywheel Energy Storage System Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,2.0,1.0,Electric Utility,1.0,12.47, ,,57.780114,-152.443783,OP,
P182,6281.0,,Kodiak Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,18.3,1.0,Electric Utility,1.0,67.0, ,,57.789956,-152.396982,OP,
P183,7723.0,,Nymans Plant Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,10.0,1.0,Electric Utility,1.0,67.0, ,,57.731608,-152.507044,,
P184,57187.0,,Pillar Mountain Wind Project Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,9.0,1.0,Electric Utility,1.0,69.0, ,,57.7869,-152.4406,OP,
P185,6282.0,,Port Lions Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,0.0,0.0,False,0.5,1.0,Electric Utility,1.0,12.47, ,,57.864775,-152.855441,,
P186,60250.0,,Swampy Acres Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,8.4,1.0,Electric Utility,1.0,12.47, ,,57.77556,-152.48028,,
P187,71.0,,Terror Lake Microgrid,AEA-106,10433.0,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1.0,0.0,False,33.6,1.0,Electric Utility,1.0,138.0, ,,57.6861,-152.895,OP,
P188,,332100.0,Kokhanok,AEA-046,,Kokhanok Village Council,134-0000,Kokhanok_grid,0.0,1.0,True,0.452,1.0,Electric Utility,1.0,7.2,,,59.4416,-154.75514,OP,
P189,6304.0,332130.0,Kotzebue,AEA-048,10451.0,Kotzebue Electric Association,135-0000,Kotzebue_grid,1.0,1.0,False,17.5,1.0,Electric Utility,1.0,7.2, ,,66.837778,-162.556944,OP,
P190,,332140.0,Koyukuk,AEA-049,,"Koyukuk, City of",136-0000,Koyukuk_grid,0.0,1.0,True,0.202,1.0,Electric Utility,1.0,7.2,,,64.88093,-157.70103,OP,
P191,,332150.0,Kwethluk,AEA-050,,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,137-0000,Kwethluk_grid,0.0,1.0,True,1.05,1.0,Electric Utility,1.0,7.2,,,60.81222,-161.43583,OP,
P192,,332160.0,Kwigillingok,AEA-051,,Kwigillingok Power Company,138-0000,Kwigillingok_grid,0.0,1.0,True,1.07,1.0,Electric Utility,1.0,7.2,,,59.86393,-163.13322,OP,
P193,,332170.0,Larsen Bay,AEA-052,,Larsen Bay Utility Company,139-0000,Larsen Bay_grid,0.0,1.0,True,0.34,1.0,Electric Utility,1.0,7.2,,,57.53854,-153.97844,OP,
P194,,332180.0,Levelock,AEA-053,,Levelock Electrical Coop,140-0000,Levelock_grid,0.0,1.0,True,0.267,1.0,Electric Utility,1.0,7.2,,,59.115,-156.85667,OP,
P195,,332190.0,Lime Village,AEA-054,,Lime Village Electric Utility,141-0000,Lime Village_grid,0.0,1.0,False,,1.0,Electric Utility,1.0,,,,61.35639,-155.43556,OP,
P253,7171.0,332200.0,Manley,,11591.0,Manley Utility Co Inc,188-0000,Manley Hot Springs_grid,0.0,1.0,True,0.23600000000000002,1.0,Electric Utility,1.0,7.2,,,65.00111,-150.63389,OP,
P196,,332210.0,Manokotak,AEA-056,,Manokotak Power Company,142-0000,Manokotak_grid,0.0,1.0,True,0.8300000000000001,1.0,Electric Utility,1.0,7.2,,,58.98139,-159.05833,OP,
P197,58989.0,,Eklutna Generation Station,AEA-107,11824.0,Matanuska Electric Association,215-1985,Railbelt_grid,1.0,0.0,False,171.0,1.0,Electric Utility,1.0,115.0, ,,61.457778,-149.351389,OP,
P198,6555.0,332220.0,McGrath,AEA-057,12119.0,Mcgrath Light & Power,143-0000,McGrath_grid,1.0,1.0,True,2.2,1.0,Electric Utility,1.0,2.4, ,,62.95699,-155.594997,OP,
P199,7112.0,,Centennial,AEA-108,12385.0,Metlakatla Power & Light,225_0000,Metlakatla_grid,1.0,0.0,False,5.1,1.0,Electric Utility,1.0,12.47, ,,55.121433,-131.560267,OP,
P200,7168.0,,Chester Lake,AEA-108,12385.0,Metlakatla Power & Light,225_0000,Metlakatla_grid,1.0,0.0,False,1.3,1.0,Electric Utility,1.0,12.47, ,,55.116879,-131.545879,OP,
P201,6302.0,,Purple Lake,AEA-108,12385.0,Metlakatla Power & Light,225_0000,Metlakatla_grid,1.0,0.0,False,3.9,1.0,Electric Utility,1.0,12.47, ,,55.091263,-131.544978,OP,
P202,,332230.0,Chuathbaluk,AEA-058,,Middle Kuskokwim Electric,144-0000,Chuathbaluk_grid,0.0,1.0,False,0.167,1.0,Electric Utility,1.0,7.2,,,61.57194,-159.245,OP,
P203,,332240.0,Crooked Creek,AEA-058,,Middle Kuskokwim Electric,145-0000,Crooked Creek_grid,0.0,1.0,True,0.259,1.0,Electric Utility,1.0,7.2,,,61.87,-158.11083,OP,
P204,,332250.0,Red Devil,AEA-058,,Middle Kuskokwim Electric,146-0000,Red Devil_grid,0.0,1.0,False,0.092,1.0,Electric Utility,1.0,7.2,,,61.76111,-157.3125,OP,
P205,,332260.0,Sleetmute,AEA-058,,Middle Kuskokwim Electric,147-0000,Sleetmute_grid,0.0,1.0,True,0.338,1.0,Electric Utility,1.0,7.2,,,61.7025,-157.16972,OP,
P206,,332270.0,Stony River,AEA-058,,Middle Kuskokwim Electric,148-0000,Stony River_grid,0.0,1.0,True,0.166,1.0,Electric Utility,1.0,7.2,,,61.78306,-156.58806,OP,
P207,6301.0,332280.0,Naknek,AEA-059,13201.0,Naknek Electric Association,150-0000,Naknek_grid,1.0,1.0,True,9.9,1.0,Electric Utility,1.0,7.2, ,,58.730417,-157.007222,OP,
P208,,332290.0,Napakiak,AEA-060,,Napakiak Ircinraq,034-1988,Bethel_grid,0.0,1.0,False,0.25,1.0,Electric Utility,1.0,7.2,,,,,,
P209,,332300.0,Napaskiak,AEA-061,,Napaskiak Electric Utility,153-0000,Napaskiak_grid,0.0,1.0,False,0.5700000000000001,1.0,Electric Utility,1.0,7.2,,,60.70806,-161.76611,OP,
P210,,332310.0,Chefornak,AEA-062,,Naterkaq Light Plant (City of Chefornak),154-0000,Chefornak_grid,0.0,1.0,True,0.921,1.0,Electric Utility,1.0,7.2,,,60.16,-164.26583,OP,
P211,,332470.0,Perryville,AEA-073,,Native Village of Perryville,155-0000,Perryville_grid,0.0,1.0,True,0.41000000000000003,1.0,Electric Utility,1.0,7.2,,,55.91278,-159.14556,OP,
P212,,332320.0,Nelson Lagoon,AEA-063,,Nelson Lagoon Electrical Coop,156-0000,Nelson Lagoon_grid,0.0,1.0,False,0.3,1.0,Electric Utility,1.0,7.2,,,56.00194,-161.20278,OP,
P213,,332110.0,Koliganek,AEA-064,,New Koliganek Village Council,157-0000,Koliganek_grid,0.0,1.0,True,0.42,1.0,Electric Utility,1.0,7.2,,,59.72861,-157.28444,OP,
P214,,332330.0,Nikolai,AEA-065,,"Nikolai, City of",158-0000,Nikolai_grid,0.0,1.0,False,0.3,1.0,Electric Utility,1.0,7.2,,,,,OP,
P215,90.0,332340.0,Snake River,AEA-066,13642.0,Nome Joint Utility Systems,159-0000,Nome_grid,1.0,1.0,False,19.2,1.0,Electric Utility,1.0,4.0, ,,64.505331,-165.429814,OP,
P216,7487.0,332350.0,Anaktuvuk Pass,AEA-067,26616.0,North Slope Borough Power & Light,160-0000,Anaktuvuk Pass_grid,1.0,1.0,False,2.795,1.0,Electric Utility,1.0,4.16, ,,68.13795,-151.741017,OP,
P217,7482.0,332360.0,Atqasuk,AEA-067,26616.0,North Slope Borough Power & Light,161-0000,Atqasuk_grid,1.0,1.0,False,3.37,1.0,Electric Utility,1.0,4.16, ,,70.4826,-157.4252,OP,
P218,7483.0,332370.0,Kaktovik,AEA-067,26616.0,North Slope Borough Power & Light,162-0000,Kaktovik_grid,1.0,1.0,False,2.72,1.0,Electric Utility,1.0,4.16, ,,70.125617,-143.619033,OP,
P219,7484.0,332380.0,Nuiqsut,AEA-067,26616.0,North Slope Borough Power & Light,163-0000,Nuiqsut_grid,1.0,1.0,False,4.4,1.0,Electric Utility,1.0,4.16, ,,70.220565,-150.993492,OP,
P220,7485.0,332390.0,Point Hope,AEA-067,26616.0,North Slope Borough Power & Light,164-0000,Point Hope_grid,1.0,1.0,True,3.1,1.0,Electric Utility,1.0,4.16, ,,68.348424,-166.737211,OP,
P221,7486.0,332400.0,Point Lay,AEA-067,26616.0,North Slope Borough Power & Light,165-0000,Point Lay_grid,1.0,1.0,True,2.4,1.0,Electric Utility,1.0,4.16, ,,69.740833,-163.005833,OP,
P222,7488.0,332410.0,Wainwright,AEA-067,26616.0,North Slope Borough Power & Light,166-0000,Wainwright_grid,1.0,1.0,True,3.11,1.0,Electric Utility,1.0,12.47, ,,70.642877,-160.020461,OP,
P223,,332420.0,Nunam Iqua,AEA-068,,Nunam Iqua Electric Company,167-0000,Nunam Iqua_grid,0.0,1.0,True,0.84,1.0,Electric Utility,1.0,7.2,,,62.53361,-164.84111,OP,
P224,109.0,332430.0,Dillingham,AEA-069,13870.0,Nushagak Electric Cooperative,169-0000,Dillingham_grid,1.0,1.0,True,6.6,1.0,Electric Utility,1.0,12.0, ,,59.042914,-158.468597,OP,
P289,54871.0,,Offshore Systems,AEA-168,13972.0,Offshore Systems Inc,,,0.0,0.0,,,,,,,,,,,,
P282,54888.0,,American President Lines Ltd,AEA-162,14313.0,Ounalshka Corp,,,0.0,0.0,,,,,,,,,,,,
P225,,332440.0,Ouzinkie,AEA-070,,"Ouzinkie, City of",170-0000,Ouzinkie_grid,0.0,1.0,False,0.35100000000000003,1.0,Electric Utility,1.0,7.2,,,57.92361,-152.50222,OP,
P226,,,Dry Spruce Bay (Creek),AEA-150,,"PB Energy, Inc",,,0.0,0.0,False,,,,,,,,,,,
P227,,332450.0,Pedro Bay,AEA-071,,Pedro Bay Village Council,171-0000,Pedro Bay_grid,0.0,1.0,True,0.211,1.0,Electric Utility,1.0,,,,59.78722,-154.10611,OP,
P228,6702.0,332460.0,Pelican,AEA-072,29297.0,Pelican Utility,172-0000,Pelican_grid,1.0,1.0,False,1.7,1.0,Electric Utility,1.0,2.4, ,,57.957197,-136.220095,OP,
P287,50415.0,,King Cove,AEA-165,14852.0,Peter Pan Seafoods,131-0000,King Cove_grid,0.0,0.0,,,,,,,,,,,,
P229,91.0,,Blind Slough,AEA-110,14856.0,"Petersburg, City of",217-2009,SEAPA_grid,1.0,0.0,False,14.5,1.0,Electric Utility,1.0,24.9, ,,56.81104,-132.957091,,
