"","AEA Reporting ID","PCE ID","CPCN","Utility Name","Community Name","Intertie","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Source","Number of monthly records","Communities reported","Notes"
"69","SR-159","331610","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","6718.0019417475733","3825.2862889805833","0.56940833333333341","14559.546798029556","8290.3272763546793","0.56940833333333341","32304.380198019808","18394.383287920798","0.56940833333333341","PCE","12","Selawik","PCE revenue assumes all kWh are at residential rate"
"70","SR-16","331240","169","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","5005.9085239085234","2659.2637556133054","0.53122499999999995","15745.300000000001","8364.2969924999979","0.53122499999999995","26920.63366336633","14300.91361782178","0.53122499999999995","PCE","12","Alakanuk","PCE revenue assumes all kWh are at residential rate"
"71","SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","3516.6944444444443","1966.418310185185","0.55916666666666659","11881.411764705883","6643.6894117647053","0.55916666666666659","12320.925000000001","6889.4505624999993","0.55916666666666659","PCE","12","Shageluk","PCE revenue assumes all kWh are at residential rate"
"72","SR-161","331630","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","7020.0483870967746","3884.5437750000001","0.55335000000000001","38144","21106.982400000001","0.55335000000000001","13847.711229946524","7662.6310090909092","0.55335000000000001","PCE","12","Shaktoolik","PCE revenue assumes all kWh are at residential rate"
"73","SR-162","331640","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","4821.480916030534","2716.1009160305343","0.56333333333333335","22101.230769230766","12450.360000000002","0.56333333333333335","17651.390977443607","9943.6169172932332","0.56333333333333335","PCE","12","Shishmaref","PCE revenue assumes all kWh are at residential rate"
"74","SR-163","331650","169","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","6445.515957446808","4598.1773714095752","0.71339166666666676","9615.5357142857138","6859.6430491071442","0.71339166666666687","20399.478260869564","14552.817795652172","0.71339166666666676","PCE","12","Shungnak","PCE revenue assumes all kWh are at residential rate"
"75","SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","5118.8834645669294","1383.762172559055","0.27032499999999998","145335.32984293194","39287.773039790569","0.27032499999999998","3169.4914595195105","856.79277879461165","0.27032499999999998","PCE","12","Skagway","PCE revenue assumes all kWh are at residential rate"
"76","SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","3757.6282782212093","2113.5093386545041","0.56245833333333328","70379","39585.255041666664","0.56245833333333328","6320.8823529411766","3555.2329534313726","0.56245833333333328","PCE","12","Slana","PCE revenue assumes all kWh are at residential rate"
"77","SR-166","332260","343","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","2921.1832460732985","3825.4111767015711","1.3095416666666668","15095.272727272726","19767.888606060609","1.3095416666666668","7579.4736842105258","9925.6366008771929","1.3095416666666668","PCE","12","Sleetmute","PCE revenue assumes all kWh are at residential rate"
"78","SR-167","331680","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","5587.7807881773388","3035.2359592980292","0.54319166666666663","20510.153846153844","11140.94465128205","0.54319166666666663","16326.999999999998","8868.6903416666664","0.54319166666666663","PCE","12","Stebbins","PCE revenue assumes all kWh are at residential rate"
"79","SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens Village","No Data"
"80","SR-169","332270","343","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","2470.9508196721313","3235.8130546448092","1.3095416666666668","9387.9310344827591","12293.886853448277","1.3095416666666668","6100.2580645161288","7988.5421129032266","1.3095416666666668","PCE","12","Stony River","PCE revenue assumes all kWh are at residential rate"
"81","SR-17","331050","2","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","3332.7232472324722","2694.367881918819","0.80845833333333328","2448.2352941176468","1979.2962254901961","0.80845833333333339","19294.077669902919","15598.457876213595","0.80845833333333328","PCE","12","Allakaket, Alatna","PCE revenue assumes all kWh are at residential rate"
"82","SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","2372.550724637681","2424.7468405797099","1.022","13961.75","14268.9085","1.022","2940.8834355828221","3005.5828711656441","1.022","PCE","12","Takotna","PCE revenue assumes all kWh are at residential rate"
"83","SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","2895.7261146496817","1890.2817455414013","0.65278333333333338","71203.42857142858","46480.411447619052","0.65278333333333338","7648.7368421052643","4992.9679315789481","0.65278333333333338","PCE","12","Tanana","PCE revenue assumes all kWh are at residential rate"
"84","SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","3733.9528907922909","3435.2366595289081","0.92000000000000015","8436.7999999999993","7761.8559999999998","0.92","6249.5000000000009","5749.5400000000009","0.92","PCE","12","Tatitlek","PCE revenue assumes all kWh are at residential rate"
"85","SR-173","331685","61","Teller Power Company","Teller","Teller_grid","Bering Straits","4105.028571428571","2312.7730971428568","0.56340000000000001","6393.7142857142862","3602.2186285714288","0.56340000000000001","11830.202898550726","6665.1363130434784","0.56340000000000001","PCE","12","Teller","PCE revenue assumes all kWh are at residential rate"
"86","SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","2000.9721854304635","1120.5444238410596","0.55999999999999994","5082.7080745341609","2846.3165217391302","0.55999999999999994","1116.1467889908256","625.04220183486234","0.55999999999999994","PCE","12","Tenakee Springs","PCE revenue assumes all kWh are at residential rate"
"87","SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","4498.659090909091","1660.6800034090909","0.36914999999999998","6763.8000000000011","2496.8567700000003","0.36915000000000003","16854.33962264151","6221.7794716981143","0.36915000000000003","PCE","12","Tetlin","PCE revenue assumes all kWh are at residential rate"
"88","SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","4827.2542893725986","1276.3260341101152","0.26440000000000002","29081.863636363636","7689.2447454545454","0.26440000000000002","5539.897659227001","1464.7489410996191","0.26440000000000002","PCE","12","Thorne Bay, Kasaan","PCE revenue assumes all kWh are at residential rate"
