"AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential Rate ($/kWh)","PCE Residential Reimbursement Rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent of Residential Rate Covered by PCE Reimbursement","PCE Community
(Y/N)","Data Source","Number of monthly records","Communities reported","Notes"
"SR-112","331450","169","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","0.55852499999999994","0.28734166666666655","0.27118333333333339","0.51446518359369153","Yes","PCE","12","Mekoryuk","Residential rate as reported to PCE"
"SR-113","331160","2","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","0.56244166666666651","0.24932499999999985","0.31311666666666665","0.44329041530232749","Yes","PCE","12","Mentasta Lake","Residential rate as reported to PCE"
"SR-114","331460","169","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","0.51342500000000002","0.26010000000000005","0.25332499999999997","0.5065978477869213","Yes","PCE","12","Minto","Residential rate as reported to PCE"
"SR-115","331470","169","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","0.55521666666666658","0.29978333333333324","0.25543333333333335","0.53993936301143686","Yes","PCE","12","Mountain Village","Residential rate as reported to PCE"
"SR-116","332280","22","Naknek Electric Association","Naknek","Naknek_grid","Bristol Bay","0.48228333333333334","0.2704833333333333","0.21180000000000007","0.56083906417389495","Yes","PCE","12","Naknek, South Naknek, King Salmon","Residential rate as reported to PCE"
"SR-117","332290","319","Napakiak Ircinraq","Napakiak","Bethel_grid","Lower Yukon-Kuskokwim","0.79537499999999983","0.38601666666666651","0.40935833333333332","0.48532662790088521","Yes","PCE","12","Napakiak","Residential rate as reported to PCE"
"SR-118","332300","625","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","0.70000000000000007","0.19677500000000014","0.50322499999999992","0.28110714285714306","Yes","PCE","12","Napaskiak","Residential rate as reported to PCE"
"SR-119","331170","2","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","0.26440000000000002","8.7750000000000883E-3","0.25562499999999994","3.3188350983358879E-2","Yes","PCE","12","Naukati Bay","Residential rate as reported to PCE"
"SR-12","331010","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","0.79999999999999993","0.34954999999999997","0.45044999999999996","0.43693749999999998","Yes","PCE","12","Akhiok","Residential rate as reported to PCE"
"SR-120","332320","340","Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon_grid","Aleutians","0.84","0.42076666666666657","0.4192333333333334","0.50091269841269837","Yes","PCE","12","Nelson Lagoon","Residential rate as reported to PCE"
"SR-121","331480","169","Alaska Village Electric Cooperative","New Stuyahok","New_Stuyahok_grid","Bristol Bay","0.61589166666666684","0.35740833333333349","0.25848333333333334","0.58031039008483642","Yes","PCE","12","New Stuyahok","Residential rate as reported to PCE"
"SR-122","332870","375","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","0.79999999999999993","0.46455999999999986","0.33544000000000007","0.58069999999999988","Yes","PCE","10","Newtok","Residential rate as reported to PCE"
"SR-123","331490","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","0.56289166666666679","0.28466666666666679","0.278225","0.50572194175907159","Yes","PCE","12","Nightmute","Residential rate as reported to PCE"
"SR-124","332330","416","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.5042818181818185","0.3957181818181818","0.56031313131313154","Yes","PCE","11","Nikolai","Residential rate as reported to PCE"
"SR-125","332740","242","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","0.75","0.55135000000000001","0.19864999999999999","0.73513333333333331","Yes","PCE","12","Nikolski","Residential rate as reported to PCE"
"SR-126","331500","169","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","0.93157499999999993","0.65732499999999994","0.27424999999999999","0.70560609720097678","Yes","PCE","12","Noatak","Residential rate as reported to PCE"
"SR-127","332340","150","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","0.36541666666666672","0.10301666666666676","0.26239999999999997","0.28191562143671628","Yes","PCE","12","Nome","Residential rate as reported to PCE"
"SR-128","331510","169","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","0.57819166666666677","0.32161666666666677","0.256575","0.55624576625398159","Yes","PCE","12","Noorvik","Residential rate as reported to PCE"
"SR-129","331180","2","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","0.56883333333333352","0.25535000000000024","0.31348333333333328","0.44890125988866125","Yes","PCE","12","Northway, Northway Village, Northway Junction","Residential rate as reported to PCE"
"SR-13","331020","412","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","0.61749999999999994","0.25904999999999984","0.3584500000000001","0.41951417004048558","Yes","PCE","12","Akiachak","Residential rate as reported to PCE"
"SR-130","332380","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","9.7499999999999989E-2","0","9.7499999999999989E-2","0","Yes","PCE","12","Nuiqsut","Residential rate as reported to PCE"
"SR-131","331520","169","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","0.54109166666666664","0.28637499999999994","0.2547166666666667","0.52925413130861987","Yes","PCE","12","Nulato","Residential rate as reported to PCE"
"SR-132","332420","408","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","0.44846666666666662","0.19834166666666664","0.25012499999999999","0.44226624052326441","Yes","PCE","12","Nunam Iqua","Residential rate as reported to PCE"
"SR-133","331530","169","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","0.54569166666666657","0.27799999999999986","0.26769166666666672","0.50944519951743183","Yes","PCE","12","Nunapitchuk","Residential rate as reported to PCE"
"SR-134","331540","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","0.54800833333333332","0.29293333333333332","0.255075","0.53454174966925683","Yes","PCE","12","Old Harbor","Residential rate as reported to PCE"
"SR-135","332440","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","0.40218333333333334","9.3083333333333351E-2","0.30909999999999999","0.23144502921553192","Yes","PCE","12","Ouzinkie","Residential rate as reported to PCE"
"SR-136","332450","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","0.81583333333333352","0.31559166666666683","0.5002416666666667","0.38683350357507673","Yes","PCE","12","Pedro Bay","Residential rate as reported to PCE"
"SR-137","332460","24","Pelican Utility","Pelican","Pelican_grid","Southeast",NA,NA,NA,NA,"Yes","EIA861S",NA,"Pelican","No Data"
"SR-138","332470","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","0.95","0.22070000000000001","0.72929999999999995","0.23231578947368423","Yes","PCE","10","Perryville","Residential rate as reported to PCE"
"SR-139","332480","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","0.59999999999999987","0.40134999999999987","0.19864999999999999","0.6689166666666666","Yes","PCE","12","Pilot Point","Residential rate as reported to PCE"
"SR-14","331030","635","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","0.53000000000000014","0.23670000000000008","0.29330000000000006","0.44660377358490572","Yes","PCE","11","Akiak","Residential rate as reported to PCE"
"SR-140","331550","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","0.54671666666666674","0.29172500000000007","0.25499166666666667","0.53359448830899614","Yes","PCE","12","Pilot Station","Residential rate as reported to PCE"
"SR-141","331560","169","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","0.38249166666666662","0.13567500000000002","0.2468166666666666","0.35471361031830767","Yes","PCE","12","Pitkas Point","Residential rate as reported to PCE"
"SR-143","332390","254","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","0.21039166666666667","0","0.21039166666666667","0","Yes","PCE","12","Point Hope","Residential rate as reported to PCE"
"SR-144","332400","254","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","0.20594999999999997","2.5000000000025002E-5","0.20592499999999994","1.2138868657453268E-4","Yes","PCE","12","Point Lay","Residential rate as reported to PCE"
"SR-145","332590","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","0.62470833333333342","0.38002500000000006","0.24468333333333336","0.60832388447942376","Yes","PCE","12","Port Alsworth","Residential rate as reported to PCE"
"SR-146","332500","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","0.65000000000000013","0.35523333333333357","0.29476666666666657","0.5465128205128208","Yes","PCE","12","Port Heiden","Residential rate as reported to PCE"
"SR-147","331570","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","0.5150083333333334","0.23707500000000004","0.27793333333333337","0.46033235708160064","Yes","PCE","12","Quinhagak","Residential rate as reported to PCE"
"SR-148","332520","759","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","0.81714999999999982","0.46431666666666649","0.35283333333333333","0.56821473005772083","Yes","PCE","12","Rampart","Residential rate as reported to PCE"
"SR-149","332250","343","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","1.3095416666666668","0.7613000000000002","0.54824166666666663","0.58134843615768883","Yes","PCE","12","Red Devil","Residential rate as reported to PCE"
"SR-15","331040","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","0.94999999999999984","0.75134999999999985","0.19864999999999999","0.79089473684210521","Yes","PCE","12","Akutan","Residential rate as reported to PCE"
"SR-150","332530","364","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","0.75","0.42385","0.32615","0.56513333333333338","Yes","PCE","12","Ruby","Residential rate as reported to PCE"
"SR-151","331580","169","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","0.54746666666666677","0.29243333333333338","0.25503333333333339","0.53415733073550897","Yes","PCE","12","Russian Mission","Residential rate as reported to PCE"
"SR-152","332550","410","Saint George, City of","Saint George","Saint George_grid","Aleutians","1","0.74520000000000008","0.25479999999999997","0.74520000000000008","Yes","PCE","12","Saint George","Residential rate as reported to PCE"
"SR-153","331660","169","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","0.38249166666666662","0.13567500000000002","0.2468166666666666","0.35471361031830767","Yes","PCE","12","Saint Mary's, Andreafsky","Residential rate as reported to PCE"
"SR-154","331670","169","Alaska Village Electric Cooperative","Saint Michael","Stebbins_grid","Bering Straits","0.54319166666666663","0.28834166666666666","0.25484999999999997","0.53082859027660589","Yes","PCE","12","Saint Michael","Residential rate as reported to PCE"
"SR-155","332560","339","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","0.41000000000000009","0.21135000000000009","0.19864999999999999","0.51548780487804891","Yes","PCE","12","Saint Paul","Residential rate as reported to PCE"
"SR-156","332540","749","TDX Corporation","Sand Point","Sand Point_grid","Aleutians","0.51361666666666672","0.27557500000000013","0.23804166666666662","0.53653827432910428","Yes","PCE","12","Sand Point","Residential rate as reported to PCE"
"SR-157","331590","169","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","0.54214166666666652","0.28206666666666652","0.260075","0.52028221405844088","Yes","PCE","12","Savoonga","Residential rate as reported to PCE"
"SR-158","331600","169","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","0.55900000000000005","0.30337500000000012","0.25562499999999994","0.54271019677996435","Yes","PCE","12","Scammon Bay","Residential rate as reported to PCE"
"SR-159","331610","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","0.56940833333333341","0.31326666666666675","0.25614166666666666","0.5501617175723339","Yes","PCE","12","Selawik","Residential rate as reported to PCE"
"SR-16","331240","169","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","0.53122499999999995","0.2707416666666666","0.26048333333333334","0.50965535633049397","Yes","PCE","12","Alakanuk","Residential rate as reported to PCE"
"SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","0.55916666666666659","0.30351666666666649","0.2556500000000001","0.54280178837555859","Yes","PCE","12","Shageluk","Residential rate as reported to PCE"
"SR-161","331630","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","0.55335000000000001","0.268675","0.28467500000000001","0.48554260413842953","Yes","PCE","12","Shaktoolik","Residential rate as reported to PCE"
"SR-162","331640","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","0.56333333333333335","0.30749166666666666","0.25584166666666669","0.54584319526627212","Yes","PCE","12","Shishmaref","Residential rate as reported to PCE"
"SR-163","331650","169","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","0.71339166666666676","0.45006666666666673","0.26332500000000003","0.63088298854065672","Yes","PCE","12","Shungnak","Residential rate as reported to PCE"
"SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","0.27032499999999998","9.0666666666666118E-3","0.26125833333333337","3.3539874842010958E-2","Yes","PCE","12","Skagway","Residential rate as reported to PCE"
"SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","0.56245833333333328","0.24932499999999996","0.31313333333333332","0.44327727979850357","Yes","PCE","12","Slana","Residential rate as reported to PCE"
"SR-166","332260","343","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","1.3095416666666668","0.7613000000000002","0.54824166666666663","0.58134843615768883","Yes","PCE","12","Sleetmute","Residential rate as reported to PCE"
"SR-167","331680","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","0.54319166666666663","0.28834166666666666","0.25484999999999997","0.53082859027660589","Yes","PCE","12","Stebbins","Residential rate as reported to PCE"
"SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana",NA,NA,NA,NA,"Yes",NA,NA,"Stevens Village","No Data"
"SR-169","332270","343","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","1.3095416666666668","0.7613000000000002","0.54824166666666663","0.58134843615768883","Yes","PCE","12","Stony River","Residential rate as reported to PCE"
"SR-17","331050","2","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","0.80845833333333328","0.48219999999999991","0.32625833333333337","0.59644384888934698","Yes","PCE","12","Allakaket, Alatna","Residential rate as reported to PCE"
"SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","1.022","0.50688333333333335","0.51511666666666667","0.49597195042400521","Yes","PCE","12","Takotna","Residential rate as reported to PCE"
"SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","0.65278333333333338","0.29881666666666679","0.3539666666666666","0.45775780631654212","Yes","PCE","12","Tanana","Residential rate as reported to PCE"
"SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","0.92","0.51330000000000009","0.40670000000000001","0.55793478260869578","Yes","PCE","12","Tatitlek","Residential rate as reported to PCE"
"SR-173","331685","61","Teller Power Company","Teller","Teller_grid","Bering Straits","0.56340000000000001","0.3146916666666667","0.24870833333333334","0.55855815879777548","Yes","PCE","12","Teller","Residential rate as reported to PCE"
"SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","0.55999999999999994","0.31224166666666664","0.24775833333333327","0.55757440476190478","Yes","PCE","12","Tenakee Springs","Residential rate as reported to PCE"
"SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.36915000000000003","0.16660000000000005","0.20254999999999998","0.45130705675199795","Yes","PCE","12","Tetlin","Residential rate as reported to PCE"
"SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","0.26440000000000002","8.7750000000000883E-3","0.25562499999999994","3.3188350983358879E-2","Yes","PCE","12","Thorne Bay, Kasaan","Residential rate as reported to PCE"
"SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","0.53247499999999992","0.27815833333333323","0.25431666666666669","0.52238759253173062","Yes","PCE","12","Togiak","Residential rate as reported to PCE"
"SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.36915833333333331","0.1666","0.20255833333333331","0.45129686900381499","Yes","PCE","12","Tok, Tanacross","Residential rate as reported to PCE"
"SR-179","331700","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","0.56289166666666679","0.28466666666666679","0.278225","0.50572194175907159","Yes","PCE","12","Toksook Bay","Residential rate as reported to PCE"
"SR-18","331250","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","0.65891666666666671","0.39830833333333332","0.26060833333333339","0.6044896926773744","Yes","PCE","12","Ambler","Residential rate as reported to PCE"
"SR-180","332710","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim",NA,NA,NA,NA,"Yes",NA,NA,"Tuluksak","No Data"
"SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","0.65000000000000013","0.40117500000000017","0.24882499999999999","0.61719230769230782","Yes","PCE","12","Tuntutuliak","Residential rate as reported to PCE"
"SR-182","331710","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","0.56289166666666679","0.28466666666666679","0.278225","0.50572194175907159","Yes","PCE","12","Tununak","Residential rate as reported to PCE"
"SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","0.504575","0.30494999999999994","0.19962500000000002","0.60437001436852789","Yes","PCE","8","Twin Hills","Residential rate as reported to PCE"
"SR-184","332850","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","0.45923333333333333","0.16638333333333333","0.29285","0.36230674312259564","Yes","PCE","12","Unalakleet","Residential rate as reported to PCE"
"SR-185","332860","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","0.35805833333333331","7.618333333333327E-2","0.28187500000000004","0.21276793818511866","Yes","PCE","12","Unalaska","Residential rate as reported to PCE"
"SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000013","0.34986666666666677","0.55013333333333336","0.38874074074074078","Yes","PCE","9","Venetie","Residential rate as reported to PCE"
"SR-187","332410","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","0.19377499999999995","8.33333333330466E-6","0.19376666666666664","4.3005203629491225E-5","Yes","PCE","12","Wainwright","Residential rate as reported to PCE"
"SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","0.60439999999999994","0.34649999999999992","0.25790000000000002","0.5732958305757776","Yes","PCE","12","Wales","Residential rate as reported to PCE"
"SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","0.26440000000000002","8.7750000000000883E-3","0.25562499999999994","3.3188350983358879E-2","Yes","PCE","12","Whale Pass","Residential rate as reported to PCE"
"SR-19","332350","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","0.1815083333333333","0","0.1815083333333333","0","Yes","PCE","12","Anaktuvuk Pass","Residential rate as reported to PCE"
"SR-190","332890","409","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","0.54999999999999993","0.26744999999999991","0.28255000000000002","0.48627272727272719","Yes","PCE","12","White Mountain","Residential rate as reported to PCE"
"SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","0.40521666666666661","0.20529166666666662","0.19992499999999999","0.50662197178464197","Yes","PCE","12","Yakutat","Residential rate as reported to PCE"
"SR-192","0","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach",NA,NA,NA,NA,"No","EIA861S",NA,"In addition to Valdez, the CVEA service area includes 14 other communities.","No Data"
"SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast",NA,NA,NA,NA,"No","EIA861S",NA,"Sitka","No Data"
"SR-194","0","214","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope",NA,NA,NA,NA,"No","EIA861S",NA,"Utqiagvik","No Data"
"SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast",NA,NA,NA,NA,"No","EIA861S",NA,"Petersburg","No Data"
"SR-2","0","121","Anchorage Mun Light and Power","Anchorage","Railbelt_grid","Railbelt","0.21323274864627204","0","0.21323274864627204","0","No","EIA861","0","Anchorage",NA
"SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","0.57029999999999992","0.29481666666666656","0.27548333333333336","0.51695014319948551","Yes","PCE","12","Angoon","Residential rate as reported to PCE"
"SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast",NA,NA,NA,NA,"No","EIA861S",NA,"Wrangell","No Data"
"SR-21","331760","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","0.57598333333333329","0.26441666666666658","0.31156666666666671","0.45906999623831696","Yes","PCE","12","Aniak","Residential rate as reported to PCE"
"SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","0.58681666666666676","0.32980833333333337","0.25700833333333339","0.56202959470589908","Yes","PCE","12","Anvik","Residential rate as reported to PCE"
"SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","1","0.75719000000000003","0.24280999999999997","0.75719000000000003","Yes","PCE","10","Arctic Village","Residential rate as reported to PCE"
"SR-24","331750","291","Andreanof Electric Corp","Atka","Atka_grid","Aleutians","0.625","0.21890000000000004","0.40609999999999996","0.35024000000000005","Yes","PCE","12","Atka","Residential rate as reported to PCE"
"SR-25","331780","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","0.66","0.44070000000000009","0.21929999999999997","0.66772727272727284","Yes","PCE","12","Atmautluak","Residential rate as reported to PCE"
"SR-26","332360","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","0.23203333333333334","0","0.23203333333333334","0","Yes","PCE","12","Atqasuk","Residential rate as reported to PCE"
"SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.56552500000000028","0.33447500000000002","0.62836111111111126","Yes","PCE","12","Beaver","Residential rate as reported to PCE"
"SR-28","331800","43","Bethel Utilities Corp","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","0.35575000000000001","0.10060000000000002","0.25514999999999999","0.28278285312719614","Yes","PCE","12","Bethel, Oscarville","Residential rate as reported to PCE"
"SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","0.71608333333333352","0.39052500000000018","0.32555833333333334","0.54536250436401734","Yes","PCE","12","Bettles, Evansville","Residential rate as reported to PCE"
"SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","0.21200614653694883","0","0.21200614653694883","0","No","EIA861","0","In addition to Anchorage, the CEA service area includes eight other communities.","Residential rate is calculated"
