"AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential Rate ($/kWh)","PCE Residential Reimbursement Rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent of Residential Rate Covered by PCE Reimbursement","PCE Community
(Y/N)","Data Source","Number of monthly records","Communities reported","Notes"
"SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","1.1500000000000001","0.76130000000000009","0.38870000000000005","0.66200000000000003","Yes","PCE","12","Birch Creek","Residential rate as reported to PCE"
"SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","0.55089166666666656","0.29565833333333319","0.25523333333333337","0.53669051688928537","Yes","PCE","12","Brevig Mission","Residential rate as reported to PCE"
"SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","0.47410000000000002","0.20014999999999994","0.27395000000000008","0.4221683189200589","Yes","PCE","12","Buckland","Residential rate as reported to PCE"
"SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","0.66954999999999998","0.34495833333333337","0.32459166666666661","0.51520922012296821","Yes","PCE","12","Central","Residential rate as reported to PCE"
"SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","0.94999999999999984","0.55778333333333319","0.39221666666666666","0.58714035087719296","Yes","PCE","12","Chalkyitsik","Residential rate as reported to PCE"
"SR-35","332310","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","0.54999999999999993","0.23986666666666656","0.31013333333333337","0.43612121212121197","Yes","PCE","12","Chefornak","Residential rate as reported to PCE"
"SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","0.70374999999999999","0.34825","0.35549999999999998","0.49484902309058615","Yes","PCE","12","Chenega Bay","Residential rate as reported to PCE"
"SR-37","331280","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","0.52834999999999999","0.24583333333333329","0.28251666666666669","0.46528500678212037","Yes","PCE","12","Chevak","Residential rate as reported to PCE"
"SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","0.41600000000000009","0.21325000000000011","0.20274999999999999","0.5126201923076924","Yes","PCE","12","Chignik","Residential rate as reported to PCE"
"SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","0.57500000000000007","0.25407500000000005","0.32092500000000002","0.44186956521739135","Yes","PCE","12","Chignik Lagoon","Residential rate as reported to PCE"
"SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","0.25131464786823016","0","0.25131464786823016","0","No","EIA861","0","In addition to Fairbanks, the GVEA service area includes 25 other communities.","Residential rate is calculated"
"SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","0.76666666666666672","0.34248333333333331","0.42418333333333341","0.44671739130434773","Yes","PCE","12","Chignik Lake","Residential rate as reported to PCE"
"SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","0.57029999999999992","0.29481666666666656","0.27548333333333336","0.51695014319948551","Yes","PCE","12","Chilkat Valley","Residential rate as reported to PCE"
"SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","0.56244999999999978","0.2493249999999998","0.31312499999999999","0.44328384745310673","Yes","PCE","12","Chistochina","Residential rate as reported to PCE"
"SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","0.70000000000000007","0.26156666666666667","0.4384333333333334","0.37366666666666665","Yes","PCE","12","Chitina","Residential rate as reported to PCE"
"SR-44","332230","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","1.3095416666666668","0.7613000000000002","0.54824166666666663","0.58134843615768883","Yes","PCE","12","Chuathbaluk","Residential rate as reported to PCE"
"SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","0.76318333333333344","0.47782500000000011","0.28535833333333332","0.6260946474197987","Yes","PCE","12","Circle","Residential rate as reported to PCE"
"SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","1.0749999999999997","0.60211666666666641","0.47288333333333338","0.56010852713178283","Yes","PCE","12","Clark's Point","Residential rate as reported to PCE"
"SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","0.26439166666666664","8.7750000000000328E-3","0.2556166666666666","3.3189397043527726E-2","Yes","PCE","12","Coffman Cove","Residential rate as reported to PCE"
"SR-48","331980","88","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","0.72330833333333333","0.51180000000000003","0.21150833333333333","0.70758205928776341","Yes","PCE","12","Cold Bay","Residential rate as reported to PCE"
"SR-49","331920","160","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","0.37004999999999999","6.3824999999999965E-2","0.30622500000000002","0.17247669233887303","Yes","PCE","12","Cordova, Eyak","Residential rate as reported to PCE"
"SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","0.28733666443448547","0","0.28733666443448547","0","No","EIA861","0","In addition to Homer, the HEA service area includes 29 other communities","Residential rate is calculated"
"SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","0.26440000000000002","8.7750000000000883E-3","0.25562499999999994","3.3188350983358879E-2","Yes","PCE","12","Craig","Residential rate as reported to PCE"
"SR-51","332240","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","1.3095250000000001","0.76130000000000009","0.54822499999999996","0.58135583513105904","Yes","PCE","12","Crooked Creek","Residential rate as reported to PCE"
"SR-52","332060","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","0.67469999999999974","0.3187749999999997","0.35592500000000005","0.47246924559063258","Yes","PCE","12","Deering","Residential rate as reported to PCE"
"SR-53","332430","45","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","0.44214166666666671","0.16079166666666672","0.28134999999999999","0.36366549182954189","Yes","PCE","12","Dillingham, Aleknagik","Residential rate as reported to PCE"
"SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","0.65000000000000013","0.2171666666666669","0.43283333333333324","0.33410256410256439","Yes","PCE","12","Diomede","Residential rate as reported to PCE"
"SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.3691416666666667","0.16660000000000005","0.20254166666666665","0.45131724496015541","Yes","PCE","12","Dot Lake, Dot Lake Village","Residential rate as reported to PCE"
"SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","0.61854999999999993","0.29382499999999995","0.32472499999999999","0.47502222940748523","Yes","PCE","12","Eagle, Eagle Village","Residential rate as reported to PCE"
"SR-57","331290","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","0.55178333333333329","0.29652499999999998","0.25525833333333331","0.53739390461231762","Yes","PCE","12","Eek","Residential rate as reported to PCE"
"SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","0.65000000000000013","0.43851666666666678","0.21148333333333333","0.67464102564102568","Yes","PCE","12","Egegik","Residential rate as reported to PCE"
"SR-59","331950","688","City of Ekwok","Ekwok","New_Stuyahok_grid","Bristol Bay","0.61589166666666684","0.35740833333333349","0.25848333333333334","0.58031039008483642","Yes","PCE","12","Ekwok","Residential rate as reported to PCE"
"SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","0.11568765103751806","0","0.11568765103751806","0","No","EIA861","0","Ketchikan, Saxman","Residential rate is calculated"
"SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","0.65566666666666673","0.39705833333333346","0.25860833333333327","0.60557956278596858","Yes","PCE","12","Elfin Cove","Residential rate as reported to PCE"
"SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","0.55167499999999992","0.29643333333333327","0.25524166666666664","0.5373332729112853","Yes","PCE","12","Elim","Residential rate as reported to PCE"
"SR-62","331310","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","0.53122499999999995","0.2707416666666666","0.26048333333333334","0.50965535633049397","Yes","PCE","12","Emmonak","Residential rate as reported to PCE"
"SR-63","331970","442","False Pass, City of","False Pass","False Pass_grid","Aleutians","0.62","0.27981666666666666","0.34018333333333334","0.45131720430107525","Yes","PCE","12","False Pass","Residential rate as reported to PCE"
"SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","0.6560583333333333","0.34939999999999999","0.30665833333333331","0.53257459321452616","Yes","PCE","12","Fort Yukon","Residential rate as reported to PCE"
"SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","0.59599999999999997","0.22274999999999995","0.37325000000000003","0.37374161073825496","Yes","PCE","12","Galena","Residential rate as reported to PCE"
"SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","0.57546666666666668","0.29516666666666674","0.28029999999999994","0.51291705282669153","Yes","PCE","12","Gambell","Residential rate as reported to PCE"
"SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","0.38500000000000006","0.13175000000000003","0.25325000000000003","0.34220779220779224","Yes","PCE","12","Golovin","Residential rate as reported to PCE"
"SR-68","331330","169","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","0.54680833333333323","0.2917749999999999","0.25503333333333333","0.53359647652285225","Yes","PCE","12","Goodnews Bay","Residential rate as reported to PCE"
"SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","0.53944166666666671","0.28479166666666667","0.25465000000000004","0.52793783696105534","Yes","PCE","12","Grayling","Residential rate as reported to PCE"
"SR-7","0","16","Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","0.17548547542198001","0","0.17548547542198001","0","No","EIA861","0","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.","Residential rate is calculated"
"SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","0.42496666666666671","8.1174999999999997E-2","0.34379166666666672","0.19101498156718172","Yes","PCE","12","Gustavus","Residential rate as reported to PCE"
"SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","0.27031666666666671","9.0666666666666673E-3","0.26125000000000004","3.354090881065417E-2","Yes","PCE","12","Haines, Covenant Life","Residential rate as reported to PCE"
"SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","0.79672499999999979","0.47187499999999982","0.32484999999999997","0.59226834855188426","Yes","PCE","12","Healy Lake","Residential rate as reported to PCE"
"SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","0.26438333333333336","8.7750000000000883E-3","0.25560833333333327","3.3190443169640371E-2","Yes","PCE","12","Hollis","Residential rate as reported to PCE"
"SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","0.55575833333333335","0.30029999999999996","0.2554583333333334","0.54034277488716609","Yes","PCE","12","Holy Cross","Residential rate as reported to PCE"
"SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","0.57029999999999992","0.29481666666666656","0.27548333333333336","0.51695014319948551","Yes","PCE","12","Hoonah","Residential rate as reported to PCE"
"SR-76","331360","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","0.55635833333333329","0.28509166666666658","0.27126666666666671","0.5124245465302637","Yes","PCE","12","Hooper Bay","Residential rate as reported to PCE"
"SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","0.71","0.46030000000000004","0.24969999999999992","0.64830985915492967","Yes","PCE","12","Hughes","Residential rate as reported to PCE"
"SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","0.53638333333333355","0.28186666666666688","0.25451666666666667","0.52549482646117529","Yes","PCE","12","Huslia","Residential rate as reported to PCE"
"SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","0.26439166666666664","8.7750000000000328E-3","0.2556166666666666","3.3189397043527726E-2","Yes","PCE","12","Hydaburg","Residential rate as reported to PCE"
"SR-8","0","18","Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","0.21558779942934239","0","0.21558779942934239","0","No","EIA861","0","In addition to Wasilla, the MEA service area includes 28 other communities.","Residential rate is calculated"
"SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","0.91652500000000015","0.61270000000000013","0.30382500000000001","0.66850331414855024","Yes","PCE","12","Igiugig","Residential rate as reported to PCE"
"SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna","Newhalen_grid","Bristol Bay","0.63500000000000012","0.3699333333333335","0.26506666666666662","0.58257217847769049","Yes","PCE","12","Iliamna, Newhalen, Nondalton","Residential rate as reported to PCE"
"SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","0.57029999999999992","0.29481666666666656","0.27548333333333336","0.51695014319948551","Yes","PCE","12","Kake","Residential rate as reported to PCE"
"SR-83","332370","254","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","0.50604166666666683","0","0.50604166666666683","0","Yes","PCE","12","Kaktovik","Residential rate as reported to PCE"
"SR-84","331720","169","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","0.54433333333333334","0.28943333333333338","0.25489999999999996","0.5317207593386406","Yes","PCE","12","Kalskag","Residential rate as reported to PCE"
"SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","0.5794166666666668","0.32276666666666681","0.25664999999999999","0.55705450884510299","Yes","PCE","12","Kaltag","Residential rate as reported to PCE"
"SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","0.70000000000000007","0.40295000000000009","0.29704999999999998","0.57564285714285723","Yes","PCE","12","Karluk","Residential rate as reported to PCE"
"SR-87","331390","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","0.54569166666666657","0.27799999999999986","0.26769166666666672","0.50944519951743183","Yes","PCE","12","Kasigluk","Residential rate as reported to PCE"
"SR-88","331400","169","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","0.5641166666666666","0.30826666666666663","0.25584999999999997","0.54645906579608239","Yes","PCE","12","Kiana","Residential rate as reported to PCE"
"SR-89","332070","289","King Cove, City of","King Cove","King Cove_grid","Aleutians",NA,NA,NA,NA,"Yes",NA,NA,"King Cove","No Data"
"SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","0.69020000000000004","0.49155000000000004","0.19865000000000002","0.71218487394957986","Yes","PCE","12","Kipnuk","Residential rate as reported to PCE"
"SR-91","331410","169","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","0.53997499999999998","0.28528333333333322","0.25469166666666676","0.52832692871583542","Yes","PCE","12","Kivalina","Residential rate as reported to PCE"
"SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","0.26814166666666667","8.7750000000000883E-3","0.25936666666666658","3.2725238524412177E-2","Yes","PCE","12","Klawock","Residential rate as reported to PCE"
"SR-93","332700","240","Inside Passage Electric","Klukwan","Haines_grid","Southeast","0.57079999999999986","0.2948166666666665","0.27598333333333336","0.51649731371174945","Yes","PCE","12","Klukwan","Residential rate as reported to PCE"
"SR-94","332090","407","Kobuk Valley Electric Company","Kobuk","Shungnak_grid","Northwest Arctic","0.71339166666666676","0.45006666666666673","0.26332500000000003","0.63088298854065672","Yes","PCE","12","Kobuk","Residential rate as reported to PCE"
"SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","0.90000000000000024","0.6332500000000002","0.26675000000000004","0.70361111111111119","Yes","PCE","12","Kokhanok","Residential rate as reported to PCE"
"SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","0.5","0.26969166666666666","0.23030833333333336","0.53938333333333333","Yes","PCE","12","Koliganek","Residential rate as reported to PCE"
"SR-97","332510","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","0.65000000000000013","0.30985000000000018","0.34014999999999995","0.47669230769230786","Yes","PCE","12","Kongiganak","Residential rate as reported to PCE"
"SR-98","332120","285","Kotlik Joint Utility","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","0.56070833333333336","0.30499166666666672","0.25571666666666665","0.54393995689975483","Yes","PCE","12","Kotlik","Residential rate as reported to PCE"
"SR-99","332130","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","0.40589166666666671","0.18022500000000005","0.22566666666666665","0.4440224197753917","Yes","PCE","12","Kotzebue","Residential rate as reported to PCE"
