"AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Data Source","Number of monthly records","Communities reported","Notes"
"SR-8","0","18","Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","7029.5868967494898","1513.3900106269925","0.21528861266752253","47722.7971150831","8838.9306992787697","0.18521401161721029","0","0",NA,"EIA861","0","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
"SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","3123.7","2871.7475641666679","0.91934166666666695","7739.8","7115.5206316666672","0.91934166666666683","4739.2777777777774","4357.0155310185201","0.91934166666666695","PCE","12","Igiugig","PCE revenue assumes all kWh are at residential rate"
"SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna","Newhalen_grid","Bristol Bay","3736.0303030303025","2412.8529040404037","0.64583333333333337","16238.50980392157","10487.370915032679","0.64583333333333337","22987.038461538461","14845.795673076926","0.64583333333333337","PCE","12","Iliamna, Newhalen, Nondalton","PCE revenue assumes all kWh are at residential rate"
"SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","3626.5384615384619","2234.8543269230768","0.61624999999999996","16913.468085106382","10422.924707446808","0.61624999999999996","10884.454545454548","6707.5451136363645","0.61624999999999996","PCE","12","Kake","PCE revenue assumes all kWh are at residential rate"
"SR-83","332370","254","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","10036.961038961039","2048.878313419913","0.20413333333333328","55162.22","11260.447842666663","0.20413333333333328","89009.374999999985","18169.780416666661","0.20413333333333331","PCE","12","Kaktovik","PCE revenue assumes all kWh are at residential rate"
"SR-84","331720","169","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","4756.7605633802832","2552.9533943661968","0.53669999999999984","3522","1890.2573999999995","0.53669999999999984","32490.666666666668","17437.740799999996","0.53669999999999984","PCE","12","Kalskag","PCE revenue assumes all kWh are at residential rate"
"SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","3495.313432835821","1932.5587970149259","0.55290000000000006","0","0","0","12424.074074074075","6869.2705555555567","0.55290000000000006","PCE","12","Kaltag","PCE revenue assumes all kWh are at residential rate"
"SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","4518.4999999999991","3162.95","0.70000000000000007","9276.6","6493.6200000000017","0.70000000000000007","3592.7999999999997","2514.96","0.70000000000000007","PCE","12","Karluk","PCE revenue assumes all kWh are at residential rate"
"SR-87","331390","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","5907.5280000000002","3096.1354247999993","0.5240999999999999","10332.166666666668","5415.0885499999995","0.5240999999999999","38637.157894736847","20249.734452631576","0.5240999999999999","PCE","12","Kasigluk","PCE revenue assumes all kWh are at residential rate"
"SR-88","331400","169","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","5537.4523809523816","3477.520095238096","0.628","10872.052631578947","6827.6490526315783","0.62799999999999989","30232.904761904767","18986.264190476191","0.628","PCE","12","Kiana","PCE revenue assumes all kWh are at residential rate"
"SR-89","332070","289","King Cove, City of","King Cove","King Cove_grid","Aleutians","0","0","0","0","0","0","0","0",NA,"0","0","King Cove",NA
"SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","4228.65625","2861.8840723958338","0.6767833333333334","21370.548387096773","14463.230972580644","0.6767833333333334","15467.41666666667","10468.089809722225","0.6767833333333334","PCE","12","Kipnuk","PCE revenue assumes all kWh are at residential rate"
"SR-91","331410","169","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","6017.9784946236559","3605.9727139784936","0.59919999999999984","23503.777777777777","14083.46364444444","0.59919999999999984","35465.176470588231","21250.73374117646","0.59919999999999984","PCE","12","Kivalina","PCE revenue assumes all kWh are at residential rate"
"SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","5548.567500000001","1569.5510315625004","0.28287500000000004","35289.609375000007","9982.5482519531288","0.28287500000000004","24613.684210526317","6962.5959210526316","0.28287499999999999","PCE","12","Klawock","PCE revenue assumes all kWh are at residential rate"
"SR-93","332700","240","Inside Passage Electric","Klukwan","Haines_grid","Southeast","4284.6734693877552","2640.4300255102039","0.61624999999999996","10215.75","6295.4559374999999","0.61624999999999996","17553.777777777774","10817.515555555554","0.61624999999999996","PCE","12","Klukwan","PCE revenue assumes all kWh are at residential rate"
"SR-94","332090","407","Kobuk Valley Electric Company","Kobuk","Shungnak_grid","Northwest Arctic","5405.1538461538466","3339.3040461538462","0.61780000000000002","7803","4820.6934000000001","0.61780000000000002","31484","19450.815200000001","0.61780000000000002","PCE","12","Kobuk","PCE revenue assumes all kWh are at residential rate"
"SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","2972.389830508474","2675.1508474576276","0.90000000000000024","16632.285714285714","14969.057142857147","0.90000000000000024","4785.6000000000004","4307.0400000000018","0.90000000000000024","PCE","6","Kokhanok","PCE revenue assumes all kWh are at residential rate"
"SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","3175.7179487179478","1587.8589743589739","0.5","7438.1250000000009","3719.0625000000005","0.5","13252.391304347824","6626.1956521739121","0.5","PCE","6","Koliganek","PCE revenue assumes all kWh are at residential rate"
"SR-97","332510","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","4024.3435582822081","2615.8233128834363","0.65000000000000013","23980.846153846152","15587.550000000003","0.65000000000000013","10353.428571428571","6729.7285714285736","0.65000000000000013","PCE","6","Kongiganak","PCE revenue assumes all kWh are at residential rate"
"SR-98","332120","285","Kotlik Joint Utility","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","5380.0703124999991","3065.5640640624997","0.56979999999999997","16723.444444444442","9529.0186444444425","0.56979999999999997","32911.296296296299","18752.85662962963","0.56979999999999997","PCE","12","Kotlik","PCE revenue assumes all kWh are at residential rate"
"SR-99","332130","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","5789.609457092819","2286.5097615878576","0.39493333333333336","89166","35214.625600000007","0.39493333333333336","28668.329670329673","11322.078997802199","0.39493333333333336","PCE","12","Kotzebue","PCE revenue assumes all kWh are at residential rate"
