"AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Reporting Name","Intertie Name","AEA Energy Region","Residential Revenue $000","Residential Sales
 MWh","Residential Customers","Residential $/kWh","Commercial Revenue $000","Commercial Sales 
MWh","Commercial Customers","Commercial $/kWh","Other Revenue $000","Other Sales 
MWh","Other Customers","Other $/kWh","Total Revenue $000","Total Sales 
MWh","Total Customers","Average Revenue $/kWh","Data Source","Number of monthly records","Communities reported","Notes"
"SR-119","331170","2","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","125.54049075","443.80199999999996","94","0.28287500000000004","34.774106625000009","122.93100000000001","14","0.28287500000000004","12.808862875000004","45.281000000000006","4","0.28287500000000004","173.12346025000002","612.01400000000001","108","0.28287500000000004","PCE","12","Naukati Bay","Residential rate as reported to PCE"
"SR-12","331010","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","69.688000000000002","87.110000000000014","27","0.79999999999999993","74.523199999999989","93.153999999999996","7","0.79999999999999993","27.7608","34.701000000000001","11","0.79999999999999993","171.97199999999998","214.965","43","0.79999999999999993","PCE","12","Akhiok","Residential rate as reported to PCE"
"SR-120","332320","340","Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon_grid","Aleutians","95.646320000000003","124.21600000000001","33","0.77","62.871269999999996","81.650999999999996","24","0.77","31.481449999999999","40.884999999999998","10","0.77","189.99903999999998","246.75199999999998","66","0.77","PCE","12","Nelson Lagoon","Residential rate as reported to PCE"
"SR-121","331480","169","Alaska Village Electric Cooperative","New Stuyahok","New_Stuyahok_grid","Bristol Bay","321.59754000000009","541.41000000000008","107","0.59400000000000008","57.281202","96.432999999999993","16","0.59400000000000008","408.52290600000009","687.74900000000002","31","0.59400000000000008","787.40164800000025","1325.5919999999996","153","0.59400000000000031","PCE","12","New Stuyahok","Residential rate as reported to PCE"
"SR-122","332870","375","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","178.5864","223.233","71","0.79999999999999993","76.004799999999975","95.005999999999972","16","0.79999999999999993","17.682399999999994","22.102999999999994","5","0.79999999999999993","272.27359999999999","343.40199999999999","97","0.79287132864689203","PCE","12","Newtok","Residential rate as reported to PCE"
"SR-123","331490","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","148.27770685000004","273.85300000000001","56","0.5414500000000001","19.2398843","35.533999999999992","14","0.5414500000000001","317.59399489999998","586.5619999999999","21","0.5414500000000001","485.11158605000003","895.94899999999996","89","0.5414500000000001","PCE","12","Nightmute","Residential rate as reported to PCE"
"SR-124","332330","416","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","133.60860000000002","148.45400000000001","45","0.90000000000000013","132.08670000000004","146.76300000000001","10","0.90000000000000024","65.743200000000016","73.048000000000002","11","0.90000000000000024","331.43850000000009","400.25599999999991","66","0.8280662875759518","PCE","3","Nikolai","Residential rate as reported to PCE"
"SR-125","332740","242","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","35.987250000000003","47.983000000000004","14","0.75","48.878999999999998","65.171999999999997","7","0.75","37.377750000000006","49.837000000000003","6","0.75000000000000011","122.24400000000001","162.99699999999999","27","0.74997699344159718","PCE","12","Nikolski","Residential rate as reported to PCE"
"SR-126","331500","169","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","622.69711470000004","769.61699999999985","122","0.80910000000000026","104.70886740000002","129.41399999999999","12","0.80910000000000026","650.11751370000025","803.50700000000006","24","0.80910000000000026","1377.5234958000003","1702.538","157","0.80910000000000015","PCE","12","Noatak","Residential rate as reported to PCE"
"SR-127","332340","150","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","2942.8656361666667","8482.9179999999997","1778","0.34691666666666671","2926.7988845833343","8436.6050000000014","313","0.34691666666666671","4076.7315386666669","11751.328","146","0.34691666666666671","9946.3960594166674","28670.850999999999","2232","0.34691666666666671","PCE","12","Nome","Residential rate as reported to PCE"
"SR-128","331510","169","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","476.27381279999992","843.26099999999985","140","0.56479999999999997","92.590487999999993","163.935","21","0.56479999999999997","488.64575680000002","865.16600000000005","30","0.56479999999999997","1057.5100576","1872.3619999999999","184","0.56480000000000008","PCE","12","Noorvik","Residential rate as reported to PCE"
"SR-129","331180","2","Alaska Power & Telephone Company","Northway, Northway Village, Northway Junction","Northway_grid","Yukon-Koyukuk/Upper Tanana","193.42286535833333","304.87099999999998","86","0.63444166666666668","172.39493075833332","271.72699999999998","14","0.63444166666666668","237.19934035833333","373.87099999999998","24","0.63444166666666668","603.01713647499992","950.46899999999994","123","0.63444166666666657","PCE","12","Northway, Northway Village, Northway Junction","Residential rate as reported to PCE"
"SR-13","331020","412","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","407.734645","676.73800000000006","198","0.60249999999999992","178.93044999999998","296.98","38","0.60249999999999992","453.25894249999993","752.29700000000003","24","0.60249999999999992","1039.9240374999999","1771.0530000000001","251","0.58717838342500184","PCE","12","Akiachak","Residential rate as reported to PCE"
"SR-130","332380","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","71.395520000000005","892.44400000000019","114","7.9999999999999988E-2","364.18912","4552.3640000000005","72","7.9999999999999988E-2","9.4918399999999981","118.648","6","7.9999999999999988E-2","445.07648000000006","5563.4560000000001","192","8.0000000000000016E-2","PCE","12","Nuiqsut","Residential rate as reported to PCE"
"SR-131","331520","169","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","271.64467400000007","451.23700000000002","113","0.60200000000000009","0","0","9","0","298.33013000000005","495.56500000000005","25","0.60200000000000009","569.97480400000018","946.80199999999991","146","0.6020000000000002","PCE","12","Nulato","Residential rate as reported to PCE"
"SR-132","332420","408","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","95.467941249999996","209.935","476","0.45474999999999999","154.7632485","340.32600000000002","10","0.45474999999999999","82.22289275","180.809","11","0.45474999999999999","332.45408250000003","738.64","493","0.450089465098018","PCE","12","Nunam Iqua","Residential rate as reported to PCE"
"SR-133","331530","169","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","311.34737009999992","594.06099999999992","128","0.5240999999999999","61.527243599999998","117.39600000000002","16","0.5240999999999999","247.36314569999999","471.97700000000009","27","0.5240999999999999","620.23775939999996","1183.4340000000002","169","0.5240999999999999","PCE","12","Nunapitchuk","Residential rate as reported to PCE"
"SR-134","331540","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","215.32238630000003","366.63100000000003","97","0.58730000000000004","0","0","21","0","191.05867410000002","325.31700000000001","16","0.58730000000000004","406.38106040000002","691.94799999999998","134","0.58730000000000004","PCE","12","Old Harbor","Residential rate as reported to PCE"
"SR-135","332440","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","103.10035248333332","244.22199999999998","77","0.42215833333333336","90.257029508333346","213.79900000000001","19","0.42215833333333336","59.348707133333335","140.584","19","0.42215833333333336","252.70608912500001","598.6049999999999","113","0.42215833333333341","PCE","12","Ouzinkie","Residential rate as reported to PCE"
"SR-136","332450","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","31.619242950000004","38.552999999999997","42","0.82015000000000016","41.53813705000001","50.646999999999998","15","0.82015000000000027","19.351439250000006","23.595000000000002","10","0.82015000000000016","92.508819250000016","112.795","63","0.82015000000000016","PCE","6","Pedro Bay","Residential rate as reported to PCE"
"SR-137","332460","24","Pelican Utility","Pelican","Pelican_grid","Southeast","100","290","74","0.34482758620689657","89","405","23","0.21975308641975308","0","0","0",NA,"189","695","97","0.27194244604316548","EIA861","0","Pelican","Residential rate as reported to PCE"
"SR-138","332470","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","105.96109999999999","111.53800000000001","47","0.94999999999999984","216.61139999999997","228.012","16","0.94999999999999984","5.2725","5.5500000000000007","3","0.94999999999999984","327.84499999999997","424.02399999999994","69","0.7731755749674547","PCE","6","Perryville","Residential rate as reported to PCE"
"SR-139","332480","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","86.242199999999983","143.73699999999999","47","0.59999999999999987","99.525599999999969","165.87599999999998","16","0.59999999999999987","52.82459999999999","88.040999999999997","14","0.59999999999999987","238.59239999999994","397.654","77","0.59999999999999987","PCE","3","Pilot Point","Residential rate as reported to PCE"
"SR-14","331030","635","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","202.59409000000005","382.25299999999999","110","0.53000000000000014","312.97348000000011","590.51600000000008","34","0.53000000000000014","71.844150000000027","135.55500000000001","11","0.53000000000000014","587.41172000000017","1116.4369999999999","144","0.52614856010684008","PCE","12","Akiak","Residential rate as reported to PCE"
"SR-140","331550","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","360.20321279999996","635.952","136","0.5663999999999999","131.51581439999998","232.19600000000003","10","0.5663999999999999","462.2792543999999","816.17099999999994","27","0.5663999999999999","953.99828159999981","1684.319","172","0.5663999999999999","PCE","12","Pilot Station","Residential rate as reported to PCE"
"SR-141","331560","169","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","74.409240000000011","129.51999999999998","30","0.57450000000000012","0","0","4","0","75.056127000000018","130.64600000000002","5","0.57450000000000012","149.46536700000001","260.166","38","0.57450000000000001","PCE","12","Pitkas Point","Residential rate as reported to PCE"
"SR-143","332390","254","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","355.57145379166673","1640.405","194","0.21675833333333339","798.00447450000024","3681.5400000000009","79","0.21675833333333336","18.138120575000002","83.679000000000002","8","0.21675833333333336","1171.7140488666669","5405.6239999999998","280","0.21675833333333339","PCE","12","Point Hope","Residential rate as reported to PCE"
"SR-144","332400","254","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","136.74806629999998","617.18700000000001","65","0.22156666666666663","524.02289199999984","2365.08","41","0.22156666666666661","19.199637933333328","86.653999999999996","3","0.22156666666666661","679.97059623333314","3068.9209999999998","109","0.22156666666666661","PCE","12","Point Lay","Residential rate as reported to PCE"
"SR-145","332590","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","178.84140812727276","288.38200000000006","85","0.6201545454545454","245.15205305454541","395.30799999999994","54","0.6201545454545454","45.817637972727276","73.881000000000014","21","0.6201545454545454","469.81109915454545","757.57099999999991","155","0.62015454545454551","PCE","12","Port Alsworth","Residential rate as reported to PCE"
"SR-146","332500","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","117.10660000000003","180.16400000000002","51","0.65000000000000013","79.380600000000015","122.124","23","0.65000000000000013","130.60840000000002","200.93600000000001","18","0.65","327.09560000000005","503.22399999999999","90","0.65000000000000013","PCE","3","Port Heiden","Residential rate as reported to PCE"
"SR-147","331570","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","515.09759680000013","977.0440000000001","194","0.52720000000000011","155.95788560000003","295.82299999999998","19","0.52720000000000011","392.51621600000016","744.53000000000009","21","0.52720000000000011","1063.5716984000003","2017.3970000000002","231","0.52720000000000011","PCE","12","Quinhagak","Residential rate as reported to PCE"
"SR-148","332520","759","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","51.099119399999985","62.705999999999996","34","0.81489999999999985","18.968427299999998","23.277000000000001","2","0.81489999999999985","77.935406199999974","95.637999999999991","13","0.81489999999999985","148.00295289999997","181.62099999999998","48","0.81489999999999996","PCE","6","Rampart","Residential rate as reported to PCE"
"SR-149","332250","343","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","37.21491000000001","30.675000000000001","11","1.2132000000000003","16.821018000000006","13.865000000000002","5","1.2132000000000003","4.4475912000000006","3.6659999999999999","2","1.2132000000000003","58.483519200000018","48.206000000000003","18","1.2132000000000003","PCE","12","Red Devil","Residential rate as reported to PCE"
"SR-15","331040","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","176.0179","185.28200000000004","47","0.94999999999999973","191.58554999999996","201.66899999999998","24","0.94999999999999984","124.85090000000001","131.42200000000003","12","0.94999999999999984","492.45434999999998","518.37300000000005","83","0.94999999999999984","PCE","12","Akutan","Residential rate as reported to PCE"
"SR-150","332530","364","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","169.57050000000001","226.09400000000002","125","0.75","202.85774999999998","270.47699999999998","26","0.75","86.984250000000003","115.97900000000001","20","0.74999999999999989","459.41250000000002","612.54999999999984","168","0.75000000000000022","PCE","12","Ruby","Residential rate as reported to PCE"
"SR-151","331580","169","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","223.55788319999996","402.37199999999996","80","0.55559999999999998","18.994852799999997","34.187999999999995","7","0.55559999999999998","264.51449279999997","476.08799999999997","15","0.55559999999999998","507.06722879999995","912.64800000000002","101","0.55559999999999998","PCE","12","Russian Mission","Residential rate as reported to PCE"
"SR-152","332550","410","Saint George, City of","Saint George","Saint George_grid","Aleutians","131.97983333333335","143.97800000000001","40","0.91666666666666674","72.024333333333331","78.572000000000003","17","0.91666666666666663","156.28524999999999","170.49299999999999","20","0.91666666666666663","360.28941666666663","421.77700000000004","78","0.85421778965345807","PCE","12","Saint George","Residential rate as reported to PCE"
"SR-153","331660","169","Alaska Village Electric Cooperative","Saint Mary's, Andreafsky","Saint Mary's_grid","Lower Yukon-Kuskokwim","454.32609000000014","790.82","183","0.57450000000000012","241.72834350000008","420.76300000000003","44","0.57450000000000012","818.80899750000026","1425.2550000000001","36","0.57450000000000012","1514.8634310000007","2636.8380000000002","258","0.57450000000000023","PCE","12","Saint Mary's, Andreafsky","Residential rate as reported to PCE"
"SR-154","331670","169","Alaska Village Electric Cooperative","Saint Michael","Stebbins_grid","Bering Straits","307.00563839999995","550.58399999999995","94","0.55759999999999998","127.67088400000002","228.96500000000003","23","0.55759999999999998","519.31239600000004","931.33500000000004","27","0.55759999999999998","953.98891839999999","1710.8839999999998","143","0.5576000000000001","PCE","12","Saint Michael","Residential rate as reported to PCE"
"SR-155","332560","339","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","269.65946000000008","657.70600000000002","153","0.41000000000000009","501.98268000000007","1224.348","75","0.41000000000000009","383.09539000000012","934.37900000000013","49","0.41000000000000009","1154.7375300000003","2816.433","255","0.41000000000000014","PCE","12","Saint Paul","Residential rate as reported to PCE"
"SR-156","332540","749","SAND POINT GENERATING, LLC","Sand Point","Sand Point_grid","Aleutians","645.45753551666667","1205.749","279","0.53531666666666666","476.49125348333331","890.11099999999999","92","0.53531666666666666","654.62429811666652","1222.8729999999998","45","0.53531666666666666","1776.5730871166666","3507.1389999999997","399","0.50655907482328666","PCE","12","Sand Point","Residential rate as reported to PCE"
"SR-157","331590","169","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","498.47241659999997","911.95099999999979","162","0.54660000000000009","25.100418600000005","45.920999999999999","24","0.54660000000000009","688.43778060000011","1259.491","34","0.54660000000000009","1212.0106158000001","2217.3630000000003","218","0.54659999999999997","PCE","12","Savoonga","Residential rate as reported to PCE"
"SR-158","331600","169","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","343.73077030000002","595.41099999999994","126","0.57730000000000004","45.728510300000003","79.210999999999999","15","0.57730000000000004","493.26648010000008","854.43700000000013","32","0.57730000000000004","882.72576070000014","1529.0590000000002","173","0.57730000000000004","PCE","12","Scammon Bay","Residential rate as reported to PCE"
"SR-159","331610","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","602.35452094999982","1017.2330000000001","171","0.59214999999999984","139.76694094999993","236.03299999999996","28","0.59214999999999984","677.11523489999979","1143.4859999999999","41","0.59214999999999984","1419.2366967999997","2396.752","240","0.59214999999999984","PCE","12","Selawik","Residential rate as reported to PCE"
"SR-16","331240","169","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","372.48693300000002","705.73500000000001","164","0.52780000000000005","88.941161400000013","168.51300000000001","21","0.52780000000000005","526.11420680000003","996.80600000000004","27","0.52780000000000005","987.54230120000011","1871.0539999999999","209","0.52780000000000005","PCE","12","Alakanuk","Residential rate as reported to PCE"
"SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","78.152072500000003","130.14499999999998","40","0.60050000000000014","57.375973500000015","95.546999999999997","5","0.60050000000000014","92.713597000000021","154.39400000000001","16","0.60050000000000014","228.24164300000004","380.08600000000001","60","0.60050000000000003","PCE","12","Shageluk","Residential rate as reported to PCE"
"SR-161","331630","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","233.020848","429.13599999999997","63","0.54300000000000004","80.599119000000002","148.43299999999999","14","0.54300000000000004","223.54115400000001","411.678","21","0.54300000000000004","537.16112099999998","989.24699999999984","98","0.54300000000000004","PCE","12","Shaktoolik","Residential rate as reported to PCE"
"SR-162","331640","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","417.18524899999994","716.69","151","0.58209999999999984","144.86548069999998","248.86700000000002","19","0.58209999999999984","400.89750889999993","688.70900000000006","38","0.58209999999999984","962.94823859999974","1654.2660000000001","206","0.58209999999999984","PCE","12","Shishmaref","Residential rate as reported to PCE"
"SR-163","331650","169","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","232.7388516","376.72199999999998","62","0.61780000000000002","58.537785600000007","94.75200000000001","19","0.61780000000000002","253.9602816","411.072","15","0.61780000000000002","545.23691880000001","882.54599999999994","93","0.61780000000000002","PCE","12","Shungnak","Residential rate as reported to PCE"
"SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","894.43906071666686","3320.2180000000003","681","0.2693916666666667","2038.6370622166669","7567.558","557","0.2693916666666667","608.01052626666672","2256.9760000000001","104","0.2693916666666667","3541.0866492000005","13144.752","1317","0.2693916666666667","PCE","12","Skagway","Residential rate as reported to PCE"
"SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","187.05563874999996","308.32499999999999","78","0.60668333333333324","43.42153953333333","71.572000000000003","12","0.60668333333333324","54.659134916666673","90.095000000000027","6","0.60668333333333324","285.13631319999996","469.99199999999996","96","0.60668333333333335","PCE","6","Slana","Residential rate as reported to PCE"
"SR-166","332260","343","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","96.881299200000029","79.856000000000009","33","1.2132000000000003","88.752859200000017","73.155999999999992","9","1.2132000000000003","86.907582000000019","71.635000000000005","9","1.2132000000000003","272.54174040000009","224.71699999999998","49","1.2128220846664921","PCE","12","Sleetmute","Residential rate as reported to PCE"
