"Early Release, Subject to Revision",...2,...3,...4,...5
"Table 1.c   Average Consumption per Residential Customer per Month in PCE Communities, 2019",NA,NA,NA,NA
Summer 2019 (April - September),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,197.19801980198019,388.9295954941116,626.9375,0.67780693133503467
0.2-0.29,138.07735583684951,376.89075367129033,737.91794871794866,0.75107892406262156
0.3-0.39,89.728260869565219,266.49544607190415,470.91869918699189,0.8596506971586817
0.4-0.49,126.0561797752809,216.92434424452634,304.70899470899474,0.88716882255124552
0.5-0.59,146.05405405405406,228.31351351351353,240.96881496881497,0.84597597739791974
More than $0.60,119.40909090909091,319.44535519125685,365.75716845878134,0.81520865229179673
Winter 2019 (October - March),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,132.62823061630218,432.19089477827345,832.55604395604394,0.63936865221138384
0.2-0.29,88.224719101123597,445.20286593378921,1175.5461741424801,0.68897086720705547
0.3-0.39,76.262773722627742,302.42921204356185,657.62581699346401,0.82344931355187834
0.4-0.49,108.88513513513513,237.52943760984184,347.01041666666669,0.86050568147135587
0.5-0.59,181.12612612612614,223.74280879864637,233.59791666666666,0.83711204549579532
More than $0.60,127.72727272727273,382.91888111888113,436.61050724637681,0.77407985039464988
