"AEA Reporting ID","PCE ID","CPCN","Utility Name","Reporting Name","Intertie name","AEA Energy Region","Residential Revenue","Residential Sales","Residential Customers","Residential $/kWh","Commercial Revenue","Commercial Sales","Commercial Customers","Commercial $/kWh","Other Revenue","Other Sales","Other Customers","Other $/kWh","Total Revenue","Total Sales","Total Customers","Total $/kWh","Source","Number of monthly records","Communities reported","Notes"
"SR-162","331640","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","463.27460070000006","701.69200000000012","144","0.66022499999999995","234.42543052499997","355.06899999999996","18","0.66022499999999995","366.92598577499996","555.75900000000001","37","0.66022499999999995","1064.626017","1612.52","196","0.66022500000000006","PCE","12","Shishmaref","Residential rate as reported to PCE"
"SR-167","331680","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","388.97174137500002","644.57100000000003","132","0.60345833333333332","189.77799049999999","314.48399999999998","24","0.60345833333333332","304.58111074999994","504.72599999999994","32","0.60345833333333332","883.33084262499995","1463.7809999999999","185","0.60345833333333332","PCE","12","Stebbins","Residential rate as reported to PCE"
"SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","132.67440495833333","187.60300000000001","47","0.70720833333333322","94.327447499999991","133.38","16","0.70720833333333333","165.21376758333332","233.61399999999998","17","0.70720833333333333","392.21562004166663","554.59699999999998","78","0.70720833333333333","PCE","12","Wales","Residential rate as reported to PCE"
"SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","286.25004286666666","472.178","86","0.60623333333333329","67.676858166666662","111.63500000000001","15","0.60623333333333329","295.7066766333333","487.77699999999999","28","0.60623333333333329","649.63357766666661","1071.5899999999999","124","0.60623333333333329","PCE","12","Brevig Mission","Residential rate as reported to PCE"
"SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","288.8939403","463.49100000000004","95","0.62329999999999997","160.06094679999995","256.79599999999994","18","0.62329999999999997","297.87818649999991","477.90499999999992","32","0.62329999999999997","746.83307359999981","1198.192","140","0.62329999999999985","PCE","12","Elim","Residential rate as reported to PCE"
"SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","434.7905541333331","760.74399999999991","167","0.57153333333333312","192.50957266666657","336.83","18","0.57153333333333312","387.16868219999986","677.42100000000005","41","0.57153333333333312","1014.4688089999995","1774.9949999999999","225","0.57153333333333312","PCE","1","Gambell","Residential rate as reported to PCE"
"SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","Diomede","Residential rate as reported to PCE"
"SR-173","331685","61","Alaska Village Electric Cooperative","Teller","Teller_grid","Bering Straits","198.37098933333331","296.37099999999998","76","0.66933333333333334","111.85430133333335","167.11300000000003","13","0.66933333333333334","203.72833333333332","304.375","26","0.66933333333333334","513.95362399999999","767.85900000000004","113","0.66933333333333334","PCE","12","Teller","Residential rate as reported to PCE"
"SR-127","332340","150","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","3612.5179281999995","8991.5820000000003","1761","0.40176666666666661","4662.9071474666653","11606.007999999998","367","0.40176666666666661","3484.9469673666663","8674.0570000000007","148","0.40176666666666661","11760.372043033331","29271.646999999997","2190","0.40176666666666661","PCE","12","Nome","Residential rate as reported to PCE"
"SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","124.97495000000001","241.887","56","0.51666666666666672","232.11405000000002","449.25299999999999","34","0.51666666666666672","92.871866666666676","179.75200000000001","16","0.51666666666666672","449.96086666666667","905.40299999999991","103","0.49697302379897873","PCE","3","Golovin","Residential rate as reported to PCE"
"SR-109","332210","321","Manokotak Power Company","Manokotak","Manokotak_grid","Bristol Bay","317.17179999999996","576.67600000000004","154","0.54999999999999993","114.24875","207.72500000000002","28","0.54999999999999993","224.94669999999996","408.99399999999997","14","0.54999999999999993","656.3672499999999","1238.2269999999999","197","0.53008636542411047","PCE","12","Manokotak","Residential rate as reported to PCE"
"SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","90.36323999999999","96.080000000000013","30","0.94049999999999978","91.947982499999995","97.765000000000015","5","0.94049999999999978","33.955811999999995","36.104000000000006","7","0.94049999999999967","216.26703449999997","246.58199999999999","44","0.87705929264909832","PCE","12","Twin Hills","Residential rate as reported to PCE"
"SR-145","332590","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","187.96472460833334","317.96899999999994","81","0.59114166666666679","243.96298355000008","412.69800000000004","54","0.59114166666666679","46.160479325000004","78.086999999999989","16","0.59114166666666679","478.0881874833334","808.75399999999991","146","0.59114166666666679","PCE","12","Port Alsworth","Residential rate as reported to PCE"
"SR-138","332470","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","57.376200000000004","60.396000000000001","48","0.95000000000000007","109.56920000000002","115.33600000000001","11","0.95000000000000007","3.4627500000000007","3.6450000000000005","10","0.95000000000000007","170.40815000000003","185.86599999999999","71","0.9168333638212478","PCE","12","Perryville","Residential rate as reported to PCE"
"SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","156.35193143333336","257.03800000000001","55","0.6082833333333334","47.127359533333347","77.476000000000013","5","0.6082833333333334","27.082598850000004","44.523000000000003","7","0.6082833333333334","230.56188981666671","379.32100000000003","68","0.60782790780543838","PCE","12","Chignik Lagoon","Residential rate as reported to PCE"
"SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","73.443980999999994","90.336999999999989","29","0.81300000000000006","79.988631000000012","98.387","10","0.81300000000000017","76.128506999999985","93.638999999999982","16","0.81299999999999994","229.56111900000002","282.363","53","0.81300000000000006","PCE","12","Igiugig","Residential rate as reported to PCE"
"SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","112.703","131.05000000000001","71","0.86","272.69826","317.09100000000001","16","0.86","109.1383","126.905","19","0.86","494.53956000000005","575.04599999999994","102","0.86000000000000021","PCE","12","Egegik","Residential rate as reported to PCE"
"SR-121","331480","169","Alaska Village Electric Cooperative","New Stuyahok","New Stuyahok_grid","Bristol Bay","329.14237033333336","513.83000000000004","104","0.64056666666666662","150.90661703333336","235.58300000000006","20","0.64056666666666662","353.55820940000001","551.94600000000003","33","0.64056666666666662","833.60719676666668","1301.3590000000002","156","0.64056666666666662","PCE","12","New Stuyahok","Residential rate as reported to PCE"
"SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","704.97500919166646","1124.377","230","0.6269916666666665","538.68804130833314","859.1629999999999","45","0.6269916666666665","545.83511931666658","870.56200000000001","53","0.6269916666666665","1789.4981698166662","2854.1019999999999","326","0.6269916666666665","PCE","12","Togiak","Residential rate as reported to PCE"
"SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","106.38330699999999","213.19300000000001","65","0.49899999999999989","235.26003699999998","471.46300000000002","66","0.49899999999999994","42.936455000000002","86.045000000000016","11","0.49899999999999994","384.57979899999998","770.70099999999979","142","0.49900000000000011","PCE","6","Chignik","Residential rate as reported to PCE"
"SR-146","332500","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","135.94166666666669","185.375","51","0.7333333333333335","95.372200000000021","130.05300000000003","22","0.73333333333333339","170.02480000000003","231.85200000000003","15","0.73333333333333339","401.33866666666677","547.28","88","0.7333333333333335","PCE","12","Port Heiden","Residential rate as reported to PCE"
"SR-105","332180","330","Levelock Electrical Coop","Levelock","Levelock_grid","Bristol Bay","103.07856249999998","135.185","33","0.76249999999999984","99.195912499999991","130.09300000000002","13","0.76249999999999984","55.110449999999986","72.275999999999996","16","0.76249999999999984","257.38492499999995","351.459","64","0.73233271875240058","PCE","12","Levelock","Residential rate as reported to PCE"
"SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","121.24080833333332","140.70499999999998","41","0.86166666666666669","55.636093333333342","64.568000000000012","4","0.86166666666666669","107.13790999999999","124.33799999999999","10","0.86166666666666658","284.01481166666667","329.96","56","0.86075527841758603","PCE","12","Chignik Lake","Residential rate as reported to PCE"
"SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","92.812030949999979","102.798","20","0.9028583333333331","47.48131974999999","52.59","8","0.9028583333333331","40.537436308333326","44.899000000000001","10","0.90285833333333321","180.83078700833329","200.43300000000002","40","0.90220067058983933","PCE","12","Clark's Point","Residential rate as reported to PCE"
"SR-139","332480","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","81.469799999999992","135.78300000000002","48","0.59999999999999987","75.101399999999984","125.169","17","0.59999999999999987","59.988599999999984","99.980999999999995","14","0.59999999999999987","216.55979999999997","360.93299999999999","78","0.59999999999999987","PCE","3","Pilot Point","Residential rate as reported to PCE"
"SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton","Newhalen_grid","Bristol Bay","430.99567288333338","756.54200000000003","188","0.56969166666666671","873.30086473333347","1532.9360000000001","102","0.56969166666666671","351.06223513333333","616.23199999999997","25","0.56969166666666671","1655.3587727500001","2905.71","311","0.56969166666666671","PCE","12","Iliamna, Newhalen, Nondalton","Residential rate as reported to PCE"
"SR-136","332450","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","51.450490000000002","56.539000000000001","23","0.91","68.318250000000006","75.075000000000003","12","0.91","28.950740000000003","31.814000000000004","6","0.91","148.71948","163.428","40","0.91","PCE","12","Pedro Bay","Residential rate as reported to PCE"
"SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","141.62040000000002","157.35599999999997","56","0.90000000000000036","51.545700000000011","57.272999999999996","7","0.90000000000000024","125.36460000000002","139.29399999999998","14","0.90000000000000024","318.53070000000002","360.07900000000001","79","0.88461337650904392","PCE","12","Kokhanok","Residential rate as reported to PCE"
"SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","158.19399999999999","316.38799999999998","68","0.5","18.64","37.28","7","0.5","120.8955","241.791","23","0.5","297.72950000000003","595.45899999999995","98","0.50000000000000011","PCE","12","Koliganek","Residential rate as reported to PCE"
"SR-116","332280","22","Naknek Electric Association","Naknek, South Naknek, King Salmon","Naknek_grid","Bristol Bay","1673.6615100000004","2945.5500000000006","738","0.56820000000000004","7125.4245971999999","12540.346","268","0.56820000000000004","2588.0231549999999","4554.7749999999996","162","0.56820000000000004","11387.1092622","20040.670999999995","1137","0.56820000000000015","PCE","12","Naknek, South Naknek, King Salmon","Residential rate as reported to PCE"
"SR-53","332430","45","Nushagak Electric Cooperative","Dillingham, Aleknagik","Dillingham_grid","Bristol Bay","2603.8724098333332","5286.335","978","0.49256666666666665","5189.2371197333341","10535.096000000001","393","0.49256666666666665","747.52508413333339","1517.6120000000001","118","0.49256666666666671","8540.6346137","17341.62","1467","0.49249347025825735","PCE","12","Dillingham, Aleknagik","Residential rate as reported to PCE"
"SR-192","0","10","Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc","CopperValley_grid","Copper River/Chugach","3805.8","15839","2948","0.24028032072731867","13246.2","64747","800","0.20458399616970671","0","0","0",NA,"17052","80586","3748","0.21160002978184797","EIA861","12","In addition to Valdez, the CVEA service area includes 14 other communities.","Residential rate as reported to PCE"
"SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","119.50708","129.899","63","0.92","58.339040000000004","63.411999999999999","13","0.92","135.67700000000002","147.47500000000002","10","0.92","313.52312000000006","352.69699999999989","88","0.8889304984164883","PCE","12","Tatitlek","Residential rate as reported to PCE"
"SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","79.745505666666674","115.83200000000002","48","0.68845833333333328","139.67304974999999","202.87800000000001","28","0.68845833333333328","44.765626208333337","65.02300000000001","5","0.68845833333333328","264.18418162500001","390.6330000000001","81","0.6762976543840381","PCE","3","Chitina","Residential rate as reported to PCE"
"SR-49","331920","160","Cordova Electric Cooperative","Cordova, Eyak","Cordova_grid","Copper River/Chugach","1607.9698048666664","4659.5439999999999","955","0.34509166666666663","6198.9164625916655","17963.100999999999","622","0.34509166666666663","1552.7551381999997","4499.5439999999999","107","0.34509166666666663","9359.6414056583326","27122.188999999998","1683","0.34509166666666669","PCE","12","Cordova, Eyak","Residential rate as reported to PCE"
"SR-113","331160","2","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","92.164380691666636","140.74299999999999","54","0.65484166666666643","67.047928566666641","102.38800000000001","14","0.65484166666666643","71.426199949999983","109.07400000000001","9","0.65484166666666643","230.63850920833323","352.20499999999998","76","0.65484166666666643","PCE","9","Mentasta Lake","Residential rate as reported to PCE"
"SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","217.19930773333326","332.86399999999998","83","0.65251666666666652","60.616840783333316","92.896999999999991","14","0.65251666666666652","47.954102349999978","73.490999999999985","7","0.65251666666666652","325.77025086666652","499.25200000000001","101","0.6525166666666663","PCE","12","Slana","Residential rate as reported to PCE"
"SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","103.60966777499999","158.22900000000001","48","0.65480833333333321","95.603981091666654","146.00300000000001","19","0.65480833333333321","7.3593908583333327","11.239000000000001","2","0.65480833333333321","206.57303972499997","315.471","67","0.65480833333333321","PCE","12","Chistochina","Residential rate as reported to PCE"
"SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","60.612090000000002","91.146000000000001","25","0.66500000000000004","51.057369999999999","76.777999999999992","16","0.66500000000000004","35.794955000000002","53.826999999999998","18","0.66500000000000004","147.464415","221.751","53","0.66500000000000004","PCE","3","Chenega Bay","Residential rate as reported to PCE"
"SR-135","332440","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","102.75718599999998","280.14499999999998","81","0.36679999999999996","78.121430799999985","212.98099999999999","18","0.36679999999999996","54.079157999999993","147.435","15","0.36679999999999996","234.95777479999998","640.56100000000004","112","0.36679999999999996","PCE","6","Ouzinkie","Residential rate as reported to PCE"
"SR-134","331540","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","228.62129888333337","385.214","96","0.59349166666666675","54.408942033333332","91.675999999999988","19","0.59349166666666675","170.62826067500001","287.49899999999997","15","0.59349166666666675","453.65850159166666","764.3889999999999","130","0.59349166666666675","PCE","12","Old Harbor","Residential rate as reported to PCE"
"SR-104","332170","353","Larsen Bay Utility Company","Larsen Bay","Larsen Bay_grid","Kodiak","27.486799999999999","62.47","44","0.44","149.37559999999999","339.49","26","0.43999999999999995","18.925720000000002","43.013000000000005","9","0.44","195.78811999999999","444.97299999999996","79","0.44","PCE","12","Larsen Bay","Residential rate as reported to PCE"
"SR-7","0","16","Kodiak Electric Assn Inc","Kodiak Electric Assn Inc","Kodiak_grid","Kodiak","5988","34841","4781","0.17186647914813008","3784","22819","1053","0.16582672334458126","13884","89559","104","0.15502629551468863","23656","147219","5938","0.16068578104728329","EIA861","12","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.","Residential rate as reported to PCE"
"SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","41.822900000000004","59.747","15","0.70000000000000007","74.214699999999993","106.02099999999999","11","0.70000000000000007","13.3665","19.094999999999999","5","0.70000000000000007","129.4041","188.316","31","0.68716465940228122","PCE","12","Karluk","Residential rate as reported to PCE"
"SR-12","331010","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","49.680450000000015","110.401","28","0.45000000000000012","27.985500000000009","62.190000000000005","7","0.45000000000000012","11.085300000000004","24.634","8","0.45000000000000012","88.751250000000027","197.22499999999999","43","0.45000000000000018","PCE","12","Akhiok","Residential rate as reported to PCE"
"SR-106","332190","570","Lime Village Electric Utility","Lime Village","Lime Village_grid","Lower Yukon-Kuskokwim","36.120782399999996","20.238000000000003","18","1.7847999999999995","32.792130399999984","18.372999999999998","1","1.7847999999999993","23.236311199999992","13.019","8","1.7847999999999995","92.149223999999975","51.63000000000001","25","1.7847999999999993","PCE","12","Lime Village","Residential rate as reported to PCE"
"SR-118","332300","625","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","266.10570000000001","380.15099999999995","111","0.70000000000000007","186.38130000000004","266.25900000000001","21","0.70000000000000007","27.363000000000007","39.090000000000003","11","0.70000000000000007","479.85","732.71500000000003","153","0.6548931030482521","PCE","12","Napaskiak","Residential rate as reported to PCE"
"SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","343.53930000000008","528.52200000000005","108","0.65000000000000013","229.97780000000006","353.81200000000001","18","0.65000000000000013","55.280550000000012","85.046999999999997","14","0.65000000000000013","628.7976500000002","998.71499999999992","145","0.62960669460256458","PCE","12","Tuntutuliak","Residential rate as reported to PCE"
"SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","517.4915469583334","802.88300000000004","189","0.64454166666666668","384.07593374999999","595.89","33","0.64454166666666668","165.85539529166667","257.32299999999998","15","0.64454166666666668","1067.4228760000001","1763.0530000000001","298","0.60544003838795546","PCE","12","Kipnuk","Residential rate as reported to PCE"
"SR-107","331430","169","Alaska Village Electric Cooperative","Lower Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","167.17291094999996","277.08599999999996","86","0.603325","57.579528024999988","95.436999999999983","12","0.603325","90.813082325000011","150.52100000000002","10","0.603325","315.56552129999994","523.04399999999998","108","0.60332499999999989","PCE","12","Lower Kalskag","Residential rate as reported to PCE"
"SR-110","331440","169","Alaska Village Electric Cooperative","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","328.08126802500004","546.02099999999996","112","0.60085833333333349","147.54557061666671","245.55800000000002","20","0.60085833333333349","385.39414015000006","641.40599999999995","25","0.60085833333333349","861.02097879166672","1432.9849999999999","155","0.60085833333333338","PCE","12","Marshall","Residential rate as reported to PCE"
"SR-112","331450","169","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","185.59424140000007","317.22800000000007","91","0.58505000000000007","94.707308950000012","161.87899999999999","19","0.58505000000000007","206.59870650000005","353.13000000000005","25","0.58505000000000007","486.90025685000012","832.23700000000008","132","0.58505000000000007","PCE","6","Mekoryuk","Residential rate as reported to PCE"
"SR-115","331470","169","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","574.02443586666664","951.44799999999987","187","0.60331666666666672","314.9439696500001","522.02100000000007","26","0.60331666666666672","745.56124048333334","1235.771","44","0.60331666666666672","1634.5296460000002","2709.24","257","0.60331666666666683","PCE","6","Mountain Village","Residential rate as reported to PCE"
"SR-123","331490","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","172.20971186666665","307.99400000000003","58","0.55913333333333326","57.918385466666663","103.58600000000001","13","0.55913333333333326","110.02402079999999","196.77600000000001","17","0.55913333333333326","340.15211813333326","608.35599999999999","87","0.55913333333333326","PCE","12","Nightmute","Residential rate as reported to PCE"
"SR-133","331530","169","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","360.8488274500001","616.45799999999997","131","0.58535833333333354","99.843985558333358","170.56899999999999","12","0.58535833333333354","233.38587965000008","398.70600000000002","29","0.58535833333333354","694.07869265833347","1185.7330000000002","171","0.58535833333333331","PCE","12","Nunapitchuk","Residential rate as reported to PCE"
"SR-140","331550","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","376.3862378666667","648.44800000000009","138","0.58044166666666663","145.55271321666666","250.762","13","0.58044166666666663","475.52451365000002","819.24600000000009","24","0.58044166666666663","997.46346473333347","1718.4560000000001","173","0.58044166666666674","PCE","12","Pilot Station","Residential rate as reported to PCE"
"SR-141","331560","169","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","86.410427433333339","149.66300000000004","34","0.57736666666666658","18.592361399999998","32.201999999999998","3","0.57736666666666658","55.487823499999983","96.10499999999999","6","0.57736666666666658","160.49061233333333","277.97000000000003","43","0.57736666666666658","PCE","12","Pitkas Point","Residential rate as reported to PCE"
"SR-147","331570","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","531.59028906666674","936.77800000000013","184","0.56746666666666667","245.84982613333332","433.24099999999999","23","0.56746666666666667","408.76269653333338","720.32900000000006","32","0.56746666666666667","1186.2028117333334","2090.348","233","0.56746666666666667","PCE","12","Quinhagak","Residential rate as reported to PCE"
