"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Operators/Utilities Net Generation and Total Disposition (MWh), 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK sales reporting ID,PCE ID,RCA CPCN,Utility Name,Index Community,Intertie name,Energy Region,Net Generation,Purchased Power,Net Wheeled Power,Total Disposition,Sales to Consumers,Sales for Resale,Furnished without Payment,Used by facility,Unaccountable / Energy Loss,Source,Communities reported,Number of monthly records,Notes
SR-11,331005,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,1987.4159999999999,0,0,1987.4159999999999,1171.6010000000001,0,0,0,557.40299999999979,PCE,Adak,0,NA
SR-120,332320,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,338.01799999999997,0,0,338.01799999999997,258.02600000000001,0,0,0,66.481999999999971,PCE,Nelson Lagoon,0,NA
SR-125,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,195.172,0,0,195.172,161.36500000000001,0,0,0,13.086999999999989,PCE,Nikolski,0,NA
SR-15,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,560.755,0,0,560.755,449.94200000000001,0,0,0,82.603000000000009,PCE,Akutan,0,NA
SR-152,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,569.596,0,0,569.596,447.86200000000002,0,8.4649999999999999,0,71.968000000000018,PCE,Saint George,0,NA
SR-155,332560,339,Saint Paul Public Electric Utility Electric,Saint Paul,Saint Paul_grid,Aleutians,3172.06,486.36099999999999,0,3172.06,3132.2139999999999,0,0,0,356.60699999999997,PCE,Saint Paul,0,NA
SR-156,332540,230,"SAND POINT GENERATING, LLC",Sand Point,Sand Point_grid,Aleutians,3438.2020000000002,531.98800000000006,0,3438.2020000000002,3600.7269999999999,0,0,0,260.50300000000061,PCE,Sand Point,0,NA
SR-185,332860,106,"Unalaska, City of",Unalaska,Unalaska_grid,Aleutians,59622.938000000002,0,0,59622.938000000002,56869.614000000001,0,0,0,1869.9910000000018,PCE/EIA861,Unalaska,0,NA
SR-24,331750,291,"Atka, City of",Atka,Atka_grid,Aleutians,472.13209999999998,0,0,472.13209999999998,372.87400000000002,0,1.052,0,50.178099999999915,PCE,Atka,0,NA
SR-48,331980,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,2328.8229999999999,0,0,2328.8229999999999,1791.829,0,0,0,375.07799999999997,PCE,Cold Bay,0,NA
SR-63,331970,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,648.78099999999995,0,0,648.78099999999995,510.31599999999997,0,11.631,0,83.490999999999985,PCE,False Pass,0,NA
SR-89,332070,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,3565.3893999999996,0,0,3565.3893999999996,3027.9079999999999,0,0,0,462.78739999999993,PCE,King Cove,0,NA
SR-100,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,1321.193,0,0,1321.193,1245.3620000000001,0,0,0,56.9849999999999,PCE,Koyuk,0,NA
SR-127,332340,150,Nome Joint Utility Systems,Nome,Nome_grid,Bering Straits,31821.879000000001,0,0,31821.879000000001,29010.5,0,0,0,1418.9110000000001,PCE/EIA861,Nome,0,NA
SR-154,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,0,0,0,0,1779.9970000000001,0,0,0,-1779.9970000000001,PCE,Saint Michael,0,NA
SR-157,331590,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,2319.4279999999999,0,0,2319.4279999999999,2241.7150000000001,0,0,0,47.381999999999607,PCE,Savoonga,0,NA
SR-161,331630,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,1132.1659999999999,0,0,1132.1659999999999,999.71,0,0,0,39.699999999999818,PCE,Shaktoolik,0,NA
SR-162,331640,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,1656.5060000000001,0,0,1656.5060000000001,1605.316,0,0,0,-3.1999999999925421E-2,PCE,Shishmaref,0,NA
SR-167,331680,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,3473.8960000000002,0,0,3473.8960000000002,1514.1859999999999,0,0,0,1904.2550000000003,PCE,Stebbins,0,NA
SR-173,331685,169,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,857.09537076184267,0,0,857.09537076184267,781.64700000000005,0,0,0,22.049370761842624,PCE,Teller,0,NA
SR-184,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,4362.2129999999997,0,0,4362.2129999999997,3921.9949999999999,0,1.804,0,284.91999999999962,PCE,Unalakleet,0,NA
SR-188,331730,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,645.98599999999999,0,0,645.98599999999999,591.38300000000004,0,0,0,28.072000000000003,PCE,Wales,0,NA
SR-190,332890,409,"White Mountain, City of",White Mountain,WhiteMountain_grid,Bering Straits,781.71900000000005,0,0,781.71900000000005,730.02599999999995,0,0,0,6.3140000000000782,PCE,White Mountain,0,NA
SR-31,331270,169,Alaska Village Electric Cooperative,Brevig Mission,Brevig Mission_grid,Bering Straits,1188.819,0,0,1188.819,1114.5350000000001,0,0,0,33.092999999999847,PCE,Brevig Mission,0,NA
SR-54,331930,383,Diomede Joint Utilities,Diomede,Diomede_grid,Bering Straits,543.45848000000001,0,0,543.45848000000001,456.77600000000001,0,18.109000000000002,0,37.96848,PCE,Diomede,0,NA
SR-61,331300,169,Alaska Village Electric Cooperative,Elim,Elim_grid,Bering Straits,1284.9549999999999,0,0,1284.9549999999999,1195.7249999999999,0,0,0,72.317999999999984,PCE,Elim,0,NA
SR-66,331320,169,Alaska Village Electric Cooperative,Gambell,Gambell_grid,Bering Straits,1985.2950000000001,0,0,1985.2950000000001,1833.2529999999999,0,0,0,68.191000000000258,PCE,Gambell,0,NA
SR-67,332000,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,1037.1579999999999,0,0,1037.1579999999999,939.04300000000001,0,42.328000000000003,0,55.786999999999921,PCE,Golovin,0,NA
SR-105,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,443.14299999999997,0,0,443.14299999999997,336.08499999999998,0,13.656000000000001,0,65.639999999999986,PCE,Levelock,0,NA
SR-109,332210,321,Manokotak Power Company,Manokotak,Manokotak_grid,Bristol Bay,1355.769,0,0,1355.769,1180.671,0,38.375,0,97.587999999999965,PCE,Manokotak,0,NA
SR-116,332280,22,Naknek Electric Association,"Naknek, South Naknek, King Salmon",Naknek_grid,Bristol Bay,22369.793000000001,0,0,22369.793000000001,21014.16,0,0,0,750.8640000000014,PCE,"Naknek, South Naknek, King Salmon",0,NA
SR-121,331480,169,Alaska Village Electric Cooperative,New Stuyahok,New Stuyahok_grid,Bristol Bay,1724.326,0,0,1724.326,1288.08,0,0,0,391.70400000000018,PCE,New Stuyahok,0,NA
SR-136,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,189.184,0,0,189.184,159.93299999999999,0,0,0,17.126000000000005,PCE,Pedro Bay,0,NA
SR-139,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,496.04700000000003,0,0,496.04700000000003,409.42599999999999,0,0,0,59.41900000000004,PCE,Pilot Point,0,NA
SR-145,332590,447,Tanalian Electric Cooperative,Port Alsworth,Port Alsworth_grid,Bristol Bay,942.43499999999995,0,0,942.43499999999995,862.55,0,0,0,60.548999999999978,PCE,Port Alsworth,0,NA
SR-146,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,606.36,0,0,606.36,508.65,0,0,0,65.934000000000083,PCE,Port Heiden,0,NA
