"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
"Net Generation, Fuel Type, Emissions, Efficiency by Operators/Utilities, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuel Types: AB=Agricultural By-Products, DFO=Distillate Fuel Oil, JF=Jet Fuel, NG=Natural Gas, OTH=Other, RFO=Residual Fuel Oil, SUB=Sub-bituminous Coal, WAT=Water at a Conventional Hydroelectric Turbine, WC=Waste Coal, WDS=Wood Solids, WND=Wind, WO=Waste/Other Oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prime Movers: CA=Combined Cycle, steam part, CT=Combined Cycle=turbine part, GT=Gas Turbine, HY=Hydroelectric Turbine, IC=Internal Combustion Engine, ST=Steam Turbine, WT=Wind Turbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK Plant ID,RCA CPCN,Utility Name,Plant Name,Intertie Name,Energy Region,Fuel Type,Prime Mover,Generation MMBtu,Total Fuel MMBtu,Emission Factor,CO2 Metric Tons from Fuel,Efficiency (Max = 1.00),Generation MWh,Fuel Use,Fuel Units,Estimated Average Heat Content,Source,Number of monthly records,Communities connected to plant,Notes
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,WAT,HY,1396.5016494000001,0,0,0,-,408.298,0,NA,-,PCE,12,Atka,NA
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,DFO,IC,218.33177222999998,1003,74.14,74.36242,0.21767873602193419,63.834099999999992,7270,gallons,0.13796423658872076,PCE,9,Atka,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,DFO,IC,2219.0256543,7632.7,74.14,565.88837799999999,0.29072617216712304,648.78099999999995,55310,gallons,0.13799855360694269,PCE,12,False Pass,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,DFO,IC,7965.2733068999996,24012.799999999996,74.14,1780.3089919999995,0.33170947606693102,2328.8229999999999,174005,gallons,0.13800063216574235,PCE,11,Cold Bay,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,WAT,HY,8331.8508000000002,0,0,0,-,2436,0,NA,-,EIA923,12,King Cove,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,DFO,IC,5800.8288000000011,17017.2,74.14,1261.6552080000001,0.34088033283971514,1696.0000000000002,123312,gallons,0.13800116776956015,EIA923,12,King Cove,NA
P212,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,DFO,IC,1156.1229654000001,4109.8,74.14,304.70057200000002,0.28130881439486105,338.01800000000003,29780,gallons,0.13800537273337812,PCE,12,Nelson Lagoon,NA
P237,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,DFO,IC,1948.1891988,6674.2,74.14,494.82518799999997,0.29189853447604208,569.596,48363,gallons,0.13800219175816222,PCE,12,Saint George,NA
P238,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,DFO,IC,0,0,74.14,0,-,0,-,gallons,-,0,0,Saint Paul,NA
P251,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,DFO,IC,6797.5589448000001,21410.5,74.14,1587.37447,0.31748716493309359,1987.4159999999999,155148,gallons,0.13800048985484828,PCE,12,Adak,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,WND,WT,2135.4130005000002,0,0,0,-,624.33500000000004,0,NA,-,PCE,11,Sand Point,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,DFO,IC,2995.8407700000002,8323.9000000000015,74.14,617.13394600000015,0.35990830860534123,875.9,60318,gallons,0.13800026526078454,PCE,3,Sand Point,NA
P261,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,DFO,IC,667.54679160000012,2375.5,74.14,176.11957000000001,0.28101317263733955,195.17200000000003,17213,gallons,0.13800615813629233,PCE,12,Nikolski,NA
P263,106,"Unalaska, City of",Dutch Harbor,Unalaska_grid,Aleutians,DFO,IC,199653.71914800003,518915.8,74.14,38472.417412000003,0.38475166712595771,58373.16,3760260,gallons,0.13799997872487541,EIA923,12,Unalaska,NA
P264,106,"Unalaska, City of",Unalaska Power Module,Unalaska_grid,Aleutians,DFO,IC,34.203000000000003,86.999999999999972,74.14,6.4501799999999978,0.39313793103448291,10,630,gallons,0.13809523809523805,EIA923,12,Unalaska,NA
P266,0,Unisea Inc,Unisea G 2,Unalaska_grid,Aleutians,DFO,IC,97545.430546200005,293439.90000000002,74.14,21755.634185999999,0.3324204736513337,28519.554,2126376,gallons,0.13800000564340456,EIA923,12,Unalaska,NA
P271,0,Westward Seafoods Inc,Westward Seafoods,Unalaska_grid,Aleutians,DFO,IC,53469.549900000005,66810.400000000009,74.14,4953.3230560000011,0.80031776340210503,15633,484134,gallons,0.13799980996996702,EIA923,12,Unalaska,NA
P5,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,WAT,HY,391.7577417,0,0,0,-,114.539,0,NA,-,PCE,12,Akutan,NA
P5,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,DFO,IC,1526.1925848000003,5027.6000000000004,74.14,372.746264,0.30356285002784633,446.21600000000007,36431,gallons,0.13800334879635476,PCE,12,Akutan,NA
