"","AEA Reporting ID","PCE ID","Utility Name","Community Name","Intertie name","AEA Energy Region","Residential Revenue","Residential Sales","Residential Customers","Residential $/kWh","Commercial Revenue","Commercial Sales","Commercial Customers","Commercial $/kWh","Other Revenue","Other Sales","Other Customers","Other $/kWh","Total Revenue","Total Sales","Total Customers","Total $/kWh","Source","Number of monthly records","Communities reported","Notes"
"83","SR-174","332630","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","153.11430833333338","238.93","131","0.64083333333333348","42.942241666666682","67.010000000000005","27","0.64083333333333348","18.985328333333335","29.625999999999998","14","0.64083333333333348","215.04187833333339","335.56599999999997","166","0.64083333333333359","PCE","12","Tenakee Springs",NA
"84","SR-175","331200","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","72.108208958333307","159.60499999999999","45","0.45179166666666654","14.71575816666666","32.571999999999996","5","0.45179166666666654","67.818447083333325","150.11000000000001","8","0.45179166666666659","154.64241420833329","342.28699999999998","58","0.45179166666666659","PCE","12","Tetlin",NA
"85","SR-176","331210","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","477.43292373333338","1668.5679999999998","343","0.28613333333333341","257.23214986666676","898.99400000000003","109","0.28613333333333341","239.33622666666673","836.45","54","0.28613333333333341","974.00130026666693","3404.0120000000002","503","0.28613333333333341","PCE","12","Thorne Bay, Kasaan",NA
"86","SR-177","331690","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","595.36033207499986","1127.5229999999999","236","0.52802499999999997","324.98301872500008","615.46900000000016","44","0.52802499999999997","610.31928032500002","1155.8530000000001","54","0.52802499999999997","1530.662631125","2898.8450000000003","334","0.52802499999999997","PCE","12","Togiak",NA
"87","SR-178","331220","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","1689.2842814166663","3739.0780000000004","761","0.45179166666666654","1126.1815392916662","2492.701","147","0.45179166666666648","631.79811683333298","1398.4279999999999","78","0.45179166666666648","3447.2639375416657","7630.2070000000003","979","0.45179166666666654","PCE","12","Tok, Tanacross",NA
"88","SR-179","331700","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","397.13065087500013","799.65900000000011","138","0.49662500000000009","27.569640250000003","55.513999999999996","24","0.49662500000000009","373.98941575000009","753.06200000000001","23","0.49662500000000009","798.68970687500018","1608.2350000000001","183","0.49662500000000009","PCE","12","Toksook Bay",NA
"89","SR-18","331250","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","243.16633124999998","437.625","87","0.55564999999999998","21.583668599999999","38.844000000000001","10","0.55564999999999998","382.62670214999997","688.61099999999999","25","0.55564999999999998","647.37670200000002","1165.08","122","0.55565000000000009","PCE","12","Ambler",NA
"90","SR-180","332710","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim","161.71875000000003","215.62500000000003","101","0.75","118.52249999999998","158.02999999999997","8","0.75","33.7425","44.99","10","0.75","313.98374999999999","418.64499999999998","122","0.75","PCE","11","Tuluksak",NA
"91","SR-181","332720","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","315.33775000000009","485.13500000000005","144","0.65000000000000013","264.5487","406.99799999999993","27","0.65000000000000013","39.52065000000001","60.801000000000002","16","0.65000000000000013","619.40710000000013","952.93399999999997","196","0.65000000000000013","PCE","12","Tuntutuliak",NA
"92","SR-182","331710","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","198.84765675000006","400.39800000000002","94","0.49662500000000009","0","0","13",NA,"290.6189905","585.18799999999987","22","0.49662500000000009","489.46664725000005","985.58600000000001","129","0.49662500000000004","PCE","12","Tununak","Did not report any commercial sales."
"93","SR-183","332730","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","62.163987975000005","122.553","34","0.5072416666666667","55.436948991666661","109.29099999999998","6","0.5072416666666667","19.388298225","38.222999999999999","8","0.5072416666666667","136.98923519166667","270.06699999999995","47","0.5072416666666667","PCE","12","Twin Hills",NA
"94","SR-184","332850","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","569.97167850000017","1297.6020000000001","275","0.43925000000000008","731.12635400000022","1664.4880000000003","53","0.43925000000000003","448.68157600000001","1021.472","70","0.43925000000000003","1749.7796085000004","3983.5619999999999","386","0.43925000000000014","PCE","12","Unalakleet",NA
"95","SR-185","332860","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","1227.5956878888892","2766.5860000000002","756","0.4437222222222223","16865.755205833335","38009.714999999997","185","0.4437222222222223","1126.5614690555556","2538.8889999999997","70","0.4437222222222223","19219.912362777781","43315.189999999995","1011","0.44372222222222235","PCE","9","Unalaska",NA
"96","SR-186","332880","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","161.37825000000001","195.60999999999999","107","0.82500000000000018","190.13362500000002","230.46499999999997","10","0.82500000000000018","116.93302500000004","141.73700000000002","10","0.82500000000000018","468.44490000000008","567.81200000000001","129","0.82500000000000007","PCE","12","Venetie",NA
"97","SR-187","332410","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","277.74783769166669","1436.441","152","0.19335833333333333","904.66795446666674","4678.7120000000004","68","0.19335833333333333","28.902816950000002","149.47800000000001","7","0.19335833333333333","1211.3186091083335","6264.6310000000003","227","0.19335833333333335","PCE","12","Wainwright",NA
"98","SR-188","331730","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","131.658330675","231.47699999999998","48","0.56877500000000003","21.782944949999997","38.297999999999995","11","0.56877500000000003","196.27458332500004","345.08300000000003","18","0.56877500000000003","349.71585895000004","614.85800000000006","77","0.56877500000000003","PCE","12","Wales",NA
"99","SR-189","331230","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","74.809273866666686","261.44900000000001","85","0.28613333333333341","16.01230746666667","55.960999999999999","12","0.28613333333333341","7.5089970666666694","26.243000000000002","5","0.28613333333333341","98.330578400000022","343.65300000000002","102","0.28613333333333341","PCE","12","Whale Pass",NA
"100","SR-19","332350","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","113.81933569166664","723.77299999999991","101","0.15725833333333331","441.7900818083333","2809.3270000000002","64","0.15725833333333331","10.851768549999997","69.006","5","0.15725833333333331","566.46118604999992","3602.1060000000002","169","0.15725833333333331","PCE","12","Anaktuvuk Pass",NA
"101","SR-190","332890","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","146.93163339999998","267.11200000000002","67","0.55007499999999987","203.89630024999997","370.67","26","0.55007499999999987","69.810018249999985","126.91","12","0.55007499999999987","420.63795189999996","764.69200000000001","105","0.55007499999999998","PCE","12","White Mountain",NA
"102","SR-191","332900","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","574.22555437499989","1260.3029999999999","273","0.45562499999999995","876.7017787499999","1924.174","116","0.45562499999999995","881.28263249999998","1934.2280000000001","66","0.45562499999999995","2332.2099656249998","5118.7049999999999","452","0.45562499999999995","PCE","12","Yakutat",NA
"103","SR-192","0","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","4167","15840","3002","0.26306818181818181","15642","67222","822","0.23269167831959775","0","0","0",NA,"19809","83062","3824","0.23848450555007103","EIA861","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"104","SR-193","0","Sitka City & Borough of","Sitka","Sitka_grid","Southeast","7686","40653","3785","0.18906353774629178","6737","38854","1985","0.17339270088021824","3007","22723","26","0.13233287858117326","17430","102230","5796","0.17049789689914899","EIA861","12","Sitka",NA
"105","SR-194","0","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope","1543","11121","1529","0.13874651560111501","4527.6000000000004","37132","506","0.12193256490358721","0","0","0",NA,"6070.6","48253","2035","0.12580772179968086","EIA861","12","Utqiagvik",NA
"106","SR-198","0","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","2142.9","21216","1384","0.1010039592760181","1212.8","10616","763","0.11424265259984928","1585.8","17649","31","8.9852116267210611E-2","4941.5","49481","2178","9.9866615468563694E-2","EIA861","12","Petersburg",NA
"107","SR-2","0","Anchorage Municipal Light & Power","Anchorage","Railbelt_grid","Railbelt","24180.9","120098","24548","0.20134306982630853","118186.5","811333","6419","0.14566953396447574","0","0","0",NA,"142367.4","931431","30967","0.15284803705266412","EIA861","12","Anchorage",NA
"108","SR-20","332650","Inside Passage Electric","Angoon","Angoon_grid","Southeast","476.0608465250001","813.11900000000003","199","0.58547500000000008","271.08897640000004","463.024","25","0.58547500000000008","167.87617412500003","286.73500000000001","17","0.58547500000000008","915.02599705000011","1562.8780000000002","240","0.58547499999999997","PCE","12","Angoon",NA
"109","SR-200","0","Wrangell, City of","Wrangell","SEAPA_grid","Southeast","1612","14520","1153","0.11101928374655648","2331","23209","887","0.10043517600930674","0","0","0",NA,"3943","37729","2040","0.10450846828699409","EIA861","12","Wrangell",NA
"110","SR-21","331760","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","607.65040750000003","966.44200000000001","197","0.62875000000000003","499.03321625000007","793.69100000000003","45","0.62875000000000003","218.96030124999999","348.24699999999996","38","0.62875000000000003","1325.6439250000001","2108.38","274","0.62875000000000003","PCE","12","Aniak",NA
"111","SR-22","331260","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","82.274453999999992","148.64400000000001","39","0.55349999999999988","0","0","6",NA,"121.74232499999997","219.95","23","0.55349999999999988","204.01677899999996","368.59399999999999","68","0.55349999999999988","PCE","12","Anvik","Did not report any commercial sales."
"112","SR-23","331770","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","176.70099999999999","176.70099999999999","86","1","161.44399999999999","161.44399999999999","5","1","57.477000000000004","57.477000000000004","7","1","395.62199999999996","395.62199999999996","104","1","PCE","10","Arctic Village",NA
"113","SR-24","331750","Atka, City of","Atka","Atka_grid","Aleutians","59.996249999999989","95.993999999999986","31","0.625","90.91062500000001","145.45700000000002","8","0.625","53.430625000000006","85.489000000000004","24","0.625","204.33749999999998","326.94","64","0.62499999999999989","PCE","12","Atka",NA
"114","SR-25","331780","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","214.97182666666669","308.572","72","0.69666666666666677","207.68608666666671","298.11400000000003","9","0.69666666666666677","75.300610000000006","108.08699999999999","11","0.69666666666666677","497.9585233333334","714.77300000000002","92","0.69666666666666677","PCE","12","Atmautluak",NA
"115","SR-26","332360","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","133.448715725","603.68100000000004","61","0.22105833333333333","509.22179750833334","2303.5630000000001","52","0.22105833333333333","15.482925666666665","70.039999999999992","4","0.22105833333333333","658.15343890000008","2977.2840000000001","117","0.22105833333333336","PCE","12","Atqasuk",NA
"116","SR-27","331790","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","70.011000000000024","77.790000000000006","43","0.90000000000000024","90.056700000000021","100.06299999999999","8","0.90000000000000036","61.08030000000003","67.867000000000004","7","0.90000000000000036","221.14800000000008","245.72","58","0.90000000000000036","PCE","11","Beaver",NA
"117","SR-28","331800","Alaska Village Electric Cooperative","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","3756.7969090749989","10362.862999999999","1897","0.36252499999999993","5473.9737893999991","15099.575999999999","809","0.36252499999999999","5193.1195089749999","14324.859","133","0.36252499999999999","14423.890207449998","39787.297999999995","2839","0.36252499999999999","PCE","12","Bethel, Oscarville",NA
"118","SR-29","331060","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","71.052996000000007","99.51400000000001","30","0.71399999999999997","54.409655999999991","76.203999999999994","15","0.71399999999999997","226.828518","317.68700000000001","20","0.71399999999999997","352.29117000000002","493.40499999999997","65","0.71400000000000008","PCE","12","Bettles, Evansville",NA
"119","SR-3","0","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","93972.800000000003","479353","71615","0.19604091348129668","85817.3","535776","9675","0.16017384130681481","8148.2","57828","7","0.14090406031680155","187938.3","1072957","81297","0.1751592095489381","EIA861","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"120","SR-30","331810","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","27.499950000000002","23.913","15","1.1500000000000001","39.027550000000012","33.937000000000005","5","1.1500000000000001","39.285150000000009","34.161000000000001","4","1.1500000000000001","105.81265000000002","92.010999999999996","23","1.1500000000000004","PCE","12","Birch Creek",NA
"121","SR-31","331270","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","279.34616190000003","557.77200000000005","92","0.50082499999999996","11.664214249999999","23.29","10","0.50082499999999996","275.88946775000005","550.87000000000012","25","0.50082499999999996","566.89984390000006","1131.932","127","0.50082500000000008","PCE","12","Brevig Mission",NA
"122","SR-32","331820","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","217.35825650000001","458.46499999999997","106","0.47410000000000002","50.325240900000004","106.149","20","0.47410000000000002","81.063514399999988","170.98399999999998","27","0.47409999999999997","348.7470118","735.59799999999996","144","0.47410000000000002","PCE","8","Buckland",NA
"123","SR-33","331830","Gold Country Energy","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","186.93807680000003","265.68799999999999","142","0.70360000000000011","33.346418400000012","47.394000000000005","10","0.70360000000000011","39.259472800000005","55.798000000000002","6","0.70360000000000011","259.54396800000006","368.88","158","0.70360000000000023","PCE","12","Central",NA
"124","SR-34","331840","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","52.431145454545444","59.457999999999991","46","0.88181818181818172","40.768218181818177","46.231999999999999","6","0.88181818181818172","94.33426363636363","106.977","15","0.88181818181818172","187.53362727272724","212.667","68","0.88181818181818172","PCE","11","Chalkyitsik",NA
"125","SR-35","332310","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","256.18626000000012","517.54800000000012","114","0.49500000000000011","79.907850000000025","161.43","12","0.49500000000000011","315.02097000000003","636.40599999999995","39","0.49500000000000011","651.11508000000026","1315.384","168","0.49500000000000022","PCE","12","Chefornak",NA
"126","SR-36","331850","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","50.538670000000003","75.998000000000005","25","0.66500000000000004","51.935834999999997","78.09899999999999","17","0.66500000000000004","38.802084999999998","58.348999999999997","13","0.66500000000000004","141.27659","212.44599999999997","55","0.66500000000000004","PCE","12","Chenega Bay",NA
"127","SR-37","331280","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","506.48198947499986","973.48899999999992","211","0.52027499999999993","102.61748017500001","197.23700000000005","19","0.52027499999999993","608.98969162499998","1170.5150000000001","30","0.52027499999999993","1218.0891612749997","2341.241","259","0.52027499999999982","PCE","12","Chevak",NA
"128","SR-38","331860","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","73.565440000000024","176.84","60","0.41600000000000009","181.50953600000003","436.32099999999997","44","0.41600000000000009","48.813024000000013","117.33900000000001","11","0.41600000000000004","303.88800000000003","730.49999999999989","109","0.41600000000000009","PCE","12","Chignik",NA
"129","SR-39","331870","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","162.005","259.20799999999997","78","0.625","73.394374999999997","117.431","8","0.625","41.730625000000003","66.769000000000005","8","0.625","277.13","443.40800000000002","96","0.625","PCE","6","Chignik Lagoon",NA
"130","SR-4","0","Golden Valley Electric Assn Inc","Fairbanks","Railbelt_grid","Railbelt","68513.7","269185","39244","0.25452272600627818","29117.4","122837","6605","0.23704095671499631","148474.6","812967","527","0.18263299740333863","246105.7","1204989","46376","0.20423895985772486","EIA861","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"131","SR-40","331880","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","110.29509166666664","129.505","49","0.85166666666666646","46.13818999999998","54.173999999999992","4","0.85166666666666646","77.958159999999978","91.536000000000001","10","0.85166666666666646","234.39144166666659","275.21499999999997","64","0.85166666666666646","PCE","12","Chignik Lake",NA
"132","SR-41","332660","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","384.25105828333335","657.24199999999996","214","0.58464166666666673","203.4225600666667","347.94400000000002","24","0.58464166666666673","33.358484216666675","57.058000000000007","18","0.58464166666666673","621.03210256666671","1062.2439999999999","255","0.58464166666666673","PCE","12","Chilkat Valley",NA
"133","SR-42","331070","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","97.896846449999984","150.46199999999999","49","0.65064166666666656","99.232613791666637","152.51499999999999","19","0.65064166666666656","13.565228108333329","20.848999999999997","2","0.65064166666666656","210.69468834999995","323.82600000000002","70","0.65064166666666645","PCE","12","Chistochina",NA
"134","SR-43","331890","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","74.486750000000001","109.00499999999998","46","0.68333333333333346","147.58975000000001","215.98499999999999","34","0.68333333333333346","23.150650000000002","33.878999999999998","6","0.68333333333333346","245.22715000000002","358.86899999999991","82","0.68333333333333357","PCE","12","Chitina",NA
"135","SR-44","332230","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","92.265365499999987","80.780999999999992","32","1.1421666666666666","71.857131500000008","62.913000000000011","4","1.1421666666666666","67.783023","59.346000000000004","13","1.1421666666666666","231.90551999999997","203.04000000000002","49","1.1421666666666663","PCE","4","Chuathbaluk",NA
"136","SR-45","331900","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","93.469817324999994","122.09099999999999","42","0.76557500000000001","43.584950325000001","56.930999999999997","6","0.76557500000000001","135.05355460000001","176.40800000000002","11","0.76557500000000001","272.10832225000001","355.42999999999995","57","0.76557500000000012","PCE","12","Circle",NA
"137","SR-46","331910","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","136.642","124.22","42","1.0999999999999999","82.67819999999999","75.162000000000006","15","1.0999999999999999","54.883399999999995","49.893999999999998","11","1.0999999999999999","274.20359999999999","249.27600000000001","63","1.0999999999999999","PCE","3","Clark's Point",NA
"138","SR-47","331080","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","200.82840266666668","701.86999999999989","179","0.28613333333333341","33.08559733333334","115.63","42","0.28613333333333341","58.096798133333344","203.041","20","0.28613333333333341","292.01079813333337","1020.5409999999999","239","0.28613333333333341","PCE","12","Coffman Cove",NA
"139","SR-48","331980","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","100.89692029166665","151.14699999999999","38","0.66754166666666659","644.99477933333333","966.22400000000005","31","0.66754166666666659","516.65188341666658","773.96199999999999","56","0.66754166666666659","1262.5435830416666","1891.3330000000001","119","0.66754166666666659","PCE","12","Cold Bay",NA
"140","SR-49","331920","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","1799.5422996666664","4752.9399999999996","969","0.37861666666666666","6192.050306416666","16354.404999999999","629","0.37861666666666666","1555.8820293666668","4109.3860000000004","106","0.37861666666666666","9547.4746354499985","25216.731","1701","0.3786166666666666","PCE","12","Cordova, Eyak",NA
"141","SR-5","0","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","44624.7","165641","27681","0.2694061252950658","38235.800000000003","163466","4108","0.23390674513354462","14121.5","123091","25","0.11472406593495869","96982","452198","31814","0.21446799853161669","EIA861","12","In addition to Homer, the HEA service area includes 29 other communities",NA
"142","SR-50","331090","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","995.80531065000025","3480.4169999999999","695","0.28611666666666674","1113.313711766667","3891.1180000000004","315","0.28611666666666674","548.1943832333335","1915.982","66","0.28611666666666674","2657.3134056500007","9287.5169999999998","1062","0.28611666666666674","PCE","12","Craig",NA
"143","SR-51","332240","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","89.282541966666685","83.078000000000003","33","1.0746833333333334","103.34369870000002","96.162000000000006","10","1.0746833333333334","39.320513800000008","36.588000000000001","6","1.0746833333333334","231.9467544666667","215.82800000000003","49","1.0746833333333334","PCE","3","Crooked Creek",NA
"144","SR-52","332060","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","144.00095410909091","212.85599999999999","53","0.6765181818181818","170.78498544545454","252.447","11","0.6765181818181818","79.739845054545455","117.86799999999999","11","0.67651818181818191","394.52578460909092","583.17099999999994","77","0.67651818181818191","PCE","11","Deering",NA
"145","SR-53","332430","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","2148.8279979916665","5093.317","1013","0.42189166666666661","4554.575364233332","10795.603999999999","411","0.42189166666666655","801.30474898333307","1899.3139999999999","107","0.42189166666666655","7504.7081112083324","17788.235000000001","1530","0.42189166666666661","PCE","12","Dillingham, Aleknagik",NA
"146","SR-54","331930","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","86.485100000000003","133.054","39","0.65","86.167900000000003","132.566","11","0.65","10.27065","15.801","5","0.65","182.92365000000001","281.42099999999999","57","0.65","PCE","8","Diomede",NA
"147","SR-55","331100","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","38.251845041666655","84.667000000000002","25","0.45179166666666654","71.126465666666647","157.43200000000002","15","0.45179166666666648","56.401219874999974","124.839","6","0.45179166666666648","165.77953058333327","366.93799999999999","45","0.45179166666666648","PCE","12","Dot Lake, Dot Lake Village",NA
"148","SR-56","331110","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","212.23335411666667","320.68300000000005","142","0.66181666666666661","87.265822033333322","131.858","16","0.66181666666666661","161.74137516666664","244.39","30","0.66181666666666661","461.2405513166666","696.93100000000004","186","0.6618166666666665","PCE","12","Eagle, Eagle Village",NA
"149","SR-57","331290","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","231.66342249999994","445.09999999999997","112","0.52047499999999991","53.838454474999992","103.441","16","0.52047499999999991","193.27578887499999","371.34500000000003","18","0.52047499999999991","478.77766584999995","919.88599999999997","144","0.52047499999999991","PCE","12","Eek",NA
"150","SR-58","331940","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","100.03370000000002","153.898","66","0.65000000000000013","183.36825000000005","282.10500000000002","22","0.65000000000000013","81.434600000000017","125.28399999999999","23","0.65000000000000013","364.83655000000005","561.28700000000003","128","0.65","PCE","12","Egegik",NA
"151","SR-59","331950","Alaska Village Electric Cooperative","Ekwok","New_Stuyahok_grid","Bristol Bay","119.68971299999995","213.97999999999996","52","0.5593499999999999","0","0","17",NA,"109.72377404999999","196.16300000000001","15","0.5593499999999999","229.41348704999996","410.14299999999992","78","0.55935000000000001","PCE","12","Ekwok","Did not report any commercial sales."
"152","SR-6","0","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","7983.9","71947","6491","0.11096918565054832","7707.9","73498","1331","0.10487224142153527","2099.6999999999998","22389","16","9.3782661128232608E-2","17791.5","167834","7838","0.10600653026204464","EIA861","12","Ketchikan, Saxman",NA
"153","SR-60","331960","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","73.509057166666665","120.62200000000001","47","0.60941666666666661","86.582263499999996","142.07400000000001","28","0.60941666666666661","6.6072954999999993","10.842000000000001","7","0.60941666666666661","166.69861616666668","273.53800000000001","81","0.60941666666666672","PCE","12","Elfin Cove",NA
"154","SR-61","331300","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","263.45370012500007","505.01499999999999","94","0.52167500000000011","92.181015850000023","176.702","16","0.52167500000000011","291.80777972500005","559.36699999999996","29","0.52167500000000011","647.44249570000011","1241.0840000000001","138","0.52167500000000011","PCE","12","Elim",NA
"155","SR-62","331310","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","535.84552780000024","1048.7240000000002","221","0.51095000000000013","570.08990775000007","1115.7449999999999","34","0.51095000000000013","804.2225262500001","1573.9749999999999","56","0.51095000000000013","1910.1579618000005","3738.444","308","0.51095000000000013","PCE","12","Emmonak",NA
"156","SR-63","331970","False Pass, City of","False Pass","False Pass_grid","Aleutians","28.933361150000007","66.777000000000001","30","0.43328333333333341","65.539736850000011","151.26300000000001","16","0.43328333333333341","19.7083257","45.48599999999999","15","0.43328333333333341","114.18142370000002","263.52600000000001","62","0.43328333333333341","PCE","6","False Pass",NA
"157","SR-64","332020","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","653.42420588333346","992.31700000000001","276","0.65848333333333342","499.73682981666678","758.92100000000005","60","0.65848333333333342","439.78258080000012","667.87200000000007","37","0.65848333333333342","1592.9436165000002","2419.1099999999997","372","0.65848333333333353","PCE","12","Fort Yukon",NA
"158","SR-65","331990","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","530.06470500000012","837.3850000000001","206","0.63300000000000012","2035.2019770000004","3215.1689999999999","139","0.63300000000000012","628.08849545454564","992.24090909090921","56","0.63300000000000012","3193.3551774545463","5044.7949090909096","386","0.63300000000000012","PCE","12","Galena",NA
"159","SR-66","331320","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","395.73425155000012","754.60599999999999","164","0.52442500000000014","86.957531375000016","165.815","21","0.52442500000000014","462.77412142500003","882.4409999999998","44","0.52442500000000014","945.46590435000007","1802.8620000000001","222","0.52442500000000003","PCE","12","Gambell",NA
"160","SR-67","332000","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","103.08867999999998","271.286","51","0.37999999999999995","199.58245999999997","525.21699999999998","40","0.37999999999999995","66.054640000000006","173.82800000000003","17","0.37999999999999995","368.72577999999999","970.33100000000002","108","0.38","PCE","12","Golovin",NA
"161","SR-68","331330","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","209.23117967499994","405.70299999999997","82","0.51572499999999988","27.456683274999996","53.239000000000004","6","0.51572499999999988","120.05613847499998","232.79100000000003","16","0.51572499999999988","356.74400142499991","691.73300000000006","104","0.51572499999999977","PCE","12","Goodnews Bay",NA
"162","SR-69","331340","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","140.2116","264.8","72","0.52949999999999997","17.083788000000002","32.264000000000003","12","0.52949999999999997","164.9344845","311.49099999999999","18","0.52949999999999997","322.2298725","608.55500000000006","99","0.52949999999999997","PCE","12","Grayling",NA
"163","SR-7","0","Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","6134","35154","4797","0.17448938954315299","3563","20921","1044","0.17030734668514888","12914","81640","107","0.15818226359627632","22611","137715","5948","0.16418690774425443","EIA861","12","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",NA
"164","SR-70","332010","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","557.9886896999999","1257.5809999999999","483","0.44369999999999998","213.86473109999997","482.00299999999999","87","0.44369999999999993","108.42963119999997","244.37599999999998","28","0.44369999999999993","880.28305199999977","1983.9599999999998","592","0.44369999999999993","PCE","12","Gustavus",NA
