"Plant ID","PCE ID","Utility Name","Plant Name","Community Name","Intertie Name","Energy Region","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Net Generation MWh","Fuel Use","Estimated Average Heat Content","Source","Number of monthly records","Communities connected to plant","Notes"
"P103",NA,"Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Anchorage","Railbelt_grid","Railbelt","DFO","CA","27.451327800000001",NA,"73.150000000000006",NA,NA,"8.0259999999999998",NA,"0.13800000000000001","EIA923","24","Includes ML&P's sevice territory",NA
"P103",NA,"Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Anchorage","Railbelt_grid","Railbelt","NG","GT","205.21800000000002","16476","53.06","874.21656000000007","1.2455571740713767E-2","60","16476","1","EIA923","24","Includes ML&P's sevice territory",NA
"P103",NA,"Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Anchorage","Railbelt_grid","Railbelt","NG","CT","2298623.8370042997","7059637","53.06","374584.33922000002","0.32560085412384515","672053.28099999996","7059637","1","EIA923","24","Includes ML&P's sevice territory",NA
"P103",NA,"Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Anchorage","Railbelt_grid","Railbelt","NG","CA","585473.18387219997",NA,"53.06",NA,NA,"171175.97399999999",NA,NA,"EIA923","24","Includes ML&P's sevice territory",NA
"P105","331760","Aniak Light & Power","Aniak","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","DFO","IC","8832.2406900000005","28022.499999999996","73.150000000000006","2049.845875","0.31518389472745123","2582.3000000000002","203061","0.1380004038195419","PCE","12","Aniak",NA
"P106","331770","Arctic Village Electric Company","Arctic Village","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1640.9710122000001","6053.1","73.150000000000006","442.78426500000006","0.27109596937106606","479.774","43862","0.13800328302402992","PCE","9","Arctic Village",NA
"P107","331750","Atka, City of","Atka","Atka","Atka_grid","Aleutians","DFO","IC","192.49790429999999","746.59999999999991","73.150000000000006","54.613790000000002","0.25783271403696761","56.280999999999992","5410","0.13800369685767097","PCE","11","Atka",NA
"P107","331750","Atka, City of","Atka","Atka","Atka_grid","Aleutians","WAT","HY","1234.9403585999999",NA,NA,NA,NA,"361.06199999999995",NA,NA,"PCE","11","Atka",NA
"P108","331780","Atmautluak Tribal Utilities","Atmautluak","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","DFO","IC","2085.5587076999996","6734.8","73.150000000000006","492.65062000000006","0.30966898908653551","609.7589999999999","48803","0.1379997131323894","PCE","10","Atmautluak",NA
"P109",NA,"Aurora Energy LLC","Aurora Energy LLC Chena","Fairbanks","Railbelt_grid","Railbelt","SUB","ST","608194.32570000004","2244198","97.17","218068.71966","0.27100742701847164","177819","148123","15.150908366695246","EIA923","12","Includes GVEA's sevice territory",NA
"P110",NA,"Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik","Utqiagvik_grid","North Slope","DFO","GT","6.5293527000000005","29","73.150000000000006","2.1213500000000005","0.2251500931034483","1.909","210","0.1380952380952381","EIA923","12","Utqiagvik",NA
"P110",NA,"Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik","Utqiagvik_grid","North Slope","NG","GT","165033.20654729998","758081","53.06","40223.777860000002","0.21769864506207118","48251.090999999993","758081","1","EIA923","12","Utqiagvik",NA
"P111","331790","Beaver Joint Utilities","Beaver","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","461.93887740000008","1946.3000000000002","73.150000000000006","142.37184500000004","0.23734207336998409","135.05800000000002","14104","0.13799631310266591","PCE","5","Beaver",NA
"P112","331810","Birch Creek Electric Company","Birch Creek","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","369.11877600000003","1515.1000000000001","73.150000000000006","110.82956500000002","0.24362667546696587","107.92","10979","0.13799981783404683","PCE","12","Birch Creek",NA
"P113","331820","Buckland, City of","Buckland","Buckland","Buckland_grid","Northwest Arctic","DFO","IC","3641.4565980000002","11035.199999999999","73.150000000000006","807.22487999999998","0.32998555513266642","1064.6600000000001","79966","0.13799864942600604","PCE","8","Buckland",NA
"P113","331820","Buckland, City of","Buckland","Buckland","Buckland_grid","Northwest Arctic","WND","WT","168.60710879999999",NA,NA,NA,NA,"49.295999999999999",NA,NA,"PCE","8","Buckland",NA
"P114","331840","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","989.45205609319396","3636.9","73.150000000000006","266.03923500000002","0.27205918669559076","289.28809054562288","26354","0.13800182135539196","PCE","10","Chalkyitsik",NA
"P115","331850","Chenega Ira Council","Chenega Bay","Chenega Bay","Chenega_grid","Copper River/Chugach","DFO","IC","843.00134100000014","3904.2999999999997","73.150000000000006","285.59954499999998","0.21591612862741086","246.47000000000003","28291","0.13800501926407691","PCE","12","Chenega Bay",NA
"P116","331870","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","DFO","IC","562.90613339999993","2052","73.150000000000006","150.10380000000001","0.27432072777777772","164.57799999999997","14869","0.13800524581343734","PCE","11","Chignik Lagoon",NA
"P116","331870","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","WAT","HY","1618.0960458",NA,NA,NA,NA,"473.08599999999996",NA,NA,"PCE","11","Chignik Lagoon",NA
"P117","331880","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake","Chignik Lake_grid","Bristol Bay","DFO","IC","1070.0442753","4436.6000000000004","73.150000000000006","324.53729000000004","0.24118565462290942","312.851","32149","0.1380011819963296","PCE","12","Chignik Lake",NA
"P118","331860","Chignik, City of","Chignik","Chignik","Chignik_grid","Bristol Bay","DFO","IC","2902.519789069861","8003.0999999999995","73.150000000000006","585.42676500000005","0.36267443728928306","848.61555684292637","57993","0.13800113806838754","PCE","12","Chignik",NA
"P119","331890","Chitina Electric Inc","Chitina","Chitina","Chitina_grid","Copper River/Chugach","DFO","IC","1492.3692380999998","5113.3999999999996","73.150000000000006","374.04521","0.29185458561817967","436.32699999999994","37054","0.13799859664273761","PCE","12","Chitina",NA
"P120",NA,"Chugach Electric Assn Inc","Beluga","Anchorage","Railbelt_grid","Railbelt","NG","GT","129396.7896","706081","53.06","37464.657859999999","0.18326054602800529","37832","706081","1","EIA923","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"P121",NA,"Chugach Electric Assn Inc","Cooper Lake","Anchorage","Railbelt_grid","Railbelt","WAT","HY","204643.38959999999",NA,NA,NA,NA,"59832",NA,NA,"EIA923","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"P122",NA,"Chugach Electric Assn Inc","International","Anchorage","Railbelt_grid","Railbelt","NG","GT","-2572.0655999999999","5735","53.06","304.29910000000001","-0.44848571926765474","-751.99999999999989","5735","1","EIA923","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"P123",NA,"Chugach Electric Assn Inc","Southcentral Power Project","Anchorage","Railbelt_grid","Railbelt","NG","CA","643207.93680000002","0","53.06",NA,NA,"188056","0",NA,"EIA923","24","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"P123",NA,"Chugach Electric Assn Inc","Southcentral Power Project","Anchorage","Railbelt_grid","Railbelt","NG","CT","2145584.9727000003","6365167","53.06","337735.76102000003","0.33708227493481324","627309","6365167","1","EIA923","24","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"P124","331900","Circle Electric Utility","Circle","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1333.2329399999999","5032.2","73.150000000000006","368.10543000000001","0.26494037200429232","389.79999999999995","36466","0.1379970383370811","PCE","12","Circle",NA
"P239",NA,"City of Seward - (AK)","Seward","Seward","Railbelt_grid","Railbelt","DFO","IC","492.52320000000003","1918.6000000000001","73.150000000000006","140.34559000000002","0.25670968414468881","144","13902","0.13800891957991657","EIA923","12","The City of Seward service area includes the communities of Crown Point, Primrose, Bear Creek and Lowell Point.",NA
"P125","331910","Clark's Point, City of","Clark's Point","Clark's Point","Clark's Point_grid","Bristol Bay","DFO","IC","1012.6151951548134","4557.5","73.150000000000006","333.381125","0.22218654858032108","296.06034416712373","33026","0.13799733543268938","PCE","12","Clark's Point",NA
"P126",NA,"Copper Valley Elec Assn, Inc","Allison Creek Hydro","Valdez","CopperValley_grid","Copper River/Chugach","WAT","HY","78930.263100000011",NA,NA,NA,NA,"23077.000000000004",NA,NA,"EIA923","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"P127",NA,"Copper Valley Elec Assn, Inc","Glennallen","Valdez","CopperValley_grid","Copper River/Chugach","DFO","IC","33046.938600000009","96178.699999999983","73.150000000000006","7035.4719049999994","0.34359934788055996","9662.0000000000018","696948","0.13799982208141781","EIA923","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"P128",NA,"Copper Valley Elec Assn, Inc","Solomon Gulch","Valdez","CopperValley_grid","Copper River/Chugach","WAT","HY","143950.1661",NA,NA,NA,NA,"42087",NA,NA,"EIA923","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"P129",NA,"Copper Valley Elec Assn, Inc","Valdez","Valdez","CopperValley_grid","Copper River/Chugach","DFO","GT","3037.2264","13464.1","73.150000000000006","984.8989150000001","0.22557960799459303","888","97566","0.13799991800422279","EIA923","13","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"P130",NA,"Copper Valley Elec Assn, Inc","Valdez Cogen","Valdez","CopperValley_grid","Copper River/Chugach","WO","GT","58121.157900000006","164079","71.28","11695.551120000002","0.35422667068911928","16993","1491630","0.10999979887773778","EIA923","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"P132","331920","Cordova Electric Cooperative","Humpback Creek","Cordova","Cordova_grid","Copper River/Chugach","WAT","HY","11174.1201",NA,NA,NA,NA,"3267",NA,NA,"EIA923","12","Cordova, Eyak",NA
"P133","331920","Cordova Electric Cooperative","Orca","Cordova","Cordova_grid","Copper River/Chugach","DFO","IC","24013.926299999999","72368.999999999985","73.150000000000006","5293.7923499999997","0.33182614517265685","7021","524412","0.1380002745932587","EIA923","12","Cordova, Eyak",NA
"P134","331920","Cordova Electric Cooperative","Power Creek","Cordova","Cordova_grid","Copper River/Chugach","WAT","HY","51889.371299999999",NA,NA,NA,NA,"15171",NA,NA,"EIA923","12","Cordova, Eyak",NA
"P135","331930","Diomede Joint Utilities","Diomede","Diomede","Diomede_grid","Bering Straits","DFO","IC","768.32068374791652","3021.7","73.150000000000006","221.03735500000002","0.25426769161330265","224.6354658211024","21896","0.13800237486298866","PCE","6","Diomede",NA
"P136",NA,"Doyon Utilities - Fort Greely","Fort Greely Power Plant","Fort Greely","Railbelt_grid","Railbelt","DFO","IC","237.98447400000001","614.69999999999993","73.150000000000006","44.965305000000001","0.3871554807223036","69.58","4452","0.13807277628032344","EIA923","12","Fort Greely",NA
"P137",NA,"Doyon Utilities - Ft. Wainwright","Utility Plants Section","Fort Wainwright","Railbelt_grid","Railbelt","SUB","ST","308432.39309999999","786014","97.17","76376.980379999994","0.39240063548486415","90177","52209","15.055143749162022","EIA923","12","Fort Wainwright",NA
"P138",NA,"Doyon Utilities, LLC","JBER Landfill Gas Power Plant","JBER","Railbelt_grid","Railbelt","LFG","IC","145992.54352020001","426870","53.06","22649.7222","0.34200703614730482","42684.133999999998","800876","0.53300386077245421","EIA923","12","JBER",NA
"P138",NA,"Doyon Utilities, LLC","JBER Landfill Gas Power Plant","JBER","Railbelt_grid","Railbelt","NG","IC","902.50087980000001","2605","53.06","138.22130000000001","0.34644947401151632","263.86599999999999","2554","1.0199686765857479","EIA923","12","JBER",NA
"P139","331940","Egegik Light & Power Co","Egegik","Egegik","Egegik_grid","Bristol Bay","DFO","IC","2145.6157553999997","7317.0999999999985","73.150000000000006","535.24586499999998","0.29323307805004717","627.31799999999987","53023","0.13799860437923162","PCE","12","Egegik",NA
"P140","331960","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove","Elfin Cove_grid","Southeast","DFO","IC","1152.6582014999999","3751.6000000000004","73.150000000000006","274.42954000000003","0.30724442944343744","337.00499999999994","27185","0.13800257494942064","PCE","12","Elfin Cove",NA
"P141","331970","False Pass, City of","False Pass","False Pass","False Pass_grid","Aleutians","DFO","IC","1152.9489270000001","3670.9","73.150000000000006","268.52633500000002","0.31407799912827922","337.09000000000003","26601","0.1379985714822751","PCE","6","False Pass",NA
"P142",NA,"Fire Island Wind LLC","Fire Island Wind","Anchorage","Railbelt_grid","Railbelt","WND","WT","177270.72869999998","472577","0","0","0.37511501554244064","51828.999999999993","0",NA,"EIA923","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"P143","331980","G & K Inc","Cold Bay","Cold Bay","Cold Bay_grid","Aleutians","DFO","IC","8251.4498079000005","25509.5","73.150000000000006","1866.0199250000001","0.32346576012465944","2412.4929999999999","184850","0.1380010819583446","PCE","12","Cold Bay",NA
"P144","331990","Galena, City of","Galena Electric Utility","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","19911.919466400002","58902.5","73.150000000000006","4308.7178750000003","0.3380488004142439","5821.6880000000001","426828","0.13800055291592866","PCE","12","Galena",NA
"P145","331830","Gold Country Energy","Central","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1655.6680413000001","5883","73.150000000000006","430.34145000000001","0.28143260943396231","484.07100000000003","42631","0.13799817034552322","PCE","12","Central",NA
"P146",NA,"Golden Valley Elec Assn Inc","Battery Energy Storage System","Fairbanks","Railbelt_grid","Railbelt","MWH","BA","-8304.4884000000002",NA,NA,NA,NA,"-2428","2666",NA,"EIA923","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P147",NA,"Golden Valley Elec Assn Inc","Delta Power","Fairbanks","Railbelt_grid","Railbelt","DFO","GT","-601.97279999999989","0","73.150000000000006",NA,NA,"-175.99999999999997","0",NA,"EIA923","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P148",NA,"Golden Valley Elec Assn Inc","Eva Creek Wind","Fairbanks","Railbelt_grid","Railbelt","WND","WT","224077.53420000002","597357","0","0","0.37511493830322573","65514.000000000007","0",NA,"EIA923","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P149",NA,"Golden Valley Elec Assn Inc","Fairbanks","Fairbanks","Railbelt_grid","Railbelt","DFO","IC","-424.11720000000003","23.2","73.150000000000006","1.6970800000000001","-18.280913793103451","-124","168","0.1380952380952381","EIA923","24","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P149",NA,"Golden Valley Elec Assn Inc","Fairbanks","Fairbanks","Railbelt_grid","Railbelt","DFO","GT","13855.635299999998","96004.799999999988","73.150000000000006","7022.7511199999999","0.14432231825908703","4050.9999999999995","695688","0.13799979301065993","EIA923","24","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P150",NA,"Golden Valley Elec Assn Inc","Healy","Fairbanks","Railbelt_grid","Railbelt","DFO","ST","18379.450631100004","82262.7","73.150000000000006","6017.5165049999996","0.22342386806049405","5373.6370000000006","596106","0.13800012078388743","EIA923","24","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P150",NA,"Golden Valley Elec Assn Inc","Healy","Fairbanks","Railbelt_grid","Railbelt","LIG","ST","579747.04416330007","2452662","105.4","258510.5748","0.23637461833848286","169501.81100000002","157222","15.599992367480379","EIA923","24","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P150",NA,"Golden Valley Elec Assn Inc","Healy","Fairbanks","Railbelt_grid","Railbelt","WC","ST","299582.54470560007","1255111","95.52","119888.20272","0.23869007976633147","87589.552000000011","102878","12.199994167849297","EIA923","24","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P151",NA,"Golden Valley Elec Assn Inc","North Pole","Fairbanks","Railbelt_grid","Railbelt","DFO","CA","8309.0100366000006","0","73.150000000000006","0",NA,"2429.3220000000001","0",NA,"EIA923","36","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P151",NA,"Golden Valley Elec Assn Inc","North Pole","Fairbanks","Railbelt_grid","Railbelt","DFO","CT","34706.666537400008","113375.5","73.150000000000006","8293.4178250000004","0.30612139780993253","10147.258000000002","821562","0.13799993183715897","EIA923","36","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P151",NA,"Golden Valley Elec Assn Inc","North Pole","Fairbanks","Railbelt_grid","Railbelt","DFO","GT","310405.90620000003","1225622.3","73.150000000000006","89654.271245000011","0.25326391841923895","90754","8881320","0.13800001576342255","EIA923","36","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P151",NA,"Golden Valley Elec Assn Inc","North Pole","Fairbanks","Railbelt_grid","Railbelt","WO","CT","747238.89916260005","2299460","71.28","163905.50880000001","0.324962773504475","218471.742","20120268","0.11428575404661608","EIA923","36","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P151",NA,"Golden Valley Elec Assn Inc","North Pole","Fairbanks","Railbelt_grid","Railbelt","WO","CA","162285.29306339999",NA,"71.28","0",NA,"47447.677999999993",NA,NA,"EIA923","36","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"P153","332000","Golovin Power Utilities","Golovin","Golovin","Golovin_grid","Bering Straits","DFO","IC","3199.1557413743622","10280.300000000001","73.150000000000006","752.00394500000016","0.31119283886407612","935.34360768773558","74494","0.13800171825918867","PCE","11","Golovin",NA
"P154","332020","Gwitchyaa Zhee Utilities Company","Gwitchyaa Zhee","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","10625.572385999998","29085.3","73.150000000000006","2127.5896950000001","0.3653244898969582","3106.6199999999994","210763","0.13800002846799486","PCE","12","Fort Yukon",NA
"P156",NA,"Homer Electric Assn Inc","Bradley Lake","Homer","Railbelt_grid","Railbelt","WAT","HY","1383439.5236999998",NA,NA,NA,NA,"404478.99999999994",NA,NA,"EIA923","12","Includes HEA service territory",NA
"P157",NA,"Homer Electric Assn Inc","Nikiski Co-Generation","Homer","Railbelt_grid","Railbelt","NG","CA","482618.01120000001","117560","53.06","6237.7336000000005","4.1052910105478055","141104","117092","1.003996857172138","EIA923","24","Includes HEA service territory",NA
"P157",NA,"Homer Electric Assn Inc","Nikiski Co-Generation","Homer","Railbelt_grid","Railbelt","NG","CT","901727.89199999999","3463662","53.06","183781.90572000001","0.26033945921975066","263640","3449863","1.0039998689803045","EIA923","24","Includes HEA service territory",NA
"P158",NA,"Homer Electric Assn Inc","Seldovia","Homer","Railbelt_grid","Railbelt","DFO","IC","290.72550000000001","1048.6000000000001","73.150000000000006","76.705090000000013","0.27725109670036235","85","7602","0.13793738489871088","EIA923","12","Includes HEA service territory",NA
"P159",NA,"Homer Electric Assn Inc","Soldotna","Homer","Railbelt_grid","Railbelt","NG","GT","81252.646800000017","280780","53.06","14898.186800000001","0.28938188902343476","23756.000000000004","279659","1.0040084531518743","EIA923","12","Includes HEA service territory",NA
"P160","332030","Hughes Power & Light","Hughes","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","1514.2420566000001","6109.7","73.150000000000006","446.924555","0.24784229284580259","442.72200000000004","44272","0.13800370437296711","PCE","12","Hughes",NA
"P161","332040","Igiugig Electric Company","Igiugig","Igiugig","Igiugig_grid","Bristol Bay","DFO","IC","1101.712833","3372.7999999999997","73.150000000000006","246.72032000000002","0.32664635703273248","322.11","24440","0.13800327332242224","PCE","12","Igiugig",NA
"P162","332050","I-N-N Electric Coop, Inc","Newhalen","Iliamna","Newhalen_grid","Bristol Bay","DFO","IC","279.13068300000003","851.40000000000009","73.150000000000006","62.279910000000008","0.32784905214940097","81.61","6170","0.13799027552674231","PCE","9","Iliamna, Newhalen, Nondalton",NA
"P162","332050","I-N-N Electric Coop, Inc","Newhalen","Iliamna","Newhalen_grid","Bristol Bay","WAT","HY","12407.035641",NA,NA,NA,NA,"3627.4700000000003",NA,NA,"PCE","9","Iliamna, Newhalen, Nondalton",NA
"P163","332650","Inside Passage Electric","Angoon","Angoon","Angoon_grid","Southeast","DFO","IC","6060.7510782000008","17531.199999999997","73.150000000000006","1282.4072799999999","0.3457122774367985","1771.9940000000001","127038","0.13799965364694025","PCE","12","Angoon",NA
"P166","332660","Inside Passage Electric","Chilkat Valley","Chilkat Valley","UpperLynnCanal_grid","Southeast","WAT","HY","3036.4055280000002",NA,NA,NA,NA,"887.76",NA,NA,"PCE","12","Haines, Covenant Life; Klukwan; Chilkat Valley; Skagway",NA
"P164","332670","Inside Passage Electric","Hoonah","Hoonah","Hoonah_grid","Southeast","DFO","IC","12848.750284500004","36989","73.150000000000006","2705.7453500000001","0.34736679241125751","3756.6150000000007","268036","0.13800011938694803","PCE","12","Hoonah",NA
"P164","332670","Inside Passage Electric","Hoonah","Hoonah","Hoonah_grid","Southeast","WAT","HY","2529.3528936000007",NA,NA,NA,NA,"739.51200000000017",NA,NA,"PCE","12","Hoonah",NA
"P165","332680","Inside Passage Electric","Kake","Kake","Kake_grid","Southeast","DFO","IC","7621.3553012999992","21219.000000000004","73.150000000000006","1552.1698500000002","0.35917598856213762","2228.2709999999997","153761","0.13799988293520465","PCE","12","Kake",NA
"P169","332060","Ipnatchiaq Electric Company","Deering","Deering","Deering_grid","Northwest Arctic","DFO","IC","1887.8003820000004","6044.9000000000005","73.150000000000006","442.18443500000006","0.31229637909642843","551.94000000000005","43804","0.13799881289379967","PCE","11","Deering",NA
"P169","332060","Ipnatchiaq Electric Company","Deering","Deering","Deering_grid","Northwest Arctic","WND","WT","275.61119430000002",NA,NA,NA,NA,"80.581000000000003",NA,NA,"PCE","11","Deering",NA
"P171",NA,"Ketchikan Public Utilities","Beaver Falls","Ketchikan","SEAPA_grid","Southeast","WAT","HY","113930.193",NA,NA,NA,NA,"33310",NA,NA,"EIA923","12","Includes KEA's sevice territory",NA
"P172",NA,"Ketchikan Public Utilities","Ketchikan","Ketchikan","SEAPA_grid","Southeast","WAT","HY","53838.94230000001",NA,NA,NA,NA,"15741.000000000002",NA,NA,"EIA923","12","Includes KEA's sevice territory",NA
"P173",NA,"Ketchikan Public Utilities","S W Bailey","Ketchikan","SEAPA_grid","Southeast","DFO","IC","63665.464199999988","186863.4","73.150000000000006","13669.057710000001","0.34070590709577153","18613.999999999996","1354080","0.13800026586316907","EIA923","12","Includes KEA's sevice territory",NA
"P174",NA,"Ketchikan Public Utilities","Silvis","Ketchikan","SEAPA_grid","Southeast","WAT","HY","31538.586300000003",NA,NA,NA,NA,"9221",NA,NA,"EIA923","12","Includes KEA's sevice territory",NA
"P176",NA,"Ketchikan Public Utilities","Whitman","Ketchikan","SEAPA_grid","Southeast","WAT","HY","23935.259399999999",NA,NA,NA,NA,"6997.9999999999991",NA,NA,"EIA923","12","Includes KEA's sevice territory",NA
"P178","332080","Kipnuk Light Plant","Kipnuk","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","DFO","IC","5916.982188","13013.299999999997","73.150000000000006","951.92289499999993","0.45468729592032775","1729.9599999999998","94299","0.13800040297352037","PCE","10","Kipnuk",NA
"P180",NA,"Kodiak Electric Assn Inc","ESS Battery Microgrid","Kodiak","Kodiak_grid","Kodiak","MWH","BA","-820.87200000000007",NA,NA,NA,NA,"-240.00000000000003","245",NA,"EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P181",NA,"Kodiak Electric Assn Inc","Flywheel Energy Storage System Microgrid","Kodiak","Kodiak_grid","Kodiak","MWH","FW","-1169.7426000000003",NA,NA,NA,NA,"-342.00000000000006","413",NA,"EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P182",NA,"Kodiak Electric Assn Inc","Kodiak Microgrid","Kodiak","Kodiak_grid","Kodiak","DFO","IC","253.10220000000001","10757.3","73.150000000000006","786.89649499999996","2.3528413263551266E-2","74","77952","0.13799902504105088","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P183",NA,"Kodiak Electric Assn Inc","Nymans Plant Microgrid","Kodiak","Kodiak_grid","Kodiak","DFO","IC","0","932.9","73.150000000000006","68.241635000000002","0","0","6762","0.13796214137829044","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P184",NA,"Kodiak Electric Assn Inc","Pillar Mountain Wind Project Microgrid","Kodiak","Kodiak_grid","Kodiak","WND","WT","89509.251000000004","238617","0","0","0.37511682319365347","26170","0",NA,"EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P186",NA,"Kodiak Electric Assn Inc","Swampy Acres Microgrid","Kodiak","Kodiak_grid","Kodiak","DFO","IC","0","1367.6","73.150000000000006","100.03994","0","0","9912","0.13797417271993542","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P187",NA,"Kodiak Electric Assn Inc","Terror Lake Microgrid","Kodiak","Kodiak_grid","Kodiak","WAT","HY","417170.57070000004",NA,NA,NA,NA,"121969.00000000001",NA,NA,"EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P188","332100","Kokhanok Village Council","Kokhanok","Kokhanok","Kokhanok_grid","Bristol Bay","DFO","IC","1575.1370778","5686.5","73.150000000000006","415.96747500000004","0.27699588108678452","460.52600000000001","41207","0.13799839833038077","PCE","12","Kokhanok",NA
"P190","332140","Koyukuk, City of","Koyukuk","Koyukuk","Koyukuk_grid","Yukon-Koyukuk/Upper Tanana","DFO","IC","698.22688260000007","2946.1","73.150000000000006","215.507215","0.23700040141203629","204.14200000000002","21349","0.13799709588271114","PCE","9","Koyukuk",NA
"P191","332150","Kwethluk Incorporated d/b/a Kuiggluum Kallugvia","Kwethluk","Kwethluk","Kwethluk_grid","Lower Yukon-Kuskokwim","DFO","IC","5765.5073618999995","19740.999999999996","73.150000000000006","1444.0541499999999","0.2920575128868852","1685.6729999999998","143051","0.1379997343604728","PCE","12","Kwethluk",NA
"P193","332170","Larsen Bay Utility Company","Larsen Bay","Larsen Bay","Larsen Bay_grid","Kodiak","DFO","IC","115.95159030000002","513.9","73.150000000000006","37.591785000000002","0.2256306485697607","33.901000000000003","3724","0.1379967776584318","PCE","8","Larsen Bay",NA
"P193","332170","Larsen Bay Utility Company","Larsen Bay","Larsen Bay","Larsen Bay_grid","Kodiak","WAT","HY","3156.7282617000001",NA,NA,NA,NA,"922.93899999999996",NA,NA,"PCE","8","Larsen Bay",NA
"P194","332180","Levelock Electrical Coop","Levelock","Levelock","Levelock_grid","Bristol Bay","DFO","IC","1276.4867427000001","4358","73.150000000000006","318.78770000000003","0.2929065494951813","373.209","31581","0.13799436369969284","PCE","10","Levelock",NA
"P195","332190","Lime Village Electric Utility","Lime Village","Lime Village","Lime Village_grid","Lower Yukon-Kuskokwim","DFO","IC","170.37711405000002","1131.4000000000001","73.150000000000006","82.761910000000015","0.15058963589358318","49.813500000000005","8199","0.1379924381022076","PCE","7","Lime Village",NA
"P196","332210","Manokotak Power Company","Manokotak","Manokotak","Manokotak_grid","Bristol Bay","DFO","IC","2162.1080928848519","6817.7","73.150000000000006","498.71475500000003","0.31713159758934129","632.139897928501","49403","0.13800174078497257","PCE","6","Manokotak",NA
"P197",NA,"Matanuska Electric Assn Inc","Eklutna Generation Station","Wasilla","Railbelt_grid","Railbelt","NG","IC","2102769.6573000001","5334122","53.06","283028.51331999997","0.39421101678964227","614791","5344812","0.99799992965140771","EIA923","12","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
