"","AEA Reporting ID","PCE ID","Utility Name","Community Name","Intertie","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Source","Number of monthly records","Communities reported","Notes"
"98","SR-188","331730","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","4822.4374999999991","2742.8818890625002","0.56877500000000003","3481.6363636363631","1980.2677227272725","0.56877500000000003","19171.277777777777","10904.143518055556","0.56877500000000003","PCE","12","Wales",NA
"99","SR-189","331230","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","3075.8705882352942","880.10910431372565","0.28613333333333341","4663.416666666667","1334.3589555555557","0.28613333333333341","5248.6","1501.7994133333339","0.28613333333333341","PCE","12","Whale Pass",NA
"100","SR-19","332350","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","7166.0693069306917","1126.9241157590757","0.15725833333333331","43895.734375","6902.9700282552076","0.15725833333333331","13801.199999999999","2170.3537099999999","0.15725833333333331","PCE","12","Anaktuvuk Pass",NA
"101","SR-190","332890","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","3986.7462686567164","2193.009453731343","0.55007499999999987","14256.538461538461","7842.1653942307676","0.55007499999999987","10575.833333333334","5817.5015208333316","0.55007499999999987","PCE","12","White Mountain",NA
"102","SR-191","332900","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","4616.4945054945056","2103.3903090659337","0.45562499999999995","16587.706896551721","7557.7739547413785","0.45562499999999995","29306.484848484848","13352.767159090909","0.45562499999999995","PCE","12","Yakutat",NA
"103","SR-192",NA,"Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","5276.4823451032644","1388.074616922052","0.26306818181818181","81778.588807785898","19029.197080291971","0.23269167831959775",NA,NA,NA,"EIA861","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"104","SR-193",NA,"Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","10740.554821664466","2030.6472919418757","0.18906353774629178","19573.803526448362","3393.9546599496221","0.17339270088021824","873961.5384615385","115653.84615384616","0.13233287858117326","EIA861","12","Sitka",NA
"105","SR-194",NA,"Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope","7273.3812949640287","1009.1563113145847","0.13874651560111501","73383.399209486175","8947.8260869565238","0.12193256490358721",NA,NA,NA,"EIA861","12","Utqiagvik",NA
"106","SR-198",NA,"Petersburg, City of","Petersburg","SEAPA_grid","Southeast","15329.479768786126","1548.3381502890174","0.1010039592760181","13913.499344692005","1589.5150720838794","0.11424265259984928","569322.58064516133","51154.838709677424","8.9852116267210611E-2","EIA861","12","Petersburg",NA
"107","SR-2",NA,"Anchorage Mun Light and Power","Anchorage","Railbelt_grid","Railbelt","4892.3741241649013","985.04562489815874","0.20134306982630853","126395.54447733292","18411.98005919925","0.14566953396447574",NA,NA,NA,"EIA861","12","Anchorage",NA
"108","SR-20","332650","Inside Passage Electric","Angoon","Angoon_grid","Southeast","4086.0251256281408","2392.2655604271363","0.58547500000000008","18520.96","10843.559056000002","0.58547500000000008","16866.764705882353","9875.0690661764729","0.58547500000000008","PCE","12","Angoon",NA
"109","SR-200",NA,"Wrangell, City of","Wrangell","SEAPA_grid","Southeast","12593.235039028621","1398.0919340849957","0.11101928374655648","26165.727170236754","2627.9594137542281","0.10043517600930674",NA,NA,NA,"EIA861","12","Wrangell",NA
"110","SR-21","331760","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","4905.796954314721","3084.5198350253809","0.62875000000000003","17637.577777777777","11089.627027777778","0.62875000000000003","9164.3947368421032","5762.1131907894733","0.62875000000000003","PCE","12","Aniak",NA
"111","SR-22","331260","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","3811.3846153846157","2109.6013846153846","0.55349999999999988","0","0","0","9563.04347826087","5293.1445652173898","0.55349999999999988","PCE","12","Anvik","Did not report any commercial sales."
"112","SR-23","331770","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","2054.6627906976746","2054.6627906976746","1","32288.799999999996","32288.799999999996","1","8211","8211","1","PCE","10","Arctic Village",NA
"113","SR-24","331750","Atka, City of","Atka","Atka_grid","Aleutians","3096.5806451612902","1935.3629032258061","0.625","18182.125000000004","11363.828125000002","0.625","3562.041666666667","2226.276041666667","0.625","PCE","12","Atka",NA
"114","SR-25","331780","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","4285.7222222222226","2985.719814814815","0.69666666666666677","33123.777777777781","23076.231851851859","0.69666666666666677","9826.0909090909081","6845.5100000000011","0.69666666666666677","PCE","12","Atmautluak",NA
"115","SR-26","332360","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","9896.4098360655735","2187.683864344262","0.22105833333333333","44299.288461538468","9792.7268751602569","0.22105833333333333","17509.999999999996","3870.7314166666661","0.22105833333333333","PCE","12","Atqasuk",NA
"116","SR-27","331790","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","1809.0697674418604","1628.1627906976751","0.90000000000000024","12507.874999999998","11257.087500000003","0.90000000000000036","9695.2857142857156","8725.7571428571464","0.90000000000000036","PCE","11","Beaver",NA
"117","SR-28","331800","Bethel Utilities Corp","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","5462.7638376383766","1980.3884602398518","0.36252499999999993","18664.494437577254","6766.3458459826943","0.36252499999999999","107705.7067669173","39046.011345676692","0.36252499999999999","PCE","12","Bethel, Oscarville",NA
"118","SR-29","331060","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","3317.1333333333337","2368.4331999999999","0.71399999999999997","5080.2666666666655","3627.3103999999994","0.71399999999999997","15884.350000000002","11341.4259","0.71399999999999997","PCE","12","Bettles, Evansville",NA
"119","SR-3","0","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","6693.4720379808696","1312.1943726872862","0.19604091348129668","55377.364341085267","8870.0051679586559","0.16017384130681481","8261142.8571428573","1164028.5714285714","0.14090406031680155","EIA861","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"120","SR-30","331810","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","1594.2","1833.3300000000002","1.1500000000000001","6787.4000000000005","7805.5100000000029","1.1500000000000001","8540.25","9821.2875000000022","1.1500000000000001","PCE","12","Birch Creek",NA
"121","SR-31","331270","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","6062.7391304347839","3036.3713250000001","0.50082499999999996","2328.9999999999995","1166.4214249999998","0.50082499999999996","22034.800000000003","11035.578710000003","0.50082499999999996","PCE","12","Brevig Mission",NA
"122","SR-32","331820","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","4325.1415094339618","2050.5495896226416","0.47410000000000002","5307.45","2516.2620450000004","0.47410000000000002","6332.74074074074","3002.3523851851846","0.47409999999999997","PCE","8","Buckland",NA
"123","SR-33","331830","Gold Country Energy","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","1871.0422535211267","1316.4653295774651","0.70360000000000011","4739.4000000000005","3334.6418400000011","0.70360000000000011","9299.6666666666679","6543.2454666666681","0.70360000000000011","PCE","12","Central",NA
"124","SR-34","331840","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","1292.5652173913043","1139.8075098814227","0.88181818181818172","7705.333333333333","6794.7030303030297","0.88181818181818172","7131.8","6288.9509090909087","0.88181818181818172","PCE","11","Chalkyitsik",NA
"125","SR-35","332310","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","4539.8947368421059","2247.2478947368431","0.49500000000000011","13452.5","6658.987500000002","0.49500000000000011","16318.102564102563","8077.46076923077","0.49500000000000011","PCE","12","Chefornak",NA
"126","SR-36","331850","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","3039.9200000000005","2021.5468000000003","0.66500000000000004","4594.0588235294117","3055.0491176470587","0.66500000000000004","4488.3846153846152","2984.7757692307691","0.66500000000000004","PCE","12","Chenega Bay",NA
"127","SR-37","331280","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","4613.6919431279621","2400.3885757108997","0.52027499999999993","10380.894736842109","5400.9200092105266","0.52027499999999993","39017.166666666672","20299.656387499999","0.52027499999999993","PCE","12","Chevak",NA
"128","SR-38","331860","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","2947.3333333333335","1226.0906666666672","0.41600000000000009","9916.3863636363621","4125.2167272727283","0.41600000000000009","10667.181818181818","4437.547636363638","0.41600000000000004","PCE","12","Chignik",NA
"129","SR-39","331870","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","3323.1794871794868","2076.9871794871792","0.625","14678.875","9174.296875","0.625","8346.125","5216.328125","0.625","PCE","6","Chignik Lagoon",NA
"130","SR-4",NA,"Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","6859.2651105901532","1745.8388543471613","0.25452272600627818","18597.577592732781","4408.3875851627563","0.23704095671499631","1542631.8785578748","281735.48387096776","0.18263299740333863","EIA861","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"131","SR-40","331880","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","2642.9591836734689","2250.9202380952374","0.85166666666666646","13543.499999999998","11534.547499999995","0.85166666666666646","9153.6","7795.815999999998","0.85166666666666646","PCE","12","Chignik Lake",NA
"132","SR-41","332660","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","3071.2242990654204","1795.5656929127726","0.58464166666666673","14497.666666666668","8475.9400027777792","0.58464166666666673","3169.8888888888896","1853.2491231481486","0.58464166666666673","PCE","12","Chilkat Valley",NA
"133","SR-42","331070","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","3070.6530612244896","1997.8948255102039","0.65064166666666656","8027.1052631578941","5222.7691469298234","0.65064166666666656","10424.499999999998","6782.6140541666646","0.65064166666666656","PCE","12","Chistochina",NA
"134","SR-43","331890","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","2369.673913043478","1619.2771739130435","0.68333333333333346","6352.4999999999991","4340.8750000000009","0.68333333333333346","5646.5","3858.4416666666671","0.68333333333333346","PCE","12","Chitina",NA
"135","SR-44","332230","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","2524.4062499999995","2883.2926718749995","1.1421666666666666","15728.250000000004","17964.282875000001","1.1421666666666666","4565.0769230769238","5214.078692307693","1.1421666666666666","PCE","4","Chuathbaluk",NA
"136","SR-45","331900","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","2906.9285714285711","2225.4718410714281","0.76557500000000001","9488.5","7264.1583875000006","0.76557500000000001","16037.09090909091","12277.595872727274","0.76557500000000001","PCE","12","Circle",NA
"137","SR-46","331910","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","2957.6190476190477","3253.3809523809523","1.0999999999999999","5010.8","5511.88","1.0999999999999999","4535.818181818182","4989.3999999999996","1.0999999999999999","PCE","3","Clark's Point",NA
"138","SR-47","331080","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","3921.0614525139658","1121.9463836126631","0.28613333333333341","2753.0952380952376","787.75231746031761","0.28613333333333341","10152.049999999999","2904.839906666667","0.28613333333333341","PCE","12","Coffman Cove",NA
"139","SR-48","331980","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","3977.5526315789471","2655.1821129385958","0.66754166666666659","31168.516129032258","20806.283204301075","0.66754166666666659","13820.75","9225.9264895833312","0.66754166666666659","PCE","12","Cold Bay",NA
"140","SR-49","331920","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","4904.9948400412795","1857.1127963536289","0.37861666666666666","26000.643879173291","9844.2771167196588","0.37861666666666666","38767.792452830196","14678.132352515724","0.37861666666666666","PCE","12","Cordova, Eyak",NA
"141","SR-5",NA,"Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","5983.9239911852892","1612.1057765254145","0.2694061252950658","39792.112950340801","9307.643622200585","0.23390674513354462","4923640","564860","0.11472406593495869","EIA861","12","In addition to Homer, the HEA service area includes 29 other communities",NA
"142","SR-50","331090","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","5007.7942446043162","1432.8133966187054","0.28611666666666674","12352.755555555557","3534.3292437037048","0.28611666666666674","29030.0303030303","8305.9755035353555","0.28611666666666674","PCE","12","Craig",NA
"143","SR-51","332240","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","2517.5151515151515","2705.5315747474751","1.0746833333333334","9616.2000000000007","10334.369870000002","1.0746833333333334","6098","6553.418966666668","1.0746833333333334","PCE","3","Crooked Creek",NA
"144","SR-52","332060","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","4016.1509433962265","2716.9991341337909","0.6765181818181818","22949.727272727272","15525.907767768595","0.6765181818181818","10715.272727272726","7249.0768231404954","0.67651818181818191","PCE","11","Deering",NA
"145","SR-53","332430","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","5027.9536031589332","2121.2517255593943","0.42189166666666661","26266.676399026765","11081.691883779398","0.42189166666666655","17750.598130841121","7488.8294297507764","0.42189166666666655","PCE","12","Dillingham, Aleknagik",NA
"146","SR-54","331930","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","3411.6410256410259","2217.5666666666671","0.65","12051.454545454546","7833.4454545454546","0.65","3160.2000000000003","2054.1299999999997","0.65","PCE","8","Diomede",NA
"147","SR-55","331100","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","3386.6800000000003","1530.0738016666662","0.45179166666666654","10495.466666666667","4741.7643777777757","0.45179166666666648","20806.5","9400.2033124999944","0.45179166666666648","PCE","12","Dot Lake, Dot Lake Village",NA
"148","SR-56","331110","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","2258.3309859154933","1494.6010853286384","0.66181666666666661","8241.125","5454.1138770833322","0.66181666666666661","8146.333333333333","5391.3791722222213","0.66181666666666661","PCE","12","Eagle, Eagle Village",NA
"149","SR-57","331290","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","3974.1071428571427","2068.4234151785708","0.52047499999999991","6465.0625","3364.9034046874995","0.52047499999999991","20630.277777777777","10737.543826388888","0.52047499999999991","PCE","12","Eek",NA
"150","SR-58","331940","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","2331.7878787878785","1515.6621212121215","0.65000000000000013","12822.954545454546","8334.9204545454559","0.65000000000000013","5447.130434782609","3540.6347826086962","0.65000000000000013","PCE","12","Egegik",NA
"151","SR-59","331950","City of Ekwok","Ekwok","New_Stuyahok_grid","Bristol Bay","4114.9999999999991","2301.7252499999991","0.5593499999999999","0","0","0","13077.533333333333","7314.9182699999992","0.5593499999999999","PCE","12","Ekwok","Did not report any commercial sales."
"152","SR-6",NA,"Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","11084.116468957018","1229.9953782159914","0.11096918565054832","55220.135236664166","5791.0593538692701","0.10487224142153527","1399312.5","131231.25","9.3782661128232608E-2","EIA861","12","Ketchikan, Saxman",NA
"153","SR-60","331960","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","2566.4255319148942","1564.0224929078015","0.60941666666666661","5074.0714285714294","3092.2236964285712","0.60941666666666661","1548.8571428571429","943.89935714285696","0.60941666666666661","PCE","12","Elfin Cove",NA
"154","SR-61","331300","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","5372.5","2802.6989375000007","0.52167500000000011","11043.875","5761.3134906250016","0.52167500000000011","19288.517241379312","10062.337231896552","0.52167500000000011","PCE","12","Elim",NA
"155","SR-62","331310","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","4745.3574660633494","2424.640397285069","0.51095000000000013","32816.029411764699","16767.35022794118","0.51095000000000013","28106.696428571428","14361.116540178573","0.51095000000000013","PCE","12","Emmonak",NA
"156","SR-63","331970","False Pass, City of","False Pass","False Pass_grid","Aleutians","2225.9","964.44537166666692","0.43328333333333341","9453.9375","4096.233553125001","0.43328333333333341","3032.3999999999996","1313.8883800000001","0.43328333333333341","PCE","6","False Pass",NA
"157","SR-64","332020","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","3595.351449275362","2367.4790068236716","0.65848333333333342","12648.683333333334","8328.9471636111139","0.65848333333333342","18050.594594594597","11886.015697297302","0.65848333333333342","PCE","12","Fort Yukon",NA
"158","SR-65","331990","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","4064.9757281553402","2573.1296359223306","0.63300000000000012","23130.712230215828","14641.740841726622","0.63300000000000012","17718.587662337664","11215.865990259743","0.63300000000000012","PCE","12","Galena",NA
"159","SR-66","331320","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","4601.2560975609758","2413.0137289634154","0.52442500000000014","7895.9523809523807","4140.8348273809534","0.52442500000000014","20055.477272727268","10517.593668750002","0.52442500000000014","PCE","12","Gambell",NA
"160","SR-67","332000","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","5319.3333333333339","2021.3466666666661","0.37999999999999995","13130.424999999999","4989.5614999999989","0.37999999999999995","10225.176470588238","3885.5670588235298","0.37999999999999995","PCE","12","Golovin",NA
"161","SR-68","331330","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","4947.5975609756088","2551.5997521341455","0.51572499999999988","8873.1666666666679","4576.1138791666663","0.51572499999999988","14549.437500000002","7503.5086546874991","0.51572499999999988","PCE","12","Goodnews Bay",NA
"162","SR-69","331340","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","3677.7777777777778","1947.3833333333334","0.52949999999999997","2688.666666666667","1423.6490000000001","0.52949999999999997","17305.055555555555","9163.0269166666658","0.52949999999999997","PCE","12","Grayling",NA
"163","SR-7",NA,"Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","7328.330206378987","1278.7158640817179","0.17448938954315299","20039.27203065134","3412.8352490421453","0.17030734668514888","762990.65420560748","120691.58878504673","0.15818226359627632","EIA861","12","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",NA
"164","SR-70","332010","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","2603.6873706004139","1155.2560863354036","0.44369999999999998","5540.2643678160921","2458.2152999999994","0.44369999999999993","8727.7142857142844","3872.4868285714278","0.44369999999999993","PCE","12","Gustavus",NA
"165","SR-71","331120","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","4700.9947871416171","1307.6600499565598","0.27816666666666667","15129.476744186046","4208.5161143410851","0.27816666666666667","30848.899999999998","8581.1356833333321","0.27816666666666667","PCE","12","Haines, Covenant Life",NA
"166","SR-72","331130","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","2051","2179.9908083333339","1.0628916666666668","5175.9999999999991","5501.5272666666669","1.0628916666666668","4192.333333333333","4455.996163888889","1.0628916666666668","PCE","12","Healy Lake",NA
"167","SR-73","331140","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","4619.1450381679388","1321.6913669211199","0.28613333333333341","36610.761904761908","10475.559339682542","0.28613333333333341","4772","1365.4282666666672","0.28613333333333341","PCE","12","Hollis",NA
"168","SR-74","331350","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","3589.8374999999992","1860.9717599999994","0.51839999999999997","0","0","0","16322.833333333336","8461.7567999999992","0.51839999999999997","PCE","12","Holy Cross","Did not report any commercial sales."
"169","SR-75","332670","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","4187.7931937172771","2448.3583924301915","0.58464166666666673","26698.283333333336","15608.928865138892","0.58464166666666673","19814.909090909092","11584.621475757578","0.58464166666666673","PCE","12","Hoonah",NA
"170","SR-76","331360","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","4644.1182795698924","2354.6840706989251","0.50702500000000006","10805.611111111109","5478.7149736111105","0.50702500000000006","36545.604651162786","18529.535198255813","0.50702500000000006","PCE","12","Hooper Bay",NA
"171","SR-77","332030","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","3732.4999999999995","2650.0749999999994","0.71","9105.2307692307695","6464.7138461538461","0.71","16781.2","11914.652","0.71","PCE","12","Hughes",NA
"172","SR-78","331370","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","4937.5588235294126","2696.1539955882363","0.54605000000000004","0","0","0","18965.133333333331","10355.911056666666","0.54605000000000004","PCE","12","Huslia","Did not report any commercial sales."
"173","SR-79","331150","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","5708.6585365853662","1633.4374959349598","0.28613333333333341","8448.4042553191503","2417.370070921987","0.28613333333333341","26098.95","7467.7795600000018","0.28613333333333341","PCE","12","Hydaburg",NA
"174","SR-8",NA,"Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","7299.9539869459259","1560.984338519743","0.21383481886477074","48398.222807306243","8951.8512423893371","0.18496239578941642",NA,NA,NA,"EIA861","12","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
"175","SR-80","332040","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","3186.6666666666665","2925.891111111112","0.91816666666666691","8592.5555555555566","7889.3980925925953","0.9181666666666668","5053.8124999999991","4640.2421770833334","0.9181666666666668","PCE","12","Igiugig",NA
"176","SR-81","332050","I-N-N Electric Coop, Inc","Iliamna","Newhalen_grid","Bristol Bay","3983.7653061224487","2589.4474489795925","0.65000000000000013","17844.829545454544","11599.139204545456","0.65000000000000013","23124.076923076926","15030.650000000005","0.65000000000000013","PCE","12","Iliamna, Newhalen, Nondalton",NA
"177","SR-82","332680","Inside Passage Electric","Kake","Kake_grid","Southeast","3665.3658536585358","2142.925601626016","0.58464166666666673","15112.580000000002","8835.4439588333335","0.58464166666666673","10882.608695652176","6362.426485507247","0.58464166666666673","PCE","12","Kake",NA
"178","SR-83","332370","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","9192.7594936708865","2376.2517227848102","0.25849166666666662","55401.280000000006","14320.769202666666","0.25849166666666662","84613.555555555577","21871.89899814815","0.25849166666666662","PCE","12","Kaktovik",NA
"179","SR-84","331720","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","5160.6956521739139","2625.7619478260872","0.50880000000000003","3120.0000000000005","1587.4560000000004","0.50880000000000003","35068.545454545449","17842.875927272726","0.50880000000000003","PCE","12","Kalskag",NA
"180","SR-85","331380","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","3828.260869565217","2016.1535869565212","0.52664999999999995","6635.0999999999995","3494.3754149999995","0.52664999999999995","12373.37037037037","6516.4355055555561","0.52664999999999995","PCE","12","Kaltag",NA
"181","SR-86","331740","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","4637.3571428571422","3246.1499999999996","0.70000000000000007","12526.111111111113","8768.2777777777792","0.70000000000000007","3889.3999999999996","2722.5800000000004","0.70000000000000007","PCE","12","Karluk",NA
"182","SR-87","331390","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","5863.7839999999997","2953.148216999999","0.50362499999999988","9044.3571428571431","4554.9643660714273","0.50362499999999988","40136.105263157886","20213.546013157884","0.50362499999999988","PCE","12","Kasigluk",NA
"183","SR-88","331400","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","5308.8671875","2989.0249482421868","0.56302499999999989","15563.066666666668","8762.3956099999996","0.56302499999999989","29626.61904761905","16680.527189285709","0.56302499999999989","PCE","12","Kiana",NA
"184","SR-90","332080","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","4465.1420765027324","2353.12987431694","0.52700000000000002","12206.50980392157","6432.8306666666676","0.52700000000000002","19932.26666666667","10504.304533333336","0.52700000000000002","PCE","12","Kipnuk",NA
"185","SR-91","331410","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","6000.3666666666659","3361.2553974999996","0.56017499999999998","5132.8125000000009","2875.2732421875003","0.56017499999999998","35313.764705882357","19781.888144117649","0.56017499999999998","PCE","12","Kivalina",NA
"186","SR-92","331155","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","5475.7729468599027","1566.8011658615137","0.28613333333333341","37338.629032258061","10683.826387096777","0.28613333333333341","23928.846153846156","6846.840512820515","0.28613333333333341","PCE","12","Klawock",NA
"187","SR-93","332700","Inside Passage Electric","Klukwan","Haines_grid","Southeast","4224.6326530612241","2469.8962753401365","0.58464166666666673","10392.124999999998","6075.6692802083326","0.58464166666666673","18667.888888888891","10914.02567314815","0.58464166666666673","PCE","12","Klukwan",NA
"188","SR-94","332090","Kobuk Valley Electric Company","Kobuk","Shungnak_grid","Northwest Arctic","4809.4000000000005","3009.482050000001","0.62575000000000014","7371.25","4612.559687500001","0.62575000000000014","34633.666666666664","21672.016916666667","0.62575000000000014","PCE","12","Kobuk",NA
"189","SR-95","332100","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","2918.8305084745766","2408.0351694915262","0.82500000000000018","17110.000000000004","14115.750000000004","0.82500000000000018","5246.3333333333339","4328.2250000000013","0.82500000000000018","PCE","12","Kokhanok",NA
"190","SR-96","332110","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","3718.4533333333329","1859.2266666666665","0.5","6576.7777777777783","3288.3888888888891","0.5","16132.809523809523","8066.4047619047615","0.5","PCE","12","Koliganek",NA
"191","SR-97","332510","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","5776.0614035087738","3754.4399122807031","0.65000000000000013","25756.61538461539","16741.80000000001","0.65000000000000013","12145.375000000002","7894.4937500000024","0.65000000000000013","PCE","12","Kongiganak",NA
"192","SR-98","332120","Kotlik Joint Utility","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","5329.2713178294571","2816.7863550387597","0.52854999999999996","17278.789473684214","9132.7041763157886","0.52854999999999996","30160.370370370372","15941.263759259258","0.52854999999999996","PCE","12","Kotlik",NA
"193","SR-99","332130","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","6038.6328413284136","2312.7963782287825","0.38300000000000001","92995.972222222204","35617.457361111105","0.38300000000000001","27893.311111111114","10683.138155555558","0.38300000000000001","PCE","12","Kotzebue",NA
