"","AEA Reporting ID","PCE ID","CPCN","Utility Name","Community Name","Intertie","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Source","Number of monthly records","Communities reported","Notes"
"28","SR-173","331685","61","Teller Power Company","Teller","Teller_grid","Bering Straits","2498.4369747899163","1595.3977505602245","0.63855833333333345","4331.4615384615381","2765.8908608974366","0.63855833333333345","30677.642857142851","19589.464493452386","274.25250290833338","PCE","4","Teller","PCE revenue assumes all kWh are at residential rate"
"29","SR-127","332340","150","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","4879.8253783469145","1755.5171798603021","0.35974999999999996","26248.624223602488","9442.942564440993","0.35974999999999996","72327.451807228907","26019.800787650598","4319.2869307499996","PCE","12","Nome","PCE revenue assumes all kWh are at residential rate"
"30","SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","4697.6346153846143","1832.0774999999994","0.38999999999999996","13556.249999999998","5286.9374999999991","0.38999999999999996","6047.5454545454559","2358.5427272727275","51.88794","PCE","12","Golovin","PCE revenue assumes all kWh are at residential rate"
"31","SR-109","332210","321","Manokotak Power Company","Manokotak","Manokotak_grid","Bristol Bay","4037.205479452055","2220.4630136986298","0.54999999999999993","6982.4814814814808","3840.3648148148141","0.54999999999999993","27919.357142857141","15355.646428571428","214.97904999999997","PCE","12","Manokotak","PCE revenue assumes all kWh are at residential rate"
"32","SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","2967.7419354838717","1980.2258064516132","0.66725000000000001","19566","13055.413500000001","0.66725000000000001","3894.2000000000003","2598.4049500000001","25.984049500000001","PCE","12","Twin Hills","PCE revenue assumes all kWh are at residential rate"
"33","SR-145","332590","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","3548.1609195402298","1884.3986963601533","0.53109166666666674","7691.6274509803934","4084.9592423202621","0.53109166666666674","0","0","42.08742130833334","PCE","12","Port Alsworth","PCE revenue assumes all kWh are at residential rate"
"34","SR-138","332470","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","1938.3333333333333","1841.4166666666665","0.95","10816.545454545456","10275.718181818182","0.95","4574.7500000000009","4346.0125000000007","52.152150000000006","PCE","1","Perryville",NA
"35","SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","5222.7692307692305","3057.2785384615386","0.58537499999999998","14513.777777777781","8496.0026666666672","0.58537499999999998","5170.5","3026.6814374999994","36.320177249999993","PCE","12","Chignik Lagoon","PCE revenue assumes all kWh are at residential rate"
"36","SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","3349.4285714285711","2711.9206666666669","0.80966666666666676","9650.7777777777756","7813.9130740740738","0.80966666666666676","3499.6923076923072","2833.5842051282052","73.67318933333334","PCE","12","Igiugig","PCE revenue assumes all kWh are at residential rate"
"37","SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","1635.464788732394","1158.4542253521129","0.70833333333333348","13229.631578947368","9370.9890350877231","0.70833333333333348","3276.9117647058824","2321.1458333333339","78.91895833333335","PCE","12","Egegik","PCE revenue assumes all kWh are at residential rate"
"38","SR-121","331480","169","Alaska Village Electric Cooperative","New Stuyahok","New_Stuyahok_grid","Bristol Bay","3637.7379310344832","2192.8284248275859","0.60279999999999989","5589.894736842105","3369.5885473684207","0.60279999999999989","23679.785714285714","14274.174828571427","399.67689519999993","PCE","12","New Stuyahok","PCE revenue assumes all kWh are at residential rate"
"39","SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","4867.847826086956","2594.2789335144935","0.53294166666666676","15008.58695652174","7998.7013469202911","0.53294166666666676","27855.394736842107","14845.30049671053","564.12141887500013","PCE","12","Togiak","PCE revenue assumes all kWh are at residential rate"
"40","SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","2926.6065573770488","1229.4186379781422","0.42008333333333336","4735.8524590163925","1989.4526871584696","0.42008333333333336","4892.3","2055.1736916666669","41.103473833333339","PCE","12","Chignik","PCE revenue assumes all kWh are at residential rate"
"41","SR-146","332500","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","4040.4901960784318","2626.3186274509812","0.65000000000000024","4648.1904761904761","3021.3238095238098","0.65000000000000013","17476.499999999996","11359.725000000002","136.31670000000003","PCE","12","Port Heiden","PCE revenue assumes all kWh are at residential rate"
"42","SR-105","332180","330","Levelock Electrical Coop","Levelock","Levelock_grid","Bristol Bay","3765.666666666667","3200.8166666666666","0.84999999999999976","9652.3076923076933","8204.4615384615372","0.84999999999999976","2420.25","2057.2124999999996","57.601949999999981","PCE","12","Levelock","PCE revenue assumes all kWh are at residential rate"
"43","SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","2931.2244897959181","2491.5408163265297","0.84999999999999976","15856.000000000002","13477.599999999997","0.84999999999999976","6069.7222222222226","5159.2638888888878","92.866749999999982","PCE","12","Chignik Lake","PCE revenue assumes all kWh are at residential rate"
"44","SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","4888.6500000000005","4334.1956125000006","0.88658333333333328","7584.9999999999991","6724.7345833333329","0.88658333333333328","3264.583333333333","2894.325173611111","34.731902083333331","PCE","11","Clark's Point","PCE revenue assumes all kWh are at residential rate"
"45","SR-139","332480","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","2861.8571428571427","1717.1142857142854","0.59999999999999987","9559","5735.3999999999987","0.59999999999999987","4324.75","2594.849999999999","51.896999999999984","PCE","12","Pilot Point","PCE revenue assumes all kWh are at residential rate"
"46","SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna","Newhalen_grid","Bristol Bay","4075.7643979057593","2310.9584136125659","0.56700000000000006","15215.413043478262","8627.1391956521747","0.56700000000000006","17278.96875","9797.1752812500017","313.50960900000007","PCE","12","Iliamna, Newhalen, Nondalton","PCE revenue assumes all kWh are at residential rate"
"47","SR-136","332450","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","2190.5000000000005","1938.5925000000007","0.88500000000000012","6927.454545454546","6130.7972727272727","0.88500000000000012","4363.125","3861.3656250000008","30.890925000000006","PCE","12","Pedro Bay","PCE revenue assumes all kWh are at residential rate"
"48","SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","2812.1578947368425","2530.9421052631592","0.90000000000000036","7874.7142857142844","7087.2428571428572","0.90000000000000013","6850.6363636363631","6165.572727272729","135.64260000000004","PCE","12","Kokhanok","PCE revenue assumes all kWh are at residential rate"
"49","SR-59","331950","688","City of Ekwok","Ekwok","New_Stuyahok_grid","Bristol Bay","1615.6928571428575","1102.7911596428576","0.6825500000000001","341.09090909090907","232.81160000000003","0.6825500000000001","14085.571428571429","9614.1067785714295","134.59749490000002","PCE","12","Ekwok","PCE revenue assumes all kWh are at residential rate"
"50","SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","4407.5285714285719","2203.764285714286","0.5","8698.625","4349.3125","0.5","5710.55","2855.2750000000001","57.105500000000006","PCE","12","Koliganek","PCE revenue assumes all kWh are at residential rate"
"51","SR-116","332280","22","Naknek Electric Association","Naknek","Naknek_grid","Bristol Bay","4155.4140401146133","2034.4214571394468","0.48958333333333343","49148.403162055336","24062.239048089599","0.48958333333333343","61928.013513513521","30318.923282657663","2243.6003229166672","PCE","12","Naknek, South Naknek, King Salmon","PCE revenue assumes all kWh are at residential rate"
"52","SR-53","332430","45","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","5274.6078234704119","2257.3563281845541","0.42796666666666666","24894.388095238093","10653.968291825395","0.42796666666666672","14736.553571428571","6306.7537101190464","706.35641553333323","PCE","12","Dillingham, Aleknagik","PCE revenue assumes all kWh are at residential rate"
"53","SR-192","0","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","5479.5677136102668","1287.065180682202","0.23488443759630201","80080.946450809468","16622.665006226649","0.20757328357048441","0","0","0","EIA861","12","In addition to Valdez, the CVEA service area includes 14 other communities.",NA
"54","SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","3011.2999999999997","2770.3960000000002","0.92","4724.0769230769238","4346.1507692307696","0.92","10975.5","10097.459999999999","100.9746","PCE","12","Tatitlek","PCE revenue assumes all kWh are at residential rate"
"55","SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","2707.1521739130435","1539.5123221014492","0.56868333333333332","6982.4333333333325","3970.7934627777777","0.56868333333333332","10444","5939.3287333333337","23.757314933333333","PCE","6","Chitina","PCE revenue assumes all kWh are at residential rate"
"56","SR-49","331920","160","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","4900.3960498960505","1711.3816471586974","0.34923333333333334","16754.52771362587","5851.2395618552746","0.3492333333333334","35171.033333333333","12282.89720777778","1473.9476649333335","PCE","12","Cordova, Eyak","PCE revenue assumes all kWh are at residential rate"
"57","SR-113","331160","2","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","2745.4799999999991","1520.4468239999997","0.55379999999999996","7423.6666666666661","4111.2265999999991","0.55379999999999996","9385.7000000000007","5197.8006599999999","51.978006599999993","PCE","6","Mentasta Lake","PCE revenue assumes all kWh are at residential rate"
"58","SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","3700.9759036144578","2049.6004554216865","0.55379999999999996","5686.416666666667","3149.1375500000004","0.55379999999999996","50070.5","27729.0429","55.458085799999999","PCE","12","Slana","PCE revenue assumes all kWh are at residential rate"
"59","SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","3309.2916666666665","1832.6857249999996","0.55379999999999996","8200.894736842105","4541.6555052631584","0.55379999999999996","8870.9999999999982","4912.7597999999989","9.825519599999998","PCE","12","Chistochina","PCE revenue assumes all kWh are at residential rate"
"60","SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","3616.04","2404.6666","0.66500000000000004","8200.818181818182","5453.5440909090921","0.66500000000000004","2698.0555555555557","1794.2069444444444","32.295724999999997","PCE","6","Chenega Bay","PCE revenue assumes all kWh are at residential rate"
"61","SR-135","332440","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","3351.2073170731715","1272.8723192073173","0.37982500000000002","11647.764705882351","4424.1122294117649","0.37982500000000002","7127.2499999999991","2707.1077312500001","75.799016475000002","PCE","6","Ouzinkie","PCE revenue assumes all kWh are at residential rate"
"62","SR-134","331540","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","1991.1105769230771","962.45307512019247","0.48337500000000005","309.63636363636363","149.67047727272728","0.48337500000000005","14453.615384615387","6986.5163365384624","181.64942475000004","PCE","12","Old Harbor","PCE revenue assumes all kWh are at residential rate"
"63","SR-104","332170","353","Larsen Bay Utility Company","Larsen Bay","Larsen Bay_grid","Kodiak","2576.0833333333335","1056.1941666666669","0.41000000000000003","17198.962962962964","7051.574814814815","0.41000000000000003","6885.1249999999991","2822.9012499999999","67.749629999999996","PCE","12","Larsen Bay",NA
"64","SR-7","0","16","Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","7248.7927776611377","1261.3898803275247","0.17401378671146384","20940.669856459332","3530.1435406698561","0.16857834848969519","814452.83018867928","128849.05660377358","13658","EIA861","12","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",NA
"65","SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","4006.8","2804.76","0.70000000000000007","10969.3","7678.51","0.70000000000000007","2757.375","1930.1625000000001","15.441300000000002","PCE","12","Karluk","PCE revenue assumes all kWh are at residential rate"
"66","SR-12","331010","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","3900.8214285714284","3120.6571428571419","0.79999999999999982","12386.571428571429","9909.2571428571428","0.8","1716.625","1373.3","21.972799999999999","PCE","12","Akhiok","PCE revenue assumes all kWh are at residential rate"
"67","SR-106","332190","570","Lime Village Electric Utility","Lime Village","Lime Village_grid","Lower Yukon-Kuskokwim","1198.4705882352941","2069.3791901960776","1.7266833333333327","17215","29724.853583333319","1.7266833333333327","1017.2000000000003","1756.3822866666665","17.563822866666666","PCE","12","Lime Village","PCE revenue assumes all kWh are at residential rate"
"68","SR-118","332300","625","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","2613.9487179487178","1829.7641025641028","0.70000000000000007","14491.947368421055","10144.363157894739","0.70000000000000007","5528.4374999999991","3869.9062499999995","61.918499999999995","PCE","12","Napaskiak","PCE revenue assumes all kWh are at residential rate"
"69","SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","5248.8888888888887","3411.7777777777783","0.65000000000000013","16543.68181818182","10753.393181818185","0.65000000000000013","4264.6250000000009","2772.0062500000008","44.352100000000014","PCE","12","Tuntutuliak","PCE revenue assumes all kWh are at residential rate"
"70","SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","4502.0113636363631","1325.6172460227272","0.29444999999999999","19029.580645161292","5603.260020967743","0.29444999999999999","15425.812500000002","4542.1304906250007","72.674087850000006","PCE","12","Kipnuk","PCE revenue assumes all kWh are at residential rate"
"71","SR-107","331430","169","Alaska Village Electric Cooperative","Lower Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","3329.670588235294","1880.7366845098036","0.56484166666666658","5604.0769230769238","3165.4161493589745","0.56484166666666658","15022.071428571431","8485.0918625000013","118.791286075","PCE","12","Lower Kalskag","PCE revenue assumes all kWh are at residential rate"
"72","SR-110","331440","169","Alaska Village Electric Cooperative","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","3606.4037267080735","1806.6880536231881","0.50096666666666667","6000.8888888888887","3006.2453037037035","0.50096666666666667","19536.210526315786","9786.9902666666676","371.90563013333332","PCE","12","Marshall","PCE revenue assumes all kWh are at residential rate"
"73","SR-112","331450","169","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","3505.3555555555558","1972.229880740741","0.56263333333333332","7512.7500000000009","4226.9235749999998","0.56263333333333332","14122.607142857143","7945.8495321428572","222.48378689999998","PCE","12","Mekoryuk","PCE revenue assumes all kWh are at residential rate"
"74","SR-115","331470","169","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","4995.978723404256","2718.9365207446804","0.54422499999999996","16377.038461538461","8912.7937567307672","0.54422499999999996","34586.083333333336","18822.611202083332","677.61400327499996","PCE","12","Mountain Village","PCE revenue assumes all kWh are at residential rate"
"75","SR-123","331490","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","1080.8244274809163","569.03604732824408","0.52648333333333308","3947.3076923076933","2078.1917115384608","0.52648333333333308","16558","8717.5110333333287","139.48017653333326","PCE","12","Nightmute","PCE revenue assumes all kWh are at residential rate"
"76","SR-133","331530","169","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","4694.3923076923074","2438.110884871795","0.51936666666666675","8442.4285714285725","4384.715985714286","0.51936666666666675","18627.653846153848","9674.5824858974393","251.53914463333339","PCE","12","Nunapitchuk","PCE revenue assumes all kWh are at residential rate"
"77","SR-140","331550","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","4688.8285714285712","2299.5578257142856","0.49043333333333328","17770.769230769227","8715.377589743588","0.49043333333333333","40555.583333333321","19889.80991944444","477.35543806666658","PCE","12","Pilot Station","PCE revenue assumes all kWh are at residential rate"
"78","SR-141","331560","169","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","1006.9503546099293","520.83667966903079","0.5172416666666666","2497","1291.5524416666665","0.5172416666666666","12901.199999999999","6673.0381899999993","66.730381899999998","PCE","12","Pitkas Point","PCE revenue assumes all kWh are at residential rate"
"79","SR-147","331570","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","5245.1436170212764","2536.6388722517736","0.48361666666666675","15311.5","7404.8965916666684","0.48361666666666681","22073.176470588238","10674.956027450984","362.94850493333342","PCE","12","Quinhagak","PCE revenue assumes all kWh are at residential rate"
"80","SR-151","331580","169","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","2300.346590909091","1089.0032456912877","0.47340833333333326","3528.1428571428569","1670.2522297619046","0.47340833333333326","41596.333333333328","19692.050836111102","236.30461003333326","PCE","12","Russian Mission","PCE revenue assumes all kWh are at residential rate"
"81","SR-153","331660","169","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","4373.8022598870066","2262.3127705743877","0.5172416666666666","9158.4081632653069","4737.1103023809519","0.5172416666666666","38224.361111111117","19771.232248379634","711.76436094166672","PCE","12","Saint Mary's, Andreafsky","PCE revenue assumes all kWh are at residential rate"
"82","SR-158","331600","169","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","4903.8174603174602","2597.26605271164","0.52964166666666668","5984.7333333333336","3169.7641372222224","0.52964166666666668","52921.1875","28029.265949479166","448.46825519166669","PCE","12","Scammon Bay","PCE revenue assumes all kWh are at residential rate"
"83","SR-16","331240","169","Alaska Village Electric Cooperative","Alakanuk","Emmonak_grid","Lower Yukon-Kuskokwim","3051.6144578313256","1733.4695927710848","0.56805000000000005","7178.666666666667","4077.8416000000011","0.56805000000000005","31712.05","18014.0300025","360.28060005000003","PCE","6","Alakanuk","PCE revenue assumes all kWh are at residential rate"
"84","SR-179","331700","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","5823.7164179104475","3066.0896320895513","0.52648333333333308","3404.3333333333339","1792.3247611111105","0.52648333333333308","26724.133333333331","14069.810797777769","422.0943239333331","PCE","12","Toksook Bay","PCE revenue assumes all kWh are at residential rate"
"85","SR-182","331710","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","4288.7692307692305","2257.9655205128197","0.52648333333333308","1092.625","575.24885208333296","0.52648333333333308","27020.181818181816","14225.675390909084","312.96485859999984","PCE","12","Tununak","PCE revenue assumes all kWh are at residential rate"
"86","SR-37","331280","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","4749.6291079812199","2402.6394645148662","0.50585833333333319","15913.47368421053","8049.9632754385966","0.50585833333333319","44068.75","22292.544427083329","535.02106624999988","PCE","12","Chevak","PCE revenue assumes all kWh are at residential rate"
"87","SR-57","331290","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","3600.9252336448603","1928.115416355141","0.53545000000000009","8383.4666666666653","4488.9272266666658","0.53545000000000009","19544.149999999998","10464.915117500002","209.29830235000003","PCE","12","Eek","PCE revenue assumes all kWh are at residential rate"
