"AK Plant ID","RCA CPCN","Utility Name","Plant Name","Intertie Name","Energy Region","Fuel Type","Prime Mover","Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Generation MWh","Fuel Use","Fuel Units","Estimated Average Heat Content","Source","Number of monthly records","Communities connected to plant","Notes"
"P261","242","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","DFO","IC","660.11447969999995","2327","74.14","172.52377999999999","0.28367618379888265","192.99899999999997","16863","gallons","0.13799442566565853","PCE","12","Nikolski",NA
"P263","106","Unalaska, City of","Dutch Harbor","Unalaska_grid","Aleutians","DFO","IC","160473.63539999997","425930.8","74.14","31578.509511999997","0.37675987601741873","46917.999999999993","3086454","gallons","0.13800004795146792","EIA923","12","Unalaska",NA
"P264","106","Unalaska, City of","Unalaska Power Module","Unalaska_grid","Aleutians","DFO","IC","988.46670000000006","2903.9000000000005","74.14","215.29514600000005","0.34039281655704395","289","21042","gallons","0.13800494249596049","EIA923","12","Unalaska",NA
"P266","0","Unisea Inc","Unisea G 2","Unalaska_grid","Aleutians","DFO","IC","102052.24356599999","315910.8","74.14","23421.626711999997","0.32304132548174991","29837.219999999998","2289210","gallons","0.13799992137025435","EIA923","12","Unalaska",NA
"P271","0","Westward Seafoods Inc","Westward Seafoods","Unalaska_grid","Aleutians","DFO","IC","63121.636500000001","78674.799999999988","74.14","5832.9496719999997","0.80231073355127702","18455","570108","gallons","0.13799981757842372","EIA923","12","Unalaska",NA
"P5","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","WAT","HY","384.54774929999996","0","0","0","-","112.43099999999998","0",NA,"-","PCE","9","Akutan",NA
"P5","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","DFO","IC","1586.7968804999998","5210.3","74.14","386.29164199999997","0.30455000297487667","463.93499999999995","37756","gallons","0.13799925839601654","PCE","12","Akutan",NA
"P237","410","Saint George, City of","Saint George","Saint George_grid","Aleutians","WND","WT","195.61379760000003","0","0","0","-","57.192000000000007","0",NA,"-","PCE","3","Saint George",NA
"P238","339","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","WND","WT","2028.1318707000003","0","0","0","-","592.96900000000005","0",NA,"-","PCE","12","Saint Paul",NA
"P261","242","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Nikolski",NA
"P266","0","Unisea Inc","Unisea G 2","Unalaska_grid","Aleutians","OBL",NA,"0","0","81.55","0","-","0","-","gallons","-","0","0","Unalaska",NA
"P266","0","Unisea Inc","Unisea G 2","Unalaska_grid","Aleutians","OBL","IC","1716.2381340000004","5332","81.55","434.82459999999998","0.32187511890472625","501.78000000000009","55986","gallons","9.5238095238095233E-2","EIA923","12","Unalaska",NA
"P287","0","Peter Pan Seafoods","King Cove","King Cove_grid","Aleutians","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","King Cove",NA
"P291","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Unalaska",NA
"P5","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","WAT","IC","0","0","0","0","-","0","-",NA,"-","0","0","Akutan",NA
"P135","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","DFO","IC","307.86120300000005","1078.4000000000001","74.14","79.952576000000008","0.28547960218842733","90.01","7814","gallons","0.13800870232915283","PCE","2","Diomede",NA
"P153","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","DFO","IC","3199.5367365000002","9909.3999999999978","74.14","734.68291599999986","0.32287895700042391","935.45500000000004","71807","gallons","0.13800047349144232","PCE","12","Golovin",NA
"P215","150","Nome Joint Utility Systems","Snake River","Nome_grid","Bering Straits","WND","WT","5905.931198700001","0","0","0","-","1726.7290000000003","0",NA,"-","PCE","12","Nome",NA
"P215","150","Nome Joint Utility Systems","Snake River","Nome_grid","Bering Straits","DFO","IC","100745.8394592","257060.8","74.14","19058.487711999998","0.39191443992705227","29455.263999999999","1862759","gallons","0.13800003113660972","PCE","12","Nome",NA
"P262","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","WND","WT","3299.8541355000002","0","0","0","-","964.78499999999997","0",NA,"-","PCE","12","Unalakleet",NA
"P262","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","DFO","IC","11552.422381499999","30909.500000000004","74.14","2291.63033","0.37374989506462408","3377.6049999999996","223981","gallons","0.13800054468905845","PCE","12","Unalakleet",NA
"P272","409","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","DFO","IC","2631.5788200000002","8492.4","74.14","629.62653599999999","0.30987457255899398","769.4","61540","gallons","0.13799805004874877","PCE","12",NA,NA
"P48","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","DFO","IC","4034.4695898000004","11076.5","74.14","821.21170999999993","0.3642368609037151","1179.566","80264","gallons","0.13800084720422606","PCE","12","Brevig Mission",NA
"P50","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","DFO","IC","4427.1200298000003","12967","74.14","961.37338","0.34141436182617418","1294.366","93964","gallons","0.13799965944404241","PCE","12","Elim",NA
"P52","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","WND","WT","2339.8545924000005","0","0","0","-","684.10800000000006","0",NA,"-","PCE","12","Gambell",NA
"P52","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","DFO","IC","4527.2048484000006","14414.1","74.14","1068.661374","0.31408168726455349","1323.6280000000002","104450","gallons","0.13800000000000001","PCE","12","Gambell",NA
"P58","169","Alaska Village Electric Cooperative","Koyuk","Koyuk_grid","Bering Straits","DFO","IC","4458.3165860999998","12349.8","74.14","915.61417199999994","0.36100314062575911","1303.4869999999999","89491","gallons","0.13800046932093729","PCE","12","Koyuk",NA
"P68","169","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","WND","WT","618.94774890000008","0","0","0","-","180.96300000000002","0",NA,"-","PCE","12","Savoonga",NA
"P68","169","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","DFO","IC","7380.3507024","21219.200000000001","74.14","1573.1914880000002","0.34781474807721308","2157.808","153762","gallons","0.13800028615652762","PCE","12","Savoonga",NA
"P71","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","DFO","IC","5761.3106538000011","15895.500000000002","74.14","1178.4923700000002","0.36244916195149574","1684.4460000000001","115184","gallons","0.13800093763022644","PCE","12","Shishmaref",NA
"P74","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","DFO","IC","11650.266903599999","34603.800000000003","74.14","2565.5257320000005","0.33667594031869325","3406.2119999999995","250753","gallons","0.13799954536934753","PCE","12","Stebbins",NA
"P95","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","WND","WT","1491.6065112000001","0","0","0","-","436.10399999999998","0",NA,"-","PCE","12","Shaktoolik",NA
"P95","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","DFO","IC","2573.4610823999997","8218.4000000000015","74.14","609.31217600000014","0.31313407505110474","752.4079999999999","59554","gallons","0.13799912684286533","PCE","12","Shaktoolik",NA
"P96","169","Alaska Village Electric Cooperative","Teller","Teller_grid","Bering Straits","DFO","IC","2962.1644962000005","8205.6","74.14","608.36318400000005","0.36099304087452477","866.05400000000009","59460","gallons","0.13800201816347124","PCE","12","Teller",NA
"P98","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","DFO","IC","2243.9288586000002","6316.1","74.14","468.27565400000003","0.35527126844096835","656.06200000000001","45769","gallons","0.13799951932530752","PCE","12","Wales",NA
"P73","169","Alaska Village Electric Cooperative","Saint Michael","Stebbins_grid","Bering Straits","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Stebbins",NA
"P98","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Wales",NA
"P116","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","WAT","HY","2279.1955719000002","0","0","0","-","666.37300000000005","0",NA,"-","PCE","12","Chignik Lagoon",NA
"P116","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","DFO","IC","29.2367244","1307.8","74.14","96.960291999999995","2.2355654075546721E-2","8.548","9477","gallons","0.13799725651577502","PCE","10","Chignik Lagoon",NA
"P117","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","DFO","IC","1219.6105739999998","4364.2000000000007","74.14","323.56178800000004","0.27945799321754267","356.57999999999993","31625","gallons","0.13799841897233203","PCE","12","Chignik Lake",NA
"P118","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","DFO","IC","2275.6076772000001","6495.9","74.14","481.60602599999993","0.35031445638017833","665.32399999999996","47072","gallons","0.13799923521414004","PCE","12","Chignik",NA
"P125","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","DFO","IC","769.43068800000003","3763.6","74.14","279.03330399999999","0.2044400807737273","224.96","27273","gallons","0.13799728669379974","PCE","12","Clark's Point",NA
"P139","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","DFO","IC","1855.6153589999999","6362.8999999999987","74.14","471.74540599999989","0.29163044508007357","542.53","46107","gallons","0.13800290628321077","PCE","12","Egegik",NA
"P161","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","WAT","HY","0","0","0","0","-","0","-",NA,"-","0","0","Igiugig",NA
"P161","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","DFO","IC","1165.0636296","3641.8000000000006","74.14","270.00305200000003","0.31991422637157446","340.63200000000001","26391","gallons","0.13799401311053014","PCE","12","Igiugig",NA
"P162","280","I-N-N Electric Coop, Inc","Newhalen","Newhalen_grid","Bristol Bay","WAT","HY","12106.391271","0","0","0","-","3539.57","0",NA,"-","PCE","12","Iliamna, Newhalen, Nondalton",NA
"P162","280","I-N-N Electric Coop, Inc","Newhalen","Newhalen_grid","Bristol Bay","DFO","IC","268.596159","813.1","74.14","60.283234000000007","0.33033594760792029","78.53","5893","gallons","0.13797726115730527","PCE","7","Iliamna, Newhalen, Nondalton",NA
"P188","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Kokhanok",NA
"P188","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","DFO","IC","1466.9666700000002","5025.2","74.14","372.56832799999995","0.29192204688370615","428.90000000000003","36413","gallons","0.13800565732018785","PCE","12","Kokhanok",NA
"P194","330","Levelock Electrical Coop","Levelock","Levelock_grid","Bristol Bay","DFO","IC","1541.4881664","5283.5","74.14","391.71868999999998","0.29175511808460303","450.68799999999999","38287","gallons","0.13799723143625775","PCE","12","Levelock",NA
"P196","321","Manokotak Power Company","Manokotak","Manokotak_grid","Bristol Bay","DFO","IC","4753.5466212000001","14479.100000000002","74.14","1073.4804740000002","0.32830401207257354","1389.8040000000001","104922","gallons","0.13799870379901263","PCE","12","Manokotak",NA
"P207","22","Naknek Electric Association","Naknek","Naknek_grid","Bristol Bay","DFO","IC","75540.106203899995","205267.09999999998","74.14","15218.502793999998","0.36800883436215548","22085.812999999998","1487443","gallons","0.13799997714198123","PCE","12","Naknek, South Naknek, King Salmon",NA
"P213","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","DFO","IC","2508.0649463999994","8343.4","74.14","618.57967599999995","0.30060466313493295","733.28799999999978","60460","gallons","0.13799867681111477","PCE","12","Koliganek",NA
"P224","45","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","DFO","IC","63204.407760000002","173660.2","74.14","12875.167228","0.3639544798405161","18479.2","1258408","gallons","0.13799991735589731","PCE","12","Dillingham, Aleknagik",NA
"P227","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","DFO","IC","668.79862139999989","2459.7999999999997","74.14","182.36957199999998","0.27189146328969832","195.53799999999995","17825","gallons","0.13799719495091162","PCE","12","Pedro Bay",NA
"P230","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","DFO","IC","1553.0350992000001","5860.1999999999989","74.14","434.47522799999996","0.26501400962424498","454.06400000000002","42465","gallons","0.13800070646414692","PCE","12","Pilot Point",NA
"P232","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","DFO","IC","1761.591312","7248.5","74.14","537.40379000000007","0.24302839373663518","515.04","52526","gallons","0.13799832463922629","PCE","12","Port Heiden",NA
"P248","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","DFO","IC","2939.1800802000002","9807.2999999999993","74.14","727.11322199999995","0.29969309394022825","859.33400000000006","71068","gallons","0.13799881803343275","PCE","12","Port Alsworth",NA
"P61","169","Alaska Village Electric Cooperative","New Stuyahok","New Stuyahok_grid","Bristol Bay","DFO","IC","4711.8736859999999","13082.4","74.14","969.92913599999997","0.36016890524674372","1377.62","94801","gallons","0.13799854431915276","PCE","12","New Stuyahok",NA
"P75","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","DFO","IC","10379.3415687","30332.2","74.14","2248.8293080000003","0.34218888075048959","3034.6289999999999","219797","gallons","0.13800097362566369","PCE","12","Togiak",NA
"P116","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Chignik Lagoon",NA
"P118","297","Chignik, City of","Chignik Bay","Chignik_grid","Bristol Bay","WAT","HY","0","0","0","0","-","0","-",NA,"-","0","0","Chignik",NA
"P211","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","WND","WT","27.4615887","0","0","0","-","8.0289999999999999","0",NA,"-","PCE","8","Perryville",NA
"P211","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","SUN","PV","2.8559505000000001","0","0","0","-","0.83499999999999996","0",NA,"-","PCE","7","Perryville",NA
"P211","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","DFO","IC","1505.2808706000001","2833.7","74.14","210.09051799999997","0.53120685697145076","440.10200000000003","20535","gallons","0.13799366934502069","PCE","10","Perryville",NA
"P230","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Pilot Point",NA
"P232","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Port Heiden",NA
"P260","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Twin Hills",NA
"P115","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","DFO","IC","920.30012099999999","3302.7","74.14","244.86217799999997","0.2786508374965937","269.07","23933","gallons","0.13799774370116574","PCE","12","Chenega Bay",NA
"P119","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","DFO","IC","1520.6038146000003","5064.3999999999996","74.14","375.47461599999997","0.30025349786746713","444.58200000000005","36698","gallons","0.13800207095754535","PCE","12","Chitina",NA
"P126","10","Copper Valley Elec Assn, Inc","Allison Creek Hydro","CopperValley_grid","Copper River/Chugach","WAT","HY","3013.2843000000003","0","0","0","-","881","0",NA,"-","EIA923","12","0",NA
"P127","10","Copper Valley Elec Assn, Inc","Glennallen","CopperValley_grid","Copper River/Chugach","DFO","IC","35581.380900000004","101725.50000000001","74.14","7541.9285700000009","0.34977838300131237","10403","737142","gallons","0.13799986976729045","EIA923","12","0",NA
"P128","10","Copper Valley Elec Assn, Inc","Solomon Gulch","CopperValley_grid","Copper River/Chugach","WAT","HY","187603.45500000005","0","0","0","-","54850.000000000007","0",NA,"-","EIA923","12","0",NA
"P129","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","DFO","IC","17.101500000000001","121.79999999999998","74.14","9.0302519999999991","0.14040640394088674","5","882","gallons","0.13809523809523808","EIA923","12","0",NA
"P130","10","Copper Valley Elec Assn, Inc","Valdez Cogen","CopperValley_grid","Copper River/Chugach","WO","GT","60320.410800000005","170184","74","12593.616","0.35444231420110001","17636","1547154","gallons","0.10999809973667779","EIA923","12","0",NA
"P132","160","Cordova Electric Cooperative","Humpback Creek","Cordova_grid","Copper River/Chugach","WAT","HY","12802.1829","0","0","0","-","3743","0",NA,"-","EIA923","12","Cordova, Eyak",NA
"P133","160","Cordova Electric Cooperative","Orca","Cordova_grid","Copper River/Chugach","DFO","IC","19116.056700000005","56151.6","74.14","4163.079624","0.34043654499604653","5589.0000000000009","406896","gallons","0.13799988203373834","EIA923","12","Cordova, Eyak",NA
"P134","160","Cordova Electric Cooperative","Power Creek","Cordova_grid","Copper River/Chugach","WAT","HY","53148.041700000002","0","0","0","-","15539","0",NA,"-","EIA923","12","Cordova, Eyak",NA
"P250","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","DFO","IC","1416.8353329000001","4880.8","74.14","361.86251199999998","0.29028752108260941","414.24300000000005","35368","gallons","0.13800045238633793","PCE","12","Tatitlek",NA
"P292","160","Cordova Electric Cooperative","Cordova, Eyak","Cordova_grid","Copper River/Chugach","WAT","HY","0","0","0","0","-","0","-",NA,"-","0","0","Cordova, Eyak",NA
"P292","160","Cordova Electric Cooperative","Cordova, Eyak","Cordova_grid","Copper River/Chugach","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Cordova, Eyak",NA
"P27","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","DFO","IC","4331.5568477999996","12131.9","74.14","899.45906600000001","0.3570386211393104","1266.4259999999999","87912","gallons","0.1380005005005005","PCE","12","Slana",NA
"P129","10","Copper Valley Elec Assn, Inc","Valdez","CopperValley_grid","Copper River/Chugach","DFO","GT","17255.413499999999","55015.8","74.14","4078.8714120000004","0.31364468934378847","5044.9999999999991","398664","gallons","0.13800042140750107","EIA923","12","0",NA
"P130",NA,"Copper Valley Elec Assn Inc","Valdez Cogen","CopperValley_grid","Copper River/Chugach","JF","IC","0","0","72.233333333333306","0","-","0","-","gallons","-","0","0","0",NA
"P130","10","Copper Valley Elec Assn, Inc","Valdez Cogen","CopperValley_grid","Copper River/Chugach","JF","GT","0","0","72.233333333333306","0","-","0","0","gallons","-","EIA923","12","0",NA
"P32","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","DFO","IC","144.67869000000002","448","74.14","33.21472","0.32294350446428577","42.300000000000004","3247","gallons","0.13797351401293501","PCE","2","Slana",NA
"P38","2","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Slana",NA
"P100","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","DFO","IC","731.46193769999991","2689.7000000000003","74.14","199.41435800000002","0.27194926486225224","213.85899999999998","19491","gallons","0.13799702426761071","PCE","12","Karluk",NA
"P180","16","Kodiak Electric Assn Inc","ESS Battery Microgrid","Kodiak_grid","Kodiak","MWH","BA","0","0","0","0","-","0","267","MWH","0","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P181","16","Kodiak Electric Assn Inc","Flywheel Energy Storage System Microgrid","Kodiak_grid","Kodiak","MWH","FW","0","0","0","0","-","0","373","MWH","0","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P182","16","Kodiak Electric Assn Inc","Kodiak Microgrid","Kodiak_grid","Kodiak","DFO","IC","0","3518","74.14","260.82452000000001","0","0","25494","gallons","0.13799325331450538","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P183","16","Kodiak Electric Assn Inc","Nymans Plant Microgrid","Kodiak_grid","Kodiak","DFO","IC","0","330.59999999999997","74.14","24.510683999999998","0","0","2394","gallons","0.13809523809523808","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P184","16","Kodiak Electric Assn Inc","Pillar Mountain Wind Project Microgrid","Kodiak_grid","Kodiak","WND","WT","100245.57269999999","270580","0","0","0.37048404427526049","29308.999999999996","0",NA,"-","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P186","16","Kodiak Electric Assn Inc","Swampy Acres Microgrid","Kodiak_grid","Kodiak","DFO","IC","0","840.6","74.14","62.322084000000004","0","0","6090","gallons","0.1380295566502463","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P187","16","Kodiak Electric Assn Inc","Terror Lake Microgrid","Kodiak_grid","Kodiak","WAT","HY","425772.62519999995","0","0","0","-","124483.99999999999","0",NA,"-","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P2","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","DFO","IC","1067.3593398","4877.6000000000004","74.14","361.62526400000002","0.21882879690831555","312.06600000000003","35344","gallons","0.13800362154821186","PCE","12","Akhiok",NA
"P225","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","DFO","IC","1007.4527853","4132.5","74.14","306.38355000000001","0.24378772784029037","294.55099999999999","29945","gallons","0.13800300551010186","PCE","12","Ouzinkie",NA
"P91","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","DFO","IC","2974.0466183999997","8578","74.14","635.97292000000004","0.34670629731872227","869.52799999999991","62160","gallons","0.137998712998713","PCE","12","Old Harbor",NA
"P185","16","Kodiak Electric Assn Inc","Port Lions Microgrid","Kodiak_grid","Kodiak","DFO","IC","0","17.399999999999999","74.14","1.2900359999999997","0","0","126","gallons","0.13809523809523808","EIA923","12","Kodiak, Kodiak Station, Port Lions, Chiniak, Woody Island",NA
"P193","353","Larsen Bay Utility Company","Larsen Bay","Larsen Bay_grid","Kodiak","WAT","HY","2735.4567513000002","0","0","0","-","799.77099999999996","0",NA,"-","PCE","10","Larsen Bay",NA
"P193","353","Larsen Bay Utility Company","Larsen Bay","Larsen Bay_grid","Kodiak","DFO","IC","193.06225380000001","660.4","74.14","48.962055999999997","0.29234138976377955","56.445999999999998","4785","gallons","0.1380146290491118","PCE","4","Larsen Bay",NA
"P225","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","WAT","HY","1528.7543894999997","0","0","0","-","446.96499999999992","0",NA,"-","PCE","11","Ouzinkie",NA
"P105","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","DFO","IC","8940.6505187999992","27873.8","74.14","2066.5635319999997","0.32075463405778903","2613.9959999999996","201984","gallons","0.13800003960709759","PCE","12","Aniak",NA
"P108","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","DFO","IC","2478.0138105666665","7914.8","74.14","586.80327199999999","0.31308609321355768","724.50188888888886","57355","gallons","0.13799668729840467","PCE","12","Atmautluak",NA
"P178","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Kipnuk",NA
"P178","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","DFO","IC","6230.2850883000001","18945.099999999999","74.14","1404.589714","0.32885997372935483","1821.5609999999999","137284","gallons","0.13799932985635616","PCE","12","Kipnuk",NA
"P191","281","Kwethluk Incorporated d/b/a Kuiggluum Kallugvia","Kwethluk","Kwethluk_grid","Lower Yukon-Kuskokwim","DFO","IC","5994.5511717000009","17355.5","74.14","1286.73677","0.34539778005243299","1752.6390000000001","125765","gallons","0.13799944340635312","PCE","12","Kwethluk",NA
"P192","376","Kwigillingok Power Company","Kwigillingok","Kwigillingok_grid","Lower Yukon-Kuskokwim","WND","WT","1304.8547109000001","0","0","0","-","381.50300000000004","0",NA,"-","PCE","12","Kwigillingok",NA
"P192","376","Kwigillingok Power Company","Kwigillingok","Kwigillingok_grid","Lower Yukon-Kuskokwim","DFO","IC","2974.8743310000004","9491.1999999999989","74.14","703.67756799999995","0.31343500621628462","869.7700000000001","68776","gallons","0.13800162847504943","PCE","11","Kwigillingok",NA
"P195","570","Lime Village Electric Utility","Lime Village","Lime Village_grid","Lower Yukon-Kuskokwim","DFO","IC","243.35092470000001","1284.7","74.14","95.247658000000015","0.18942237463999378","71.149000000000001","9309","gallons","0.13800623052959501","PCE","12","Lime Village",NA
