"","AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Community Name","Intertie Name","AEA Energy Region","Residential Rate ($/kWh)","PCE Residential Reimbursement Rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent of Residential Rate Covered by PCE Reimbursement","PCE Community
(Y/N)","Data Source","Number of monthly records","Communities reported","Notes"
"120","SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","0.74415833333333337","0.38479999999999998","0.35935833333333339","0.51709425637465145","Yes","PCE","12","Bettles, Evansville","Residential rate as reported to PCE"
"121","SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","0.20602085495879688","0","0.20602085495879688","0","No","EIA861","0","In addition to Anchorage, the CEA service area includes eight other communities.","Residential rate is calculated"
"122","SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","1.1500000000000001","0.75685000000000024","0.39314999999999994","0.6581304347826088","Yes","PCE","12","Birch Creek","Residential rate as reported to PCE"
"123","SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","0.5273833333333332","0.26860833333333328","0.25877499999999992","0.50932275700786911","Yes","PCE","12","Brevig Mission","Residential rate as reported to PCE"
"124","SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","0.48205000000000003","0.12190000000000006","0.36014999999999997","0.25287833212322386","Yes","PCE","12","Buckland","Residential rate as reported to PCE"
"125","SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","0.69721666666666671","0.3701166666666667","0.3271","0.53084885138527005","Yes","PCE","12","Central","Residential rate as reported to PCE"
"126","SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","0.95","0.50249999999999995","0.44750000000000001","0.52894736842105261","Yes","PCE","2","Chalkyitsik","Residential rate as reported to PCE"
"127","SR-35","332310","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","0.54999999999999993","0.20786666666666659","0.34213333333333334","0.37793939393939385","Yes","PCE","12","Chefornak","Residential rate as reported to PCE"
"128","SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","0.87833333333333352","0.30362500000000037","0.57470833333333315","0.34568311195445955","Yes","PCE","12","Chenega Bay","Residential rate as reported to PCE"
"129","SR-37","331280","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","0.50305000000000011","0.21858333333333341","0.2844666666666667","0.43451611834476367","Yes","PCE","12","Chevak","Residential rate as reported to PCE"
"130","SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","0.41591666666666671","0.1747500000000001","0.24116666666666661","0.42015628130635163","Yes","PCE","12","Chignik","Residential rate as reported to PCE"
"131","SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","0.57500000000000007","0.24422500000000003","0.33077500000000004","0.42473913043478262","Yes","PCE","12","Chignik Lagoon","Residential rate as reported to PCE"
"132","SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","0.26885513198901984","0","0.26885513198901984","0","No","EIA861","0","In addition to Fairbanks, the GVEA service area includes 25 other communities.","Residential rate is calculated"
"133","SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","0.70000000000000007","0.33018000000000003","0.36982000000000004","0.47168571428571426","Yes","PCE","10","Chignik Lake","Residential rate as reported to PCE"
"134","SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","0.62539166666666668","0.33495833333333336","0.29043333333333332","0.53559769211294261","Yes","PCE","12","Chilkat Valley","Residential rate as reported to PCE"
"135","SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","0.6382416666666666","0.2841749999999999","0.3540666666666667","0.44524670644609526","Yes","PCE","12","Chistochina","Residential rate as reported to PCE"
"136","SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","0.70000000000000007","0.30493333333333339","0.39506666666666668","0.43561904761904768","Yes","PCE","12","Chitina","Residential rate as reported to PCE"
"137","SR-44","332230","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","1.112616666666667","0.75685000000000024","0.35576666666666673","0.68024327036865051","Yes","PCE","12","Chuathbaluk","Residential rate as reported to PCE"
"138","SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","0.80038333333333334","0.52766666666666673","0.27271666666666666","0.65926743435437196","Yes","PCE","12","Circle","Residential rate as reported to PCE"
"139","SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","0.92499999999999982","0.42519999999999986","0.49979999999999997","0.45967567567567563","Yes","PCE","12","Clark's Point","Residential rate as reported to PCE"
"140","SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","0.29379999999999995","9.441666666666626E-3","0.28435833333333332","3.2136373950533106E-2","Yes","PCE","12","Coffman Cove","Residential rate as reported to PCE"
"141","SR-48","331980","88","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","0.7161749999999999","0.50915833333333327","0.20701666666666665","0.71094122712093177","Yes","PCE","12","Cold Bay","Residential rate as reported to PCE"
"142","SR-49","331920","160","Cordova Electric Cooperative","Cordova","Cordova_grid","Copper River/Chugach","0.37049166666666672","6.5108333333333435E-2","0.30538333333333328","0.17573494680492163","Yes","PCE","12","Cordova, Eyak","Residential rate as reported to PCE"
"143","SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","0.28213801591487864","0","0.28213801591487864","0","No","EIA861","0","In addition to Homer, the HEA service area includes 29 other communities","Residential rate is calculated"
"144","SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","0.29379999999999989","9.5166666666665622E-3","0.28428333333333333","3.2391649648286475E-2","Yes","PCE","12","Craig","Residential rate as reported to PCE"
"145","SR-51","332240","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","1.1126666666666669","0.75685000000000024","0.35581666666666667","0.68021270221689645","Yes","PCE","12","Crooked Creek","Residential rate as reported to PCE"
"146","SR-52","332060","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","0.67469999999999974","0.29534999999999967","0.37935000000000008","0.43775011116051543","Yes","PCE","12","Deering","Residential rate as reported to PCE"
"147","SR-53","332430","45","Nushagak Electric Cooperative","Dillingham","Dillingham_grid","Bristol Bay","0.43967499999999998","0.14366666666666672","0.29600833333333326","0.3267565057523551","Yes","PCE","12","Dillingham, Aleknagik","Residential rate as reported to PCE"
"148","SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","0.65000000000000013","0.15551666666666691","0.49448333333333322","0.23925641025641059","Yes","PCE","12","Diomede","Residential rate as reported to PCE"
"149","SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.4446750000000001","0.2299250000000001","0.21475","0.51706302355653011","Yes","PCE","12","Dot Lake, Dot Lake Village","Residential rate as reported to PCE"
"150","SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","0.68558333333333321","0.3245249999999999","0.36105833333333331","0.47335602285158618","Yes","PCE","12","Eagle, Eagle Village","Residential rate as reported to PCE"
"151","SR-57","331290","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","0.50679166666666664","0.24894166666666662","0.25785000000000002","0.49121104990545089","Yes","PCE","12","Eek","Residential rate as reported to PCE"
"152","SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","0.65000000000000013","0.43367500000000014","0.21632499999999999","0.66719230769230775","Yes","PCE","12","Egegik","Residential rate as reported to PCE"
"153","SR-59","331950","688","City of Ekwok","Ekwok","New_Stuyahok_grid","Bristol Bay","0.54414166666666663","0.2841499999999999","0.25999166666666673","0.52219856961269262","Yes","PCE","12","Ekwok","Residential rate as reported to PCE"
"154","SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","0.11816746289828307","0","0.11816746289828307","0","No","EIA861","0","Ketchikan, Saxman","Residential rate is calculated"
"155","SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","0.66","0.35486666666666672","0.30513333333333331","0.53767676767676775","Yes","PCE","12","Elfin Cove","Residential rate as reported to PCE"
"156","SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","0.51444999999999996","0.25652499999999984","0.25792500000000013","0.49863932354942142","Yes","PCE","12","Elim","Residential rate as reported to PCE"
"157","SR-62","331310","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","0.51106666666666645","0.24549999999999977","0.26556666666666667","0.48036785807461496","Yes","PCE","12","Emmonak","Residential rate as reported to PCE"
"158","SR-63","331970","442","False Pass, City of","False Pass","False Pass_grid","Aleutians","0.62","0.27025000000000005","0.34974999999999995","0.43588709677419363","Yes","PCE","12","False Pass","Residential rate as reported to PCE"
"159","SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","0.63971666666666671","0.34475000000000006","0.29496666666666665","0.53891045514941516","Yes","PCE","12","Fort Yukon","Residential rate as reported to PCE"
"160","SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","0.59599999999999997","0.1846583333333332","0.41134166666666677","0.30982941834451883","Yes","PCE","12","Galena","Residential rate as reported to PCE"
"161","SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","0.53456666666666652","0.26241666666666646","0.27215000000000006","0.49089605287772003","Yes","PCE","12","Gambell","Residential rate as reported to PCE"
"162","SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","0.33","8.4249999999999964E-2","0.24575000000000005","0.2553030303030302","Yes","PCE","12","Golovin","Residential rate as reported to PCE"
"163","SR-68","331330","169","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","0.53255833333333336","0.27354166666666663","0.25901666666666673","0.51363700377110477","Yes","PCE","12","Goodnews Bay","Residential rate as reported to PCE"
"164","SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","0.51530000000000009","0.25606666666666672","0.25923333333333337","0.4969273562326153","Yes","PCE","12","Grayling","Residential rate as reported to PCE"
"165","SR-7","0","16","Kodiak Electric Assn Inc","Kodiak","Kodiak_grid","Kodiak","0.17508661254459901","0","0.17508661254459901","0","No","EIA861","0","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.","Residential rate is calculated"
"166","SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","0.49200833333333333","0.11181666666666668","0.38019166666666665","0.22726579834352401","Yes","PCE","12","Gustavus","Residential rate as reported to PCE"
"167","SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","0.29429999999999995","1.2533333333333285E-2","0.28176666666666667","4.2586929437082185E-2","Yes","PCE","12","Haines, Covenant Life","Residential rate as reported to PCE"
"168","SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","0.78339999999999999","0.42210000000000003","0.36129999999999995","0.53880520806739862","Yes","PCE","12","Healy Lake","Residential rate as reported to PCE"
"169","SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","0.29380833333333328","9.4416666666665705E-3","0.28436666666666671","3.2135462461354868E-2","Yes","PCE","12","Hollis","Residential rate as reported to PCE"
"170","SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","0.51103333333333334","0.25261666666666666","0.25841666666666668","0.49432522340356139","Yes","PCE","12","Holy Cross","Residential rate as reported to PCE"
"171","SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","0.62539166666666668","0.33495833333333336","0.29043333333333332","0.53559769211294261","Yes","PCE","12","Hoonah","Residential rate as reported to PCE"
"172","SR-76","331360","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","0.4981666666666667","0.23295833333333343","0.26520833333333327","0.46763131482101056","Yes","PCE","12","Hooper Bay","Residential rate as reported to PCE"
"173","SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","0.71","0.49053333333333327","0.21946666666666667","0.6908920187793427","Yes","PCE","12","Hughes","Residential rate as reported to PCE"
"174","SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","0.5135333333333334","0.25497500000000012","0.25855833333333328","0.49651109957159567","Yes","PCE","12","Huslia","Residential rate as reported to PCE"
"175","SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","0.29379999999999995","9.5166666666666178E-3","0.28428333333333333","3.2391649648286655E-2","Yes","PCE","12","Hydaburg","Residential rate as reported to PCE"
"176","SR-8","0","18","Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","0.21408406483431666","0","0.21408406483431666","0","No","EIA861","0","In addition to Wasilla, the MEA service area includes 28 other communities.","Residential rate is calculated"
"177","SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","0.91733333333333367","0.67338333333333367","0.24394999999999997","0.73406613372093032","Yes","PCE","12","Igiugig","Residential rate as reported to PCE"
"178","SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna","Newhalen_grid","Bristol Bay","0.64133333333333342","0.36320000000000002","0.2781333333333334","0.56632016632016624","Yes","PCE","12","Iliamna, Newhalen, Nondalton","Residential rate as reported to PCE"
"179","SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","0.62539166666666668","0.33495833333333336","0.29043333333333332","0.53559769211294261","Yes","PCE","12","Kake","Residential rate as reported to PCE"
"180","SR-83","332370","254","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","0.14999999999999997","0","0.14999999999999997","0","Yes","PCE","12","Kaktovik","Residential rate as reported to PCE"
"181","SR-84","331720","169","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","0.51345833333333324","0.25509999999999983","0.25835833333333341","0.49682707133003301","Yes","PCE","12","Kalskag","Residential rate as reported to PCE"
"182","SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","0.53939999999999999","0.27975","0.25964999999999999","0.51863181312569517","Yes","PCE","12","Kaltag","Residential rate as reported to PCE"
"183","SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","0.70000000000000007","0.38429999999999997","0.31570000000000009","0.54899999999999993","Yes","PCE","12","Karluk","Residential rate as reported to PCE"
"184","SR-87","331390","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","0.51470000000000016","0.2482916666666668","0.26640833333333336","0.48240075124668103","Yes","PCE","12","Kasigluk","Residential rate as reported to PCE"
"185","SR-88","331400","169","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","0.52860833333333335","0.26960833333333334","0.25900000000000001","0.51003420932322296","Yes","PCE","12","Kiana","Residential rate as reported to PCE"
"186","SR-89","332070","289","King Cove, City of","King Cove","King Cove_grid","Aleutians",NA,NA,NA,NA,"Yes",NA,NA,"King Cove","No Data"
"187","SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","0.69020000000000004","0.4859","0.20430000000000001","0.70399884091567655","Yes","PCE","12","Kipnuk","Residential rate as reported to PCE"
"188","SR-91","331410","169","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","0.52264166666666667","0.26405000000000006","0.25859166666666661","0.50522186966851101","Yes","PCE","12","Kivalina","Residential rate as reported to PCE"
"189","SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","0.29379999999999989","9.4416666666665705E-3","0.28435833333333332","3.2136373950532926E-2","Yes","PCE","12","Klawock","Residential rate as reported to PCE"
"190","SR-93","332700","240","Inside Passage Electric","Klukwan","Haines_grid","Southeast","0.62539166666666668","0.33495833333333336","0.29043333333333332","0.53559769211294261","Yes","PCE","12","Klukwan","Residential rate as reported to PCE"
"191","SR-94","332090","407","Kobuk Valley Electric Company","Kobuk","Shungnak_grid","Northwest Arctic","0.77091666666666658","0.49826666666666664","0.27264999999999995","0.64633012647281374","Yes","PCE","12","Kobuk","Residential rate as reported to PCE"
"192","SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","0.90000000000000024","0.49023333333333347","0.40976666666666678","0.54470370370370369","Yes","PCE","12","Kokhanok","Residential rate as reported to PCE"
"193","SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","0.5","0.25530833333333336","0.24469166666666667","0.51061666666666672","Yes","PCE","12","Koliganek","Residential rate as reported to PCE"
"194","SR-97","332510","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","0.66000000000000025","0.2939500000000001","0.36605000000000015","0.44537878787878787","Yes","PCE","12","Kongiganak","Residential rate as reported to PCE"
"195","SR-98","332120","285","Kotlik Joint Utility","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","0.52669166666666667","0.26809166666666673","0.25859999999999994","0.50901064822872344","Yes","PCE","12","Kotlik","Residential rate as reported to PCE"
"196","SR-99","332130","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","0.36244999999999999","0.13502499999999998","0.22742500000000002","0.37253414264036411","Yes","PCE","12","Kotzebue","Residential rate as reported to PCE"
