"","AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Reporting Name","Intertie Name","AEA Energy Region","Residential Revenue $000","Residential Sales
 MWh","Residential Customers","Residential $/kWh","Commercial Revenue $000","Commercial Sales 
MWh","Commercial Customers","Commercial $/kWh","Other Revenue $000","Other Sales 
MWh","Other Customers","Other $/kWh","Total Revenue $000","Total Sales 
MWh","Total Customers","Average Revenue $/kWh","Data Source","Number of monthly records","Communities reported","Notes"
"153","SR-59","331950","688","Alaska Village Electric Cooperative","Ekwok","New_Stuyahok_grid","Bristol Bay","126.81221541666666","233.05","51.166666666666664","0.54414166666666663","0","0","9.4166666666666661",NA,"119.49677484999999","219.60599999999999","20.916666666666668","0.54414166666666663","246.30899026666665","452.65600000000001","81.5","0.54414166666666663","PCE","12","Ekwok",NA
"154","SR-6","0","103","Ketchikan Public Utilities","Ketchikan Public Utilities","SEAPA_grid","Southeast","8830.2999999999993","74727","6499","0.11816746289828307","8123.4","72078","1354","0.11270290518604845","2234.6","23156","14","9.6501986526170314E-2","19188.3","169961","7867","0.11289825312865892","EIA861","0","Ketchikan, Saxman",NA
"155","SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","55.003079999999997","83.337999999999994","44.416666666666664","0.66","137.76774","208.739","6.75","0.66","5.7862200000000001","8.7669999999999995","27.666666666666668","0.66","198.55704","300.84399999999999","78.833333333333343","0.66","PCE","12","Elfin Cove",NA
"156","SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","290.73884525","565.14499999999998","90.666666666666671","0.51444999999999996","75.286670799999996","146.34399999999999","11.416666666666666","0.51444999999999996","301.82935834999995","586.70299999999997","36.333333333333329","0.51444999999999996","667.85487439999997","1298.192","138.41666666666666","0.51444999999999996","PCE","12","Elim",NA
"157","SR-62","331310","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","606.94532866666646","1187.605","214.16666666666666","0.51106666666666645","450.37545573333313","881.24599999999998","20.416666666666668","0.51106666666666645","826.68815226666629","1617.5740000000001","64.416666666666657","0.51106666666666645","1884.0089366666659","3686.4250000000002","299","0.51106666666666645","PCE","12","Emmonak",NA
"158","SR-63","331970","442","False Pass, City of","False Pass","False Pass_grid","Aleutians","76.298439999999999","123.062","27.25","0.62","174.32850000000002","281.17500000000001","10.833333333333334","0.62","59.252780000000001","95.569000000000003","16.833333333333336","0.62","309.87972000000002","499.80600000000004","54.916666666666671","0.62","PCE","12","False Pass",NA
"159","SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","631.38499680000007","986.976","269.33333333333331","0.63971666666666671","520.32122743333332","813.36199999999997","17","0.63971666666666671","477.13075668333335","745.84699999999998","81.166666666666657","0.63971666666666671","1628.8369809166668","2546.1849999999999","367.5","0.63971666666666671","PCE","12","Fort Yukon",NA
"160","SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","504.2011","845.97500000000002","188.41666666666666","0.59599999999999997","1737.078356","2914.5610000000001","12.833333333333334","0.59599999999999997","518.70535599999994","870.31099999999992","159.66666666666666","0.59599999999999997","2759.9848120000001","4630.8470000000007","360.91666666666663","0.59599999999999997","PCE","12","Galena",NA
"161","SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","484.77445449999988","906.85500000000002","165","0.53456666666666652","82.820948233333311","154.93100000000001","15","0.53456666666666652","548.56643309999981","1026.1889999999999","35.416666666666664","0.53456666666666652","1116.161835833333","2087.9749999999999","215.41666666666666","0.53456666666666652","PCE","12","Gambell",NA
"162","SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","91.016310000000004","275.80700000000002","48.833333333333336","0.33","134.22354000000001","406.738","9.6666666666666661","0.33","59.364690000000003","179.893","40.416666666666664","0.33","284.60453999999999","862.43799999999999","98.916666666666657","0.33","PCE","12","Golovin",NA
"163","SR-68","331330","169","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","238.31452858333336","447.49","78.5","0.53255833333333336","22.568757050000002","42.378","10","0.53255833333333336","132.02227594999999","247.90199999999999","9.4166666666666679","0.53255833333333336","392.90556158333334","737.77","97.916666666666671","0.53255833333333336","PCE","12","Goodnews Bay",NA
"164","SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","139.03566950000001","269.815","67.833333333333329","0.51530000000000009","21.756481300000001","42.220999999999997","10","0.51530000000000009","133.12054080000004","258.33600000000001","17.916666666666664","0.51530000000000009","293.91269160000007","570.37200000000007","95.75","0.51530000000000009","PCE","12","Grayling",NA
"165","SR-7","0","16","Kodiak Electric Assn Inc","Kodiak Electric Assn Inc","Kodiak_grid","Kodiak","6772","38678","4948","0.17508661254459901","3695","21485","1096","0.17198045147777519","13326","86351","118","0.15432363261571957","23793","146514","6162","0.16239403742987019","EIA861","0","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",NA
"166","SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","684.46674107500007","1391.1690000000001","485.41666666666669","0.49200833333333333","280.98399113333335","571.096","5","0.49200833333333338","115.27017237500002","234.28500000000003","117.16666666666667","0.49200833333333333","1080.7209045833333","2196.5500000000002","607.58333333333337","0.49200833333333327","PCE","12","Gustavus",NA
"167","SR-71","331120","2","Alaska Power & Telephone Company","Haines, Covenant Life","UpperLynnCanal_grid","Southeast","1691.7108578999996","5748.2529999999997","1136.5833333333333","0.29429999999999995","1913.0182775999997","6500.232","39","0.29429999999999995","643.51637999999991","2186.6","385.41666666666669","0.29429999999999995","4248.2455154999989","14435.084999999999","1561","0.29429999999999995","PCE","12","Haines, Covenant Life",NA
"168","SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","19.413435399999997","24.780999999999999","9.25","0.78339999999999999","13.499548799999999","17.231999999999999","3","0.78339999999999999","42.165721599999998","53.823999999999998","4","0.78339999999999999","75.078705799999994","95.836999999999989","16.25","0.78339999999999999","PCE","12","Healy Lake",NA
"169","SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","217.00389691666663","738.59","130.66666666666666","0.29380833333333328","882.96955040833325","3005.2570000000001","1","0.29380833333333328","12.359928966666663","42.067999999999998","34.166666666666671","0.29380833333333328","1112.3333762916666","3785.9150000000004","165.83333333333331","0.29380833333333328","PCE","12","Hollis",NA
"170","SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","143.41230640000001","280.63200000000001","72.25","0.51103333333333334","0","0","9.5",NA,"140.29551410000002","274.53300000000002","18.833333333333336","0.51103333333333334","283.70782049999997","555.16499999999996","100.58333333333334","0.51103333333333334","PCE","12","Holy Cross",NA
"171","SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","1201.7057222916667","1921.5250000000001","408.75","0.62539166666666668","1119.8444546916667","1790.6289999999999","27","0.62539166666666668","555.50852565833327","888.25699999999995","76.583333333333343","0.62539166666666668","2877.058702641667","4600.4110000000001","512.33333333333337","0.62539166666666668","PCE","12","Hoonah",NA
"172","SR-76","331360","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","706.40730766666661","1418.0139999999999","266.5","0.49816666666666665","199.85898683333335","401.18900000000002","10.916666666666666","0.49816666666666665","856.0809845","1718.463","62.25","0.4981666666666667","1762.3472790000003","3537.6660000000002","339.66666666666669","0.4981666666666667","PCE","12","Hooper Bay",NA
"173","SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","139.18271999999999","196.03200000000001","40.75","0.70999999999999985","112.50660000000001","158.46","3","0.71","70.384429999999995","99.132999999999996","21.75","0.71","322.07374999999996","453.625","65.5","0.71","PCE","12","Hughes",NA
"174","SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","283.86479360000004","552.76800000000003","101.41666666666667","0.5135333333333334","0","0","16.333333333333332",NA,"252.59266773333334","491.87199999999996","31.833333333333336","0.5135333333333334","536.4574613333333","1044.6399999999999","149.58333333333334","0.5135333333333334","PCE","12","Huslia",NA
"175","SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","194.59725479999997","662.346","115.66666666666667","0.29379999999999995","148.78854639999997","506.428","9.5","0.29379999999999995","140.61708699999997","478.61500000000001","60.666666666666664","0.29379999999999995","484.00288819999997","1647.3890000000001","185.83333333333331","0.29379999999999995","PCE","12","Hydaburg",NA
"176","SR-8","0","18","Matanuska Electric Assn Inc","Matanuska Electric Assn Inc","Railbelt_grid","Railbelt","98188.800000000003","458646","61091","0.21408406483431666","57465.4","310092","6664","0.18531726068392607","0","0","0",NA,"155654.20000000001","768738","67755","0.20248016879613082","EIA861","0","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
"177","SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","86.148608000000038","93.912000000000006","30.25","0.91733333333333367","89.436330666666692","97.495999999999995","13.666666666666666","0.91733333333333367","79.192469333333364","86.329000000000008","12.083333333333334","0.91733333333333356","254.77740800000007","277.73699999999997","56","0.91733333333333367","PCE","12","Igiugig",NA
"178","SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton","Newhalen_grid","Bristol Bay","526.1113866666667","820.34","183.83333333333334","0.64133333333333331","1115.7243933333334","1739.6949999999999","12.75","0.64133333333333342","271.26540133333339","422.971","97.75","0.64133333333333342","1913.1011813333339","2983.0060000000003","294.33333333333337","0.64133333333333342","PCE","12","Iliamna, Newhalen, Nondalton",NA
"179","SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","592.78562134166668","947.86300000000006","235.25","0.62539166666666668","504.94435862500001","807.40499999999997","14.166666666666666","0.62539166666666668","158.92077798333335","254.114","57.833333333333336","0.62539166666666668","1256.6507579500001","2009.3820000000001","307.25","0.62539166666666668","PCE","12","Kake",NA
"180","SR-83","332370","254","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","113.75669999999998","758.37800000000004","78","0.14999999999999997","368.39579999999995","2455.9720000000002","3","0.14999999999999997","103.52669999999998","690.178","54","0.14999999999999997","585.67919999999992","3904.5280000000002","135","0.14999999999999997","PCE","12","Kaktovik",NA
"181","SR-84","331720","169","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","177.13182891666665","344.97800000000001","67.833333333333329","0.51345833333333324","33.333714999999998","64.92","3","0.51345833333333324","185.98385058333329","362.21799999999996","26.583333333333332","0.51345833333333324","396.44939449999993","772.11599999999999","97.416666666666657","0.51345833333333324","PCE","12","Kalskag",NA
"182","SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","141.1383252","261.65800000000002","63.833333333333336","0.53939999999999999","0","0","11.75",NA,"199.6556736","370.14400000000001","23.166666666666668","0.53939999999999999","340.7939988","631.80200000000002","98.75","0.53939999999999999","PCE","12","Kaltag",NA
"183","SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","45.113599999999998","64.447999999999993","13","0.70000000000000007","56.942200000000007","81.346000000000004","4","0.70000000000000007","23.989000000000004","34.270000000000003","10.333333333333334","0.70000000000000007","126.04480000000002","180.06400000000002","27.333333333333336","0.70000000000000007","PCE","12","Karluk",NA
"184","SR-87","331390","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","385.9730153000001","749.899","119.91666666666667","0.51470000000000016","0","0","12",NA,"355.64020020000009","690.96600000000001","21.75","0.51470000000000016","741.61321550000025","1440.865","153.66666666666669","0.51470000000000016","PCE","12","Kasigluk",NA
"185","SR-88","331400","169","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","393.81690859166667","745.00699999999995","115.16666666666667","0.52860833333333335","110.16303388333333","208.40199999999999","12.833333333333334","0.52860833333333335","340.614594275","644.36099999999999","26.583333333333332","0.52860833333333335","844.59453674999997","1597.77","154.58333333333334","0.52860833333333335","PCE","12","Kiana",NA
"186","SR-89","332070","289","King Cove, City of","King Cove","King Cove_grid","Aleutians",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"King Cove","No Data"
"187","SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","637.2789150000001","923.32500000000005","198.41666666666666","0.69020000000000004","403.55234780000001","584.68899999999996","6","0.69020000000000004","64.911239399999999","94.046999999999997","31.75","0.69020000000000004","1105.7425022000002","1602.0610000000001","236.16666666666666","0.69020000000000004","PCE","12","Kipnuk",NA
"188","SR-91","331410","169","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","332.62849440833332","636.43700000000001","90.25","0.52264166666666667","300.07575820000005","574.15200000000004","8.75","0.52264166666666667","294.88644909166663","564.22299999999996","25.666666666666668","0.52264166666666667","927.59070169999995","1774.8119999999999","124.66666666666667","0.52264166666666667","PCE","12","Kivalina",NA
"189","SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","684.08068819999983","2328.3890000000001","392.75","0.29379999999999989","1485.9287559999993","5057.62","21.166666666666668","0.29379999999999989","265.62399239999991","904.09799999999996","149.91666666666666","0.29379999999999989","2435.6334365999992","8290.107","563.83333333333326","0.29379999999999989","PCE","12","Klawock",NA
"190","SR-93","332700","240","Inside Passage Electric","Klukwan","UpperLynnCanal_grid","Southeast","131.18215599999999","209.76","50.25","0.62539166666666668","55.175179791666665","88.224999999999994","8.75","0.62539166666666668","84.30279666666668","134.80000000000001","8","0.62539166666666668","270.66013245833329","432.78499999999997","67","0.62539166666666657","PCE","12","Klukwan",NA
"191","SR-94","332090","407","Alaska Village Electric Cooperative","Kobuk","Shungnak_grid","Northwest Arctic","182.18611033333332","236.32400000000001","38.25","0.77091666666666658","71.697562749999989","93.003","4","0.77091666666666658","258.48142008333332","335.291","16.416666666666664","0.77091666666666658","512.36509316666661","664.61799999999994","58.666666666666664","0.77091666666666669","PCE","12","Kobuk",NA
"192","SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","192.17520000000005","213.52799999999999","54.583333333333336","0.90000000000000024","53.532000000000011","59.48","9","0.90000000000000024","129.30390000000003","143.67099999999999","12.666666666666668","0.90000000000000024","375.01110000000006","416.67899999999997","76.25","0.90000000000000024","PCE","12","Kokhanok",NA
"193","SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","128.584","257.16800000000001","76.166666666666671","0.5","30.179500000000001","60.359000000000002","9.8333333333333339","0.5","146.9615","293.923","17","0.5","305.72500000000002","611.45000000000005","103","0.5","PCE","12","Koliganek",NA
"194","SR-97","332510","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","479.8985400000002","727.11900000000003","160.5","0.66000000000000025","173.93442000000005","263.53699999999998","4.75","0.66000000000000025","55.626780000000025","84.283000000000001","14.666666666666666","0.66000000000000025","709.45974000000035","1074.9390000000001","179.91666666666666","0.66000000000000025","PCE","12","Kongiganak",NA
"195","SR-98","332120","285","Alaska Village Electric Cooperative","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","407.23114967499998","773.18700000000001","126.5","0.52669166666666667","163.38396853333336","310.20800000000003","9","0.52669166666666667","515.83602472500002","979.38900000000012","39.5","0.52669166666666667","1086.4511429333334","2062.7840000000001","175","0.52669166666666667","PCE","12","Kotlik",NA
"196","SR-99","332130","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","2570.0586477500001","7090.7950000000001","1084","0.36244999999999999","3599.4615915499999","9930.9189999999999","26.833333333333332","0.36244999999999999","935.7262915","2581.67","168.5","0.36244999999999999","7105.2465307999992","19603.383999999998","1279.3333333333333","0.36244999999999999","PCE","12","Kotzebue",NA
