"","AEA Sales Reporting ID","PCE ID","RCA CPCN","Utility Name","Reporting Name","Intertie Name","AEA Energy Region","Residential Revenue $000","Residential Sales
 MWh","Residential Customers","Residential $/kWh","Commercial Revenue $000","Commercial Sales 
MWh","Commercial Customers","Commercial $/kWh","Other Revenue $000","Other Sales 
MWh","Other Customers","Other $/kWh","Total Revenue $000","Total Sales 
MWh","Total Customers","Average Revenue $/kWh","Data Source","Number of monthly records","Communities reported","Notes"
"78","SR-167","331680","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","398.20435996666669","772.06299999999999","139.25","0.51576666666666671","96.241544233333329","186.59899999999999","10","0.51576666666666671","321.9343326","624.18599999999992","39.166666666666671","0.51576666666666671","816.38023680000003","1582.848","188.41666666666669","0.51576666666666671","PCE","12","Stebbins",NA
"79","SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens Village","No Data"
"80","SR-169","332270","343","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","46.931460600000001","42.177999999999997","16.416666666666668","1.1127","53.070226500000004","47.695","4.666666666666667","1.1127","27.5293107","24.741","5.333333333333333","1.1127","127.53099780000001","114.614","26.416666666666668","1.1127","PCE","12","Stony River",NA
"81","SR-17","331050","2","Alaska Power & Telephone Company","Allakaket, Alatna","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","191.05914216666665","216.69200000000001","67.75","0.88170833333333321","35.300956541666658","40.036999999999999","18","0.88170833333333309","300.56290862499998","340.887","15.583333333333334","0.88170833333333332","526.9230073333332","597.61599999999999","101.33333333333334","0.88170833333333309","PCE","12","Allakaket, Alatna",NA
"82","SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","23.532040000000006","22.02","34","1.0686666666666669","18.622585333333337","17.425999999999998","5","1.0686666666666669","15.171860666666669","14.196999999999999","13.333333333333334","1.0686666666666669","57.32648600000001","53.643000000000001","52.333333333333336","1.0686666666666669","PCE","3","Takotna",NA
"83","SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","192.69761639166666","301.14100000000002","107.08333333333333","0.63989166666666664","321.159707825","501.89699999999999","7","0.63989166666666664","216.8285710333333","338.85199999999998","44.166666666666664","0.63989166666666664","730.68589525000004","1141.8900000000001","158.25","0.63989166666666664","PCE","12","Tanana",NA
"84","SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","115.82064","125.892","39.083333333333336","0.92","45.094720000000002","49.015999999999998","5","0.92","122.19072000000001","132.816","18.916666666666668","0.92","283.10608000000002","307.72399999999999","63","0.92000000000000015","PCE","12","Tatitlek",NA
"85","SR-173","331685","61","Alaska Village Electric Cooperative","Teller","Teller_grid","Bering Straits","161.26962533333332","303.37599999999998","72.833333333333329","0.5315833333333333","23.904239333333333","44.968000000000004","7","0.5315833333333333","238.80583874999999","449.23500000000001","34.25","0.5315833333333333","423.97970341666661","797.57899999999995","114.08333333333333","0.5315833333333333","PCE","12","Teller",NA
"86","SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","156.98615999999998","266.83199999999999","125.08333333333333","0.58833333333333326","39.998429999999999","67.986000000000004","14.666666666666666","0.58833333333333326","15.509643333333333","26.362000000000002","28.916666666666668","0.58833333333333326","212.49423333333331","361.18","168.66666666666666","0.58833333333333326","PCE","12","Tenakee Springs",NA
"87","SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","79.271322900000015","178.268","47.916666666666664","0.4446750000000001","32.049505950000004","72.073999999999998","5","0.44467500000000004","68.066846925000007","153.071","9.5","0.44467500000000004","179.38767577500005","403.41300000000001","62.416666666666664","0.4446750000000001","PCE","12","Tetlin",NA
"88","SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay, Kasaan","Prince of Wales Is._grid","Southeast","471.79037026666663","1605.7760000000001","324.25","0.29380833333333328","258.2369584166666","878.93","30.083333333333332","0.29380833333333328","251.97854710833329","857.62900000000002","150.66666666666666","0.29380833333333328","982.00587579166654","3342.335","505","0.29380833333333328","PCE","12","Thorne Bay, Kasaan",NA
"89","SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","622.60384724999994","1183.5450000000001","214.08333333333334","0.52604999999999991","276.85748474999991","526.29499999999996","19","0.52604999999999991","751.45453424999994","1428.4850000000001","76","0.52604999999999991","1650.9158662499999","3138.3250000000003","309.08333333333337","0.52604999999999991","PCE","12","Togiak",NA
"90","SR-178","331220","2","Alaska Power & Telephone Company","Tok, Tanacross","Tok_grid","Yukon-Koyukuk/Upper Tanana","1855.311994966667","4172.4440000000004","781.41666666666663","0.44465833333333338","1309.9189841666669","2945.9","33","0.44465833333333338","625.1331450583333","1405.8729999999998","180.25","0.44465833333333338","3790.3641241916671","8524.2170000000006","994.66666666666663","0.44465833333333338","PCE","12","Tok, Tanacross",NA
"91","SR-179","331700","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","428.3559567916667","818.971","130.83333333333334","0.52304166666666674","32.822433708333335","62.753","13","0.52304166666666674","428.58871033333344","819.41600000000005","36.166666666666671","0.52304166666666674","889.76710083333353","1701.14","180","0.52304166666666674","PCE","12","Toksook Bay",NA
"92","SR-18","331250","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","325.58609799999999","505.32","78.083333333333329","0.64431666666666665","24.662509050000001","38.277000000000001","12.5","0.64431666666666665","471.56634789999998","731.88599999999997","21.833333333333336","0.64431666666666665","821.8149549499999","1275.4829999999999","112.41666666666666","0.64431666666666665","PCE","12","Ambler",NA
"93","SR-180","332710","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuluksak","No Data"
"94","SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","379.64940000000007","584.07600000000002","122.16666666666667","0.65000000000000013","311.31555000000009","478.947","6","0.65000000000000013","36.518950000000011","56.183","27.666666666666668","0.65000000000000024","727.48390000000029","1119.2060000000001","155.83333333333334","0.65000000000000013","PCE","12","Tuntutuliak",NA
"95","SR-182","331710","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","217.16846912500003","415.20299999999997","92","0.52304166666666674","0","0","9",NA,"319.54184541666672","610.93000000000006","27.666666666666664","0.52304166666666674","536.71031454166678","1026.133","128.66666666666666","0.52304166666666674","PCE","12","Tununak",NA
"96","SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","35.162568","69.766999999999996","35.666666666666664","0.504","28.802087999999998","57.146999999999998","6","0.504","10.620288","21.071999999999999","8","0.504","74.584943999999993","147.98599999999999","49.666666666666664","0.504","PCE","6","Twin Hills",NA
"97","SR-184","332850","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","606.69862999166651","1355.423","273.08333333333331","0.44760833333333322","818.38335342499977","1828.347","21.75","0.44760833333333322","319.10132365833329","712.90300000000002","87.75","0.44760833333333327","1744.1833070749994","3896.6729999999998","382.58333333333331","0.44760833333333322","PCE","12","Unalakleet",NA
"98","SR-185","332860","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","1659.9189944833331","3959.5729999999999","778.58333333333337","0.41921666666666663","15776.606774449998","37633.538999999997","57.25","0.41921666666666663","1521.1385746333331","3628.5259999999998","195.75","0.41921666666666663","18957.664343566663","45221.637999999992","1031.5833333333335","0.41921666666666668","PCE","12","Unalaska",NA
"99","SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","117.3681","130.40899999999999","80","0.9","49.651200000000003","55.167999999999999","9","0.9","89.891099999999994","99.878999999999991","12","0.9","256.91040000000004","285.45600000000002","101","0.90000000000000013","PCE","6","Venetie",NA
"100","SR-187","332410","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","210.79214999999994","1405.2809999999999","151.5","0.14999999999999997","673.14224999999976","4487.6149999999998","3","0.14999999999999997","22.128599999999995","147.524","73.666666666666671","0.14999999999999997","906.06299999999976","6040.42","228.16666666666669","0.14999999999999997","PCE","12","Wainwright",NA
"101","SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","107.17668307499997","191.36699999999999","38.166666666666664","0.56005833333333321","24.958439566666662","44.564","5","0.56005833333333321","208.25545101666663","371.846","25.083333333333336","0.56005833333333321","340.39057365833327","607.77700000000004","68.25","0.56005833333333321","PCE","12","Wales",NA
"102","SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","91.24047139999999","310.553","84.916666666666671","0.29379999999999995","28.203624799999993","95.995999999999995","2.0833333333333335","0.29379999999999995","8.3715371999999988","28.494","18.666666666666668","0.29379999999999995","127.81563339999998","435.04300000000001","105.66666666666667","0.29379999999999995","PCE","12","Whale Pass",NA
"103","SR-19","332350","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","116.80154999999998","778.67700000000002","102.41666666666667","0.14999999999999997","423.40529999999995","2822.7020000000002","2","0.14999999999999997","12.022649999999997","80.150999999999996","58.916666666666664","0.14999999999999997","552.22949999999992","3681.53","163.33333333333334","0.14999999999999997","PCE","12","Anaktuvuk Pass",NA
"104","SR-190","332890","409","White Mountain, City of","White Mountain","WhiteMountain_grid","Bering Straits","151.46449999999999","275.39","67.75","0.54999999999999993","184.01569999999998","334.57400000000001","8","0.54999999999999993","77.780449999999988","141.41899999999998","28.75","0.54999999999999993","413.26065","751.38300000000004","104.5","0.54999999999999993","PCE","12","White Mountain",NA
"105","SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","560.13190475833335","1423.8530000000001","275.66666666666669","0.39339166666666664","860.8412815416666","2188.2550000000001","26.5","0.39339166666666664","860.38691416666654","2187.1","167.16666666666666","0.39339166666666664","2281.3601004666662","5799.2079999999996","469.33333333333337","0.39339166666666658","PCE","12","Yakutat",NA
"106","SR-192","0","10","Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc","CopperValley_grid","Copper River/Chugach","5370","15912","3081","0.33748114630467574","19533","68896","874","0.28351428239665583","2076","0","0",NA,"26980","84807","3955","0.3181341162875706","CVEA","0","In addition to Valdez, the CVEA service area includes 14 other communities.","Additional data provided by utility via email."
"107","SR-193","0","100","City & Borough of Sitka - (AK)","Sitka, City & Borough of","Sitka_grid","Southeast","7995","44126","3648.5341123904454","0.18118569550831709","7525","47036","1913.6071489946726","0.15998384216344927","3074.431","21840.973999999998","27.858738614881986","0.14076437250463281","18594.400000000001","113002","5590","0.16454930001238918","City of Sitka","0","Sitka","Additional data provided by utility via email."
"108","SR-194","0","214","Barrow Utils & Elec Coop, Inc","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik_grid","North Slope","2135.9","11331","1528","0.19","4953.8999999999996","36000","506","0.14000000000000001","0","0","0",NA,"7089.8","47331","2034","0.14979189114956371","BUECI","0","Utqiagvik",NA
"109","SR-198","0","212","Petersburg Borough - (AK)","Petersburg, City of","SEAPA_grid","Southeast","2344","23566","1422","9.9465331409657978E-2","3365","31316","837","0.10745305913909822","0","0","0",NA,"5710","54883","2259","0.10403950221380026","EIA861S","0","Petersburg","Additional data provided by utility via email."
"110","SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","503.000641325","804.29700000000003","196.58333333333334","0.62539166666666668","362.70090021666664","579.95799999999997","7.916666666666667","0.62539166666666668","146.49862330833335","234.251","34.166666666666671","0.62539166666666668","1012.20016485","1618.5059999999999","238.66666666666669","0.62539166666666668","PCE","12","Angoon",NA
"111","SR-200","0","111","City of Wrangell - (AK)","Wrangell, City of","SEAPA_grid","Southeast","1504.2775510204081","12277.937715857872","1173.9874517374517","0.12251874751551488","2199.7224489795917","17836.062284142132","843.01254826254831","0.12333004975741442","0","0","0",NA,"3704","30114","2017","0.12299926944278408","EIA861S","0","Wrangell",NA
"112","SR-21","331760","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","653.89479995000011","937.33799999999997","172.75","0.6976083333333335","606.7894948500001","869.81399999999996","5","0.6976083333333335","276.44613750833344","396.27700000000004","30","0.6976083333333335","1537.1304323083339","2203.4290000000001","207.75","0.6976083333333335","PCE","12","Aniak",NA
"113","SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","76.851453249999977","135.07","35.75","0.5689749999999999","0","0","11",NA,"123.96656607499999","217.87700000000001","18","0.5689749999999999","200.81801932499997","352.947","64.75","0.5689749999999999","PCE","12","Anvik",NA
"114","SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","202.16200000000001","202.16200000000001","94.666666666666671","1","130.602","130.602","5","1","53.921999999999997","53.921999999999997","12.555555555555555","1","386.68600000000004","386.68600000000004","112.22222222222223","1","PCE","9","Arctic Village",NA
"115","SR-24","331750","291","Atka, City of","Atka","Atka_grid","Aleutians","61.542145145454533","98.465999999999994","31","0.62500909090909085","76.579863872727259","122.526","14.363636363636363","0.62500909090909085","44.716900418181815","71.546000000000006","17.636363636363637","0.62500909090909085","182.83890943636362","292.53800000000001","63","0.62500909090909085","PCE","11","Atka",NA
"116","SR-25","331780","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","284.25144","430.68400000000003","73.666666666666671","0.65999999999999992","273.47430000000003","414.35500000000002","8","0.66","85.57098000000002","129.65300000000002","13.5","0.66","643.29672000000005","974.69200000000001","95.166666666666671","0.66","PCE","12","Atmautluak",NA
"117","SR-26","332360","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","98.305799999999977","655.37199999999996","57.916666666666664","0.14999999999999997","347.34434999999991","2315.6289999999999","1.8333333333333333","0.14999999999999997","10.681049999999997","71.206999999999994","57.75","0.14999999999999997","456.33119999999985","3042.2079999999996","117.5","0.14999999999999997","PCE","12","Atqasuk",NA
"118","SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","85.282200000000017","94.757999999999996","33","0.90000000000000024","92.975400000000022","103.306","3","0.90000000000000024","85.677300000000031","95.197000000000003","11","0.90000000000000024","263.93490000000003","293.26099999999997","47","0.90000000000000024","PCE","12","Beaver",NA
"119","SR-28","331800","43","Alaska Village Electric Cooperative","Bethel, Oscarville","Bethel_grid","Lower Yukon-Kuskokwim","3351.5833748500008","10516.971","1723.1666666666667","0.31868333333333343","4912.6823646833345","15415.561","43.666666666666664","0.31868333333333343","4857.2419812333355","15241.594000000001","1082.8333333333333","0.31868333333333349","13121.507720766669","41174.125999999997","2849.666666666667","0.31868333333333343","PCE","12","Bethel, Oscarville",NA
"120","SR-29","331060","2","Alaska Power & Telephone Company","Bettles, Evansville","Bettles_grid","Yukon-Koyukuk/Upper Tanana","76.001634741666663","102.131","32.333333333333336","0.74415833333333326","66.329064724999995","89.132999999999996","7","0.74415833333333337","210.09003650833336","282.31900000000002","29.083333333333336","0.74415833333333337","352.42073597500001","473.58299999999997","68.416666666666671","0.74415833333333337","PCE","12","Bettles, Evansville",NA
"121","SR-3","0","8","Chugach Electric Assn Inc","Chugach Electric Assn Inc","Railbelt_grid","Railbelt","126428.2","613667","96560","0.20602085495879688","203410.3","1250354","16232","0.16268216840990629","8108.8","58913","7","0.13764024918099571","337947.3","1922934","112799","0.17574565741725925","EIA861","0","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"122","SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","37.634900000000002","32.725999999999999","17.75","1.1500000000000001","28.888000000000005","25.12","1.8333333333333333","1.1500000000000001","21.886800000000001","19.032","5","1.1500000000000001","88.409700000000015","76.878","24.583333333333332","1.1500000000000001","PCE","12","Birch Creek",NA
"123","SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","298.79746563333327","566.56600000000003","88.75","0.5273833333333332","26.151357349999994","49.587000000000003","8","0.5273833333333332","325.03742338333325","616.32100000000003","30.416666666666664","0.5273833333333332","649.98624636666659","1232.4740000000002","127.16666666666666","0.5273833333333332","PCE","12","Brevig Mission",NA
"124","SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","385.47851324999999","799.66499999999996","106","0.48205000000000003","343.48472750000002","712.55","12","0.48205000000000003","118.20781895","245.21899999999999","25.25","0.48205000000000003","847.1710597","1757.434","143.25","0.48205000000000003","PCE","12","Buckland",NA
"125","SR-33","331830","341","Gold Country Energy","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","164.51733631666667","235.96299999999999","116.25","0.69721666666666671","49.400589700000005","70.853999999999999","1","0.69721666666666671","31.921367866666667","45.783999999999999","17.75","0.69721666666666671","245.83929388333334","352.601","135","0.69721666666666671","PCE","12","Central",NA
"126","SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","9.2596499999999988","9.7469999999999999","45","0.94999999999999984","6.6594999999999995","7.01","10","0.95","21.925999999999998","23.08","11","0.95","37.845149999999997","39.836999999999996","66","0.95","PCE","2","Chalkyitsik",NA
"127","SR-35","332310","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","327.74829999999992","595.90599999999995","98.75","0.54999999999999993","122.21769999999998","222.214","15.166666666666666","0.54999999999999993","205.53829999999999","373.70600000000002","26.25","0.54999999999999993","655.50429999999994","1191.826","140.16666666666666","0.54999999999999993","PCE","12","Chefornak",NA
"128","SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","69.657103333333339","79.305999999999997","26","0.87833333333333341","71.68341833333335","81.613","8.9166666666666661","0.87833333333333352","56.744725000000017","64.605000000000004","18.083333333333336","0.87833333333333352","198.08524666666671","225.524","53","0.87833333333333352","PCE","12","Chenega Bay",NA
"129","SR-37","331280","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","526.82414300000016","1047.26","208","0.50305000000000011","90.149075250000024","179.20500000000001","10","0.50305000000000011","628.99862850000011","1250.3699999999999","43","0.50305000000000011","1245.9718467500004","2476.835","261","0.50305000000000011","PCE","12","Chevak",NA
"130","SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","57.058359750000008","137.18700000000001","52.5","0.41591666666666671","141.28730758333336","339.70100000000002","10","0.41591666666666671","54.129890500000009","130.14600000000002","57.416666666666664","0.41591666666666671","252.4755578333334","607.03400000000011","119.91666666666666","0.41591666666666671","PCE","12","Chignik",NA
"131","SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","134.79610000000002","234.428","68.916666666666671","0.57500000000000007","73.340100000000007","127.548","7","0.57500000000000007","30.328950000000006","52.746000000000002","12.083333333333334","0.57500000000000007","238.46515000000002","414.72199999999998","88","0.57500000000000007","PCE","12","Chignik Lagoon",NA
"132","SR-4","0","13","Golden Valley Elec Assn Inc","Golden Valley Elec Assn Inc","Railbelt_grid","Railbelt","78157.8","290706","40112","0.26885513198901984","30969.8","119688","6773","0.25875442817993449","144122.20000000001","786000","541","0.18336157760814251","253249.8","1196394","47426","0.21167759116144011","EIA861","0","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"133","SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","59.556000000000004","85.08","42.5","0.70000000000000007","31.537800000000004","45.054000000000002","7.7","0.70000000000000007","58.488500000000009","83.555000000000007","4.4000000000000004","0.70000000000000007","149.58230000000003","213.68900000000002","54.6","0.70000000000000007","PCE","10","Chignik Lake",NA
"134","SR-41","332660","240","Inside Passage Electric","Chilkat Valley","UpperLynnCanal_grid","Southeast","462.82610605000002","740.05799999999999","216.25","0.62539166666666668","213.87331834166667","341.983","1.4166666666666667","0.62539166666666668","84.78935138333334","135.578","41.083333333333329","0.62539166666666668","761.48877577500014","1217.6190000000001","258.75","0.62539166666666668","PCE","12","Chilkat Valley",NA
"135","SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","113.01855784999999","177.078","50.083333333333336","0.6382416666666666","88.367749958333334","138.45500000000001","2","0.6382416666666666","27.167394783333332","42.566000000000003","19.833333333333332","0.6382416666666666","228.55370259166668","358.09900000000005","71.916666666666671","0.6382416666666666","PCE","12","Chistochina",NA
"136","SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","68.312300000000008","97.588999999999999","43.666666666666664","0.70000000000000007","160.4701","229.24299999999999","2","0.70000000000000007","25.455500000000004","36.365000000000002","33.666666666666664","0.70000000000000007","254.23790000000002","363.197","79.333333333333329","0.70000000000000007","PCE","12","Chitina",NA
"137","SR-44","332230","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","104.89972456666669","94.281999999999996","32.5","1.112616666666667","70.130453733333354","63.031999999999996","9.5833333333333339","1.112616666666667","79.556542133333366","71.504000000000005","5.9166666666666661","1.112616666666667","254.5867204333334","228.81799999999998","48","1.112616666666667","PCE","12","Chuathbaluk",NA
"138","SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","102.14251985","127.617","43.25","0.80038333333333334","56.169301566666668","70.177999999999997","6.083333333333333","0.80038333333333334","146.68305196666665","183.26599999999999","9.9166666666666679","0.80038333333333334","304.9948733833333","381.06099999999998","59.25","0.80038333333333334","PCE","12","Circle",NA
"139","SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","135.10642499999997","146.06100000000001","24.833333333333332","0.92499999999999982","90.777649999999994","98.138000000000005","4","0.92499999999999993","31.57857499999999","34.138999999999996","24.416666666666668","0.92499999999999982","257.46264999999994","278.33799999999997","53.25","0.92499999999999993","PCE","12","Clark's Point",NA
"140","SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","246.98796459999997","840.66700000000003","184.91666666666666","0.29379999999999995","64.901007599999986","220.90199999999999","14","0.29379999999999995","52.353397199999996","178.19400000000002","54","0.29379999999999995","364.24236939999992","1239.7629999999999","252.91666666666666","0.29379999999999995","PCE","12","Coffman Cove",NA
"141","SR-48","331980","88","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","124.67818957499998","174.089","40.166666666666664","0.7161749999999999","837.77936647499985","1169.797","4","0.7161749999999999","495.88816409999993","692.41200000000003","79.75","0.7161749999999999","1458.3457201499998","2036.298","123.91666666666666","0.7161749999999999","PCE","12","Cold Bay",NA
"142","SR-49","331920","160","Cordova Electric Cooperative","Cordova, Eyak","Cordova_grid","Copper River/Chugach","1850.3361570666668","4994.2719999999999","971.5","0.37049166666666672","6120.3615399500004","16519.565999999999","48.166666666666664","0.37049166666666672","1217.3800429166668","3285.85","662.33333333333337","0.37049166666666672","9188.0777399333347","24799.687999999998","1682","0.37049166666666672","PCE","12","Cordova, Eyak",NA
"143","SR-5","0","32","Homer Electric Assn Inc","Homer Electric Assn Inc","Railbelt_grid","Railbelt","49744.6","176313","28602","0.28213801591487864","40589.800000000003","163237","4329","0.24865563567083446","14029","121882","23","0.11510313253802859","104363.4","461432","32954","0.22617287054213839","EIA861","0","In addition to Homer, the HEA service area includes 29 other communities",NA
"144","SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","1052.1207163999995","3581.078","657","0.29379999999999989","1429.4797867999994","4865.4859999999999","43.416666666666664","0.29379999999999989","547.02504479999982","1861.896","344.83333333333337","0.29379999999999989","3028.6255479999986","10308.459999999999","1045.25","0.29379999999999989","PCE","12","Craig",NA
"145","SR-51","332240","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","93.487366000000023","84.021000000000001","31.5","1.1126666666666669","155.7455166666667","139.97499999999999","4","1.1126666666666669","41.429030666666677","37.234000000000002","16.166666666666668","1.1126666666666669","290.66191333333342","261.23","51.666666666666671","1.1126666666666669","PCE","12","Crooked Creek",NA
"146","SR-52","332060","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","184.62895619999995","273.64600000000002","49.083333333333336","0.67469999999999974","217.46525579999994","322.31400000000002","5","0.67469999999999974","101.61386819999996","150.60599999999999","14.333333333333334","0.67469999999999974","503.70808019999981","746.56600000000003","68.416666666666671","0.67469999999999974","PCE","12","Deering",NA
"147","SR-53","332430","45","Nushagak Electric Cooperative","Dillingham, Aleknagik","Dillingham_grid","Bristol Bay","2283.5585138500001","5193.7420000000002","985.58333333333337","0.43967499999999998","4715.6647438500004","10725.342000000001","51.833333333333336","0.43967500000000004","760.98289487499994","1730.7849999999999","443.08333333333337","0.43967499999999998","7760.2061525749996","17649.868999999999","1480.5","0.43967499999999998","PCE","12","Dillingham, Aleknagik",NA
"148","SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","71.518200000000022","110.02800000000001","35.166666666666664","0.65000000000000013","136.98295000000002","210.74299999999999","2.8333333333333335","0.65000000000000013","5.5016000000000016","8.4640000000000004","10.5","0.65000000000000013","214.00275000000005","329.23500000000001","48.5","0.65000000000000013","PCE","12","Diomede",NA
"149","SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake, Dot Lake Village","Tok_grid","Yukon-Koyukuk/Upper Tanana","43.98147022500001","98.906999999999996","25.083333333333332","0.4446750000000001","77.175569625000023","173.55500000000001","6","0.4446750000000001","67.031198850000024","150.74200000000002","14.083333333333334","0.4446750000000001","188.18823870000006","423.20400000000001","45.166666666666671","0.4446750000000001","PCE","12","Dot Lake, Dot Lake Village",NA
"150","SR-56","331110","2","Alaska Power & Telephone Company","Eagle, Eagle Village","Eagle_grid","Yukon-Koyukuk/Upper Tanana","213.85058124999998","311.92500000000001","138.91666666666666","0.68558333333333321","92.544837416666653","134.98699999999999","11.916666666666666","0.68558333333333321","188.00340399999996","274.22399999999999","34.083333333333329","0.68558333333333321","494.39882266666655","721.13599999999997","184.91666666666666","0.68558333333333321","PCE","12","Eagle, Eagle Village",NA
"151","SR-57","331290","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","271.96670716666665","536.64400000000001","107.75","0.50679166666666664","61.972005374999995","122.283","7","0.50679166666666664","257.21450854166665","507.53499999999997","37.75","0.50679166666666664","591.15322108333328","1166.462","152.5","0.50679166666666664","PCE","12","Eek",NA
"152","SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","112.04050000000002","172.37","85.083333333333329","0.65000000000000013","176.83120000000002","272.048","18","0.65000000000000013","82.030650000000009","126.20099999999999","23.916666666666668","0.65000000000000013","370.90235000000007","570.61900000000003","127","0.65000000000000013","PCE","12","Egegik",NA
