"Early Release, Subject to Revision",...2,...3,...4,...5
"Average Consumption per Residential Customer per Month in PCE communities, 2018",NA,NA,NA,NA
Summer 2018 (April - September),NA,NA,NA,NA
NA,kWh per Customer per Month,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,226.43872549019608,388.51161961339574,695.52928176795581,0.67456721668956743
0.2-0.29,158.08959156785244,369.45306207129033,746.97527472527474,0.75710814986111918
0.3-0.39,142.88461538461539,283.27445561571716,450.90214067278288,0.75130106386926176
0.4-0.49,109.00380228136882,246.87394161714047,424.68508287292815,0.86663171844647457
0.5-0.59,163.27956989247312,168.04211052763191,172.80465116279069,0.84080400473843098
More than $0.60,104.98543689320388,131.96802774169208,185.64183835182249,0.7358427920397016
Winter 2018 (October - March),NA,NA,NA,NA
NA,kWh per Customer per Month,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,160.18489583333334,445.49425123164076,897.64961067853176,0.61839415806794074
0.2-0.29,90.906137184115522,430.42321292695124,915.4140625,0.69049683454513966
0.3-0.39,138.91666666666666,304.71803587667625,632.63565891472865,0.81141862464784298
0.4-0.49,138.07174887892376,295.48638458801906,515.46788990825689,0.81344438528706897
0.5-0.59,132,165.82167832167832,199.64335664335664,0.84586389863434719
More than $0.60,119.5678391959799,185.02834559089501,237.75249169435216,0.64837946242431721
