"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
"Operators/Utilities Net Generation by Fuel Type (MWh), 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK Plant ID,RCA CPCN,Utility Name,Plant Name,Intertie Name,Energy Region,Oil,Gas,Coal,Hydro,Wind,Solar,Storage (MWH),Other,Oil (gallons),Gas (mcf),Coal (short tons),Source,Number of monthly records,Communities connected to plant,Notes
P107,291,"Atka, City of",Atka,Atka_grid,Aleutians,120.057,0,0,358.75899999999996,0,0,0,0,12774,0,0,PCE,23,Atka,NA
P141,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,611.62400000000002,0,0,0,0,0,0,0,51794,0,0,PCE,12,False Pass,NA
P143,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,1946.6959999999999,0,0,0,0,0,0,0,147397,0,0,PCE,10,Cold Bay,NA
P177,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,2297.174,0,0,2005,0,0,0,0,146743,0,0,PCE,23,King Cove,NA
P212,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,321.21199999999999,0,0,0,0,0,0,0,27306,0,0,PCE,12,Nelson Lagoon,NA
P237,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,543.69799999999998,0,0,0,57.192000000000007,0,0,0,45849,0,0,PCE,15,Saint George,NA
P238,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,0,0,0,0,592.96900000000005,0,0,0,0,0,0,PCE,12,Saint Paul,NA
P251,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,1977.7940000000001,0,0,0,0,0,0,0,158351,0,0,PCE,12,Adak,NA
P252,230,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,0,0,0,0,735.69800000000009,0,0,0,0,0,0,PCE,12,Sand Point,NA
P261,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,192.99899999999997,0,0,0,0,0,0,0,16863,0,0,PCE,12,Nikolski,NA
P263,106,"Unalaska, City of",Dutch Harbor,Unalaska_grid,Aleutians,46917.999999999993,0,0,0,0,0,0,0,3086454,0,0,EIA923,12,Unalaska,NA
P264,106,"Unalaska, City of",Unalaska Power Module,Unalaska_grid,Aleutians,289,0,0,0,0,0,0,0,21042,0,0,EIA923,12,Unalaska,NA
P266,0,Unisea Inc,Unisea G 2,Unalaska_grid,Aleutians,29837.219999999998,0,0,0,0,0,0,501.78000000000009,2289210,0,0,EIA923,24,Unalaska,NA
P271,0,Westward Seafoods Inc,Westward Seafoods,Unalaska_grid,Aleutians,18455,0,0,0,0,0,0,0,570108,0,0,EIA923,12,Unalaska,NA
