PCE reporting ID...1,AEA Plant ID,eia_plant_id,PCE reporting ID...4,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes,CPCN
331005,P251,NA,331005,Adak,AEA-088,NA,TDX Adak Generating LLC,186-0000,Adak_grid,FALSE,TRUE,FALSE,4.335,1,Electric Utility,1,2.4,NA,NA,51.8725,-176.62861,OP,NA,704
332540,P252,NA,332540,Sand Point,AEA-155,NA,TDX Corporation,187-0000,Sand Point_grid,FALSE,TRUE,TRUE,2.83,1,Electric Utility,1,7.2,NA,NA,55.33972,-160.49722,OP,NA,521
332200,P253,7171,332200,Manley,NA,11591,Manley Utility Co Inc,188-0000,Manley Hot Springs_grid,FALSE,TRUE,TRUE,0.23600000000000002,1,Electric Utility,1,7.2,NA,NA,65.00111,-150.63389,OP,NA,NA
332200,P253,NA,332200,Manley Hot Springs,AEA-090,NA,TDX Manley Generating LLC,188-0000,Manley Hot Springs_grid,FALSE,TRUE,TRUE,0.23600000000000002,1,Electric Utility,1,7.2,NA,NA,65.00111,-150.63389,OP,NA,0
NA,P254,58278,NA,TNSG North Plant,AEA-117,19277,TDX North Slope Generating Company,224_0000,Deadhorse_grid,TRUE,FALSE,FALSE,25.7,1,Electric Utility,1,12.47,4.16,NA,70.235278,-148.383611,OP,NA,748
NA,P255,58117,NA,TNSG South Plant,AEA-117,19277,TDX North Slope Generating Company,224_0000,Deadhorse_grid,TRUE,FALSE,FALSE,7.8,1,Electric Utility,1,12.47,4.16,NA,70.2,-148.466667,OP,NA,748
332630,P256,NA,332630,Tenakee Springs,AEA-092,NA,"Tenakee Springs, City of",189-0000,Tenakee Springs_grid,FALSE,TRUE,FALSE,0.24,1,Electric Utility,1,7.2,NA,NA,57.78083,-135.21889,OP,NA,0
NA,P257,52184,NA,Tesoro Kenai Cogeneration Plant,AEA-125,18617,Tesoro Alaska Company,215-1985,Railbelt_grid,TRUE,FALSE,TRUE,8.6,4,Industrial NAICS Cogen,7,25,NA,NA,60.677,-151.3815,NA,NA,0
332710,P258,NA,332710,Tuluksak,AEA-093,NA,Tuluksak Traditional,190-0000,Tuluksak_grid,FALSE,TRUE,FALSE,0.3,1,Electric Utility,1,7.2,NA,NA,61.1025,-160.96167,OP,NA,749
332720,P259,NA,332720,Tuntutuliak,AEA-094,NA,Tuntutuliak Community,191-0000,Tuntutuliak_grid,FALSE,TRUE,TRUE,0.975,1,Electric Utility,1,7.2,NA,NA,60.34306,-162.66306,OP,NA,377
331190,P26,66,331190,Skagway,AEA-005,219,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,TRUE,TRUE,FALSE,4.4,1,Electric Utility,1,2.4,NA,NA,59.4545,-135.3131,OP,PCE reporting includes diesel and hydro generation,2
332730,P260,NA,332730,Twin Hills,AEA-095,NA,Twin Hills Village Council,192-0000,Twin Hills_grid,FALSE,TRUE,FALSE,0.22,1,Electric Utility,1,NA,NA,NA,59.07917,-160.275,NA,NA,71
332740,P261,NA,332740,Nikolski,AEA-096,NA,Umnak Power Company,193-0000,Nikolski_grid,FALSE,TRUE,TRUE,0.196,1,Electric Utility,1,7.2,NA,NA,52.93806,-168.86778,NA,NA,0
332850,P262,6299,332850,Unalakleet,AEA-098,40548,Unalakleet Valley Electric Cooperative,194-0000,Unalakleet_grid,TRUE,TRUE,TRUE,1.9000000000000001,1,Electric Utility,1,4,NA,NA,63.876789,-160.790414,OP,NA,0
NA,P263,7502,NA,Dutch Harbor,AEA-097,19454,"Unalaska, City of",195-0000,Unalaska_grid,TRUE,NA,TRUE,21.9,1,Electric Utility,1,4.16,NA,NA,53.892459,-166.538185,OP,NA,0
NA,P264,7503,NA,Unalaska Power Module,AEA-097,19454,"Unalaska, City of",195-0000,Unalaska_grid,TRUE,NA,TRUE,1.1,1,Electric Utility,1,4.16,NA,NA,53.863993,-166.512591,OP,NA,0
332870,P265,NA,332870,Newtok,AEA-099,NA,Ungusraq Power Company,196-0000,Newtok_grid,FALSE,TRUE,TRUE,0.27,1,Electric Utility,1,NA,NA,NA,60.94278,-164.62944,OP,NA,0
NA,P266,54422,NA,Unisea G 2,AEA-126,19553,Unisea Inc,195-0000,Unalaska_grid,TRUE,FALSE,FALSE,17.5,5,Industrial NAICS Non-Cogen,6,12.4,NA,NA,53.8796,-166.5532,OP,NA,0
NA,P267,50711,NA,University of Alaska Fairbanks,AEA-127,19511,University of Alaska,215-1985,Railbelt_grid,TRUE,FALSE,TRUE,22.6,3,Commercial NAICS Cogen,5,69,NA,NA,64.854171,-147.822075,OP,NA,0
NA,P268,50392,NA,Eielson AFB Central Heat & Power Plant,AEA-120,22199,US Air Force Eielson AFB,215-1985,Railbelt_grid,TRUE,FALSE,TRUE,33.5,3,Commercial NAICS Cogen,5,7.2,NA,NA,64.67141,-147.075988,OP,NA,59
NA,P269,NA,NA,Ivanof Bay,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0.224,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA
331195,P27,61685,331195,Slana Generating Station,AEA-005,219,Alaska Power & Telephone Company,026-2011,Slana_grid,TRUE,TRUE,TRUE,0.73,1,Electric Utility,1,12.47,NA,NA,62.592756,-143.588869,OP,NA,2
332880,P270,NA,332880,Venetie,AEA-100,NA,Venetie Village Electric,197-0000,Venetie_grid,FALSE,TRUE,TRUE,0.495,1,Electric Utility,1,7.2,NA,NA,67.01389,-146.41861,OP,NA,0
NA,P271,54305,NA,Westward Seafoods,AEA-128,20523,Westward Seafoods Inc,195-0000,Unalaska_grid,TRUE,FALSE,TRUE,6.6,4,Industrial NAICS Cogen,7,4.16,NA,NA,53.858508,-166.55288,OP,NA,0
332890,P272,NA,332890,White Mountain,AEA-101,NA,"White Mountain, City of",198-0000,WhiteMountain_grid,FALSE,TRUE,TRUE,NA,1,Electric Utility,1,7.2,NA,NA,64.68139,-163.40556,OP,NA,0
NA,P273,95,NA,Wrangell,AEA-135,21015,"Wrangell, City of",217-2009,SEAPA_grid,TRUE,FALSE,TRUE,8.5,1,Electric Utility,1,12.47,NA,NA,56.460976,-132.379439,NA,NA,0
NA,P274,NA,NA,Jetty Lake (West Side Hydro),NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,P275,NA,NA,Marathon Hydro,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,P276,NA,NA,McRoberts Creek,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,P277,NA,NA,Tin City,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331155,P278,7466,331155,Klawock,AEA-041,18963,"Inside Passage Elec Coop, Inc",023-2015,Prince of Wales Is._grid,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OP,NA,240
NA,P279,55982,NA,Chena 6,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
331210,P28,7414,331210,Thorne Bay Plant,AEA-005,219,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,TRUE,TRUE,FALSE,1.075,1,Electric Utility,1,4.16,NA,NA,55.68586,-132.52892,NA,NA,2
NA,P280,7333,NA,Blue Lake Fish Valve,AEA-130,17271,Sitka City of & Borough of,219-0000,Sitka_grid,FALSE,FALSE,FALSE,15.9,1,Electric Utility,1,69,NA,NA,57.0516,-135.2297,NA,NA,1
NA,P281,54222,NA,Alyeska Seafoods,AEA-161,431,Alyeska Seafoods Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,P282,54888,NA,American President Lines Ltd,AEA-162,14313,Ounalshka Corp,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520
NA,P283,54883,NA,Bering Star,AEA-163,9183,Icicle Seafoods Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,P284,54151,NA,Central Production Facility 1,AEA-164,14956,Phillips Alaska Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724
NA,P285,54152,NA,Central Production Facility 2,AEA-164,14956,Phillips Alaska Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724
NA,P286,54153,NA,Central Production Facility 3,AEA-164,14956,Phillips Alaska Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724
NA,P287,50415,NA,King Cove,AEA-165,14852,Peter Pan Seafoods,131-0000,King Cove_grid,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,P288,54155,NA,Lisburne Production Center,AEA-166,1388,BP Exploration Alaska,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,P289,54871,NA,Offshore Systems,AEA-168,13972,Offshore Systems Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742
331220,P29,406,331220,Tok,AEA-005,219,Alaska Power & Telephone Company,015-2008,Tok_grid,TRUE,TRUE,FALSE,7.6,1,Electric Utility,1,12.47,NA,NA,63.33552,-142.99997,OP,NA,2
NA,P290,54154,NA,Seawater Treatment Plant,AEA-169,14811,Conoco Phillips Alaska Inc,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
332860,P291,NA,332860,Unalaska,AEA-097,19454,"Unalaska, City of",195-0000,Unalaska_grid,FALSE,TRUE,TRUE,1.1,1,Electric Utility,1,NA,NA,NA,53.863993,-166.512591,OP,Inlcudes EIA Unalaska Power Module and Dutch Harbor,0
331920,P292,NA,331920,"Cordova, Eyak",AEA-027,40215,Cordova Electric Cooperative,014-1990,Cordova_grid,FALSE,TRUE,FALSE,NA,1,Electric Utility,1,13,NA,NA,60.555889,-145.752983,OP,"Includes EIA: Orca, Humpback Creek, Power Creek, Eyak Service Center BESS",160
331020,P3,NA,331020,Akiachak,AEA-003,NA,Akiachak Native Community,002-0000,Akiachak_grid,FALSE,TRUE,TRUE,1.5,1,Electric Utility,1,7.2,NA,NA,60.90944,-161.43139,OP,NA,412
331050,P30,7750,331050,Allakaket,AEA-005,219,Alaska Power & Telephone Company,005-0000,Allakaket_grid,FALSE,TRUE,TRUE,0.525,1,Electric Utility,1,7.2,NA,NA,66.56261,-152.64756,OP,NA,2
331060,P31,7176,331060,Bettles,AEA-005,219,Alaska Power & Telephone Company,007-0000,Bettles_grid,FALSE,TRUE,FALSE,0.6,1,Electric Utility,1,2.4,NA,NA,66.91788,-151.51513,OP,NA,2
331070,P32,7332,331070,Chistochina,AEA-005,219,Alaska Power & Telephone Company,026-2011,Slana_grid,FALSE,TRUE,FALSE,0.2,1,Electric Utility,1,7.2,NA,NA,62.565,-144.66472,NA,NA,2
331080,P33,7342,331080,Coffman Cove,AEA-005,219,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,FALSE,TRUE,FALSE,0.66,1,Electric Utility,1,2.4,NA,NA,56.01389,-132.82778,NA,NA,2
331110,P34,7375,331110,Eagle,AEA-005,219,Alaska Power & Telephone Company,009-0000,Eagle_grid,FALSE,TRUE,TRUE,0.45,1,Electric Utility,1,7.2,NA,NA,64.78806,-141.2,OP,NA,2
332010,P35,NA,332010,Gustavus,AEA-005,219,Alaska Power & Telephone Company,118-0000,Gustavus_grid,FALSE,TRUE,FALSE,0.842,1,Electric Utility,1,7.2,NA,NA,58.41333,-135.73694,OP,NA,2
331130,P36,7506,331130,Healy Lake,AEA-005,219,Alaska Power & Telephone Company,011-0000,Healy Lake_grid,FALSE,TRUE,FALSE,0.083,1,Electric Utility,1,2.4,NA,NA,64.02689,-144.66162,NA,NA,2
331140,P37,7249,331140,Hollis,AEA-005,219,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,FALSE,TRUE,FALSE,0.45,1,Electric Utility,1,2.4,NA,NA,NA,NA,NA,NA,2
331160,P38,7341,331160,Mentasta Lake,AEA-005,219,Alaska Power & Telephone Company,026-2011,Slana_grid,FALSE,TRUE,FALSE,NA,1,Electric Utility,1,NA,NA,NA,62.93155,-143.79273,NA,NA,2
331200,P39,7371,331200,Tetlin,AEA-005,219,Alaska Power & Telephone Company,015-2008,Tok_grid,FALSE,TRUE,FALSE,NA,1,Electric Utility,1,NA,NA,NA,63.13722,-142.51611,NA,NA,2
331030,P4,NA,331030,Akiak,AEA-002,NA,Akiak City Council,003-0000,Akiak_grid,FALSE,TRUE,TRUE,0.92,1,Electric Utility,1,7.2,NA,NA,60.91222,-161.21389,OP,NA,635
331230,P40,7753,331230,Whale Pass,AEA-005,219,Alaska Power & Telephone Company,213-0000,Whale_Pass_grid,FALSE,TRUE,FALSE,0.25,1,Electric Utility,1,2.4,NA,NA,56.11528,-133.12083,OP,NA,2
NA,P41,NA,NA,Dewey Lakes ,AEA-005,219,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,FALSE,FALSE,FALSE,0.943,1,Electric Utility,1,NA,NA,NA,59.4511,-135.3081,OP,"Included in PCE reporting as ""Purchased Power""",2
NA,P42,NA,NA,Lutak,AEA-005,219,Alaska Power & Telephone Company,032-1998,UpperLynnCanal_grid,FALSE,FALSE,FALSE,NA,1,Electric Utility,1,NA,NA,NA,59.3411111,-135.5655556,OP,"Included in PCE reporting as ""Purchased Power""",2
331170,P43,7792,331170,Naukati Bay,AEA-005,219,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,FALSE,TRUE,FALSE,NA,1,Electric Utility,1,NA,NA,NA,55.88077,-133.195,NA,NA,2
NA,P44,60814,NA,7-Mile Ridge Wind Project,AEA-005,219,Alaska Power & Telephone Company,NA,NA,FALSE,FALSE,FALSE,NA,NA,Electric Utility,1,NA,NA,NA,63.210689,-143.247156,NA,NA,2
331240,P45,6308,331240,Alakanuk,AEA-006,221,Alaska Village Electric Cooperative,218-0000,Alakanuk_grid,FALSE,TRUE,FALSE,0.8,1,Electric Utility,1,13.47,NA,NA,62.6833,-164.6544,NA,NA,169
331240,P45,57053,331240,Alakanuk,AEA-006,221,Alaska Village Electric Cooperative,218-0000,Alakanuk_grid,TRUE,TRUE,FALSE,0.8,1,Electric Utility,1,13.47,NA,NA,62.6833,-164.6544,NA,NA,169
331250,P46,6556,331250,Ambler,AEA-006,221,Alaska Village Electric Cooperative,035-0000,Ambler_grid,FALSE,TRUE,TRUE,1.1,1,Electric Utility,1,12.5,NA,NA,67.08798,-157.856719,OP,NA,169
331250,P46,60243,331250,Ambler,AEA-006,221,Alaska Village Electric Cooperative,035-0000,Ambler_grid,TRUE,TRUE,TRUE,1.1,1,Electric Utility,1,12.5,NA,NA,67.08798,-157.856719,OP,NA,169
331800,P47,6566,331800,Bethel,AEA-006,221,Alaska Village Electric Cooperative,034-1988,Bethel_grid,TRUE,TRUE,FALSE,12.6,1,Electric Utility,1,2.4,NA,NA,60.7897,-161.787778,OP,NA,169
331270,P48,7374,331270,Brevig Mission,AEA-006,221,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,FALSE,TRUE,FALSE,1.1,1,Electric Utility,1,12.5,NA,NA,65.331716,-166.479506,OP,NA,169
331270,P48,60260,331270,Brevig Mission,AEA-006,221,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,TRUE,TRUE,FALSE,1.1,1,Electric Utility,1,12.5,NA,NA,65.331716,-166.479506,OP,NA,169
331280,P49,6311,331280,Chevak,AEA-006,221,Alaska Village Electric Cooperative,040-0000,Chevak_grid,TRUE,TRUE,TRUE,1.8,1,Electric Utility,1,12.5,NA,NA,61.525297,-165.590152,OP,NA,169
331040,P5,NA,331040,Akutan,AEA-004,NA,"Akutan, City of",004-0000,Akutan_grid,FALSE,TRUE,FALSE,0.552,1,Electric Utility,1,7.2,NA,NA,54.13556,-165.77306,OP,NA,293
331300,P50,6313,331300,Elim,AEA-006,221,Alaska Village Electric Cooperative,043-0000,Elim_grid,FALSE,TRUE,FALSE,1.1,1,Electric Utility,1,13.47,NA,NA,64.616558,-162.263717,OP,NA,169
331300,P50,57060,331300,Elim,AEA-006,221,Alaska Village Electric Cooperative,043-0000,Elim_grid,TRUE,TRUE,FALSE,1.1,1,Electric Utility,1,13.47,NA,NA,64.616558,-162.263717,OP,NA,169
331310,P51,6314,331310,Emmonak,AEA-006,221,Alaska Village Electric Cooperative,045-0000,Emmonak_grid,TRUE,TRUE,TRUE,3.2,1,Electric Utility,1,12.5,NA,NA,62.777694,-164.531517,OP,NA,169
331320,P52,6315,331320,Gambell,AEA-006,221,Alaska Village Electric Cooperative,046-0000,Gambell_grid,FALSE,TRUE,TRUE,1.6,1,Electric Utility,1,13.47,NA,NA,63.777058,-171.712439,OP,NA,169
331320,P52,57062,331320,Gambell,AEA-006,221,Alaska Village Electric Cooperative,046-0000,Gambell_grid,TRUE,TRUE,TRUE,1.6,1,Electric Utility,1,13.47,NA,NA,63.777058,-171.712439,OP,NA,169
331360,P53,6319,331360,Hooper Bay,AEA-006,221,Alaska Village Electric Cooperative,050-0000,Hooper Bay_grid,TRUE,TRUE,TRUE,2.1,1,Electric Utility,1,12.5,NA,NA,61.530858,-166.101944,OP,NA,169
331390,P54,57066,331390,Kasigluk,AEA-006,221,Alaska Village Electric Cooperative,055-0000,Kasigluk_grid,TRUE,TRUE,TRUE,2,1,Electric Utility,1,13.47,NA,NA,60.8731,-162.5197,OP,NA,169
331400,P55,6323,331400,Kiana,AEA-006,221,Alaska Village Electric Cooperative,057-0000,Kiana_grid,TRUE,TRUE,TRUE,1.1,1,Electric Utility,1,12.5,NA,NA,66.973889,-160.428592,OP,NA,169
331410,P56,6324,331410,Kivalina,AEA-006,221,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,FALSE,TRUE,TRUE,1.1,1,Electric Utility,1,13.47,NA,NA,67.726644,-164.538447,OP,NA,169
331410,P56,57065,331410,Kivalina,AEA-006,221,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,TRUE,TRUE,TRUE,1.1,1,Electric Utility,1,13.47,NA,NA,67.726644,-164.538447,OP,NA,169
332120,P57,57064,332120,Kotlik,AEA-006,221,Alaska Village Electric Cooperative,059-0000,Kotlik_grid,TRUE,TRUE,TRUE,1.4,1,Electric Utility,1,13.47,NA,NA,63.03215,-163.553106,OP,NA,169
331420,P58,6325,331420,Koyuk,AEA-006,221,Alaska Village Electric Cooperative,060-0000,Koyuk_grid,FALSE,TRUE,TRUE,1.1,1,Electric Utility,1,13.47,NA,NA,64.932089,-161.167103,OP,NA,169
331420,P58,57059,331420,Koyuk,AEA-006,221,Alaska Village Electric Cooperative,060-0000,Koyuk_grid,TRUE,TRUE,TRUE,1.1,1,Electric Utility,1,13.47,NA,NA,64.932089,-161.167103,OP,NA,169
331440,P59,6326,331440,Marshall,AEA-006,221,Alaska Village Electric Cooperative,061-0000,Marshall_grid,FALSE,TRUE,TRUE,1.1,1,Electric Utility,1,12.5,NA,NA,61.878186,-162.085147,OP,NA,169
331440,P59,60244,331440,Marshall,AEA-006,221,Alaska Village Electric Cooperative,061-0000,Marshall_grid,TRUE,TRUE,TRUE,1.1,1,Electric Utility,1,12.5,NA,NA,61.878186,-162.085147,OP,NA,169
NA,P6,62,NA,Annex Creek,AEA-133,213,Alaska Electric Light & Power Company,222-0000,Juneau_grid,TRUE,FALSE,FALSE,4,1,Electric Utility,1,23,NA,NA,58.3176,-134.101,OP,NA,1
331470,P60,6329,331470,Mountain Village,AEA-006,221,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,TRUE,TRUE,FALSE,2.3,1,Electric Utility,1,12.5,NA,NA,62.085569,-163.729072,SB?,NA,169
331480,P61,6334,331480,New Stuyahok,AEA-006,221,Alaska Village Electric Cooperative,065-0000,New Stuyahok_grid,FALSE,TRUE,TRUE,1.4,1,Electric Utility,1,12.5,NA,NA,59.448358,-157.325528,OP,NA,169
331480,P61,60245,331480,New Stuyahok,AEA-006,221,Alaska Village Electric Cooperative,065-0000,New Stuyahok_grid,TRUE,TRUE,TRUE,1.4,1,Electric Utility,1,12.5,NA,NA,59.448358,-157.325528,OP,NA,169
331500,P62,6331,331500,Noatak,AEA-006,221,Alaska Village Electric Cooperative,066-0000,Noatak_grid,FALSE,TRUE,TRUE,1.3,1,Electric Utility,1,13.47,NA,NA,67.570931,-162.965728,OP,NA,169
331500,P62,57051,331500,Noatak,AEA-006,221,Alaska Village Electric Cooperative,066-0000,Noatak_grid,TRUE,TRUE,TRUE,1.3,1,Electric Utility,1,13.47,NA,NA,67.570931,-162.965728,OP,NA,169
331510,P63,6330,331510,Noorvik,AEA-006,221,Alaska Village Electric Cooperative,067-0000,Noorvik_grid,TRUE,TRUE,TRUE,1.5,1,Electric Utility,1,12.5,NA,NA,66.834519,-161.038717,OP,NA,169
331530,P64,6333,331530,Nunapitchuk,AEA-006,221,Alaska Village Electric Cooperative,204-0000,Nunapitchuk_grid,FALSE,TRUE,FALSE,0.5,1,Electric Utility,1,12.5,NA,NA,60.89588,-162.459756,OP,NA,169
331550,P65,6335,331550,Pilot Station,AEA-006,221,Alaska Village Electric Cooperative,070-0000,Pilot Station_grid,FALSE,TRUE,TRUE,1.2,1,Electric Utility,1,13.47,NA,NA,61.936456,-162.880706,OP,NA,169
331550,P65,57058,331550,Pilot Station,AEA-006,221,Alaska Village Electric Cooperative,070-0000,Pilot Station_grid,TRUE,TRUE,TRUE,1.2,1,Electric Utility,1,13.47,NA,NA,61.936456,-162.880706,OP,NA,169
331570,P66,6337,331570,Quinhagak,AEA-006,221,Alaska Village Electric Cooperative,071-0000,Quinhagak_grid,FALSE,TRUE,TRUE,1.1,1,Electric Utility,1,13.47,NA,NA,59.747436,-161.910647,OP,NA,169
331570,P66,57057,331570,Quinhagak,AEA-006,221,Alaska Village Electric Cooperative,071-0000,Quinhagak_grid,TRUE,TRUE,TRUE,1.1,1,Electric Utility,1,13.47,NA,NA,59.747436,-161.910647,OP,NA,169
331660,P67,6338,331660,Saint Mary's,AEA-006,221,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,TRUE,TRUE,TRUE,2.0180000000000002,1,Electric Utility,1,12.5,NA,NA,62.051525,-163.172567,OP,NA,169
331590,P68,6340,331590,Savoonga,AEA-006,221,Alaska Village Electric Cooperative,076-0000,Savoonga_grid,FALSE,TRUE,TRUE,1.7,1,Electric Utility,1,13.47,NA,NA,63.695267,-170.475661,OP,NA,169
331590,P68,57052,331590,Savoonga,AEA-006,221,Alaska Village Electric Cooperative,076-0000,Savoonga_grid,TRUE,TRUE,TRUE,1.7,1,Electric Utility,1,13.47,NA,NA,63.695267,-170.475661,OP,NA,169
331600,P69,6342,331600,Scammon Bay,AEA-006,221,Alaska Village Electric Cooperative,077-0000,Scammon Bay_grid,FALSE,TRUE,TRUE,1.3,1,Electric Utility,1,13.47,NA,NA,61.843036,-165.581497,OP,NA,169
331600,P69,57056,331600,Scammon Bay,AEA-006,221,Alaska Village Electric Cooperative,077-0000,Scammon Bay_grid,TRUE,TRUE,TRUE,1.3,1,Electric Utility,1,13.47,NA,NA,61.843036,-165.581497,OP,NA,169
NA,P7,7250,NA,Auke Bay,AEA-133,213,Alaska Electric Light & Power Company,222-0000,Juneau_grid,TRUE,FALSE,FALSE,36.2,1,Electric Utility,1,69,NA,NA,58.3875,-134.6446,NA,NA,1
331610,P70,6341,331610,Selawik,AEA-006,221,Alaska Village Electric Cooperative,078-0000,Selawik_grid,TRUE,TRUE,TRUE,1.7,1,Electric Utility,1,12.5,NA,NA,66.606778,-160.014808,OP,NA,169
331640,P71,6345,331640,Shishmaref,AEA-006,221,Alaska Village Electric Cooperative,081-0000,Shishmaref_grid,TRUE,TRUE,FALSE,1.5,1,Electric Utility,1,12.5,NA,NA,66.255072,-166.073589,OP,NA,169
331650,P72,6346,331650,Shungnak,AEA-006,221,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,FALSE,TRUE,TRUE,1.2,1,Electric Utility,1,13.47,NA,NA,66.888114,-157.140206,OP,NA,169
331650,P72,57063,331650,Shungnak,AEA-006,221,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,TRUE,TRUE,TRUE,1.2,1,Electric Utility,1,13.47,NA,NA,66.888114,-157.140206,OP,NA,169
331670,P73,6339,331670,Saint Michael,AEA-006,221,Alaska Village Electric Cooperative,084-2015,Stebbins_grid,FALSE,TRUE,FALSE,0.7,1,Electric Utility,1,13.47,NA,NA,63.4775,-162.0383,NA,NA,169
331670,P73,57061,331670,Saint Michael,AEA-006,221,Alaska Village Electric Cooperative,084-2015,Stebbins_grid,FALSE,TRUE,FALSE,0.7,1,Electric Utility,1,13.47,NA,NA,63.4775,-162.0383,NA,NA,169
331680,P74,6347,331680,Stebbins,AEA-006,221,Alaska Village Electric Cooperative,084-0000,Stebbins_grid,FALSE,TRUE,TRUE,2,1,Electric Utility,1,13.47,NA,NA,63.521047,-162.286322,OP,NA,169
331680,P74,57055,331680,Stebbins,AEA-006,221,Alaska Village Electric Cooperative,084-0000,Stebbins_grid,TRUE,TRUE,TRUE,2,1,Electric Utility,1,13.47,NA,NA,63.521047,-162.286322,OP,NA,169
331690,P75,6348,331690,Togiak,AEA-006,221,Alaska Village Electric Cooperative,086-0000,Togiak_grid,TRUE,TRUE,TRUE,2.4,1,Electric Utility,1,12.5,NA,NA,59.059744,-160.380278,OP,NA,169
331700,P76,6349,331700,Toksook Bay,AEA-006,221,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,FALSE,TRUE,TRUE,1.7,1,Electric Utility,1,13.47,NA,NA,60.530142,-165.108575,OP,NA,169
331700,P76,57067,331700,Toksook Bay,AEA-006,221,Alaska Village Electric Cooperative,088-2008,Toksook Bay_grid,TRUE,TRUE,TRUE,1.7,1,Electric Utility,1,13.47,NA,NA,60.530142,-165.108575,OP,NA,169
331720,P77,57054,331720,Upper Kalskag,AEA-006,221,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,TRUE,TRUE,FALSE,1.1,1,Electric Utility,1,13.47,NA,NA,61.526858,-160.348128,OP,NA,169
332900,P78,6637,332900,Yakutat,AEA-006,221,Alaska Village Electric Cooperative,091-0000,Yakutat_grid,TRUE,TRUE,TRUE,4.16,1,Electric Utility,1,4.16,NA,NA,59.544553,-139.724306,OP,NA,169
331260,P79,6310,331260,Anvik,AEA-006,221,Alaska Village Electric Cooperative,036-0000,Anvik_grid,FALSE,TRUE,TRUE,0.503,1,Electric Utility,1,7.2,NA,NA,62.65611,-160.20667,OP,NA,169
NA,P8,63,NA,Gold Creek,AEA-133,213,Alaska Electric Light & Power Company,222-0000,Juneau_grid,TRUE,FALSE,FALSE,9.7,1,Electric Utility,1,12,NA,NA,58.3107,-134.4174,NA,NA,1
331290,P80,6312,331290,Eek,AEA-006,221,Alaska Village Electric Cooperative,041-0000,Eek_grid,FALSE,TRUE,TRUE,0.579,1,Electric Utility,1,7.2,NA,NA,60.21889,-162.02444,OP,NA,169
