"AK Plant ID","RCA CPCN","Utility Name","Plant Name","Intertie Name","Energy Region","Fuel Type","Prime Mover","Generation MMBtu","Total Fuel MMBtu","Emission Factor","CO2 Metric Tons from Fuel","Efficiency (Max = 1.00)","Generation MWh","Fuel Use","Fuel Units","Estimated Average Heat Content","Source","Number of monthly records","Communities connected to plant","Notes"
"P202","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","DFO","IC","916.21286250000003","3314.1","74.14","245.70737399999999","0.27645902733773875","267.875","24015","gallons","0.13800124921923798","PCE","12","Chuathbaluk",NA
"P203","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","DFO","IC","797.04961049999997","3052.5","74.14","226.31235000000001","0.26111371351351348","233.035","22120","gallons","0.13799728752260398","PCE","12","Crooked Creek",NA
"P204","343","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","DFO","IC","247.8896628","1417.8","74.14","105.115692","0.17484106559458315","72.475999999999999","10275","gallons","0.13798540145985402","PCE","12","Red Devil",NA
"P205","343","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","DFO","IC","884.10308609999993","3239.2","74.14","240.15428800000001","0.27293871514571499","258.48699999999997","23472","gallons","0.1380027266530334","PCE","12","Sleetmute",NA
"P209","625","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","DFO","IC","3619.0228503000003","10631.7","74.14","788.234238","0.34039926355145461","1058.1010000000001","77040","gallons","0.13800233644859813","PCE","12","Napaskiak",NA
"P210","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","DFO","IC","5204.6670897000004","15843.4","74.14","1174.629676","0.32850695492760396","1521.6990000000001","114808","gallons","0.1379990941397812","PCE","12","Chefornak",NA
"P223","408","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","DFO","IC","3109.292121","10069.700000000001","74.14","746.56755800000008","0.30877703615797886","909.06999999999994","72968","gallons","0.13800158973796733","PCE","12","Nunam Iqua",NA
"P233","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","WND","WT","610.37647709999999","0","0","0","-","178.45699999999999","0",NA,"-","PCE","12","Kongiganak",NA
"P233","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Kongiganak",NA
"P259","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","WND","WT","262.03944390000004","0","0","0","-","76.613000000000014","0",NA,"-","PCE","11","Tuntutuliak",NA
"P259","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","DFO","IC","318.64882920000002","1255.2","74.14","93.060528000000005","0.2538629933078394","93.164000000000001","9096","gallons","0.13799472295514512","PCE","1","Tuntutuliak",NA
"P265","375","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","DFO","IC","1518.2061843000001","6063.8000000000011","74.14","449.57013200000011","0.25037207432633002","443.88100000000003","43940","gallons","0.13800182066454258","PCE","12","Newtok",NA
"P3","412","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","DFO","IC","6402.7879188000006","18394.199999999997","74.14","1363.7459879999999","0.34808732746191745","1871.9960000000001","133290","gallons","0.13800135043889261","PCE","12","Akiachak",NA
"P4","635","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","DFO","IC","4120.209670199999","12706.099999999999","74.14","942.03025400000001","0.32427020645201904","1204.6339999999998","92073","gallons","0.13800028238462958","PCE","12","Akiak",NA
"P45","169","Alaska Village Electric Cooperative","Alakanuk","Alakanuk_grid","Lower Yukon-Kuskokwim","JF","IC","0","0","72.233333333333306","0","-","0","-","gallons","-","0","0","Alakanuk",NA
"P47","169","Alaska Village Electric Cooperative","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Bethel; Napakiak",NA
"P47","169","Alaska Village Electric Cooperative","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","DFO","IC","106929.52295999999","311624.19999999995","74.14","23103.818187999997","0.34313613307310536","31263.199999999997","2258146","gallons","0.13800002302774045","PCE","9","Bethel; Napakiak",NA
"P49","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","WND","WT","2835.9007014000003","0","0","0","-","829.13800000000003","0",NA,"-","PCE","12","Chevak",NA
"P49","169","Alaska Village Electric Cooperative","Chevak","Chevak_grid","Lower Yukon-Kuskokwim","DFO","IC","5750.8342749000003","19698.2","74.14","1460.424548","0.29194719694692917","1681.383","142740","gallons","0.13800056045957687","PCE","12","Chevak",NA
"P51","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","WND","WT","1731.3182367000004","0","0","0","-","506.18900000000008","0",NA,"-","PCE","12","Emmonak",NA
"P51","169","Alaska Village Electric Cooperative","Emmonak","Emmonak_grid","Lower Yukon-Kuskokwim","DFO","IC","11888.210333999999","37848.9","74.14","2806.1174460000002","0.31409658758907127","3475.7799999999997","274268","gallons","0.13799969373022009","PCE","12","Emmonak",NA
"P53","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","WND","WT","1285.3692618","0","0","0","-","375.80599999999998","0",NA,"-","PCE","12","Hooper Bay",NA
"P53","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","9754.0115399999995","28687.599999999999","74.14","2126.8986639999998","0.34000793164991144","2851.7999999999997","207881","gallons","0.13800010582977762","PCE","12","Hooper Bay",NA
"P54","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","WND","WT","1334.0606526000004","0","0","0","-","390.04200000000009","0",NA,"-","PCE","12","Kasigluk",NA
"P54","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","DFO","IC","9263.0445764999986","26036","74.14","1930.3090400000001","0.35577832910201257","2708.2549999999997","188667","gallons","0.13799975618417634","PCE","12","Kasigluk",NA
"P57","169","Alaska Village Electric Cooperative","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","DFO","IC","6724.5971052000004","19270.500000000004","74.14","1428.7148700000002","0.34895810203160266","1966.0840000000001","139640","gallons","0.13800128902893155","PCE","12","Kotlik",NA
"P59","169","Alaska Village Electric Cooperative","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","DFO","IC","5194.6216685999998","15864.3","74.14","1176.179202","0.32744096295455832","1518.7619999999999","114959","gallons","0.13799963465235432","PCE","12","Marshall",NA
"P65","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","DFO","IC","5889.4111496999994","17952.5","74.14","1330.9983500000001","0.32805520956412754","1721.8989999999999","130091","gallons","0.13799955415824308","PCE","12","Pilot Station",NA
"P66","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","WND","WT","1454.7938223000001","0","0","0","-","425.34100000000001","0",NA,"-","PCE","12","Quinhagak",NA
"P66","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","DFO","IC","5832.2476758000012","18465.899999999998","74.14","1369.0618259999999","0.31583879885627031","1705.1860000000001","133811","gallons","0.13799986548191104","PCE","12","Quinhagak",NA
"P67","169","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Saint Mary's, Andreafsky; Pitkas Point",NA
"P67","169","Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's_grid","Lower Yukon-Kuskokwim","DFO","IC","10250.820375900001","33409.9","74.14","2477.009986","0.30681984609053004","2997.0529999999999","242102","gallons","0.13799927303368004","PCE","12","Saint Mary's, Andreafsky; Pitkas Point",NA
"P69","169","Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","5854.2162626999989","17613","74.14","1305.82782","0.33238041575540789","1711.6089999999997","127631","gallons","0.1379993888632072","PCE","12","Scammon Bay",NA
"P76","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","WND","WT","2353.1356173000004","0","0","0","-","687.9910000000001","0",NA,"-","PCE","12","Toksook Bay",NA
"P76","169","Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","9045.845265599999","27660.999999999993","74.14","2050.7865399999996","0.32702524368605623","2644.7519999999995","200442","gallons","0.13800001995589742","PCE","12","Toksook Bay",NA
"P77","169","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","DFO","IC","4528.8226503000005","13837.7","74.14","1025.9270780000002","0.32728145936824765","1324.1010000000001","100272","gallons","0.13800163555130046","PCE","12","Kalskag",NA
"P80","169","Alaska Village Electric Cooperative","Eek","Eek_grid","Lower Yukon-Kuskokwim","DFO","IC","2908.9685703","9116","74.14","675.86023999999998","0.3191058106954805","850.50099999999998","66058","gallons","0.1379999394471525","PCE","12","Eek",NA
"P82","169","Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","2347.1877156","7291.1","74.14","540.56215399999996","0.3219250477431389","686.25199999999995","52834","gallons","0.13800015141764774","PCE","12","Goodnews Bay",NA
"P87","169","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","WND","WT","792.90078659999983","0","0","0","-","231.82199999999995","0",NA,"-","PCE","12","Mekoryuk",NA
"P87","169","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","DFO","IC","2574.6547670999998","8286.7999999999993","74.14","614.38335199999995","0.31069348446927647","752.75699999999995","60048","gallons","0.13800293098854249","PCE","12","Mekoryuk",NA
"P93","169","Alaska Village Electric Cooperative","Russian Mission","Russian Mission_grid","Lower Yukon-Kuskokwim","DFO","IC","3555.8670108000006","10710.2","74.14","794.05422799999997","0.3320075265447891","1039.6360000000002","77611","gallons","0.13799847959696435","PCE","12","Russian Mission",NA
"P195","570","Lime Village Electric Utility","Lime Village","Lime Village_grid","Lower Yukon-Kuskokwim","SUN","PV","0","0","0","0","-","0","-",NA,"-","0","0","Lime Village",NA
"P231","0","Platinum, City of","Platinum","Platinum_grid","Lower Yukon-Kuskokwim","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Platinum",NA
"P233","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","WND","IC","0","0","0","0","-","0","-",NA,"-","0","0","Kongiganak",NA
"P258","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim","DFO","IC","2288.1704390999998","8323.3999999999978","74.14","617.09687599999984","0.27490814319869289","668.99699999999996","60315","gallons","0.137998839426345","PCE","12","Tuluksak",NA
"P45","169","Alaska Village Electric Cooperative","Alakanuk","Alakanuk_grid","Lower Yukon-Kuskokwim","DFO","IC","7813.4119868999996","23366.2","74.14","1732.3700679999999","0.33438950222543673","2284.4229999999998","169321","gallons","0.13799942121768713","PCE","12","Alakanuk",NA
"P60","169","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","DFO","IC","9767.531985900001","27997.4","74.14","2075.7272360000002","0.3488728234014587","2855.7530000000002","202879","gallons","0.138000483046545","PCE","12","Mountain Village",NA
"P64","169","Alaska Village Electric Cooperative","Nunapitchuk","Nunapitchuk_grid","Lower Yukon-Kuskokwim","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Nunapitchuk",NA
"P89","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Toksook Bay",NA
"P97","169","Alaska Village Electric Cooperative","Tununak","Toksook Bay_grid","Lower Yukon-Kuskokwim","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Toksook Bay",NA
"P99","169","Alaska Village Electric Cooperative","Lower Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Kalskag",NA
"P110","214","Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik_grid","North Slope","DFO","GT","12.193369500000001","52.2","74.14","3.8701080000000001","0.2335894540229885","3.5649999999999999","378","gallons","0.1380952380952381","EIA923","12","Utqiagvik",NA
"P110","214","Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik_grid","North Slope","NG","GT","169761.2377305","751742","52.91","39774.669219999996","0.22582380355294768","49633.434999999998","751742","MCF","1","EIA923","12","Utqiagvik",NA
"P216","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","DFO","IC","14471.2893","42347.600000000006","74.14","3139.6510640000001","0.3417263150686225","4231","306866","gallons","0.13800029980512668","PCE","12","Anaktuvuk Pass",NA
"P217","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","DFO","IC","11909.210975999998","37029.399999999994","74.14","2745.3597159999995","0.32161501336775644","3481.9199999999996","268328","gallons","0.138000506842372","PCE","12","Atqasuk",NA
"P218","254","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","DFO","IC","16060.360680000002","48317.900000000009","74.14","3582.2891060000006","0.33238945980682105","4695.6000000000004","350129","gallons","0.13800027989683805","PCE","12","Kaktovik",NA
"P219","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","DFO","IC","3031.7197170000004","11186.2","74.14","829.34486800000002","0.27102319974611577","886.3900000000001","81060","gallons","0.13799901307673329","EIA923","12","Nuiqsut",NA
"P219","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","NG","IC","19535.419683000004","72628","52.91","3842.74748","0.26897917721815284","5711.6100000000006","72628","MCF","1","EIA923","12","Nuiqsut",NA
"P220","254","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","DFO","IC","19697.507700000002","56806.6","74.14","4211.6413240000002","0.3467468163910532","5759","411642","gallons","0.13800000971718143","EIA923","12","Point Hope",NA
"P221","254","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","DFO","IC","12290.0169171","36429.299999999996","74.14","2700.8683019999999","0.33736626608526654","3593.2570000000001","263981","gallons","0.13799970452418922","PCE","12","Point Lay",NA
"P222","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","DFO","IC","22991.153990999999","68066.2","74.14","5046.4280680000002","0.33777637051870091","6721.9699999999993","493234","gallons","0.13799981347595663","PCE","12","Wainwright",NA
"P254","227","TDX North Slope Generating Co","TNSG North Plant","Deadhorse_grid","North Slope","NG","GT","226078.40970000002","1050556","52.91","55584.917959999992","0.21519881824481515","66099","1078601","MCF","0.97399872612764127","EIA923","12","Deadhorse",NA
"P255","227","TDX North Slope Generating Co","TNSG South Plant","Deadhorse_grid","North Slope","NG","IC","31138.411200000002","82444","52.91","4362.11204","0.37769165979331426","9104","84645","MCF","0.9739972827692126","EIA923","12","Deadhorse",NA
"P110","214","Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik_grid","North Slope","DFO","IC","0","0","74.14","0","-","0","-","gallons","-","0","0","Utqiagvik",NA
"P110","214","Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik_grid","North Slope","NG",NA,"0","0","52.91","0","-","0","-","MCF","-","0","0","Utqiagvik",NA
"P110","214","Barrow Utilities & Electric Cooperative Inc.","Barrow","Utqiagvik_grid","North Slope","NG","IC","0","0","52.91","0","-","0","0","MCF","-","EIA923","12","Utqiagvik",NA
"P219","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","NG",NA,"0","0","52.91","0","-","0","-","MCF","-","0","0","Nuiqsut",NA
"P219","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","NG","OT","0","0","52.91","0","-","0","-","MCF","-","0","0","Nuiqsut",NA
"P254","227","TDX North Slope Generating Co","TNSG North Plant","Deadhorse_grid","North Slope","DFO","IC","17.101500000000005","220.39999999999998","74.14","16.340456","7.7593012704174263E-2","5.0000000000000009","1596","gallons","0.13809523809523808","EIA923","12","Deadhorse",NA
"P254","227","TDX North Slope Generating Company","TNSG North Plant","Deadhorse_grid","North Slope","NG","IC","0","0","52.91","0","-","0","-","MCF","-","0","0","Deadhorse",NA
"P113","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Buckland",NA
"P113","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","DFO","IC","5750.8547967000004","17106.699999999997","74.14","1268.2907379999999","0.33617558013526871","1681.3890000000001","123961","gallons","0.13800066149837448","PCE","12","Buckland",NA
"P169","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","WND","WT","0","0","0","0","-","0","-",NA,"-","0","0","Deering",NA
"P169","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","DFO","IC","2074.8463281000004","7950.4999999999991","74.14","589.45006999999998","0.26097054626753041","606.62700000000007","57612","gallons","0.13800076372977851","PCE","12","Deering",NA
"P189","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","WND","WT","15820.587389100001","0","0","0","-","4625.4970000000003","0",NA,"-","PCE","12","Kotzebue",NA
"P189","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","DFO","IC","58543.00060050001","164926.1","74.14","12227.621054000001","0.35496504555979924","17116.335000000003","1195116","gallons","0.13800007697997518","PCE","12","Kotzebue",NA
"P189","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","MWH","BA","0","0","0","0","-","0","-","MWH","-","0","0","Kotzebue",NA
"P46","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","DFO","IC","4221.9567546000007","12751.2","74.14","945.3739680000001","0.3311027004987766","1234.3820000000001","92400","gallons","0.13800000000000001","PCE","12","Ambler",NA
"P55","169","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","DFO","IC","5315.8302599999997","16244.199999999999","74.14","1204.3449879999998","0.32724481722707183","1554.1999999999998","117712","gallons","0.13799952426260703","PCE","12","Kiana",NA
"P56","169","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","DFO","IC","4175.0268182999998","13102.6","74.14","971.42676400000005","0.318641095530658","1220.6609999999998","94945","gallons","0.13800200115856548","PCE","12","Kivalina",NA
"P62","169","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","DFO","IC","6128.6645550000003","18293.5","74.14","1356.28009","0.33501869817148167","1791.8500000000001","132562","gallons","0.13799957755616241","PCE","12","Noatak",NA
"P63","169","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","DFO","IC","6374.7209369999991","20605.3","74.14","1527.6769420000001","0.3093728767355971","1863.7899999999997","149313","gallons","0.13800070991809152","PCE","12","Noorvik",NA
"P70","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","DFO","IC","8873.9546687999991","25268.299999999996","74.14","1873.3917619999997","0.35118922400003166","2594.4959999999996","183103","gallons","0.13800046968099919","PCE","12","Selawik",NA
"P72","169","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","DFO","IC","5587.2515868","16384.899999999998","74.14","1214.7764859999997","0.34100004191664279","1633.556","118730","gallons","0.13800134759538446","PCE","12","Shungnak; Kobuk",NA
"P63","169","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","SUN","PV","0","0","0","0","-","0","-",NA,"-","0","0","Noorvik",NA
"P70","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","WND","WT","163.9657617","0","0","0","-","47.939","0",NA,"-","PCE","8","Selawik",NA
"P101","121","Anchorage Municipal Light and Power","Anchorage 1","Railbelt_grid","Railbelt","DFO","IC","0","162.39999999999998","74.14","12.040335999999998","0","0","1176","gallons","0.13809523809523808","EIA923","12","0",NA
"P101","121","Anchorage Municipal Light and Power","Anchorage 1","Railbelt_grid","Railbelt","DFO","GT","134.93083500000003","533.60000000000014","74.14","39.561104000000014","0.25286888118440781","39.45000000000001","3864","gallons","0.13809523809523813","EIA923","12","0",NA
"P101","121","Anchorage Municipal Light and Power","Anchorage 1","Railbelt_grid","Railbelt","NG","GT","114930.80176500001","432569","52.91","22887.22579","0.26569356973107183","33602.550000000003","428286","MCF","1.0100003268843716","EIA923","12","0",NA
"P102","121","Anchorage Municipal Light and Power","Eklutna Hydro Project","Railbelt_grid","Railbelt","WAT","HY","284261.13300000003","0","0","0","-","83110","0",NA,"-","EIA923","12","0",NA
"P103","121","Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Railbelt_grid","Railbelt","NG","CA","261136.78568640008","0","52.91","0","-","76349.088000000018","0","MCF","-","EIA923","12","0",NA
"P103","121","Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Railbelt_grid","Railbelt","NG","CT","1259508.5547759002","4958794","52.91","262369.79054000002","0.25399493400530454","368245.05300000001","4900454","MCF","1.011905019412487","EIA923","12","0",NA
"P103","121","Anchorage Municipal Light and Power","George M Sullivan Generation Plant 2","Railbelt_grid","Railbelt","NG","GT","164636.14050000001","674245","52.91","35674.302949999998","0.24417851152029307","48135","667419","MCF","1.0102274583132935","EIA923","12","0",NA
"P109","520","Aurora Energy LLC","Aurora Energy LLC Chena","Railbelt_grid","Railbelt","SUB","ST","653489.35860000004","3244117","97.13","315101.08421","0.20143828308288511","191062","212780","tons","15.246343641319672","EIA923","12","0",NA
"P120","8","Chugach Electric Assn Inc","Beluga","Railbelt_grid","Railbelt","NG","GT","668771.25900000008","2883493","52.91","152565.61463","0.23193094590484531","195530","2883493","MCF","1","EIA923","12","0",NA
"P121","8","Chugach Electric Assn Inc","Cooper Lake","Railbelt_grid","Railbelt","WAT","HY","109620.61500000001","0","0","0","-","32050","0",NA,"-","EIA923","12","0",NA
"P123","8","Chugach Electric Assn Inc","Southcentral Power Project","Railbelt_grid","Railbelt","NG","CA","682107.00870000001","0","52.91","0","-","199429","0","MCF","-","EIA923","12","0",NA
"P123","8","Chugach Electric Assn Inc","Southcentral Power Project","Railbelt_grid","Railbelt","NG","CT","2428163.3181000003","6883626","52.91","364212.65165999997","0.35274480602229119","709927","6883626","MCF","1","EIA923","12","0",NA
"P136","720","Doyon Utilities - Fort Greely","Fort Greely Power Plant","Railbelt_grid","Railbelt","DFO","IC","408.93106800000004","1332.8999999999999","74.14","98.821205999999989","0.3067980103533649","119.56","9660","gallons","0.1379813664596273","EIA923","12","0",NA
"P137","726","Doyon Utilities - Ft. Wainwright","Utility Plants Section","Railbelt_grid","Railbelt","SUB","ST","242988.35237820004","773839","97.13","75162.982069999998","0.31400375579183787","71042.994000000006","48978","tons","15.799726407774919","EIA923","12","0",NA
"P138","724","Doyon Utilities, LLC","JBER Landfill Gas Power Plant","Railbelt_grid","Railbelt","LFG","IC","192103.77971069998","546450","52.07","28453.6515","0.35154868645017839","56165.768999999993","1021405","MCF","0.53499836010201629","EIA923","12","0",NA
"P138","724","Doyon Utilities, LLC","JBER Landfill Gas Power Plant","Railbelt_grid","Railbelt","NG","IC","4.2103893000000001","12","52.91","0.63491999999999993","0.35086577499999999","1.2309999999999999","12","MCF","1","EIA923","12","0",NA
"P14","742","Alaska Environmental Power","Delta Wind Farm","Railbelt_grid","Railbelt","WND","WT","15391.35","42796","0","0","0.35964459295261242","4500","0",NA,"-","EIA923","12","0",NA
"P142","0","Fire Island Wind LLC","Fire Island Wind","Railbelt_grid","Railbelt","WND","WT","163534.80389999997","454699","0","0","0.35965507709495725","47812.999999999985","0",NA,"-","EIA923","12","0",NA
"P146","13","Golden Valley Elec Assn Inc","Battery Energy Storage System","Railbelt_grid","Railbelt","MWH","BA","0","0","0","0","-","0","-","MWH","-","0","0","0",NA
"P147","13","Golden Valley Elec Assn Inc","Delta Power","Railbelt_grid","Railbelt","DFO","GT","-413.85630000000003","1060.3999999999999","74.14","78.618055999999996","-0.39028319502074699","-121","7686","gallons","0.13796513140775435","EIA923","12","0",NA
"P148","13","Golden Valley Elec Assn Inc","Eva Creek Wind","Railbelt_grid","Railbelt","WND","WT","245505.71370000002","682617","0","0","0.35965367651259789","71779","0",NA,"-","EIA923","12","0",NA
"P149","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","DFO","IC","-427.53750000000002","52.2","74.14","3.8701080000000001","-8.1903735632183903","-125","378","gallons","0.1380952380952381","EIA923","12","0",NA
"P149","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","DFO","GT","361.66252200000002","2608.2000000000003","74.14","193.37194800000003","0.13866364619277663","105.74000000000001","18900","gallons","0.13800000000000001","EIA923","12","0",NA
"P150","13","Golden Valley Elec Assn Inc","Healy","Railbelt_grid","Railbelt","DFO","ST","1002.2983932000002","4126.7","74.14","305.95353799999998","0.24288133210555657","293.04400000000004","29904","gallons","0.13799826110219368","EIA923","12","0",NA
"P150","13","Golden Valley Elec Assn Inc","Healy","Railbelt_grid","Railbelt","WC","ST","303588.14012280002","1207917","93.24","112626.18107999999","0.25133195420115789","88760.676000000007","86635","tons","13.942598257055463","EIA923","12","0",NA
"P150","13","Golden Valley Elec Assn Inc","Healy","Railbelt_grid","Railbelt","LIG","ST","55109.320386899999","220605","98.156666666666595","21653.851449999984","0.24980993353233155","16112.422999999999","15906","tons","13.869294605809129","EIA923","12","0",NA
"P151","13","Golden Valley Elec Assn Inc","North Pole","Railbelt_grid","Railbelt","DFO","GT","683.07495359999996","3193.7000000000003","74.14","236.78091800000004","0.21388200319378775","199.71199999999999","23142","gallons","0.1380044939936047","EIA923","12","0",NA
"P151","13","Golden Valley Elec Assn Inc","North Pole","Railbelt_grid","Railbelt","DFO","CA","157.59032250000001","0","74.14","0","-","46.075000000000003","0","gallons","-","EIA923","12","0",NA
"P151","13","Golden Valley Elec Assn Inc","North Pole","Railbelt_grid","Railbelt","DFO","CT","750.2941095000001","2428.6999999999998","74.14","180.063818","0.3089282782970314","219.36500000000004","17598","gallons","0.13801000113649278","EIA923","12","0",NA
"P151","13","Golden Valley Elec Assn Inc","North Pole","Railbelt_grid","Railbelt","WO","CA","0","0","74","0","-","0","-","gallons","-","0","0","0",NA
"P151","13","Golden Valley Elec Assn Inc","North Pole","Railbelt_grid","Railbelt","WO","CT","0","0","74","0","-","0","-","gallons","-","0","0","0",NA
"P155","32","Homer Electric Assn Inc","Bernice Lake","Railbelt_grid","Railbelt","NG","GT","59673.974099999999","388466","52.91","20553.736059999999","0.15361440666622048","17447","388466","MCF","1","EIA923","12","0",NA
"P156","32","Homer Electric Assn Inc","Bradley Lake","Railbelt_grid","Railbelt","WAT","HY","1479536.2725","0","0","0","-","432575","0",NA,"-","EIA923","12","0",NA
